batch_id,variant,weight_profile,psi_lambda,psi_threshold,scenario,profile,run_index,seed,event_observed,first_event_step,detect_step,lead_steps,psi_score,non_regime_score,term_t,term_d,term_g,term_s,term_regime,term_variance,regime_share_of_score,collapse_share_at_detect,s_network_at_detect,cluster_variance_at_detect,regime_weight_at_detect
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,low_stress,9,8369,1,97,76,21,0.222341,0.222341,0.035903,0.078571,0.0,0.107131,0.0,0.000737,0.0,0.0,0.464346,0.007365,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,0,8370,1,66,54,12,0.220554,0.220554,0.038818,0.073054,0.0,0.107935,0.0,0.000747,0.0,0.0,0.460327,0.007473,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,1,8371,1,66,54,12,0.224578,0.224578,0.040301,0.073037,0.0,0.110276,0.0,0.000964,0.0,0.0,0.448622,0.009642,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,2,8372,1,65,54,11,0.22432,0.22432,0.041016,0.072834,0.0,0.109612,0.0,0.000858,0.0,0.0,0.451939,0.008577,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,3,8373,1,66,55,11,0.226282,0.226282,0.039979,0.07432,0.0,0.111097,0.0,0.000887,0.0,0.083333,0.444517,0.008867,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,4,8374,1,67,54,13,0.223595,0.223595,0.03973,0.07282,0.0,0.110011,0.0,0.001033,0.0,0.0,0.449945,0.010333,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,5,8375,1,67,54,13,0.225519,0.225519,0.039955,0.073429,0.0,0.110935,0.0,0.0012,0.0,0.0,0.445324,0.012003,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,6,8376,1,62,54,8,0.23014,0.23014,0.044634,0.073321,0.0,0.111398,0.0,0.000786,0.0,0.0,0.443008,0.007856,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,7,8377,1,67,55,12,0.229978,0.229978,0.040276,0.074709,0.0,0.113864,0.0,0.00113,0.0,0.033333,0.43068,0.011296,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,8,8378,1,66,54,12,0.223033,0.223033,0.039566,0.072681,0.0,0.109833,0.0,0.000954,0.0,0.0,0.450833,0.009536,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,mid_stress,9,8379,1,67,55,12,0.231154,0.231154,0.041232,0.073419,0.0,0.115494,0.0,0.001009,0.0,0.083333,0.422529,0.010085,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,0,8380,1,27,8,19,0.222131,0.222131,0.059162,0.037854,0.076819,0.048188,0.0,0.000108,0.0,0.0,0.759059,0.001075,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,1,8381,1,25,0,25,0.222228,0.222228,0.055752,0.046516,0.078217,0.041673,0.0,7.1e-05,0.0,0.0,0.791636,0.000705,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,2,8382,1,27,0,27,0.220687,0.220687,0.054564,0.044755,0.078217,0.043082,0.0,7e-05,0.0,0.0,0.784592,0.000696,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,3,8383,1,28,0,28,0.220319,0.220319,0.054209,0.045483,0.078217,0.042336,0.0,7.4e-05,0.0,0.0,0.788318,0.000737,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,4,8384,1,27,8,19,0.221588,0.221588,0.05931,0.038377,0.07686,0.046913,0.0,0.000128,0.0,0.0,0.765434,0.001284,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,5,8385,1,27,0,27,0.221544,0.221544,0.055079,0.045887,0.078217,0.042291,0.0,7e-05,0.0,0.0,0.788547,0.0007,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,6,8386,1,25,0,25,0.221512,0.221512,0.05533,0.045648,0.078217,0.042246,0.0,7.1e-05,0.0,0.0,0.78877,0.000712,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,7,8387,1,26,0,26,0.220214,0.220214,0.054498,0.045708,0.078217,0.041721,0.0,7e-05,0.0,0.0,0.791396,0.000703,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,8,8388,1,25,0,25,0.220629,0.220629,0.053857,0.046299,0.078217,0.042177,0.0,7.8e-05,0.0,0.0,0.789113,0.000784,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,federation_cluster_attack,high_stress,9,8389,1,28,0,28,0.222217,0.222217,0.055819,0.04486,0.078217,0.043249,0.0,7.2e-05,0.0,0.0,0.783755,0.000721,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,0,8390,1,87,67,20,0.220655,0.220655,0.036576,0.07425,0.0,0.108974,0.0,0.000856,0.0,0.0,0.45513,0.008557,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,1,8391,1,87,70,17,0.225057,0.225057,0.03854,0.073335,0.0,0.112204,0.0,0.000978,0.0,0.016667,0.438979,0.009777,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,2,8392,1,86,70,16,0.224683,0.224683,0.037687,0.074173,0.0,0.112044,0.0,0.000779,0.0,0.0,0.43978,0.007789,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,3,8393,1,87,70,17,0.226042,0.226042,0.03843,0.072875,0.0,0.113767,0.0,0.000969,0.0,0.016667,0.431163,0.009689,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,4,8394,1,88,71,17,0.228682,0.228682,0.038459,0.077457,0.0,0.111744,0.0,0.001022,0.0,0.066667,0.441278,0.010215,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,5,8395,1,87,70,17,0.220325,0.220325,0.036588,0.073293,0.0,0.10948,0.0,0.000963,0.0,0.016667,0.452599,0.009631,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,6,8396,1,87,70,17,0.220222,0.220222,0.036412,0.073848,0.0,0.109036,0.0,0.000927,0.0,0.033333,0.454822,0.009271,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,7,8397,1,87,68,19,0.220928,0.220928,0.037532,0.073638,0.0,0.108949,0.0,0.000808,0.0,0.0,0.455253,0.008078,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,8,8398,1,88,71,17,0.225357,0.225357,0.036552,0.076601,0.0,0.111379,0.0,0.000825,0.0,0.033333,0.443103,0.008247,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,low_stress,9,8399,1,87,70,17,0.226188,0.226188,0.040641,0.073457,0.0,0.111074,0.0,0.001016,0.0,0.05,0.444628,0.010161,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,0,8400,1,60,50,10,0.22119,0.22119,0.037238,0.073008,0.0,0.110023,0.0,0.00092,0.0,0.0,0.449884,0.009204,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,1,8401,1,61,51,10,0.229789,0.229789,0.037429,0.074022,0.0,0.117144,0.0,0.001193,0.0,0.033333,0.414279,0.011934,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,2,8402,1,61,51,10,0.229847,0.229847,0.038463,0.072932,0.0,0.117181,0.0,0.001271,0.0,0.05,0.414097,0.012714,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,3,8403,1,61,51,10,0.228846,0.228846,0.037329,0.074149,0.0,0.116284,0.0,0.001084,0.0,0.033333,0.41858,0.010838,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,4,8404,1,59,50,9,0.223615,0.223615,0.038976,0.073179,0.0,0.110676,0.0,0.000783,0.0,0.016667,0.446619,0.007834,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,5,8405,1,61,51,10,0.237495,0.237495,0.043669,0.073698,0.0,0.118908,0.0,0.001221,0.0,0.033333,0.405461,0.012205,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,6,8406,1,57,50,7,0.225381,0.225381,0.041117,0.074128,0.0,0.109327,0.0,0.000809,0.0,0.016667,0.453367,0.008088,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,7,8407,1,58,50,8,0.23218,0.23218,0.045408,0.075395,0.0,0.110745,0.0,0.000632,0.0,0.0,0.446277,0.006324,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,8,8408,1,60,51,9,0.231123,0.231123,0.038491,0.074145,0.0,0.11744,0.0,0.001047,0.0,0.05,0.412801,0.01047,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,mid_stress,9,8409,1,61,50,11,0.222287,0.222287,0.037159,0.073466,0.0,0.110721,0.0,0.000942,0.0,0.0,0.446397,0.009425,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,0,8410,1,24,0,24,0.223837,0.223837,0.057003,0.045855,0.078217,0.042689,0.0,7.3e-05,0.0,0.0,0.786554,0.000728,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,1,8411,1,26,0,26,0.222383,0.222383,0.055232,0.046402,0.078217,0.042458,0.0,7.3e-05,0.0,0.0,0.787712,0.000733,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,2,8412,1,25,6,19,0.22048,0.22048,0.057026,0.041358,0.076397,0.045604,0.0,9.5e-05,0.0,0.0,0.77198,0.000947,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,3,8413,1,24,0,24,0.222111,0.222111,0.055508,0.046104,0.078217,0.042214,0.0,6.8e-05,0.0,0.0,0.788932,0.000679,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,4,8414,1,23,0,23,0.221142,0.221142,0.054432,0.046866,0.078217,0.041556,0.0,7.2e-05,0.0,0.0,0.792222,0.000717,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,5,8415,1,27,0,27,0.22112,0.22112,0.054519,0.045487,0.078217,0.042816,0.0,8.1e-05,0.0,0.0,0.785921,0.000805,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,6,8416,1,23,4,19,0.220672,0.220672,0.056208,0.043311,0.076852,0.044222,0.0,8e-05,0.0,0.0,0.778891,0.000796,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,7,8417,1,23,0,23,0.220559,0.220559,0.054433,0.046238,0.078217,0.04159,0.0,8.1e-05,0.0,0.0,0.792049,0.000806,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,8,8418,1,26,0,26,0.221951,0.221951,0.055211,0.045803,0.078217,0.042642,0.0,7.7e-05,0.0,0.0,0.786789,0.000765,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.22,psi_corruption,high_stress,9,8419,1,25,0,25,0.221276,0.221276,0.055281,0.046063,0.078217,0.041651,0.0,6.4e-05,0.0,0.0,0.791744,0.000641,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,0,8320,1,31,20,11,0.308831,0.308831,0.088542,0.039152,0.104081,0.076568,0.0,0.000488,0.0,0.0,0.617161,0.004878,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,1,8321,1,32,20,12,0.301383,0.301383,0.087416,0.03874,0.102613,0.072115,0.0,0.000498,0.0,0.0,0.639425,0.004977,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,2,8322,1,29,18,11,0.302418,0.302418,0.086456,0.04026,0.102285,0.073092,0.0,0.000325,0.0,0.0,0.634542,0.003247,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,3,8323,1,31,20,11,0.307739,0.307739,0.088248,0.039591,0.105612,0.073883,0.0,0.000404,0.0,0.0,0.630583,0.004044,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,4,8324,1,31,19,12,0.305387,0.305387,0.086823,0.039324,0.105689,0.073265,0.0,0.000286,0.0,0.0,0.633676,0.002856,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,5,8325,1,32,21,11,0.312296,0.312296,0.089346,0.039665,0.105429,0.077276,0.0,0.000581,0.0,0.0,0.613621,0.005808,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,6,8326,1,32,19,13,0.304824,0.304824,0.087153,0.040623,0.104076,0.072508,0.0,0.000465,0.0,0.0,0.637461,0.004646,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,7,8327,1,33,20,13,0.30145,0.30145,0.084997,0.038025,0.102415,0.075695,0.0,0.000319,0.0,0.0,0.621525,0.00319,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,8,8328,1,31,19,12,0.301755,0.301755,0.085449,0.039261,0.102088,0.074521,0.0,0.000436,0.0,0.0,0.627394,0.004356,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,async_message_loss,high_stress,9,8329,1,32,19,13,0.304359,0.304359,0.084985,0.039082,0.103269,0.076661,0.0,0.000361,0.0,0.0,0.616694,0.003613,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,0,8350,1,25,18,7,0.307417,0.307417,0.097956,0.035673,0.099833,0.073067,0.0,0.000889,0.0,0.0,0.634667,0.008891,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,1,8351,1,24,17,7,0.304707,0.304707,0.094339,0.036964,0.098051,0.074544,0.0,0.000808,0.0,0.0,0.62728,0.008081,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,2,8352,1,24,17,7,0.301602,0.301602,0.091598,0.035549,0.097559,0.076255,0.0,0.00064,0.0,0.0,0.618725,0.006396,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,3,8353,1,26,19,7,0.310041,0.310041,0.096433,0.03536,0.099153,0.078204,0.0,0.000891,0.0,0.0,0.60898,0.008906,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,4,8354,1,26,19,7,0.307265,0.307265,0.0953,0.035229,0.10061,0.075227,0.0,0.0009,0.0,0.0,0.623863,0.008996,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,5,8355,1,23,17,6,0.303213,0.303213,0.094101,0.036817,0.097822,0.073772,0.0,0.000702,0.0,0.0,0.63114,0.007018,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,6,8356,1,24,17,7,0.306383,0.306383,0.093096,0.037255,0.097596,0.077638,0.0,0.000798,0.0,0.0,0.611811,0.007977,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,7,8357,1,25,18,7,0.311445,0.311445,0.096169,0.035895,0.102016,0.076817,0.0,0.000548,0.0,0.0,0.615914,0.005481,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,8,8358,1,23,17,6,0.311223,0.311223,0.09863,0.036465,0.101235,0.07413,0.0,0.000763,0.0,0.0,0.62935,0.007634,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_bridge_stress,high_stress,9,8359,1,27,19,8,0.306465,0.306465,0.093249,0.036672,0.098195,0.077142,0.0,0.001209,0.0,0.033333,0.614291,0.01209,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,0,8360,1,98,88,10,0.300617,0.300617,0.063769,0.081495,0.0,0.153773,0.0,0.00158,0.0,0.183333,0.231136,0.0158,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,1,8361,1,98,88,10,0.300512,0.300512,0.06284,0.081845,0.0,0.154344,0.0,0.001483,0.0,0.166667,0.228282,0.014832,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,2,8362,1,98,91,7,0.301665,0.301665,0.064953,0.080581,0.0,0.154794,0.0,0.001336,0.0,0.216667,0.226029,0.013362,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,3,8363,1,99,88,11,0.300631,0.300631,0.064345,0.08033,0.0,0.154149,0.0,0.001808,0.0,0.2,0.229257,0.018077,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,4,8364,1,98,93,5,0.302309,0.302309,0.066428,0.080335,0.0,0.154757,0.0,0.000788,0.0,0.25,0.226213,0.007882,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,5,8365,1,96,84,12,0.300501,0.300501,0.066163,0.081237,0.0,0.151369,0.0,0.001732,0.0,0.233333,0.243156,0.017322,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,6,8366,1,99,90,9,0.300967,0.300967,0.064834,0.07982,0.0,0.154896,0.0,0.001418,0.0,0.216667,0.22552,0.014175,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,7,8367,1,97,87,10,0.300739,0.300739,0.065302,0.08038,0.0,0.15323,0.0,0.001827,0.0,0.2,0.233849,0.018268,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,8,8368,1,92,86,6,0.301675,0.301675,0.06584,0.081513,0.0,0.152759,0.0,0.001563,0.0,0.2,0.236203,0.01563,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,low_stress,9,8369,1,97,88,9,0.302309,0.302309,0.064326,0.082165,0.0,0.154271,0.0,0.001547,0.0,0.2,0.228645,0.015472,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,0,8370,1,66,62,4,0.302351,0.302351,0.068288,0.074838,0.006573,0.151806,0.0,0.000847,0.0,0.266667,0.240972,0.008467,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,1,8371,1,66,62,4,0.302124,0.302124,0.067584,0.073277,0.007117,0.153015,0.0,0.001131,0.0,0.25,0.234925,0.011312,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,2,8372,1,65,62,3,0.304195,0.304195,0.069377,0.073638,0.00798,0.152391,0.0,0.000808,0.0,0.283333,0.238045,0.008079,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,3,8373,1,66,64,2,0.30546,0.30546,0.068999,0.074052,0.007075,0.15467,0.0,0.000663,0.0,0.216667,0.226649,0.006628,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,4,8374,1,67,62,5,0.300873,0.300873,0.066766,0.0736,0.006803,0.152515,0.0,0.001189,0.0,0.25,0.237424,0.01189,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,5,8375,1,67,62,5,0.301743,0.301743,0.067035,0.073555,0.0069,0.15299,0.0,0.001264,0.0,0.216667,0.235052,0.012639,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,6,8376,1,62,60,2,0.301305,0.301305,0.069142,0.074922,0.006241,0.149925,0.0,0.001075,0.0,0.216667,0.250373,0.010747,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,7,8377,1,67,63,4,0.300536,0.300536,0.06566,0.074863,0.00575,0.153179,0.0,0.001085,0.0,0.216667,0.234103,0.010847,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,8,8378,1,66,62,4,0.300631,0.300631,0.066416,0.074405,0.006315,0.152213,0.0,0.001281,0.0,0.233333,0.238934,0.012814,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,9,8379,1,67,63,4,0.303194,0.303194,0.067379,0.074121,0.00685,0.153918,0.0,0.000927,0.0,0.25,0.230411,0.009269,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,0,8380,1,27,20,7,0.305789,0.305789,0.095729,0.031794,0.10085,0.07651,0.0,0.000906,0.0,0.0,0.617451,0.009055,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,1,8381,1,25,18,7,0.30534,0.30534,0.09338,0.034293,0.098526,0.078345,0.0,0.000797,0.0,0.0,0.608274,0.007966,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,2,8382,1,27,21,6,0.309149,0.309149,0.099312,0.030727,0.102526,0.075294,0.0,0.00129,0.0,0.0,0.623529,0.012898,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,3,8383,1,28,20,8,0.304632,0.304632,0.09364,0.032275,0.099329,0.078521,0.0,0.000867,0.0,0.0,0.607393,0.008673,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,4,8384,1,27,20,7,0.312824,0.312824,0.098817,0.033874,0.101984,0.077033,0.0,0.001116,0.0,0.0,0.614834,0.011162,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,5,8385,1,27,19,8,0.303005,0.303005,0.091723,0.034157,0.097636,0.078871,0.0,0.000618,0.0,0.0,0.605645,0.006178,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,6,8386,1,25,19,6,0.309959,0.309959,0.097804,0.031814,0.102056,0.077408,0.0,0.000876,0.0,0.0,0.612959,0.008757,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,7,8387,1,26,19,7,0.307783,0.307783,0.098228,0.032847,0.101137,0.074399,0.0,0.001172,0.0,0.016667,0.628006,0.011724,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,8,8388,1,25,18,7,0.304828,0.304828,0.094787,0.033389,0.099486,0.076272,0.0,0.000894,0.0,0.0,0.618642,0.008941,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,federation_cluster_attack,high_stress,9,8389,1,28,20,8,0.30737,0.30737,0.093405,0.032429,0.101831,0.078922,0.0,0.000783,0.0,0.0,0.605389,0.007826,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,0,8390,1,87,77,10,0.30144,0.30144,0.063276,0.080874,0.0,0.155191,0.0,0.0021,0.0,0.2,0.224045,0.020995,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,1,8391,1,87,80,7,0.302815,0.302815,0.062364,0.082142,0.0,0.156701,0.0,0.001609,0.0,0.183333,0.216495,0.016086,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,2,8392,1,86,80,6,0.300589,0.300589,0.061398,0.081613,0.0,0.156387,0.0,0.001191,0.0,0.183333,0.218065,0.011908,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,3,8393,1,87,80,7,0.300057,0.300057,0.060798,0.080882,0.0,0.15677,0.0,0.001607,0.0,0.183333,0.216149,0.016066,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,4,8394,1,88,81,7,0.300846,0.300846,0.061891,0.081376,0.0,0.156424,0.0,0.001155,0.0,0.2,0.217881,0.011549,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,5,8395,1,87,81,6,0.302464,0.302464,0.062464,0.081687,0.0,0.156829,0.0,0.001484,0.0,0.183333,0.215853,0.014836,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,6,8396,1,87,81,6,0.302164,0.302164,0.061862,0.081967,0.0,0.156953,0.0,0.001382,0.0,0.183333,0.215236,0.013821,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,7,8397,1,87,77,10,0.300542,0.300542,0.063204,0.080575,0.0,0.154619,0.0,0.002144,0.0,0.2,0.226903,0.021438,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,8,8398,1,88,82,6,0.301061,0.301061,0.061421,0.081072,0.0,0.157463,0.0,0.001106,0.0,0.2,0.212686,0.011056,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,low_stress,9,8399,1,87,79,8,0.301692,0.301692,0.063157,0.081461,0.0,0.155609,0.0,0.001464,0.0,0.166667,0.221954,0.014643,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,0,8400,1,60,57,3,0.304901,0.304901,0.066081,0.074724,0.004797,0.158184,0.0,0.001114,0.0,0.233333,0.209079,0.01114,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,1,8401,1,61,58,3,0.303253,0.303253,0.063574,0.076563,0.003617,0.158404,0.0,0.001095,0.0,0.2,0.207981,0.010948,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,2,8402,1,61,58,3,0.304407,0.304407,0.065004,0.075418,0.004425,0.158478,0.0,0.001082,0.0,0.2,0.207611,0.010818,0.65
