batch_id,variant,weight_profile,psi_lambda,psi_threshold,scenario,profile,run_index,seed,event_observed,first_event_step,detect_step,lead_steps,psi_score,non_regime_score,term_t,term_d,term_g,term_s,term_regime,term_variance,regime_share_of_score,collapse_share_at_detect,s_network_at_detect,cluster_variance_at_detect,regime_weight_at_detect
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,3,8403,1,61,58,3,0.304176,0.304176,0.064789,0.076097,0.004054,0.158218,0.0,0.001018,0.0,0.216667,0.208908,0.01018,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,4,8404,1,59,56,3,0.301954,0.301954,0.066452,0.073849,0.00408,0.156575,0.0,0.000998,0.0,0.25,0.217125,0.009983,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,5,8405,1,61,56,5,0.303568,0.303568,0.065195,0.076504,0.004108,0.156144,0.0,0.001616,0.0,0.2,0.219279,0.016162,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,6,8406,1,57,55,2,0.302933,0.302933,0.06778,0.075703,0.003886,0.154248,0.0,0.001316,0.0,0.2,0.228759,0.013155,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,7,8407,1,58,54,4,0.304684,0.304684,0.071409,0.076257,0.003476,0.152213,0.0,0.00133,0.0,0.25,0.238937,0.013301,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,8,8408,1,60,58,2,0.305575,0.305575,0.066158,0.075473,0.004559,0.158357,0.0,0.001028,0.0,0.233333,0.208213,0.010282,0.65
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,mid_stress,9,8409,1,61,56,5,0.300997,0.300997,0.063448,0.076384,0.003224,0.156565,0.0,0.001375,0.0,0.166667,0.217173,0.013752,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,0,8410,1,24,18,6,0.308453,0.308453,0.096533,0.034271,0.102337,0.074403,0.0,0.00091,0.0,0.0,0.627987,0.009096,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,1,8411,1,26,18,8,0.306435,0.306435,0.094395,0.035158,0.10042,0.07558,0.0,0.000882,0.0,0.0,0.6221,0.008818,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,2,8412,1,25,19,6,0.311527,0.311527,0.099425,0.034733,0.101843,0.074803,0.0,0.000723,0.0,0.0,0.625985,0.007233,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,3,8413,1,24,16,8,0.30036,0.30036,0.090575,0.03854,0.095708,0.074935,0.0,0.000603,0.0,0.0,0.625324,0.006025,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,4,8414,1,23,16,7,0.302151,0.302151,0.095231,0.037191,0.097347,0.071339,0.0,0.001042,0.0,0.0,0.643306,0.010423,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,5,8415,1,27,18,9,0.301839,0.301839,0.092728,0.035396,0.097837,0.074838,0.0,0.001039,0.0,0.016667,0.625808,0.01039,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,6,8416,1,23,16,7,0.302552,0.302552,0.092409,0.038384,0.095837,0.075255,0.0,0.000667,0.0,0.0,0.623725,0.006669,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,7,8417,1,23,16,7,0.30542,0.30542,0.096613,0.038392,0.099152,0.070649,0.0,0.000614,0.0,0.0,0.646755,0.00614,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,8,8418,1,26,18,8,0.307626,0.307626,0.092654,0.036967,0.099009,0.078056,0.0,0.000939,0.0,0.016667,0.609718,0.009392,0.15
grand_sim_v0_4,no_regime_ablation,v02_default,0.1,0.3,psi_corruption,high_stress,9,8419,1,25,18,7,0.307505,0.307505,0.096356,0.035656,0.100825,0.073914,0.0,0.000754,0.0,0.0,0.630428,0.007539,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,0,8320,1,31,17,14,0.306994,0.306994,0.085868,0.044377,0.104011,0.072428,0.0,0.00031,0.0,0.0,0.674072,0.003097,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,1,8321,1,32,17,15,0.302301,0.302301,0.08508,0.042751,0.102641,0.07149,0.0,0.000339,0.0,0.0,0.678296,0.003393,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,2,8322,1,29,15,14,0.302458,0.302458,0.084119,0.046197,0.102456,0.069498,0.0,0.000187,0.0,0.0,0.687259,0.001873,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,3,8323,1,31,16,15,0.300873,0.300873,0.083526,0.043592,0.102387,0.071158,0.0,0.000209,0.0,0.0,0.679787,0.002088,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,4,8324,1,31,15,16,0.300494,0.300494,0.082516,0.045524,0.102756,0.069532,0.0,0.000166,0.0,0.0,0.687107,0.001664,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,5,8325,1,32,17,15,0.300292,0.300292,0.083485,0.043563,0.101652,0.071259,0.0,0.000333,0.0,0.0,0.679336,0.003331,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,6,8326,1,32,16,16,0.308039,0.308039,0.0854,0.046094,0.104304,0.071962,0.0,0.00028,0.0,0.0,0.676173,0.002795,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,7,8327,1,33,17,16,0.303319,0.303319,0.082748,0.043506,0.102874,0.074002,0.0,0.00019,0.0,0.0,0.666992,0.001901,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,8,8328,1,31,16,15,0.303017,0.303017,0.08348,0.044134,0.102373,0.072716,0.0,0.000314,0.0,0.0,0.672778,0.003143,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,async_message_loss,high_stress,9,8329,1,32,16,16,0.307323,0.307323,0.084776,0.044364,0.103404,0.074565,0.0,0.000212,0.0,0.0,0.664456,0.002124,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,0,8350,1,25,16,9,0.310999,0.310999,0.096036,0.039667,0.102762,0.071938,0.0,0.000596,0.0,0.0,0.67628,0.00596,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,1,8351,1,24,15,9,0.312382,0.312382,0.093548,0.041507,0.101078,0.075685,0.0,0.000564,0.0,0.0,0.659418,0.005641,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,2,8352,1,24,15,9,0.309139,0.309139,0.091493,0.04021,0.101074,0.075934,0.0,0.000428,0.0,0.0,0.658297,0.004276,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,3,8353,1,26,16,10,0.303606,0.303606,0.090157,0.040853,0.098293,0.073878,0.0,0.000425,0.0,0.0,0.667551,0.004249,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,4,8354,1,26,16,10,0.304129,0.304129,0.089944,0.039074,0.100225,0.074392,0.0,0.000495,0.0,0.0,0.665237,0.004947,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,5,8355,1,23,15,8,0.309263,0.309263,0.093239,0.041588,0.100969,0.073024,0.0,0.000443,0.0,0.0,0.671394,0.004434,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,6,8356,1,24,14,10,0.300433,0.300433,0.087705,0.042287,0.097591,0.07241,0.0,0.00044,0.0,0.0,0.674155,0.004402,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,7,8357,1,25,15,10,0.307008,0.307008,0.090857,0.040593,0.101588,0.073655,0.0,0.000315,0.0,0.0,0.668552,0.003147,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,8,8358,1,23,14,9,0.306702,0.306702,0.092171,0.040959,0.100662,0.072503,0.0,0.000407,0.0,0.0,0.673735,0.004065,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_bridge_stress,high_stress,9,8359,1,27,17,10,0.311712,0.311712,0.092495,0.040777,0.101244,0.076384,0.0,0.000812,0.0,0.0,0.656271,0.00812,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,0,8360,1,98,83,15,0.305223,0.305223,0.0588,0.090106,0.0,0.154647,0.0,0.001669,0.0,0.166667,0.304088,0.016694,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,1,8361,1,98,83,15,0.3089,0.3089,0.059956,0.089048,0.0,0.157992,0.0,0.001905,0.0,0.15,0.289038,0.019046,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,2,8362,1,98,84,14,0.304041,0.304041,0.059277,0.08838,0.0,0.154446,0.0,0.001939,0.0,0.166667,0.304995,0.019385,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,3,8363,1,99,82,17,0.301243,0.301243,0.057842,0.090597,0.0,0.151072,0.0,0.001732,0.0,0.183333,0.320176,0.017321,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,4,8364,1,98,87,11,0.303079,0.303079,0.061496,0.088274,0.0,0.152003,0.0,0.001306,0.0,0.1,0.315987,0.013062,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,5,8365,1,96,81,15,0.303909,0.303909,0.063319,0.089117,0.0,0.150166,0.0,0.001308,0.0,0.216667,0.324254,0.01308,0.65
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,6,8366,1,99,83,16,0.307116,0.307116,0.059611,0.089417,0.0,0.156272,0.0,0.001817,0.0,0.166667,0.296778,0.018167,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,7,8367,1,97,82,15,0.304322,0.304322,0.060236,0.090017,0.0,0.152535,0.0,0.001534,0.0,0.2,0.313594,0.015343,0.65
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,8,8368,1,92,82,10,0.307334,0.307334,0.062178,0.089399,0.0,0.154277,0.0,0.001479,0.0,0.183333,0.305752,0.014793,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,low_stress,9,8369,1,97,82,15,0.303997,0.303997,0.058616,0.090211,0.0,0.153516,0.0,0.001654,0.0,0.166667,0.309177,0.016541,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,0,8370,1,66,58,8,0.310798,0.310798,0.064755,0.082242,0.000705,0.161386,0.0,0.00171,0.0,0.15,0.273764,0.017101,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,1,8371,1,66,58,8,0.314766,0.314766,0.066903,0.081453,0.001055,0.163446,0.0,0.001909,0.0,0.166667,0.264495,0.01909,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,2,8372,1,65,58,7,0.314743,0.314743,0.067187,0.081026,0.001452,0.163151,0.0,0.001927,0.0,0.166667,0.265821,0.019274,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,3,8373,1,66,59,7,0.307731,0.307731,0.061723,0.082602,0.00061,0.16103,0.0,0.001766,0.0,0.116667,0.275365,0.017663,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,4,8374,1,67,58,9,0.314089,0.314089,0.066464,0.081217,0.00099,0.163336,0.0,0.002081,0.0,0.166667,0.264986,0.020812,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,5,8375,1,67,58,9,0.315725,0.315725,0.066634,0.082092,0.001093,0.163546,0.0,0.00236,0.0,0.183333,0.264043,0.023604,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,6,8376,1,62,57,5,0.308082,0.308082,0.068174,0.082496,0.001141,0.154727,0.0,0.001544,0.0,0.2,0.303729,0.015444,0.65
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,7,8377,1,67,59,8,0.312824,0.312824,0.063213,0.082961,0.000798,0.16387,0.0,0.001982,0.0,0.133333,0.262586,0.01982,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,8,8378,1,66,58,8,0.311375,0.311375,0.065377,0.081411,0.000772,0.161701,0.0,0.002114,0.0,0.166667,0.272347,0.021143,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,mid_stress,9,8379,1,67,58,9,0.303556,0.303556,0.061805,0.082335,0.000257,0.157479,0.0,0.001681,0.0,0.133333,0.291344,0.016807,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,0,8380,1,27,17,10,0.300158,0.300158,0.090767,0.035987,0.100682,0.072203,0.0,0.000519,0.0,0.0,0.675087,0.005192,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,1,8381,1,25,15,10,0.300068,0.300068,0.088119,0.03863,0.098879,0.07404,0.0,0.0004,0.0,0.0,0.66682,0.004001,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,2,8382,1,27,18,9,0.303355,0.303355,0.093381,0.034878,0.101885,0.072463,0.0,0.000748,0.0,0.0,0.673918,0.007476,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,3,8383,1,28,18,10,0.310644,0.310644,0.093771,0.036549,0.102641,0.077106,0.0,0.000576,0.0,0.0,0.653021,0.005763,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,4,8384,1,27,17,10,0.303842,0.303842,0.092299,0.037721,0.101233,0.071943,0.0,0.000645,0.0,0.0,0.676255,0.006452,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,5,8385,1,27,17,10,0.30892,0.30892,0.091386,0.038437,0.101043,0.077657,0.0,0.000396,0.0,0.0,0.650544,0.003959,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,6,8386,1,25,16,9,0.305811,0.305811,0.092384,0.036573,0.101833,0.074507,0.0,0.000515,0.0,0.0,0.66472,0.00515,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,7,8387,1,26,16,10,0.304089,0.304089,0.092097,0.037449,0.100585,0.073254,0.0,0.000703,0.0,0.0,0.670355,0.007034,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,8,8388,1,25,15,10,0.300564,0.300564,0.089521,0.038585,0.099356,0.072623,0.0,0.000479,0.0,0.0,0.673197,0.004788,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,federation_cluster_attack,high_stress,9,8389,1,28,17,11,0.305188,0.305188,0.089333,0.036705,0.102194,0.07649,0.0,0.000466,0.0,0.0,0.655796,0.004662,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,0,8390,1,87,73,14,0.305508,0.305508,0.059439,0.088768,0.0,0.155442,0.0,0.001859,0.0,0.183333,0.300511,0.018589,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,1,8391,1,87,75,12,0.305334,0.305334,0.058701,0.088143,0.0,0.156719,0.0,0.001771,0.0,0.15,0.294764,0.017709,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,2,8392,1,86,75,11,0.30611,0.30611,0.057294,0.089625,0.0,0.157686,0.0,0.001504,0.0,0.116667,0.290411,0.01504,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,3,8393,1,87,75,12,0.308707,0.308707,0.058593,0.088821,0.0,0.159545,0.0,0.001748,0.0,0.133333,0.282047,0.017475,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,4,8394,1,88,76,12,0.305194,0.305194,0.05771,0.090445,0.0,0.155272,0.0,0.001766,0.0,0.116667,0.301274,0.017664,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,5,8395,1,87,75,12,0.300503,0.300503,0.05652,0.088555,0.0,0.15371,0.0,0.001718,0.0,0.15,0.308307,0.017183,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,6,8396,1,87,76,11,0.30963,0.30963,0.058206,0.089606,0.0,0.159965,0.0,0.001854,0.0,0.133333,0.280156,0.018535,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,7,8397,1,87,74,13,0.308685,0.308685,0.061245,0.088058,0.0,0.157602,0.0,0.00178,0.0,0.2,0.290793,0.017802,0.65
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,8,8398,1,88,76,12,0.301097,0.301097,0.055236,0.089467,0.0,0.154839,0.0,0.001555,0.0,0.1,0.303226,0.015551,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,low_stress,9,8399,1,87,75,12,0.308353,0.308353,0.061511,0.089239,0.0,0.15596,0.0,0.001642,0.0,0.15,0.298179,0.016418,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,0,8400,1,60,53,7,0.303666,0.303666,0.059492,0.082729,4.8e-05,0.15944,0.0,0.001958,0.0,0.15,0.282521,0.019581,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,1,8401,1,61,54,7,0.31136,0.31136,0.057849,0.083648,0.0,0.167673,0.0,0.002189,0.0,0.116667,0.24547,0.021894,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,2,8402,1,61,54,7,0.311543,0.311543,0.059784,0.082154,0.000194,0.167089,0.0,0.002322,0.0,0.133333,0.248101,0.023218,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,3,8403,1,61,54,7,0.308223,0.308223,0.058442,0.083446,7.6e-05,0.164194,0.0,0.002064,0.0,0.116667,0.261125,0.020642,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,4,8404,1,59,53,6,0.30765,0.30765,0.06277,0.082008,0.000285,0.160945,0.0,0.001642,0.0,0.15,0.275747,0.016418,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,5,8405,1,61,53,8,0.304135,0.304135,0.061923,0.083116,0.000257,0.156804,0.0,0.002036,0.0,0.183333,0.294382,0.020357,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,6,8406,1,57,53,4,0.312163,0.312163,0.067086,0.083437,0.000753,0.159192,0.0,0.001695,0.0,0.2,0.283636,0.016954,0.65
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,7,8407,1,58,52,6,0.300266,0.300266,0.065713,0.084556,0.000469,0.148378,0.0,0.00115,0.0,0.25,0.332298,0.011504,0.65
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,8,8408,1,60,54,6,0.312773,0.312773,0.060784,0.083089,0.000122,0.166894,0.0,0.001886,0.0,0.116667,0.248979,0.018856,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,mid_stress,9,8409,1,61,53,8,0.306954,0.306954,0.06083,0.082994,5.2e-05,0.161112,0.0,0.001966,0.0,0.15,0.274997,0.019662,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,0,8410,1,24,15,9,0.30388,0.30388,0.091622,0.03945,0.102204,0.070094,0.0,0.00051,0.0,0.0,0.684578,0.005101,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,1,8411,1,26,15,11,0.303223,0.303223,0.089584,0.039801,0.100362,0.072978,0.0,0.000497,0.0,0.0,0.6716,0.004974,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,2,8412,1,25,16,9,0.305681,0.305681,0.092881,0.039622,0.100773,0.072002,0.0,0.000403,0.0,0.0,0.675992,0.004028,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,3,8413,1,24,14,10,0.305596,0.305596,0.089401,0.043005,0.099168,0.073611,0.0,0.00041,0.0,0.0,0.668749,0.0041,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,4,8414,1,23,14,9,0.306945,0.306945,0.093555,0.041953,0.100309,0.0705,0.0,0.000628,0.0,0.0,0.68275,0.006282,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,5,8415,1,27,16,11,0.308922,0.308922,0.092398,0.039774,0.101042,0.07504,0.0,0.000669,0.0,0.0,0.66232,0.006688,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,6,8416,1,23,14,9,0.309317,0.309317,0.091518,0.043678,0.098935,0.074754,0.0,0.000432,0.0,0.0,0.663605,0.004316,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,7,8417,1,23,13,10,0.301818,0.301818,0.090327,0.044544,0.09844,0.068206,0.0,0.0003,0.0,0.0,0.693073,0.003002,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,8,8418,1,26,15,11,0.303312,0.303312,0.087961,0.042163,0.0991,0.073538,0.0,0.00055,0.0,0.0,0.669078,0.005498,0.15
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.3,psi_corruption,high_stress,9,8419,1,25,15,10,0.301832,0.301832,0.090603,0.040513,0.100357,0.069926,0.0,0.000434,0.0,0.0,0.685335,0.004338,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,0,8320,1,31,18,13,0.305712,0.290712,0.063982,0.031861,0.072581,0.121953,0.015,0.000335,0.049066,0.0,0.651563,0.003348,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,1,8321,1,32,19,13,0.307322,0.292322,0.066244,0.03095,0.074164,0.120503,0.015,0.000462,0.048809,0.0,0.655707,0.004621,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,2,8322,1,29,17,12,0.30815,0.29315,0.066237,0.032479,0.073945,0.120228,0.015,0.00026,0.048678,0.0,0.65649,0.002604,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,3,8323,1,31,18,13,0.304015,0.289015,0.06478,0.031782,0.073695,0.118503,0.015,0.000255,0.04934,0.0,0.661419,0.002546,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,4,8324,1,31,17,14,0.303708,0.288708,0.064138,0.032056,0.073883,0.118386,0.015,0.000245,0.04939,0.0,0.661754,0.002451,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,5,8325,1,32,19,13,0.305952,0.290952,0.065489,0.03145,0.073338,0.120257,0.015,0.000419,0.049027,0.0,0.656409,0.004191,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,6,8326,1,32,17,15,0.303495,0.288495,0.063877,0.032729,0.072723,0.118853,0.015,0.000313,0.049424,0.0,0.66042,0.003134,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,7,8327,1,33,18,15,0.300509,0.285509,0.062671,0.030918,0.071652,0.120014,0.015,0.000254,0.049915,0.0,0.657103,0.002544,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,8,8328,1,31,18,13,0.315013,0.300013,0.066361,0.031642,0.073779,0.127793,0.015,0.000439,0.047617,0.0,0.634876,0.004387,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,async_message_loss,high_stress,9,8329,1,32,17,15,0.304049,0.289049,0.063192,0.031465,0.072146,0.122006,0.015,0.000241,0.049334,0.0,0.651411,0.002409,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,federation_bridge_stress,high_stress,0,8350,1,25,17,8,0.309106,0.294106,0.073455,0.028382,0.071949,0.119592,0.015,0.000729,0.048527,0.0,0.658309,0.007288,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,federation_bridge_stress,high_stress,1,8351,1,24,15,9,0.300235,0.285235,0.067354,0.029885,0.068228,0.119204,0.015,0.000564,0.049961,0.0,0.659418,0.005641,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,federation_bridge_stress,high_stress,2,8352,1,24,16,8,0.310284,0.295284,0.06942,0.028683,0.070549,0.126131,0.015,0.0005,0.048343,0.0,0.639625,0.005005,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,federation_bridge_stress,high_stress,3,8353,1,26,17,9,0.307277,0.292277,0.068712,0.029203,0.068701,0.125105,0.015,0.000557,0.048816,0.0,0.642558,0.005572,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,federation_bridge_stress,high_stress,4,8354,1,26,17,9,0.303117,0.288117,0.068673,0.028182,0.069937,0.120743,0.015,0.000582,0.049486,0.0,0.655021,0.005824,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,federation_bridge_stress,high_stress,5,8355,1,23,16,7,0.307851,0.292851,0.07089,0.029713,0.070605,0.121089,0.015,0.000554,0.048725,0.0,0.654032,0.005536,0.15
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,federation_bridge_stress,high_stress,6,8356,1,24,15,9,0.300922,0.285922,0.066539,0.030192,0.067994,0.120664,0.015,0.000533,0.049847,0.0,0.655245,0.005334,0.15
