batch_id,variant,weight_profile,psi_lambda,psi_threshold,w_t,w_d,w_g,w_s,w_r,runs,positive_runs,negative_runs,detected_true_positive_rate,on_time_true_positive_rate,missed_detection_rate,false_positive_rate,avg_lead_steps,median_lead_steps,min_lead_steps,max_lead_steps,avg_lag_steps,accepted_candidate,target_threshold_candidate,recommended_independent_candidate,recommended_strict_ablation_candidate
grand_sim_v0_4,no_regime_ablation,disturbance_heavy,0.1,0.5,0.2,0.35,0.15,0.2,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,7.125,0,0,0,0
grand_sim_v0_4,no_regime_ablation,disturbance_heavy,0.1,0.52,0.2,0.35,0.15,0.2,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,9.2,0,0,0,0
grand_sim_v0_4,no_regime_ablation,disturbance_heavy,0.1,0.54,0.2,0.35,0.15,0.2,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,11.275,0,0,0,0
grand_sim_v0_4,no_regime_ablation,disturbance_heavy,0.1,0.56,0.2,0.35,0.15,0.2,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,14.2,0,0,0,0
grand_sim_v0_4,no_regime_ablation,disturbance_heavy,0.1,0.58,0.2,0.35,0.15,0.2,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,25.25,0,0,0,0
grand_sim_v0_4,no_regime_ablation,disturbance_heavy,0.1,0.6,0.2,0.35,0.15,0.2,0.0,120,80,40,0.25,0.0,0.75,0.0,0.0,0.0,,,17.95,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.1,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.12,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.14,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.16,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.18,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.2,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.22,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,0.8,38.025,27.0,22.0,88.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.24,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,0.0,17.5,15.0,9.0,27.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.26,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,0.0,14.4,12.0,7.0,24.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.28,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,0.0,12.1,10.0,6.0,22.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.3,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,0.0,10.275,9.0,5.0,19.0,0.0,1,1,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.32,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,0.0,8.625,7.0,4.0,17.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.34,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,0.0,7.025,6.0,3.0,15.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.36,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,1.0,1.0,0.0,0.0,3.8625,3.0,0.0,8.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.38,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.9875,0.5125,0.0125,0.0,3.02439,2.0,0.0,7.0,5.210526,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.4,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.75,0.5,0.25,0.0,2.125,1.0,0.0,6.0,6.3,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.42,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.75,0.45,0.25,0.0,1.333333,1.0,0.0,5.0,8.791667,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.44,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.75,0.325,0.25,0.0,0.884615,0.0,0.0,4.0,9.323529,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.46,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.75,0.1375,0.25,0.0,1.0,1.0,0.0,2.0,10.020408,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.48,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.75,0.1125,0.25,0.0,0.555556,1.0,0.0,1.0,14.254902,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.5,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.625,0.05,0.375,0.0,0.0,0.0,0.0,0.0,12.391304,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.52,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,4.175,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.54,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,5.775,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.56,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,7.625,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.58,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,9.375,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,disturbance_heavy,0.1,0.6,0.222222,0.388889,0.166667,0.222222,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,11.3,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.1,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.12,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.14,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.16,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.18,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.2,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.22,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.45,31.8625,27.0,12.0,67.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.24,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,18.8125,17.0,9.0,28.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.26,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,15.8125,14.0,8.0,26.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.28,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,13.8,12.0,7.0,24.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.3,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,12.0625,10.0,6.0,22.0,0.0,1,1,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.32,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,10.5375,9.0,6.0,20.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.34,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,9.2875,8.0,4.0,18.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.36,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,8.1,7.0,3.0,17.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.38,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,6.9875,7.0,2.0,16.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.4,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,5.45,5.0,1.0,15.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.42,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,4.575,4.0,0.0,14.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.44,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,1.0,0.0,0.0,4.05,4.0,0.0,12.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.46,0.2,0.2,0.15,0.35,0.1,120,80,40,1.0,0.9875,0.0,0.0,2.443038,2.0,0.0,7.0,1.0,1,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.48,0.2,0.2,0.15,0.35,0.1,120,80,40,0.925,0.525,0.075,0.0,1.166667,1.0,0.0,3.0,4.375,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.5,0.2,0.2,0.15,0.35,0.1,120,80,40,0.75,0.4875,0.25,0.0,0.794872,1.0,0.0,3.0,5.238095,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.52,0.2,0.2,0.15,0.35,0.1,120,80,40,0.75,0.375,0.25,0.0,0.733333,1.0,0.0,3.0,6.5,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.54,0.2,0.2,0.15,0.35,0.1,120,80,40,0.75,0.275,0.25,0.0,0.681818,0.0,0.0,3.0,7.763158,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.56,0.2,0.2,0.15,0.35,0.1,120,80,40,0.75,0.1625,0.25,0.0,0.538462,0.0,0.0,2.0,9.978723,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.58,0.2,0.2,0.15,0.35,0.1,120,80,40,0.75,0.0625,0.25,0.0,0.2,0.0,0.0,1.0,13.181818,0,0,0,0
grand_sim_v0_4,with_regime_original,stability_heavy,0.1,0.6,0.2,0.2,0.15,0.35,0.1,120,80,40,0.6125,0.0,0.3875,0.0,0.0,0.0,,,10.510204,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.1,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.12,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.14,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.16,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.18,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.2,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.8,42.7625,30.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.22,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,19.8125,19.0,10.0,28.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.24,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,16.4875,14.0,9.0,26.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.26,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,14.3125,12.0,8.0,24.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.28,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,12.45,11.0,7.0,22.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.3,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,10.9375,10.0,6.0,20.0,0.0,1,1,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.32,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,9.5375,9.0,5.0,19.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.34,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,8.35,8.0,3.0,17.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.36,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,7.1125,7.0,2.0,15.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.38,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,1.0,0.0,0.0,5.7,5.0,1.0,14.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.4,0.2,0.2,0.15,0.35,0.0,120,80,40,1.0,0.9625,0.0,0.0,2.350649,2.0,0.0,7.0,1.666667,1,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.42,0.2,0.2,0.15,0.35,0.0,120,80,40,0.875,0.5,0.125,0.0,1.95,1.0,0.0,5.0,5.066667,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.44,0.2,0.2,0.15,0.35,0.0,120,80,40,0.75,0.4625,0.25,0.0,1.297297,1.0,0.0,5.0,5.652174,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.46,0.2,0.2,0.15,0.35,0.0,120,80,40,0.75,0.325,0.25,0.0,1.0,1.0,0.0,3.0,6.529412,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.48,0.2,0.2,0.15,0.35,0.0,120,80,40,0.75,0.2125,0.25,0.0,0.647059,0.0,0.0,2.0,8.0,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.5,0.2,0.2,0.15,0.35,0.0,120,80,40,0.75,0.1125,0.25,0.0,0.555556,1.0,0.0,1.0,10.647059,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.52,0.2,0.2,0.15,0.35,0.0,120,80,40,0.75,0.05,0.25,0.0,0.0,0.0,0.0,0.0,14.928571,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.54,0.2,0.2,0.15,0.35,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,3.425,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.56,0.2,0.2,0.15,0.35,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,4.775,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.58,0.2,0.2,0.15,0.35,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,6.675,0,0,0,0
grand_sim_v0_4,no_regime_ablation,stability_heavy,0.1,0.6,0.2,0.2,0.15,0.35,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,8.725,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.1,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.12,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.14,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.16,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.18,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.2,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.22,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.95,49.825,32.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.24,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,21.0875,21.0,10.0,31.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.26,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,17.2625,15.0,9.0,27.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.28,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,15.0875,13.0,8.0,25.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.3,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,13.325,11.0,7.0,23.0,0.0,1,1,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.32,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,11.825,10.0,6.0,21.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.34,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,10.5,9.0,6.0,20.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.36,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,9.3125,9.0,4.0,18.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.38,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,8.175,8.0,3.0,17.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.4,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,7.0875,7.0,2.0,15.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.42,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,1.0,0.0,0.0,5.8125,5.0,1.0,14.0,0.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.44,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,1.0,0.9875,0.0,0.0,3.012658,3.0,0.0,7.0,1.0,1,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.46,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,0.975,0.525,0.025,0.0,2.119048,2.0,0.0,6.0,4.777778,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.48,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,0.775,0.4875,0.225,0.0,1.589744,1.0,0.0,5.0,6.521739,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.5,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,0.75,0.4125,0.25,0.0,1.121212,1.0,0.0,4.0,6.444444,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.52,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,0.75,0.275,0.25,0.0,0.909091,0.0,0.0,3.0,6.789474,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.54,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,0.75,0.1875,0.25,0.0,0.666667,0.0,0.0,2.0,8.666667,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.56,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,0.75,0.1125,0.25,0.0,0.333333,0.0,0.0,1.0,11.647059,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.58,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,0.75,0.05,0.25,0.0,0.0,0.0,0.0,0.0,15.553571,0,0,0,0
grand_sim_v0_4,no_regime_renormalized,stability_heavy,0.1,0.6,0.222222,0.222222,0.166667,0.388889,0.0,120,80,40,0.5,0.0,0.5,0.0,0.0,0.0,,,3.45,0,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.1,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.12,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.14,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.16,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.18,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.2,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,1.0,52.1625,57.0,23.0,99.0,0.0,0,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.22,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.025,22.7125,24.0,9.0,33.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.24,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,17.45,16.0,8.0,26.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.26,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,14.9625,13.0,7.0,24.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.28,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,13.075,11.0,7.0,22.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.3,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,11.525,10.0,6.0,20.0,0.0,1,1,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.32,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,10.1375,9.0,5.0,18.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.34,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,8.8375,8.0,5.0,17.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.36,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,7.8125,7.0,4.0,16.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.38,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,6.375,5.0,3.0,16.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.4,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,5.3,5.0,2.0,14.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.42,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,4.7125,4.0,1.0,13.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.44,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,1.0,0.0,0.0,3.5,3.0,0.0,10.0,0.0,1,0,0,0
grand_sim_v0_4,with_regime_original,trust_stability,0.1,0.46,0.35,0.15,0.1,0.3,0.1,120,80,40,1.0,0.7125,0.0,0.0,1.245614,1.0,0.0,4.0,2.347826,0,0,0,0
