batch_id,scenario,profile,runs,sustained_ignition_rate,avg_collapse_share_peak,avg_final_T_mean,avg_final_S_network,avg_final_G_effective,avg_trigger_A_count,avg_trigger_B_count,avg_trigger_C_count,avg_false_stability_steps,avg_async_false_stability_steps,resource_exhaustion_rate,avg_max_unmet_recovery_demand
grand_sim_v0_2,async_message_loss,high_stress,10,1.0,1.0,0.03,0.153471,0.0,130.5,0.0,0.0,0.4,0.4,0.0,0.0
grand_sim_v0_2,async_message_loss,low_stress,10,0.0,0.1,0.905298,0.973418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,async_message_loss,mid_stress,10,0.0,0.1,0.903251,0.967765,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00304
grand_sim_v0_2,federation_bridge_stress,high_stress,10,1.0,1.0,0.03,0.156373,0.0,134.5,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,federation_bridge_stress,low_stress,10,0.0,0.1,0.903648,0.975584,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.007649
grand_sim_v0_2,federation_bridge_stress,mid_stress,10,0.0,0.1,0.903,0.974059,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015281
grand_sim_v0_2,federation_cluster_attack,high_stress,10,1.0,1.0,0.03,0.15928,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,federation_cluster_attack,low_stress,10,0.0,0.333333,0.676668,0.3825,0.766153,0.0,0.0,0.0,0.0,0.0,1.0,0.002267
grand_sim_v0_2,federation_cluster_attack,mid_stress,10,0.0,0.333333,0.676667,0.322114,0.352172,0.0,0.0,0.0,0.0,0.0,1.0,0.001333
grand_sim_v0_2,governance_capture,high_stress,10,1.0,1.0,0.03,0.161807,0.0,131.6,0.0,56.1,19.9,0.0,0.0,0.0
grand_sim_v0_2,governance_capture,low_stress,10,1.0,1.0,0.03,0.288012,0.0,49.3,0.0,98.2,81.1,0.0,0.0,0.0
grand_sim_v0_2,governance_capture,mid_stress,10,1.0,1.0,0.03,0.247312,0.0,62.5,0.0,94.0,78.0,0.0,0.0,0.0
grand_sim_v0_2,hub_2_balanced,high_stress,10,1.0,1.0,0.03,0.149344,0.0,144.4,0.0,0.0,0.0,0.0,0.2,0.001499
grand_sim_v0_2,hub_2_balanced,low_stress,10,0.0,0.033333,0.972105,0.425548,1.0,97.4,0.0,0.0,0.0,0.0,0.1,0.001444
grand_sim_v0_2,hub_2_balanced,mid_stress,10,1.0,1.0,0.03,0.152607,0.0,113.7,0.0,0.0,0.0,0.0,0.3,0.000234
grand_sim_v0_2,hub_2_single_hub_failure,high_stress,10,1.0,1.0,0.03,0.148319,0.0,144.1,0.0,0.0,0.0,0.0,0.3,0.001099
grand_sim_v0_2,hub_2_single_hub_failure,low_stress,10,0.0,0.016667,0.987276,0.473189,1.0,96.2,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,hub_2_single_hub_failure,mid_stress,10,1.0,0.5,0.500619,0.220382,0.17906,112.1,0.0,0.0,0.0,0.0,1.0,0.003954
grand_sim_v0_2,hub_3_balanced,high_stress,10,1.0,1.0,0.03,0.15012,0.0,140.7,0.0,0.0,0.0,0.0,0.1,1.6e-05
grand_sim_v0_2,hub_3_balanced,low_stress,10,0.0,0.05,0.953197,0.383019,1.0,101.9,0.0,0.0,0.0,0.0,1.0,0.011278
grand_sim_v0_2,hub_3_balanced,mid_stress,10,1.0,0.998333,0.034655,0.23652,0.0,115.8,0.0,0.0,0.0,0.0,1.0,0.010183
grand_sim_v0_2,hub_3_single_hub_failure,high_stress,10,1.0,1.0,0.03,0.149655,0.0,139.0,0.0,0.0,0.0,0.0,0.2,0.000106
grand_sim_v0_2,hub_3_single_hub_failure,low_stress,10,0.0,0.016667,0.986792,0.462422,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,hub_3_single_hub_failure,mid_stress,10,0.0,0.116667,0.855036,0.365543,1.0,113.4,0.0,0.0,0.0,0.0,0.6,0.003065
grand_sim_v0_2,mixed_hia_identity,high_stress,10,1.0,1.0,0.03,0.164914,0.0,131.4,0.0,0.0,0.1,0.0,0.0,0.0
grand_sim_v0_2,mixed_hia_identity,low_stress,10,0.0,0.0,0.875028,0.819025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,mixed_hia_identity,mid_stress,10,0.0,0.0,0.841322,0.795621,0.992318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,psi_corruption,high_stress,10,1.0,1.0,0.03,0.157177,0.0,130.8,0.0,160.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,psi_corruption,low_stress,10,0.0,0.333333,0.676667,0.378338,0.750183,0.0,0.0,160.0,0.0,0.0,1.0,0.002249
grand_sim_v0_2,psi_corruption,mid_stress,10,0.0,0.333333,0.676412,0.311244,0.335309,0.0,0.0,160.0,0.0,0.0,1.0,0.002365
grand_sim_v0_2,ring_baseline,high_stress,10,1.0,1.0,0.03,0.169392,0.0,120.6,0.0,0.0,0.2,0.0,0.0,0.0
grand_sim_v0_2,ring_baseline,low_stress,10,0.0,0.0,1.0,0.988424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,ring_baseline,mid_stress,10,0.0,0.0,1.0,0.987016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,star_unsafe_reference,high_stress,10,1.0,1.0,0.03,0.139682,0.0,151.1,0.0,0.0,0.0,0.0,0.6,0.007604
grand_sim_v0_2,star_unsafe_reference,low_stress,10,0.0,0.088333,0.806386,0.395025,1.0,100.4,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,star_unsafe_reference,mid_stress,10,1.0,1.0,0.03,0.145151,0.0,126.9,0.0,0.0,0.0,0.0,0.1,0.000271
grand_sim_v0_2,topology_drift,high_stress,10,1.0,1.0,0.03,0.150013,0.0,131.6,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,topology_drift,low_stress,10,0.0,0.016667,0.987383,0.489397,1.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0
grand_sim_v0_2,topology_drift,mid_stress,10,1.0,1.0,0.03,0.160993,0.0,80.0,0.0,0.0,0.0,0.0,0.4,0.000862
grand_sim_v0_2,trigger_b_deadlock,high_stress,10,1.0,1.0,0.03,0.14664,0.0,137.6,110.0,0.0,0.0,0.0,1.0,0.015835
grand_sim_v0_2,trigger_b_deadlock,low_stress,10,1.0,1.0,0.03,0.272784,0.0,106.9,83.2,20.0,6.0,0.0,1.0,0.016824
grand_sim_v0_2,trigger_b_deadlock,mid_stress,10,1.0,1.0,0.03,0.174006,0.0,118.3,87.0,20.0,6.0,0.0,1.0,0.01591
