run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
22,63,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.919,0.729,0.688,0.729,100,0,,False,True,0.0,none,0,0,0
23,64,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.993,0.933,0.731,0.68,0.732,100,0,,False,True,0.0,none,0,0,0
24,65,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.958,0.734,0.711,0.778,100,0,140,True,False,0.0,none,0,0,0
25,66,scale-free,500,True,True,0.998,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.963,0.747,0.722,0.785,100,0,130,True,False,0.0,none,0,0,0
26,67,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.993,0.943,0.752,0.705,0.752,100,0,190,True,False,0.0,none,0,0,0
27,68,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.954,0.748,0.699,0.751,100,0,180,True,False,0.0,none,0,0,0
28,69,scale-free,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.994,0.937,0.736,0.694,0.736,100,0,,False,True,0.0,none,0,0,0
29,70,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.959,0.768,0.724,0.768,100,0,160,True,False,0.0,none,0,0,0
30,71,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.948,0.747,0.689,0.749,100,0,200,True,False,0.0,none,0,0,0
31,72,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.997,0.952,0.748,0.701,0.772,100,0,170,True,False,0.0,none,0,0,0
32,73,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.94,0.726,0.676,0.726,100,0,,False,True,0.0,none,0,0,0
33,74,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.947,0.752,0.71,0.752,100,0,190,True,False,0.0,none,0,0,0
34,75,scale-free,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.999,0.959,0.75,0.719,0.774,100,0,140,True,False,0.0,none,0,0,0
35,76,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.995,0.934,0.714,0.673,0.729,100,0,,False,True,0.0,none,0,0,0
36,77,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.993,0.924,0.726,0.679,0.73,100,0,,False,True,0.0,none,0,0,0
37,78,scale-free,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.993,0.955,0.758,0.731,0.791,100,0,120,True,False,0.0,none,0,0,0
38,79,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.927,0.73,0.674,0.73,100,0,,False,True,0.0,none,0,0,0
39,80,scale-free,500,True,True,0.986,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.967,0.886,0.7,0.647,0.7,100,0,,False,True,0.0,none,0,0,0
40,81,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.953,0.739,0.697,0.765,100,0,170,True,False,0.0,none,0,0,0
41,82,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.957,0.756,0.732,0.796,100,0,120,True,False,0.0,none,0,0,0
42,83,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.99,0.933,0.744,0.693,0.766,100,0,190,True,False,0.0,none,0,0,0
43,84,scale-free,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.985,0.93,0.74,0.686,0.755,100,0,190,True,False,0.0,none,0,0,0
44,85,scale-free,500,True,True,0.981,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.955,0.753,0.71,0.763,100,0,160,True,False,0.0,none,0,0,0
45,86,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.935,0.744,0.695,0.745,100,0,,False,True,0.0,none,0,0,0
46,87,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.965,0.746,0.716,0.783,100,0,130,True,False,0.0,none,0,0,0
47,88,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.989,0.934,0.729,0.688,0.734,100,0,,False,True,0.0,none,0,0,0
48,89,scale-free,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.993,0.926,0.726,0.675,0.736,100,0,,False,True,0.0,none,0,0,0
49,90,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.951,0.751,0.713,0.759,100,0,180,True,False,0.0,none,0,0,0
50,91,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.941,0.753,0.694,0.758,100,0,200,True,False,0.0,none,0,0,0
51,92,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.963,0.766,0.733,0.79,100,0,120,True,False,0.0,none,0,0,0
52,93,scale-free,500,True,True,0.999,1.0,1.0,0,1,1.0,0.333,6,2,0.1,0.99,0.911,0.729,0.688,0.729,100,0,,False,True,0.0,none,0,0,0
53,94,scale-free,500,True,True,0.993,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.958,0.749,0.708,0.765,100,0,160,True,False,0.0,none,0,0,0
54,95,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.968,0.765,0.732,0.799,100,0,110,True,False,0.0,none,0,0,0
55,96,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.941,0.725,0.691,0.741,100,0,,False,True,0.0,none,0,0,0
56,97,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.987,0.901,0.706,0.671,0.706,100,0,,False,True,0.0,none,0,0,0
57,98,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.994,0.923,0.727,0.685,0.727,100,0,,False,True,0.0,none,0,0,0
58,99,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.996,0.927,0.733,0.689,0.733,100,0,,False,True,0.0,none,0,0,0
59,100,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.989,0.924,0.74,0.695,0.743,100,0,200,True,False,0.0,none,0,0,0
60,101,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.99,0.93,0.723,0.68,0.723,100,0,,False,True,0.0,none,0,0,0
61,102,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.994,0.953,0.757,0.697,0.764,100,0,170,True,False,0.0,none,0,0,0
62,103,scale-free,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.964,0.753,0.72,0.794,100,0,110,True,False,0.0,none,0,0,0
63,104,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.94,0.722,0.674,0.726,100,0,200,True,False,0.0,none,0,0,0
64,105,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.966,0.774,0.754,0.818,,,,True,False,0.0,none,0,0,0
65,106,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.996,0.944,0.737,0.692,0.746,100,0,,False,True,0.0,none,0,0,0
66,107,scale-free,500,True,True,0.981,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.94,0.729,0.682,0.739,100,0,,False,True,0.0,none,0,0,0
67,108,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.945,0.739,0.695,0.744,100,0,200,True,False,0.0,none,0,0,0
68,109,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.999,0.959,0.758,0.718,0.764,100,0,170,True,False,0.0,none,0,0,0
69,110,scale-free,500,True,True,0.992,1.0,1.0,0,1,1.0,0.667,3,2,0.1,0.975,0.88,0.705,0.658,0.705,100,0,,False,True,0.0,none,0,0,0
70,111,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.964,0.765,0.737,0.81,,,,True,False,0.0,none,0,0,0
71,112,scale-free,500,True,True,0.981,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.947,0.743,0.707,0.761,100,0,170,True,False,0.0,none,0,0,0
72,113,scale-free,500,True,True,0.998,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.992,0.916,0.716,0.678,0.716,100,0,,False,True,0.0,none,0,0,0
73,114,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.948,0.734,0.698,0.746,100,0,170,True,False,0.0,none,0,0,0
74,115,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.991,0.954,0.764,0.722,0.771,100,0,140,True,False,0.0,none,0,0,0
75,116,scale-free,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.938,0.711,0.677,0.722,100,0,,False,True,0.0,none,0,0,0
76,117,scale-free,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.994,0.95,0.74,0.702,0.755,100,0,170,True,False,0.0,none,0,0,0
77,118,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.999,0.971,0.778,0.743,0.795,100,0,120,True,False,0.0,none,0,0,0
78,119,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.949,0.768,0.711,0.768,100,0,170,True,False,0.0,none,0,0,0
79,120,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.958,0.758,0.712,0.777,100,0,150,True,False,0.0,none,0,0,0
80,121,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.984,0.899,0.702,0.659,0.702,100,0,,False,True,0.0,none,0,0,0
81,122,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.949,0.75,0.711,0.76,100,0,170,True,False,0.0,none,0,0,0
82,123,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.999,0.961,0.77,0.733,0.788,100,0,120,True,False,0.0,none,0,0,0
83,124,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.99,0.936,0.753,0.716,0.785,100,0,140,True,False,0.0,none,0,0,0
84,125,scale-free,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.954,0.747,0.703,0.757,100,0,180,True,False,0.0,none,0,0,0
85,126,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.996,0.948,0.752,0.713,0.77,100,0,170,True,False,0.0,none,0,0,0
86,127,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.988,0.908,0.716,0.67,0.718,100,0,,False,True,0.0,none,0,0,0
87,128,scale-free,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.964,0.771,0.735,0.789,100,0,130,True,False,0.0,none,0,0,0
88,129,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.954,0.755,0.706,0.758,100,0,180,True,False,0.0,none,0,0,0
89,130,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.959,0.77,0.724,0.779,100,0,170,True,False,0.0,none,0,0,0
90,131,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.947,0.741,0.698,0.757,100,0,180,True,False,0.0,none,0,0,0
91,132,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.929,0.73,0.674,0.73,100,0,,False,True,0.0,none,0,0,0
92,133,scale-free,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.976,0.894,0.706,0.646,0.706,100,0,,False,True,0.0,none,0,0,0
93,134,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.988,0.925,0.75,0.688,0.751,100,0,,False,True,0.0,none,0,0,0
94,135,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.937,0.718,0.675,0.721,100,0,,False,True,0.0,none,0,0,0
95,136,scale-free,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.993,0.937,0.741,0.699,0.741,100,0,,False,True,0.0,none,0,0,0
96,137,scale-free,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.943,0.746,0.707,0.767,100,0,180,True,False,0.0,none,0,0,0
97,138,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.991,0.947,0.76,0.707,0.76,100,0,170,True,False,0.0,none,0,0,0
98,139,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.982,0.88,0.68,0.633,0.68,100,0,,False,True,0.0,none,0,0,0
99,140,scale-free,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.996,0.946,0.771,0.727,0.774,100,0,160,True,False,0.0,none,0,0,0
100,141,scale-free,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.95,0.748,0.708,0.77,100,0,170,True,False,0.0,none,0,0,0
