run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
11,52,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.954,0.739,0.699,0.745,100,0,190,True,False,0.0,none,0,0,0
12,53,federation,500,True,True,0.99,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.96,0.743,0.713,0.759,100,0,180,True,False,0.0,none,0,0,0
13,54,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.947,0.76,0.724,0.774,100,0,160,True,False,0.0,none,0,0,0
14,55,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.939,0.72,0.68,0.734,100,0,,False,True,0.0,none,0,0,0
15,56,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.991,0.952,0.765,0.723,0.768,100,0,150,True,False,0.0,none,0,0,0
16,57,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.964,0.758,0.721,0.78,100,0,130,True,False,0.0,none,0,0,0
17,58,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.935,0.736,0.686,0.736,100,0,,False,True,0.0,none,0,0,0
18,59,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.959,0.753,0.719,0.782,100,0,150,True,False,0.0,none,0,0,0
19,60,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.955,0.742,0.708,0.767,100,0,160,True,False,0.0,none,0,0,0
20,61,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.954,0.755,0.705,0.755,100,0,180,True,False,0.0,none,0,0,0
21,62,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.996,0.931,0.725,0.677,0.727,100,0,,False,True,0.0,none,0,0,0
22,63,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.954,0.747,0.713,0.767,100,0,160,True,False,0.0,none,0,0,0
23,64,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.943,0.736,0.687,0.736,100,0,,False,True,0.0,none,0,0,0
24,65,federation,500,True,True,0.996,1.0,1.0,0,2,0.984,0.0,0,0,0.1,0.998,0.956,0.734,0.7,0.759,100,0,170,True,False,0.0,none,0,0,0
25,66,federation,500,True,True,1.0,1.0,1.0,0,2,0.984,0.0,1,0,0.1,0.998,0.959,0.747,0.717,0.773,100,0,150,True,False,0.0,none,0,0,0
26,67,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.957,0.758,0.705,0.758,100,0,180,True,False,0.0,none,0,0,0
27,68,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.956,0.745,0.705,0.751,100,0,170,True,False,0.0,none,0,0,0
28,69,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.994,0.928,0.746,0.693,0.747,100,0,,False,True,0.0,none,0,0,0
29,70,federation,500,True,True,1.0,1.0,1.0,0,2,0.984,0.0,1,0,0.1,0.998,0.961,0.761,0.726,0.761,100,0,160,True,False,0.0,none,0,0,0
30,71,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.954,0.749,0.717,0.769,100,0,160,True,False,0.0,none,0,0,0
31,72,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.961,0.755,0.725,0.791,100,0,110,True,False,0.0,none,0,0,0
32,73,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.96,0.744,0.7,0.754,100,0,160,True,False,0.0,none,0,0,0
33,74,federation,500,True,True,0.994,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.95,0.754,0.723,0.77,100,0,160,True,False,0.0,none,0,0,0
34,75,federation,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.979,0.915,0.745,0.699,0.749,100,0,,False,True,0.0,none,0,0,0
35,76,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.957,0.716,0.693,0.745,100,0,170,True,False,0.0,none,0,0,0
36,77,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.932,0.726,0.687,0.735,100,0,,False,True,0.0,none,0,0,0
37,78,federation,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.954,0.758,0.715,0.772,100,0,150,True,False,0.0,none,0,0,0
38,79,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.993,0.94,0.747,0.711,0.747,100,0,,False,True,0.0,none,0,0,0
39,80,federation,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.95,0.734,0.689,0.742,100,0,190,True,False,0.0,none,0,0,0
40,81,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.95,0.739,0.703,0.765,100,0,160,True,False,0.0,none,0,0,0
41,82,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.994,0.961,0.756,0.72,0.78,100,0,130,True,False,0.0,none,0,0,0
42,83,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.956,0.744,0.711,0.765,100,0,160,True,False,0.0,none,0,0,0
43,84,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.956,0.742,0.705,0.752,100,0,180,True,False,0.0,none,0,0,0
44,85,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.994,0.948,0.755,0.706,0.757,100,0,170,True,False,0.0,none,0,0,0
45,86,federation,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.993,0.936,0.746,0.706,0.758,100,0,190,True,False,0.0,none,0,0,0
46,87,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.948,0.744,0.71,0.765,100,0,170,True,False,0.0,none,0,0,0
47,88,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.937,0.729,0.681,0.732,100,0,,False,True,0.0,none,0,0,0
48,89,federation,500,True,True,1.0,1.0,1.0,1,2,0.984,0.0,0,0,0.1,0.998,0.953,0.733,0.696,0.737,100,0,200,True,False,0.0,none,0,0,0
49,90,federation,500,True,True,1.0,1.0,1.0,0,2,0.983,0.0,2,0,0.1,0.996,0.935,0.735,0.691,0.735,100,0,,False,True,0.0,none,0,0,0
50,91,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.995,0.944,0.746,0.704,0.746,100,0,190,True,False,0.0,none,0,0,0
51,92,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.963,0.766,0.731,0.793,100,0,120,True,False,0.0,none,0,0,0
52,93,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.94,0.739,0.699,0.739,100,0,,False,True,0.0,none,0,0,0
53,94,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.959,0.755,0.711,0.766,100,0,170,True,False,0.0,none,0,0,0
54,95,federation,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.96,0.765,0.728,0.788,100,0,130,True,False,0.0,none,0,0,0
55,96,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.996,0.92,0.724,0.682,0.724,100,0,,False,True,0.0,none,0,0,0
56,97,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.996,0.92,0.703,0.67,0.703,100,0,,False,True,0.0,none,0,0,0
57,98,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.994,0.941,0.742,0.706,0.754,100,0,180,True,False,0.0,none,0,0,0
58,99,federation,500,True,True,1.0,1.0,1.0,0,2,0.983,0.0,1,0,0.1,0.985,0.923,0.72,0.684,0.72,100,0,,False,True,0.0,none,0,0,0
59,100,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.942,0.74,0.692,0.742,100,0,190,True,False,0.0,none,0,0,0
60,101,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.939,0.722,0.688,0.722,100,0,,False,True,0.0,none,0,0,0
61,102,federation,500,True,True,0.997,1.0,1.0,0,2,0.983,0.0,0,0,0.1,0.996,0.96,0.754,0.71,0.772,100,0,140,True,False,0.0,none,0,0,0
62,103,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.955,0.751,0.711,0.764,100,0,160,True,False,0.0,none,0,0,0
63,104,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.943,0.726,0.685,0.734,100,0,200,True,False,0.0,none,0,0,0
64,105,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.996,0.968,0.774,0.747,0.807,,,,True,False,0.0,none,0,0,0
65,106,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.951,0.742,0.7,0.743,100,0,190,True,False,0.0,none,0,0,0
66,107,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.999,0.949,0.732,0.685,0.733,100,0,190,True,False,0.0,none,0,0,0
67,108,federation,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.954,0.753,0.712,0.756,100,0,180,True,False,0.0,none,0,0,0
68,109,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.96,0.766,0.731,0.786,100,0,140,True,False,0.0,none,0,0,0
69,110,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.993,0.927,0.727,0.686,0.727,100,0,,False,True,0.0,none,0,0,0
70,111,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.994,0.958,0.765,0.731,0.792,100,0,120,True,False,0.0,none,0,0,0
71,112,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.954,0.743,0.708,0.761,100,0,170,True,False,0.0,none,0,0,0
72,113,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.934,0.714,0.68,0.714,100,0,,False,True,0.0,none,0,0,0
73,114,federation,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.947,0.741,0.702,0.758,100,0,180,True,False,0.0,none,0,0,0
74,115,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.955,0.756,0.715,0.762,100,0,180,True,False,0.0,none,0,0,0
75,116,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.916,0.678,0.647,0.678,100,0,,False,True,0.0,none,0,0,0
76,117,federation,500,True,True,1.0,1.0,1.0,0,2,0.983,0.0,0,0,0.1,0.997,0.958,0.744,0.706,0.775,100,0,150,True,False,0.0,none,0,0,0
77,118,federation,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.956,0.774,0.733,0.787,100,0,140,True,False,0.0,none,0,0,0
78,119,federation,500,True,True,1.0,1.0,1.0,0,3,0.969,0.0,0,0,0.1,0.994,0.963,0.773,0.743,0.793,100,0,120,True,False,0.0,none,0,0,0
79,120,federation,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.999,0.955,0.756,0.713,0.771,100,0,170,True,False,0.0,none,0,0,0
80,121,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.993,0.924,0.712,0.674,0.712,100,0,,False,True,0.0,none,0,0,0
81,122,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.945,0.749,0.697,0.749,100,0,190,True,False,0.0,none,0,0,0
82,123,federation,500,True,True,0.98,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.957,0.77,0.73,0.79,100,0,140,True,False,0.0,none,0,0,0
83,124,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.961,0.753,0.724,0.789,100,0,130,True,False,0.0,none,0,0,0
84,125,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.956,0.749,0.704,0.755,100,0,170,True,False,0.0,none,0,0,0
85,126,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.946,0.738,0.699,0.741,100,0,200,True,False,0.0,none,0,0,0
86,127,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.993,0.936,0.723,0.684,0.723,100,0,,False,True,0.0,none,0,0,0
87,128,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.955,0.77,0.729,0.781,100,0,140,True,False,0.0,none,0,0,0
88,129,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.964,0.755,0.722,0.781,100,0,140,True,False,0.0,none,0,0,0
89,130,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.994,0.958,0.774,0.728,0.777,100,0,150,True,False,0.0,none,0,0,0
90,131,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.994,0.936,0.741,0.703,0.761,100,0,180,True,False,0.0,none,0,0,0
91,132,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.997,0.951,0.743,0.702,0.753,100,0,180,True,False,0.0,none,0,0,0
92,133,federation,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.948,0.72,0.686,0.733,100,0,200,True,False,0.0,none,0,0,0
93,134,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.956,0.75,0.713,0.775,100,0,160,True,False,0.0,none,0,0,0
94,135,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.944,0.721,0.691,0.739,100,0,200,True,False,0.0,none,0,0,0
95,136,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.958,0.753,0.712,0.753,100,0,180,True,False,0.0,none,0,0,0
96,137,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.963,0.746,0.712,0.77,100,0,150,True,False,0.0,none,0,0,0
97,138,federation,500,True,True,1.0,1.0,1.0,0,2,0.983,0.0,0,0,0.1,0.999,0.972,0.763,0.733,0.795,100,0,110,True,False,0.0,none,0,0,0
98,139,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.996,0.925,0.696,0.66,0.712,100,0,,False,True,0.0,none,0,0,0
99,140,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.995,0.95,0.76,0.719,0.76,100,0,180,True,False,0.0,none,0,0,0
100,141,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.959,0.748,0.712,0.775,100,0,150,True,False,0.0,none,0,0,0
