run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
25,66,federation,500,True,True,1.0,1.0,1.0,0,2,0.984,0.0,2,0,0.05,0.984,0.864,0.747,0.698,0.765,100,0,170,True,False,0.0,none,0,0,0
26,67,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.983,0.858,0.747,0.684,0.747,100,0,,False,True,0.0,none,0,0,0
27,68,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.984,0.858,0.741,0.685,0.741,100,0,200,True,False,0.0,none,0,0,0
28,69,federation,500,True,True,0.992,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.946,0.814,0.738,0.672,0.738,100,0,,False,True,0.0,none,0,0,0
29,70,federation,500,True,True,1.0,1.0,1.0,0,2,0.984,0.0,1,0,0.05,0.993,0.875,0.753,0.708,0.753,100,0,170,True,False,0.0,none,0,0,0
30,71,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.979,0.86,0.749,0.697,0.76,100,0,190,True,False,0.0,none,0,0,0
31,72,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.991,0.882,0.755,0.706,0.782,100,0,130,True,False,0.0,none,0,0,0
32,73,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.993,0.861,0.744,0.678,0.744,100,0,200,True,False,0.0,none,0,0,0
33,74,federation,500,True,True,0.986,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.973,0.856,0.753,0.704,0.761,100,0,190,True,False,0.0,none,0,0,0
34,75,federation,500,True,True,0.985,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.936,0.81,0.737,0.678,0.737,100,0,,False,True,0.0,none,0,0,0
35,76,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.984,0.857,0.716,0.672,0.735,100,0,200,True,False,0.0,none,0,0,0
36,77,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.97,0.823,0.724,0.669,0.724,100,0,,False,True,0.0,none,0,0,0
37,78,federation,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.988,0.869,0.758,0.698,0.764,100,0,190,True,False,0.0,none,0,0,0
38,79,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.976,0.842,0.739,0.694,0.739,100,0,,False,True,0.0,none,0,0,0
39,80,federation,500,True,True,0.998,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.983,0.846,0.734,0.67,0.734,100,0,,False,True,0.0,none,0,0,0
40,81,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.972,0.849,0.739,0.684,0.755,100,0,200,True,False,0.0,none,0,0,0
41,82,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.989,0.875,0.756,0.7,0.77,100,0,160,True,False,0.0,none,0,0,0
42,83,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.984,0.859,0.744,0.692,0.757,100,0,190,True,False,0.0,none,0,0,0
43,84,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.983,0.86,0.741,0.689,0.745,100,0,200,True,False,0.0,none,0,0,0
44,85,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.967,0.848,0.747,0.686,0.747,100,0,200,True,False,0.0,none,0,0,0
45,86,federation,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.961,0.834,0.745,0.686,0.746,100,0,,False,True,0.0,none,0,0,0
46,87,federation,500,True,True,0.989,1.0,1.0,0,1,1.0,0.5,2,1,0.05,0.972,0.847,0.743,0.692,0.757,100,0,,False,True,0.0,none,0,0,0
47,88,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.974,0.828,0.725,0.666,0.725,100,0,,False,True,0.0,none,0,0,0
48,89,federation,500,True,True,1.0,1.0,1.0,1,2,0.984,0.0,0,0,0.05,0.985,0.854,0.728,0.677,0.728,100,0,,False,True,0.0,none,0,0,0
49,90,federation,500,True,True,0.999,1.0,1.0,0,2,0.983,0.0,2,0,0.05,0.959,0.828,0.724,0.673,0.724,100,0,,False,True,0.0,none,0,0,0
50,91,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.981,0.849,0.737,0.686,0.737,100,0,,False,True,0.0,none,0,0,0
51,92,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.986,0.872,0.766,0.71,0.783,100,0,160,True,False,0.0,none,0,0,0
52,93,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.977,0.84,0.729,0.68,0.729,100,0,,False,True,0.0,none,0,0,0
53,94,federation,500,True,True,0.994,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.984,0.862,0.755,0.689,0.757,100,0,200,True,False,0.0,none,0,0,0
54,95,federation,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.987,0.877,0.764,0.712,0.78,100,0,150,True,False,0.0,none,0,0,0
55,96,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.05,0.951,0.809,0.715,0.663,0.715,100,0,,False,True,0.0,none,0,0,0
56,97,federation,500,True,True,0.996,1.0,1.0,0,1,1.0,0.5,2,1,0.05,0.947,0.796,0.69,0.648,0.69,100,0,,False,True,0.0,none,0,0,0
57,98,federation,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.964,0.842,0.742,0.689,0.743,100,0,,False,True,0.0,none,0,0,0
58,99,federation,500,True,True,0.995,1.0,1.0,0,2,0.983,0.0,1,0,0.05,0.945,0.818,0.712,0.665,0.712,100,0,,False,True,0.0,none,0,0,0
59,100,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.5,2,1,0.05,0.965,0.832,0.734,0.674,0.734,100,0,,False,True,0.0,none,0,0,0
60,101,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.979,0.829,0.713,0.67,0.713,100,0,,False,True,0.0,none,0,0,0
61,102,federation,500,True,True,0.996,1.0,1.0,0,2,0.983,0.0,0,0,0.05,0.988,0.872,0.752,0.692,0.764,100,0,170,True,False,0.0,none,0,0,0
62,103,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.988,0.862,0.751,0.693,0.755,100,0,190,True,False,0.0,none,0,0,0
63,104,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.976,0.838,0.725,0.668,0.725,100,0,,False,True,0.0,none,0,0,0
64,105,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.991,0.895,0.774,0.727,0.797,100,0,110,True,False,0.0,none,0,0,0
65,106,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.983,0.852,0.735,0.684,0.735,100,0,,False,True,0.0,none,0,0,0
66,107,federation,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.99,0.853,0.724,0.666,0.724,100,0,,False,True,0.0,none,0,0,0
67,108,federation,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.985,0.857,0.747,0.693,0.747,100,0,,False,True,0.0,none,0,0,0
68,109,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.986,0.878,0.766,0.714,0.777,100,0,160,True,False,0.0,none,0,0,0
69,110,federation,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.957,0.815,0.718,0.668,0.718,100,0,,False,True,0.0,none,0,0,0
70,111,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.98,0.872,0.765,0.712,0.784,100,0,150,True,False,0.0,none,0,0,0
71,112,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.979,0.858,0.742,0.689,0.752,100,0,200,True,False,0.0,none,0,0,0
72,113,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.971,0.822,0.706,0.662,0.706,100,0,,False,True,0.0,none,0,0,0
73,114,federation,500,True,True,0.989,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.968,0.841,0.739,0.684,0.75,100,0,,False,True,0.0,none,0,0,0
74,115,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.987,0.864,0.752,0.7,0.755,100,0,,False,True,0.0,none,0,0,0
75,116,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.94,0.787,0.67,0.63,0.67,100,0,,False,True,0.0,none,0,0,0
76,117,federation,500,True,True,1.0,1.0,1.0,0,2,0.983,0.0,0,0,0.05,0.981,0.862,0.744,0.686,0.766,100,0,170,True,False,0.0,none,0,0,0
77,118,federation,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.976,0.869,0.773,0.717,0.779,100,0,170,True,False,0.0,none,0,0,0
78,119,federation,500,True,True,1.0,1.0,1.0,0,3,0.969,0.0,0,0,0.05,0.987,0.886,0.773,0.723,0.784,100,0,140,True,False,0.0,none,0,0,0
79,120,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.98,0.858,0.756,0.695,0.761,100,0,200,True,False,0.0,none,0,0,0
80,121,federation,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.951,0.81,0.704,0.656,0.704,100,0,,False,True,0.0,none,0,0,0
81,122,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.971,0.841,0.74,0.679,0.74,100,0,,False,True,0.0,none,0,0,0
82,123,federation,500,True,True,0.98,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.982,0.863,0.77,0.711,0.776,100,0,180,True,False,0.0,none,0,0,0
83,124,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.989,0.878,0.753,0.704,0.779,100,0,150,True,False,0.0,none,0,0,0
84,125,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.99,0.859,0.745,0.681,0.745,100,0,200,True,False,0.0,none,0,0,0
85,126,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.988,0.843,0.733,0.682,0.733,100,0,,False,True,0.0,none,0,0,0
86,127,federation,500,True,True,0.985,1.0,1.0,0,1,1.0,0.5,2,1,0.05,0.949,0.815,0.714,0.664,0.714,100,0,,False,True,0.0,none,0,0,0
87,128,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.986,0.869,0.77,0.708,0.77,100,0,170,True,False,0.0,none,0,0,0
88,129,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.99,0.874,0.755,0.702,0.772,100,0,170,True,False,0.0,none,0,0,0
89,130,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.985,0.873,0.77,0.71,0.77,100,0,170,True,False,0.0,none,0,0,0
90,131,federation,500,True,True,0.994,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.95,0.828,0.741,0.682,0.751,100,0,,False,True,0.0,none,0,0,0
91,132,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.984,0.852,0.743,0.681,0.744,100,0,,False,True,0.0,none,0,0,0
92,133,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.981,0.839,0.72,0.669,0.723,100,0,,False,True,0.0,none,0,0,0
93,134,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.987,0.86,0.749,0.692,0.765,100,0,200,True,False,0.0,none,0,0,0
94,135,federation,500,True,True,0.998,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.985,0.838,0.721,0.674,0.731,100,0,,False,True,0.0,none,0,0,0
95,136,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.988,0.863,0.745,0.694,0.745,100,0,,False,True,0.0,none,0,0,0
96,137,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.988,0.876,0.746,0.693,0.761,100,0,180,True,False,0.0,none,0,0,0
97,138,federation,500,True,True,1.0,1.0,1.0,0,2,0.983,0.0,0,0,0.05,0.992,0.895,0.763,0.714,0.786,100,0,130,True,False,0.0,none,0,0,0
98,139,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.05,0.955,0.802,0.696,0.641,0.703,100,0,,False,True,0.0,none,0,0,0
99,140,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.98,0.857,0.752,0.703,0.752,100,0,,False,True,0.0,none,0,0,0
100,141,federation,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.982,0.861,0.748,0.693,0.766,100,0,180,True,False,0.0,none,0,0,0
