run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,True,True,0.651,1.0,1.0,0,1,1.0,0.733,15,11,0.2,0.359,0.302,6,0,0.0,,0,0.359,0.302,0.359,100,0,,False,True,0.0,none,0,0,0
2,43,small-world,500,True,True,0.67,1.0,1.0,0,1,1.0,0.778,18,14,0.2,0.394,0.331,6,0,0.0,,0,0.394,0.331,0.394,100,0,,False,True,0.0,none,0,0,0
3,44,small-world,500,True,True,0.721,1.0,1.0,0,1,1.0,0.643,14,9,0.2,0.563,0.52,6,0,0.0,,0,0.462,0.407,0.462,100,0,,False,True,0.0,none,0,0,0
4,45,small-world,500,True,True,0.698,1.0,1.0,0,1,1.0,0.688,16,11,0.2,0.495,0.442,6,0,0.0,,0,0.485,0.415,0.485,100,0,,False,True,0.0,none,0,0,0
5,46,small-world,500,True,True,0.661,1.0,1.0,0,1,1.0,0.8,15,12,0.2,0.389,0.339,6,0,0.0,,0,0.389,0.339,0.389,100,0,,False,True,0.0,none,0,0,0
6,47,small-world,500,True,True,0.61,1.0,1.0,0,1,1.0,0.727,22,16,0.2,0.365,0.31,6,0,0.0,,0,0.354,0.302,0.354,100,0,,False,True,0.0,none,0,0,0
7,48,small-world,500,True,True,0.804,1.0,1.0,0,1,1.0,0.778,9,7,0.2,0.545,0.455,6,0,0.0,,0,0.495,0.41,0.495,100,0,,False,True,0.0,none,0,0,0
8,49,small-world,500,True,True,0.765,1.0,1.0,0,1,1.0,0.556,9,5,0.2,0.506,0.432,6,0,0.0,,0,0.478,0.393,0.478,100,0,,False,True,0.0,none,0,0,0
9,50,small-world,500,True,True,0.739,1.0,1.0,0,1,1.0,0.545,11,6,0.2,0.524,0.474,6,0,0.0,,0,0.479,0.413,0.479,100,0,,False,True,0.0,none,0,0,0
10,51,small-world,500,True,True,0.655,1.0,1.0,0,1,1.0,0.722,18,13,0.2,0.407,0.356,6,0,0.0,,0,0.394,0.346,0.394,100,0,,False,True,0.0,none,0,0,0
