run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,False,False,0.344,1.0,1.0,0,1,1.0,0.872,39,34,0.05,0.166,0.135,6,0,0.0,,0,0.166,0.135,0.166,100,0,,False,True,0.0,none,0,0,0
2,43,small-world,500,False,False,0.325,1.0,1.0,0,1,1.0,0.854,41,35,0.05,0.173,0.145,6,0,0.0,,0,0.171,0.143,0.171,100,0,,False,True,0.0,none,0,0,0
3,44,small-world,500,False,False,0.453,1.0,1.0,0,1,1.0,0.844,32,27,0.05,0.27,0.223,6,0,0.0,,0,0.245,0.215,0.245,100,0,,False,True,0.0,none,0,0,0
4,45,small-world,500,False,False,0.469,1.0,1.0,0,1,1.0,0.812,32,26,0.05,0.246,0.203,6,0,0.0,,0,0.246,0.203,0.246,100,0,,False,True,0.0,none,0,0,0
5,46,small-world,500,False,False,0.277,1.0,1.0,0,1,1.0,0.867,45,39,0.05,0.152,0.128,6,0,0.0,,0,0.152,0.128,0.152,100,0,,False,True,0.0,none,0,0,0
6,47,small-world,500,False,False,0.258,1.0,1.0,0,1,1.0,0.844,45,38,0.05,0.095,0.075,6,0,0.0,,0,0.095,0.075,0.095,100,0,,False,True,0.0,none,0,0,0
7,48,small-world,500,False,False,0.35,1.0,1.0,0,1,1.0,0.9,40,36,0.05,0.167,0.132,6,0,0.0,,0,0.15,0.117,0.15,100,0,,False,True,0.0,none,0,0,0
8,49,small-world,500,False,False,0.349,1.0,1.0,0,1,1.0,0.821,39,32,0.05,0.143,0.111,6,0,0.0,,0,0.138,0.104,0.138,100,0,,False,True,0.0,none,0,0,0
9,50,small-world,500,False,False,0.488,1.0,1.0,0,1,1.0,0.818,33,27,0.05,0.322,0.266,6,0,0.0,,0,0.306,0.252,0.306,100,0,,False,True,0.0,none,0,0,0
10,51,small-world,500,False,False,0.309,1.0,1.0,0,1,1.0,0.78,41,32,0.05,0.166,0.139,6,0,0.0,,0,0.166,0.139,0.166,100,0,,False,True,0.0,none,0,0,0
11,52,small-world,500,False,False,0.383,1.0,1.0,0,1,1.0,0.8,35,28,0.05,0.206,0.174,6,0,0.0,,0,0.206,0.174,0.206,100,0,,False,True,0.0,none,0,0,0
12,53,small-world,500,False,False,0.393,1.0,1.0,0,1,1.0,0.811,37,30,0.05,0.185,0.144,6,0,0.0,,0,0.185,0.144,0.185,100,0,,False,True,0.0,none,0,0,0
13,54,small-world,500,False,False,0.23,1.0,1.0,0,1,1.0,0.826,46,38,0.05,0.076,0.063,6,0,0.0,,0,0.076,0.063,0.076,100,0,,False,True,0.0,none,0,0,0
14,55,small-world,500,False,False,0.36,1.0,1.0,0,1,1.0,0.857,42,36,0.05,0.208,0.176,6,0,0.0,,0,0.172,0.142,0.172,100,0,,False,True,0.0,none,0,0,0
15,56,small-world,500,False,False,0.38,1.0,1.0,0,1,1.0,0.811,37,30,0.05,0.212,0.177,6,0,0.0,,0,0.206,0.172,0.206,100,0,,False,True,0.0,none,0,0,0
16,57,small-world,500,False,False,0.233,1.0,1.0,0,1,1.0,0.773,44,34,0.05,0.053,0.044,6,0,0.0,,0,0.053,0.044,0.053,100,0,,False,True,0.0,none,0,0,0
17,58,small-world,500,False,False,0.306,1.0,1.0,0,1,1.0,0.881,42,37,0.05,0.139,0.117,6,0,0.0,,0,0.139,0.117,0.139,100,0,,False,True,0.0,none,0,0,0
18,59,small-world,500,False,False,0.477,1.0,1.0,0,1,1.0,0.844,32,27,0.05,0.275,0.22,6,0,0.0,,0,0.274,0.218,0.274,100,0,,False,True,0.0,none,0,0,0
19,60,small-world,500,False,False,0.302,1.0,1.0,0,1,1.0,0.841,44,37,0.05,0.201,0.175,6,0,0.0,,0,0.195,0.172,0.195,100,0,,False,True,0.0,none,0,0,0
20,61,small-world,500,False,False,0.347,1.0,1.0,0,1,1.0,0.821,39,32,0.05,0.16,0.126,6,0,0.0,,0,0.16,0.126,0.16,100,0,,False,True,0.0,none,0,0,0
21,62,small-world,500,False,False,0.274,1.0,1.0,0,1,1.0,0.844,45,38,0.05,0.14,0.117,6,0,0.0,,0,0.14,0.117,0.14,100,0,,False,True,0.0,none,0,0,0
22,63,small-world,500,True,True,0.527,1.0,1.0,0,1,1.0,0.821,28,23,0.05,0.288,0.241,6,0,0.0,,0,0.285,0.241,0.285,100,0,,False,True,0.0,none,0,0,0
23,64,small-world,500,False,False,0.354,1.0,1.0,0,1,1.0,0.784,37,29,0.05,0.141,0.114,6,0,0.0,,0,0.141,0.114,0.141,100,0,,False,True,0.0,none,0,0,0
24,65,small-world,500,False,False,0.429,1.0,1.0,0,1,1.0,0.8,35,28,0.05,0.271,0.224,6,0,0.0,,0,0.255,0.215,0.255,100,0,,False,True,0.0,none,0,0,0
25,66,small-world,500,False,False,0.451,1.0,1.0,0,1,1.0,0.857,35,30,0.05,0.257,0.215,6,0,0.0,,0,0.257,0.215,0.257,100,0,,False,True,0.0,none,0,0,0
26,67,small-world,500,False,False,0.302,1.0,1.0,0,1,1.0,0.81,42,34,0.05,0.115,0.086,6,0,0.0,,0,0.115,0.086,0.115,100,0,,False,True,0.0,none,0,0,0
27,68,small-world,500,False,False,0.304,1.0,1.0,0,1,1.0,0.841,44,37,0.05,0.123,0.097,6,0,0.0,,0,0.123,0.097,0.123,100,0,,False,True,0.0,none,0,0,0
28,69,small-world,500,False,False,0.408,1.0,1.0,0,1,1.0,0.765,34,26,0.05,0.21,0.176,6,0,0.0,,0,0.208,0.175,0.208,100,0,,False,True,0.0,none,0,0,0
29,70,small-world,500,False,False,0.343,1.0,1.0,0,1,1.0,0.846,39,33,0.05,0.175,0.145,6,0,0.0,,0,0.175,0.145,0.175,100,0,,False,True,0.0,none,0,0,0
30,71,small-world,500,False,False,0.405,1.0,1.0,0,1,1.0,0.833,36,30,0.05,0.204,0.157,6,0,0.0,,0,0.204,0.157,0.204,100,0,,False,True,0.0,none,0,0,0
31,72,small-world,500,False,False,0.405,1.0,1.0,0,1,1.0,0.838,37,31,0.05,0.25,0.206,6,0,0.0,,0,0.235,0.193,0.235,100,0,,False,True,0.0,none,0,0,0
32,73,small-world,500,False,False,0.313,1.0,1.0,0,1,1.0,0.825,40,33,0.05,0.119,0.091,6,0,0.0,,0,0.119,0.091,0.119,100,0,,False,True,0.0,none,0,0,0
33,74,small-world,500,False,False,0.369,1.0,1.0,0,1,1.0,0.8,40,32,0.05,0.202,0.169,6,0,0.0,,0,0.2,0.168,0.2,100,0,,False,True,0.0,none,0,0,0
34,75,small-world,500,False,False,0.407,1.0,1.0,0,1,1.0,0.788,33,26,0.05,0.199,0.172,6,0,0.0,,0,0.197,0.172,0.197,100,0,,False,True,0.0,none,0,0,0
35,76,small-world,500,False,False,0.437,1.0,1.0,0,1,1.0,0.842,38,32,0.05,0.257,0.214,6,0,0.0,,0,0.244,0.209,0.244,100,0,,False,True,0.0,none,0,0,0
36,77,small-world,500,False,False,0.26,1.0,1.0,0,1,1.0,0.762,42,32,0.05,0.107,0.093,6,0,0.0,,0,0.107,0.093,0.107,100,0,,False,True,0.0,none,0,0,0
37,78,small-world,500,False,False,0.424,1.0,1.0,0,1,1.0,0.853,34,29,0.05,0.235,0.191,6,0,0.0,,0,0.235,0.191,0.235,100,0,,False,True,0.0,none,0,0,0
38,79,small-world,500,False,False,0.421,1.0,1.0,0,1,1.0,0.781,32,25,0.05,0.201,0.176,6,0,0.0,,0,0.201,0.176,0.201,100,0,,False,True,0.0,none,0,0,0
39,80,small-world,500,False,False,0.271,1.0,1.0,0,1,1.0,0.829,41,34,0.05,0.091,0.073,6,0,0.0,,0,0.091,0.073,0.091,100,0,,False,True,0.0,none,0,0,0
40,81,small-world,500,False,False,0.319,1.0,1.0,0,1,1.0,0.8,40,32,0.05,0.122,0.102,6,0,0.0,,0,0.122,0.102,0.122,100,0,,False,True,0.0,none,0,0,0
41,82,small-world,500,False,False,0.262,1.0,1.0,0,1,1.0,0.86,43,37,0.05,0.095,0.079,6,0,0.0,,0,0.095,0.079,0.095,100,0,,False,True,0.0,none,0,0,0
42,83,small-world,500,False,False,0.367,1.0,1.0,0,1,1.0,0.829,35,29,0.05,0.17,0.138,6,0,0.0,,0,0.168,0.133,0.168,100,0,,False,True,0.0,none,0,0,0
43,84,small-world,500,False,False,0.221,1.0,1.0,0,1,1.0,0.826,46,38,0.05,0.049,0.037,6,0,0.0,,0,0.049,0.037,0.049,100,0,,False,True,0.0,none,0,0,0
44,85,small-world,500,False,False,0.467,1.0,1.0,0,1,1.0,0.824,34,28,0.05,0.278,0.228,6,0,0.0,,0,0.271,0.221,0.271,100,0,,False,True,0.0,none,0,0,0
45,86,small-world,500,False,False,0.316,1.0,1.0,0,1,1.0,0.718,39,28,0.05,0.149,0.127,6,0,0.0,,0,0.145,0.123,0.145,100,0,,False,True,0.0,none,0,0,0
46,87,small-world,500,False,False,0.333,1.0,1.0,0,1,1.0,0.829,41,34,0.05,0.168,0.142,6,0,0.0,,0,0.168,0.14,0.168,100,0,,False,True,0.0,none,0,0,0
47,88,small-world,500,False,False,0.406,1.0,1.0,0,1,1.0,0.833,36,30,0.05,0.253,0.221,6,0,0.0,,0,0.253,0.219,0.253,100,0,,False,True,0.0,none,0,0,0
48,89,small-world,500,False,False,0.394,1.0,1.0,0,1,1.0,0.833,36,30,0.05,0.197,0.156,6,0,0.0,,0,0.192,0.156,0.192,100,0,,False,True,0.0,none,0,0,0
49,90,small-world,500,False,False,0.273,1.0,1.0,0,1,1.0,0.814,43,35,0.05,0.108,0.085,6,0,0.0,,0,0.108,0.085,0.108,100,0,,False,True,0.0,none,0,0,0
50,91,small-world,500,False,False,0.484,1.0,1.0,0,1,1.0,0.852,27,23,0.05,0.275,0.225,6,0,0.0,,0,0.264,0.218,0.264,100,0,,False,True,0.0,none,0,0,0
51,92,small-world,500,False,False,0.406,1.0,1.0,0,1,1.0,0.865,37,32,0.05,0.238,0.196,6,0,0.0,,0,0.238,0.196,0.238,100,0,,False,True,0.0,none,0,0,0
52,93,small-world,500,False,False,0.386,1.0,1.0,0,1,1.0,0.806,36,29,0.05,0.224,0.19,6,0,0.0,,0,0.224,0.19,0.224,100,0,,False,True,0.0,none,0,0,0
53,94,small-world,500,False,False,0.406,1.0,1.0,0,1,1.0,0.842,38,32,0.05,0.248,0.203,6,0,0.0,,0,0.244,0.2,0.244,100,0,,False,True,0.0,none,0,0,0
54,95,small-world,500,False,False,0.431,1.0,1.0,0,1,1.0,0.829,35,29,0.05,0.255,0.212,6,0,0.0,,0,0.255,0.212,0.255,100,0,,False,True,0.0,none,0,0,0
55,96,small-world,500,False,False,0.336,1.0,1.0,0,1,1.0,0.902,41,37,0.05,0.171,0.144,6,0,0.0,,0,0.152,0.126,0.152,100,0,,False,True,0.0,none,0,0,0
56,97,small-world,500,False,False,0.206,1.0,1.0,0,1,1.0,0.843,51,43,0.05,0.118,0.099,6,0,0.0,,0,0.116,0.098,0.116,100,0,,False,True,0.0,none,0,0,0
57,98,small-world,500,False,False,0.238,1.0,1.0,0,1,1.0,0.837,43,36,0.05,0.071,0.053,6,0,0.0,,0,0.071,0.053,0.071,100,0,,False,True,0.0,none,0,0,0
58,99,small-world,500,False,False,0.334,1.0,1.0,0,1,1.0,0.821,39,32,0.05,0.153,0.13,6,0,0.0,,0,0.153,0.13,0.153,100,0,,False,True,0.0,none,0,0,0
59,100,small-world,500,False,False,0.251,1.0,1.0,0,1,1.0,0.826,46,38,0.05,0.091,0.079,6,0,0.0,,0,0.091,0.079,0.091,100,0,,False,True,0.0,none,0,0,0
60,101,small-world,500,False,False,0.334,1.0,1.0,0,1,1.0,0.795,39,31,0.05,0.179,0.148,6,0,0.0,,0,0.17,0.142,0.17,100,0,,False,True,0.0,none,0,0,0
