run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,True,True,0.674,1.0,1.0,0,1,1.0,0.688,16,11,0.2,0.36,0.306,6,0,0.0,,0,0.36,0.306,0.36,100,0,,False,True,0.0,none,0,0,0
2,43,federation,500,True,True,0.502,1.0,1.0,0,1,1.0,0.8,25,20,0.2,0.242,0.199,6,0,0.0,,0,0.242,0.199,0.242,100,0,,False,True,0.0,none,0,0,0
3,44,federation,500,False,False,0.424,1.0,1.0,0,1,1.0,0.812,32,26,0.2,0.145,0.115,6,0,0.0,,0,0.145,0.115,0.145,100,0,,False,True,0.0,none,0,0,0
4,45,federation,500,False,False,0.44,1.0,1.0,0,1,1.0,0.769,26,20,0.2,0.168,0.139,6,0,0.0,,0,0.168,0.139,0.168,100,0,,False,True,0.0,none,0,0,0
5,46,federation,500,False,False,0.395,1.0,1.0,0,1,1.0,0.767,30,23,0.2,0.105,0.085,6,0,0.0,,0,0.105,0.085,0.105,100,0,,False,True,0.0,none,0,0,0
6,47,federation,500,False,False,0.459,1.0,1.0,0,1,1.0,0.714,28,20,0.2,0.197,0.164,6,0,0.0,,0,0.197,0.164,0.197,100,0,,False,True,0.0,none,0,0,0
7,48,federation,500,True,True,0.751,1.0,1.0,0,2,0.986,0.364,11,4,0.2,0.451,0.389,6,0,0.0,,0,0.416,0.351,0.416,100,0,,False,True,0.0,none,0,0,0
8,49,federation,500,True,True,0.667,1.0,1.0,0,1,1.0,0.737,19,14,0.2,0.372,0.312,6,0,0.0,,0,0.357,0.299,0.357,100,0,,False,True,0.0,none,0,0,0
9,50,federation,500,True,True,0.583,1.0,1.0,0,1,1.0,0.65,20,13,0.2,0.272,0.225,6,0,0.0,,0,0.272,0.225,0.272,100,0,,False,True,0.0,none,0,0,0
10,51,federation,500,True,True,0.573,1.0,1.0,0,1,1.0,0.889,18,16,0.2,0.273,0.233,6,0,0.0,,0,0.272,0.231,0.272,100,0,,False,True,0.0,none,0,0,0
11,52,federation,500,True,True,0.593,1.0,1.0,0,1,1.0,0.5,16,8,0.2,0.264,0.221,6,0,0.0,,0,0.264,0.221,0.264,100,0,,False,True,0.0,none,0,0,0
12,53,federation,500,True,True,0.588,1.0,1.0,0,1,1.0,0.647,17,11,0.2,0.261,0.217,6,0,0.0,,0,0.259,0.212,0.259,100,0,,False,True,0.0,none,0,0,0
13,54,federation,500,True,True,0.571,1.0,1.0,0,1,1.0,0.571,14,8,0.2,0.247,0.2,6,0,0.0,,0,0.247,0.2,0.247,100,0,,False,True,0.0,none,0,0,0
