run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,False,False,0.422,1.0,1.0,0,1,1.0,0.857,35,30,0.1,0.193,0.164,6,0,0.0,,0,0.193,0.164,0.193,100,0,,False,True,0.0,none,0,0,0
2,43,federation,500,False,False,0.24,1.0,1.0,0,1,1.0,0.891,46,41,0.1,0.062,0.049,6,0,0.0,,0,0.062,0.049,0.062,100,0,,False,True,0.0,none,0,0,0
3,44,federation,500,False,False,0.261,1.0,1.0,0,1,1.0,0.87,46,40,0.1,0.077,0.06,6,0,0.0,,0,0.077,0.06,0.077,100,0,,False,True,0.0,none,0,0,0
4,45,federation,500,False,False,0.207,1.0,1.0,0,1,1.0,0.875,48,42,0.1,0.03,0.02,6,0,0.0,,0,0.03,0.02,0.03,100,0,,False,True,0.0,none,0,0,0
5,46,federation,500,False,False,0.184,1.0,1.0,0,1,1.0,0.878,49,43,0.1,0.026,0.021,6,0,0.0,,0,0.026,0.021,0.026,100,0,,False,True,0.0,none,0,0,0
6,47,federation,500,False,False,0.301,1.0,1.0,0,1,1.0,0.86,43,37,0.1,0.123,0.101,6,0,0.0,,0,0.123,0.101,0.123,100,0,,False,True,0.0,none,0,0,0
7,48,federation,500,False,False,0.453,1.0,1.0,0,2,0.986,0.759,29,22,0.1,0.216,0.183,6,0,0.0,,0,0.216,0.183,0.216,100,0,,False,True,0.0,none,0,0,0
8,49,federation,500,False,False,0.412,1.0,1.0,0,1,1.0,0.806,31,25,0.1,0.162,0.122,6,0,0.0,,0,0.162,0.122,0.162,100,0,,False,True,0.0,none,0,0,0
9,50,federation,500,False,False,0.274,1.0,1.0,0,1,1.0,0.833,42,35,0.1,0.086,0.063,6,0,0.0,,0,0.086,0.063,0.086,100,0,,False,True,0.0,none,0,0,0
10,51,federation,500,False,False,0.247,1.0,1.0,0,1,1.0,0.844,45,38,0.1,0.038,0.029,6,0,0.0,,0,0.038,0.029,0.038,100,0,,False,True,0.0,none,0,0,0
11,52,federation,500,False,False,0.321,1.0,1.0,0,1,1.0,0.825,40,33,0.1,0.107,0.084,6,0,0.0,,0,0.107,0.084,0.107,100,0,,False,True,0.0,none,0,0,0
12,53,federation,500,False,False,0.26,1.0,1.0,0,1,1.0,0.822,45,37,0.1,0.063,0.044,6,0,0.0,,0,0.063,0.044,0.063,100,0,,False,True,0.0,none,0,0,0
13,54,federation,500,False,False,0.273,1.0,1.0,0,1,1.0,0.837,43,36,0.1,0.065,0.047,6,0,0.0,,0,0.062,0.044,0.062,100,0,,False,True,0.0,none,0,0,0
14,55,federation,500,False,False,0.325,1.0,1.0,0,1,1.0,0.889,36,32,0.1,0.094,0.08,6,0,0.0,,0,0.094,0.08,0.094,100,0,,False,True,0.0,none,0,0,0
15,56,federation,500,False,False,0.344,1.0,1.0,0,1,1.0,0.875,40,35,0.1,0.138,0.108,6,0,0.0,,0,0.138,0.108,0.138,100,0,,False,True,0.0,none,0,0,0
