run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,False,False,0.06,1.0,1.0,0,1,1.0,0.806,62,50,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
2,43,scale-free,500,False,False,0.058,1.0,1.0,0,1,1.0,0.836,61,51,0.0,0.003,0.001,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
3,44,scale-free,500,False,False,0.058,1.0,1.0,0,1,1.0,0.823,62,51,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
4,45,scale-free,500,False,False,0.06,1.0,1.0,0,1,1.0,0.887,62,55,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
5,46,scale-free,500,False,False,0.057,1.0,1.0,0,1,1.0,0.875,64,56,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
6,47,scale-free,500,False,False,0.06,1.0,1.0,0,1,1.0,0.867,60,52,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
7,48,scale-free,500,False,False,0.061,1.0,1.0,0,1,1.0,0.783,60,47,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
8,49,scale-free,500,False,False,0.059,1.0,1.0,0,1,1.0,0.742,62,46,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
9,50,scale-free,500,False,False,0.058,1.0,1.0,0,1,1.0,0.825,63,52,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
10,51,scale-free,500,False,False,0.057,1.0,1.0,0,1,1.0,0.844,64,54,0.0,0.001,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
11,52,scale-free,500,False,False,0.057,1.0,1.0,0,1,1.0,0.889,63,56,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
12,53,scale-free,500,False,False,0.059,1.0,1.0,0,1,1.0,0.855,62,53,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
13,54,scale-free,500,False,False,0.06,1.0,1.0,0,1,1.0,0.847,59,50,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
14,55,scale-free,500,False,False,0.059,1.0,1.0,0,1,1.0,0.833,60,50,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
15,56,scale-free,500,False,False,0.058,1.0,1.0,0,1,1.0,0.77,61,47,0.0,0.0,0.0,6,0,0.0,,0,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
