run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,False,False,0.415,1.0,1.0,0,1,1.0,0.607,28,17,0.2,0.141,0.114,6,0,0.0,,0,0.141,0.114,0.141,100,0,,False,True,0.0,none,0,0,0
2,43,scale-free,500,False,False,0.353,1.0,1.0,0,1,1.0,0.8,35,28,0.2,0.103,0.082,6,0,0.0,,0,0.103,0.082,0.103,100,0,,False,True,0.0,none,0,0,0
3,44,scale-free,500,False,False,0.365,1.0,1.0,0,1,1.0,0.71,31,22,0.2,0.102,0.085,6,0,0.0,,0,0.102,0.085,0.102,100,0,,False,True,0.0,none,0,0,0
4,45,scale-free,500,False,False,0.488,1.0,1.0,0,1,1.0,0.682,22,15,0.2,0.2,0.167,6,0,0.0,,0,0.2,0.167,0.2,100,0,,False,True,0.0,none,0,0,0
5,46,scale-free,500,True,True,0.57,1.0,1.0,0,1,1.0,0.526,19,10,0.2,0.258,0.215,6,0,0.0,,0,0.258,0.215,0.258,100,0,,False,True,0.0,none,0,0,0
6,47,scale-free,500,False,False,0.339,1.0,1.0,0,1,1.0,0.788,33,26,0.2,0.099,0.082,6,0,0.0,,0,0.099,0.082,0.099,100,0,,False,True,0.0,none,0,0,0
7,48,scale-free,500,True,True,0.632,1.0,1.0,0,1,1.0,0.333,15,5,0.2,0.313,0.264,6,0,0.0,,0,0.303,0.257,0.303,100,0,,False,True,0.0,none,0,0,0
8,49,scale-free,500,True,True,0.715,1.0,1.0,0,1,1.0,0.571,14,8,0.2,0.421,0.356,6,0,0.0,,0,0.381,0.312,0.381,100,0,,False,True,0.0,none,0,0,0
9,50,scale-free,500,False,False,0.394,1.0,1.0,0,1,1.0,0.714,35,25,0.2,0.15,0.13,6,0,0.0,,0,0.15,0.13,0.15,100,0,,False,True,0.0,none,0,0,0
10,51,scale-free,500,False,False,0.387,1.0,1.0,0,1,1.0,0.73,37,27,0.2,0.167,0.14,6,0,0.0,,0,0.167,0.14,0.167,100,0,,False,True,0.0,none,0,0,0
11,52,scale-free,500,True,True,0.662,1.0,1.0,0,1,1.0,0.765,17,13,0.2,0.311,0.245,6,0,0.0,,0,0.311,0.245,0.311,100,0,,False,True,0.0,none,0,0,0
12,53,scale-free,500,True,True,0.532,1.0,1.0,0,1,1.0,0.6,25,15,0.2,0.264,0.232,6,0,0.0,,0,0.264,0.232,0.264,100,0,,False,True,0.0,none,0,0,0
13,54,scale-free,500,True,True,0.569,1.0,1.0,0,1,1.0,0.727,22,16,0.2,0.263,0.213,6,0,0.0,,0,0.263,0.213,0.263,100,0,,False,True,0.0,none,0,0,0
14,55,scale-free,500,False,False,0.463,1.0,1.0,0,1,1.0,0.593,27,16,0.2,0.167,0.133,6,0,0.0,,0,0.167,0.133,0.167,100,0,,False,True,0.0,none,0,0,0
15,56,scale-free,500,True,True,0.638,1.0,1.0,0,1,1.0,0.533,15,8,0.2,0.336,0.29,6,0,0.0,,0,0.325,0.274,0.325,100,0,,False,True,0.0,none,0,0,0
16,57,scale-free,500,True,True,0.507,1.0,1.0,0,1,1.0,0.692,26,18,0.2,0.249,0.229,6,0,0.0,,0,0.249,0.229,0.249,100,0,,False,True,0.0,none,0,0,0
17,58,scale-free,500,False,False,0.462,1.0,1.0,0,1,1.0,0.731,26,19,0.2,0.162,0.133,6,0,0.0,,0,0.162,0.133,0.162,100,0,,False,True,0.0,none,0,0,0
18,59,scale-free,500,True,True,0.543,1.0,1.0,0,1,1.0,0.762,21,16,0.2,0.264,0.216,6,0,0.0,,0,0.264,0.216,0.264,100,0,,False,True,0.0,none,0,0,0
19,60,scale-free,500,True,True,0.678,1.0,1.0,0,1,1.0,0.417,12,5,0.2,0.339,0.268,6,0,0.0,,0,0.338,0.266,0.338,100,0,,False,True,0.0,none,0,0,0
20,61,scale-free,500,False,False,0.374,1.0,1.0,0,1,1.0,0.794,34,27,0.2,0.129,0.105,6,0,0.0,,0,0.129,0.105,0.129,100,0,,False,True,0.0,none,0,0,0
21,62,scale-free,500,False,False,0.446,1.0,1.0,0,1,1.0,0.656,32,21,0.2,0.171,0.131,6,0,0.0,,0,0.171,0.131,0.171,100,0,,False,True,0.0,none,0,0,0
22,63,scale-free,500,False,False,0.263,1.0,1.0,0,1,1.0,0.767,43,33,0.2,0.057,0.053,6,0,0.0,,0,0.053,0.047,0.053,100,0,,False,True,0.0,none,0,0,0
23,64,scale-free,500,False,False,0.36,1.0,1.0,0,1,1.0,0.765,34,26,0.2,0.103,0.085,6,0,0.0,,0,0.103,0.085,0.103,100,0,,False,True,0.0,none,0,0,0
24,65,scale-free,500,False,False,0.458,1.0,1.0,0,1,1.0,0.75,24,18,0.2,0.152,0.112,6,0,0.0,,0,0.152,0.112,0.152,100,0,,False,True,0.0,none,0,0,0
25,66,scale-free,500,True,True,0.658,1.0,1.0,0,1,1.0,0.5,14,7,0.2,0.313,0.258,6,0,0.0,,0,0.313,0.258,0.313,100,0,,False,True,0.0,none,0,0,0
26,67,scale-free,500,True,True,0.569,1.0,1.0,0,1,1.0,0.579,19,11,0.2,0.243,0.201,6,0,0.0,,0,0.243,0.201,0.243,100,0,,False,True,0.0,none,0,0,0
27,68,scale-free,500,True,True,0.517,1.0,1.0,0,1,1.0,0.739,23,17,0.2,0.265,0.225,6,0,0.0,,0,0.265,0.225,0.265,100,0,,False,True,0.0,none,0,0,0
28,69,scale-free,500,True,True,0.519,1.0,1.0,0,1,1.0,0.731,26,19,0.2,0.258,0.228,6,0,0.0,,0,0.246,0.218,0.246,100,0,,False,True,0.0,none,0,0,0
29,70,scale-free,500,False,False,0.491,1.0,1.0,0,1,1.0,0.643,28,18,0.2,0.241,0.206,6,0,0.0,,0,0.241,0.206,0.241,100,0,,False,True,0.0,none,0,0,0
30,71,scale-free,500,True,True,0.537,1.0,1.0,0,1,1.0,0.636,22,14,0.2,0.253,0.212,6,0,0.0,,0,0.251,0.212,0.251,100,0,,False,True,0.0,none,0,0,0
31,72,scale-free,500,True,True,0.627,1.0,1.0,0,1,1.0,0.533,15,8,0.2,0.3,0.245,6,0,0.0,,0,0.3,0.245,0.3,100,0,,False,True,0.0,none,0,0,0
