run_index,seed,topology,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,contagion_containment,contagion_initial_failures,contagion_secondary_failures,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
60,101,random,True,True,0.957,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
61,102,random,True,True,0.963,1.0,1.0,0,3,0.364,11,4,0.0,none,0,0,0
62,103,random,True,True,0.97,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
63,104,random,True,True,0.947,1.0,1.0,0,1,0.5,12,6,0.0,none,0,0,0
64,105,random,True,True,0.977,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
65,106,random,True,True,0.926,1.0,1.0,0,1,0.167,12,2,0.0,none,0,0,0
66,107,random,True,True,0.973,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
67,108,random,True,True,0.927,1.0,1.0,0,1,0.083,12,1,0.0,none,0,0,0
68,109,random,True,True,0.97,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
69,110,random,True,True,0.95,1.0,1.0,0,2,0.0,10,0,0.0,none,0,0,0
70,111,random,True,True,0.942,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
71,112,random,True,True,0.96,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
72,113,random,True,True,0.964,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
73,114,random,True,True,0.943,1.0,1.0,0,1,0.167,12,2,0.0,none,0,0,0
74,115,random,True,True,0.966,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
75,116,random,True,True,0.972,1.0,1.0,0,1,0.083,12,1,0.0,none,0,0,0
76,117,random,True,True,0.991,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
77,118,random,True,True,0.962,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
78,119,random,True,True,0.995,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
79,120,random,True,True,0.986,1.0,1.0,0,1,0.0,11,0,0.0,none,0,0,0
80,121,random,True,True,0.974,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
81,122,random,True,True,0.971,1.0,1.0,0,1,0.1,10,1,0.0,none,0,0,0
82,123,random,True,True,0.975,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
83,124,random,True,True,0.988,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
84,125,random,True,True,0.965,1.0,1.0,0,1,0.0,11,0,0.0,none,0,0,0
85,126,random,True,True,0.97,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
86,127,random,True,True,0.947,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
87,128,random,True,True,0.955,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
88,129,random,True,True,0.989,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
89,130,random,True,True,0.97,1.0,1.0,0,1,0.0,12,0,0.0,none,0,0,0
90,131,random,True,True,0.964,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
91,132,random,True,True,0.97,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
92,133,random,True,True,0.951,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
93,134,random,True,True,0.987,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
94,135,random,True,True,0.981,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
95,136,random,True,True,0.971,1.0,1.0,0,1,0.091,11,1,0.0,none,0,0,0
96,137,random,True,True,0.99,1.0,1.0,0,2,0.0,10,0,0.0,none,0,0,0
97,138,random,True,True,0.974,1.0,1.0,0,2,0.091,11,1,0.0,none,0,0,0
98,139,random,True,True,0.964,1.0,1.0,0,1,0.25,12,3,0.0,none,0,0,0
99,140,random,True,True,0.944,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
100,141,random,True,True,0.987,1.0,1.0,0,1,0.0,10,0,0.0,none,0,0,0
