run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.6970341608355048,0.6970341608355048,0.983568491640889,0.4351565794241248,0.3187801012401618,0.21658482493084666,0.69,69,,0,0,1,never_recovered,0.8351669917383071
1,43,0.907156251261028,0.8463310939201428,0.9962976987052985,0.6265817887181013,0.16089746757517315,0.14354268647702523,1.0,,,1,0,0,,0.9275239999999999
2,44,0.928415778734558,0.6785677609030359,0.9331070664133623,0.5819140465210099,0.1331778486374009,0.12450031259951759,0.71,11,40,0,1,0,,0.857914745568
3,45,0.8800169037526887,0.7069665655680072,0.9753282871320712,0.503757953286589,0.1736820551857702,0.13560898931591528,0.55,22,67,0,1,0,,0.7971169456570624
4,46,0.8900220105709862,0.8202841187514314,0.9773135439847435,0.6322574267272131,0.4246056359279687,0.23965588245468267,1.0,,,1,0,0,,0.906336
5,47,0.7873364415637655,0.7639397201752958,0.9708944560369054,0.6230067386895525,0.17061936569615063,0.13884281902315648,0.93,93,,0,0,1,never_recovered,0.90562
6,48,0.8174193132600254,0.7633503922648839,0.9649184189294309,0.6771950348033842,0.19938495436998963,0.21013868400073724,0.9,38,43,0,1,0,,0.8879830256
7,49,0.8146902560410004,0.7389311906536282,0.9402666273500772,0.5108744460877718,0.3324306759777924,0.21570492428171195,0.67,34,47,0,1,0,,0.8383991928285311
8,50,0.8683893384875242,0.8272192298404704,0.9693049885484326,0.584266898427593,0.19157690067623312,0.20329063344488335,1.0,,,1,0,0,,0.9001439999999999
9,51,0.8146889149990062,0.6254335559441618,0.9381701596519478,0.6271954217819061,0.22770282378207016,0.10491332631546436,0.64,57,77,0,1,0,,0.8871710256
10,52,0.8312259513675033,0.8213112408449977,0.9755342350176254,0.5909263626986484,0.18778940582014508,0.1731968224097976,1.0,,,1,0,0,,0.9139360000000001
11,53,0.8937702289479681,0.7576920109719136,0.9717506215987858,0.5542793375573954,0.1603410618728766,0.23406811980793557,0.88,5,17,0,1,0,,0.8692647564403473
12,54,0.8716435818567616,0.7044347325427012,0.9605958913083142,0.6018435685988136,0.17313384368887147,0.1726600580089024,0.84,38,54,0,1,0,,0.9066055199999999
13,55,0.8815589632174821,0.8123491475960202,0.9807552904316268,0.6842050581923103,0.11304910945946227,0.23921349464518418,1.0,,,1,0,0,,0.897912
14,56,0.9179380537778705,0.8065729419142424,0.9686856565309604,0.6965428256290358,0.2561960679869615,0.3274125163319606,1.0,,,1,0,0,,0.8973359999999999
15,57,0.7075046826963289,0.7075046826963289,0.9777399884815163,0.4943764087898711,0.3125430990103124,0.23502000769165715,0.9,42,48,0,1,1,ended_below_threshold,0.9066055199999999
16,58,0.9333716916985347,0.8101163571871426,0.9470933438501166,0.6201898058280596,0.1336315678952063,0.11354463124446297,1.0,,,1,0,0,,0.919568
17,59,0.8214968515076392,0.8027087775002886,0.958788821984946,0.5744232870680778,0.20979332647601578,0.1503896479471254,1.0,,,1,0,0,,0.91562
18,60,0.8217866483646422,0.7795407903502871,0.9831634393305732,0.5332531879199977,0.23495338180679068,0.22924651522806838,0.97,28,31,0,1,0,,0.89130152
19,61,0.9124854999350588,0.6751347997436992,0.992105761074298,0.5467671261974498,0.13794001888220495,0.21717474937658468,0.89,44,55,0,1,0,,0.9040990256000001
