step,avg_trust,avg_disturbance,avg_stability,avg_cognitive_distortion,avg_disturbance_damping,avg_cognitive_filtering,avg_trust_recovery,avg_reinforcement,avg_intervention_total,stability_share,shock_share
37,0.5004119955815575,0.2272127834911331,0.7882665912055813,0.18856424606627512,0.058885914796261096,0.3420703377213174,0.0930937801198605,0.22526804736256106,0.7193180800000001,0.5,0.05
38,0.5011368996818119,0.22357201836472562,0.7874165724767944,0.1873533654802611,0.03911439221991043,0.3109614921494562,0.12552463383181517,0.2346135041988183,0.7102140224,0.45,0.0
39,0.4988164225735421,0.22884405070869468,0.7853853272345662,0.17765405429358985,0.030984665090962538,0.3396020365340866,0.09908593383282581,0.2183456045421251,0.6880182400000001,0.45,0.05
40,0.49500898061566617,0.24283675540172273,0.780526832607674,0.18550023333191287,0.048513061888561734,0.2936678766848998,0.11249286540013623,0.1909983432264023,0.6456721472000001,0.4,0.1
41,0.4999529819461384,0.24475917846213088,0.7753820920580592,0.1892979939616357,0.06493684798771837,0.2957743611091857,0.17487871644289946,0.15721285193219653,0.692802777472,0.3,0.1
42,0.4913703907854606,0.28810436615635643,0.7660933943092256,0.19344044270363944,0.06695564022993242,0.3428084907982982,0.1395503070175529,0.14212172195421652,0.6914361600000001,0.3,0.25
43,0.4909238805872377,0.25943827844963907,0.7596764709998995,0.1913479871425215,0.08809512346034547,0.3569083923372499,0.15054071292317456,0.11273379367923006,0.7082780224,0.25,0.05
44,0.49095888241740476,0.2817096580763679,0.7529974690869629,0.17985396429242823,0.06639422485302907,0.38358415682612546,0.16487278767653352,0.09760291064431201,0.7124540800000001,0.2,0.2
45,0.4827480648792049,0.2963699160934543,0.7461314445956846,0.19648992423619696,0.07638891967069229,0.3320602321749734,0.1429468076792296,0.11213012047510477,0.66352608,0.2,0.2
46,0.4779002154553199,0.27489897750083664,0.740376788741383,0.18150644429616863,0.08652032638231447,0.4516881276898916,0.1270173294884384,0.07704621643935564,0.742272,0.15,0.05
47,0.4781200427001383,0.25608678379126937,0.7374099631430594,0.17966899873165237,0.06828390583105351,0.3679609568341516,0.13581301082338104,0.08417828651141393,0.6562361600000001,0.15,0.05
48,0.47940638242048916,0.23347844054331043,0.7378281277603822,0.165164809562446,0.05133912652492909,0.4316146678579268,0.10951801516145136,0.08372627045569278,0.67619808,0.15,0.0
49,0.480067846575281,0.22820984168380648,0.7402063762485969,0.1592929923531456,0.035867445892653206,0.37327684060244615,0.09198823839726042,0.10429595510764034,0.60542848,0.15,0.05
50,0.4773513086072139,0.22912928843976896,0.7407692463800426,0.16152840711876565,0.04048327571759749,0.35326079885670236,0.07634519184147594,0.09386692558422424,0.5639561920000001,0.15,0.05
51,0.4763798479202972,0.219584330809207,0.7400737858592537,0.16163796018537166,0.032076945002947825,0.38579431598829445,0.07609057652085095,0.06784451730390686,0.561806354816,0.15,0.0
52,0.4678217841065998,0.24081605982738258,0.7375268529771827,0.15607076806756714,0.04035914820396819,0.4642639407283925,0.044862319944787135,0.07506068397917225,0.6245460928563201,0.15,0.15
53,0.46554184827187906,0.230125602348005,0.7363342769905787,0.1528074996121331,0.05485847290066842,0.45398160156350975,0.06328484806112107,0.07779953255863035,0.6499244550839297,0.15,0.0
54,0.4638490629503048,0.23060079509164044,0.7351947768453262,0.15438897931435658,0.06296873573346742,0.47761736494729146,0.06872791652833651,0.07899089775636978,0.6883049149654651,0.15,0.0
55,0.4590775880111392,0.2567260836415976,0.7294050350774978,0.15739935430244265,0.05244785555130874,0.4610766344427556,0.07684224015541039,0.03941094352358811,0.6297776736730628,0.05,0.15
56,0.4540467744703215,0.26010897148156326,0.7229456893303663,0.16548357766470959,0.06317236904171346,0.4344190909687821,0.08200433361681356,0.04003468943767987,0.619630483064989,0.05,0.1
57,0.4550506497880572,0.24346711409222874,0.7192331272982602,0.15327412930734616,0.05223632765535656,0.48994345805195544,0.08744945717309394,0.01994204065093979,0.6495712835313457,0.05,0.05
58,0.4585355876439941,0.21699176581903132,0.7198539855781964,0.14879234265733104,0.07041755478012846,0.4796008646755697,0.07539315666187717,0.03140582023687436,0.6568173963544497,0.05,0.0
59,0.46285837051649736,0.20232669100947936,0.7227754765071521,0.13855849782181942,0.05582342615407643,0.504822485109991,0.061896188777128845,0.03656412750076864,0.6591062275419649,0.05,0.0
60,0.4655434003385891,0.19780971058921795,0.7260209118459148,0.13334835406123915,0.04158045407217582,0.4960239176222584,0.04659002470534799,0.03844414108295041,0.6226385374827326,0.1,0.0
61,0.4645331219342149,0.20901274755040672,0.7278165938936836,0.13252508945322256,0.03216607899606816,0.4464131733680118,0.035710557169276735,0.042636590466643406,0.5569264,0.1,0.05
62,0.4653527064846714,0.1960851540319956,0.729923258177849,0.13513185184799573,0.033061140891520915,0.4087632137042342,0.035562923124913465,0.04184513187933144,0.5192324096,0.1,0.0
63,0.4636071611419088,0.20484493062052983,0.730330876806405,0.14164622688330944,0.03139122444147942,0.4423872388339209,0.03374559569225425,0.041289105704345436,0.548813164672,0.1,0.0
64,0.4604140067476634,0.23417531027758956,0.7269129186548323,0.1441269110773846,0.056073989769303036,0.45851184183114013,0.05755577805929962,0.02061523501225731,0.5927568446720001,0.1,0.1
65,0.45923824323597867,0.22776720129974662,0.7254869984073214,0.1386316184884711,0.05841614152281323,0.48885022314902715,0.05886194452089631,0.03064906977942337,0.63677737897216,0.05,0.05
66,0.45734714906349605,0.21937568068374858,0.724154817109898,0.14073768210389276,0.04495634311009131,0.47623294264010607,0.04499669464637607,0.03555639117355142,0.6017423715701249,0.05,0.0
67,0.4577503398995679,0.24598516230063788,0.7206218162760724,0.14777812476236632,0.04701407253378028,0.4966557136592774,0.08750325481262368,0.01767182641901606,0.6488448674246975,0.05,0.1
68,0.4576321919337361,0.24100899834200723,0.7179584822495945,0.14894800300379044,0.055226078998341775,0.5046972999119406,0.08092705132346376,0.010479694566253904,0.6513301248000001,0.05,0.05
69,0.45734125699467887,0.2331079745434428,0.7177269811634996,0.14435875261334602,0.055170147601146524,0.5417013472664336,0.06877569381260824,0.0257608113198117,0.691408,0.05,0.05
70,0.45398342103565714,0.24220213036413046,0.7170322144788437,0.14214435013180432,0.04761720870533967,0.5199318236504684,0.056861509619594075,0.03373345802459795,0.6581440000000001,0.05,0.1
71,0.45349930492196505,0.23441378037850358,0.7153453711537865,0.1573358774501585,0.05127442902541994,0.44736280222204405,0.07812459906868488,0.01724424968385117,0.59400608,0.05,0.0
72,0.4502397819532211,0.2443690721438702,0.7128097570745744,0.14853031164089253,0.049541907056642784,0.5353443486866138,0.06435341398980107,0.008960650266942389,0.6582003200000001,0.05,0.1
73,0.45824671686079765,0.23015693926686484,0.7130828026653914,0.14664979973919584,0.05707978283812124,0.4816215740081038,0.10857986091425738,0.004778884639517617,0.6520601024,0.0,0.0
74,0.46144396236509955,0.2343329350852365,0.7137032162804174,0.13745318122436412,0.035407688433156864,0.5200251890424767,0.08761055779274293,0.0025785871316235396,0.6456220224000001,0.0,0.05
75,0.4648256068040609,0.21131504462663103,0.7161423089748225,0.13777360559343294,0.030875714516358056,0.5479008649196483,0.06802069342521287,0.0020055046107808174,0.6488027774720001,0.0,0.0
76,0.46493453190366135,0.21707903252612692,0.7180526205070014,0.1252655175953305,0.022309155824157628,0.5932044841679059,0.04493880761844617,0.0011376323894903865,0.6615900800000001,0.0,0.05
77,0.4607360725451805,0.24350056017553462,0.7167636126429,0.1331230053360068,0.03171464164837119,0.5177541890736037,0.04936048185289375,0.0008848698251314472,0.5997141824000001,0.0,0.1
78,0.46143363150763905,0.2399070749938339,0.7159251650969086,0.13957241367564696,0.042126928199655286,0.4780118982000678,0.07861086667815546,0.0006885917221215526,0.5994382848,0.0,0.05
79,0.4664383253443899,0.23103272826889812,0.7168116222874433,0.13766769899879513,0.05221624776555274,0.526598819149997,0.09330083488127956,0.00042089807517082655,0.672536799872,0.0,0.05
80,0.4658338327551902,0.2371039298973793,0.7169543159086107,0.13809192405538123,0.04572794220840535,0.49526731636654453,0.07197518949412571,0.00032827180292443255,0.613298719872,0.0,0.1
81,0.46775077457438535,0.22058996975335982,0.7180710782995823,0.1466638133654009,0.05653688272925296,0.426734776947591,0.0770091300437022,0.0002560517796139071,0.56053684150016,0.0,0.0
82,0.46171688803398875,0.2494091997775676,0.7164598932484247,0.13626857611420393,0.034146581551187084,0.5780920629872018,0.048968323015838075,0.00019940401589789572,0.6614063715701249,0.05,0.1
83,0.46334956798340876,0.22910003582549798,0.7182451110432717,0.14340290805641587,0.043468995551449265,0.49893263947618144,0.07508508143712413,0.027486150959942574,0.6449728674246974,0.05,0.0
84,0.46857744086770203,0.23590403580057345,0.7193989551200215,0.13738291848891854,0.035497705676445626,0.5304745766176028,0.10081556838543197,0.013578686803252185,0.6803665374827326,0.05,0.1
85,0.47374711588617846,0.21917575481538093,0.7219851395837015,0.13100419152624437,0.045815805980213606,0.4960306588960461,0.08724492280784567,0.006712271552426067,0.6358036592365315,0.0,0.0
86,0.4743588798169661,0.23008537372707766,0.722389750113983,0.14323961481937234,0.030422133173767164,0.45875123821615194,0.08290878981661012,0.0033205905979652632,0.5754027518044945,0.0,0.05
87,0.47618087368300266,0.21869105344856213,0.7239526893697579,0.1367745278379519,0.03701803677447234,0.5415240855699007,0.07396121576871081,0.002586885915076198,0.6550902240281601,0.0,0.05
88,0.48051444697602186,0.2178362744160612,0.7259805378430719,0.13428551005514722,0.03727851540682809,0.5159951037726095,0.08772491818701048,0.002017770175516853,0.6430163075419648,0.0,0.05
89,0.48044830727487964,0.2266733280483672,0.7267637161817182,0.13737296429676865,0.04403066870985016,0.5046606361531687,0.07464688429862186,0.001236348321091913,0.6245745374827326,0.0,0.05
90,0.48066349566679795,0.2228563182912943,0.7276460362134404,0.1362008438369678,0.047463463400776874,0.5093209960994144,0.06987547267849771,0.0009643302213110567,0.6276242624,0.0,0.05
91,0.47835449880923564,0.24691544561652273,0.7262385427793275,0.1402794091238514,0.04222527918638906,0.5151683056263858,0.07752036306840089,0.0007521769188243443,0.6356661248000001,0.0,0.15
92,0.47893311998792915,0.23002952047752104,0.7263255432370792,0.14130557991137216,0.058309412431030085,0.5340709324114021,0.07891532826966541,0.00046102435990244057,0.6717566974720001,0.0,0.05
93,0.4767804920162562,0.23517315532981176,0.7259599964410431,0.13461279937141865,0.04648297230123104,0.5521942040291614,0.06104329390509951,0.000359529764508161,0.66008,0.0,0.1
94,0.476968765818332,0.23769593259174587,0.7256366812249678,0.13301593140291149,0.04544033627440154,0.4713819896001711,0.07650556131926674,0.0002804328061606719,0.5936083200000001,0.0,0.1
95,0.47365098888839363,0.2519424780943375,0.7235943170325736,0.1420981752504364,0.05946765742989548,0.4743892366326219,0.07642133946151816,0.0001719488759645659,0.6104501824,0.0,0.1
96,0.47267625734524427,0.24303153588653587,0.7228124505079033,0.1342171790835078,0.06360364791073765,0.5557127541695,0.07540379797343827,0.0001338799463242036,0.69485408,0.0,0.05
97,0.47206279799684936,0.24290252201846388,0.7219677520862573,0.1388907820242031,0.05026897647958791,0.5073085043447652,0.07947423965645115,7.435951919589754e-05,0.63712608,0.0,0.05
98,0.46709366377965766,0.24298212180652873,0.7201686036425036,0.1471413058282676,0.04082791240203408,0.514459255687071,0.05777099175996746,5.800015092757695e-05,0.61311616,0.0,0.05
99,0.4619009318108894,0.25178379918848803,0.7175919591370322,0.14299885760025177,0.04869634457698187,0.5305906333447815,0.0612811858063547,3.2156271881982316e-05,0.6406003200000001,0.0,0.1
