test_name,scenario,avg_final_stability,avg_min_stability,stable_run_rate,recovered_run_rate,failure_rate,avg_final_trust,avg_final_disturbance,avg_final_cognitive_distortion,avg_intervention_utilization,avg_derived_cap_strength,note
integration,full_v12_integrated,0.9993450715287562,0.8769991954455596,1.0,0.0,0.0,0.9775907605097391,0.1764884737888635,0.17221021684947727,0.7943704369007702,0.27003071616555213,"Integrated v1.2 candidate: continuous control, smoothing, cognition active, derived trust cap."
trust_channel,trust_blind_control,0.9995450442897301,0.8807602972067599,1.0,0.0,0.0,0.9953766580593335,0.17989820593888123,0.1755966245286434,0.8970409470059885,0.2701866629569322,Trust remains structural in the state equations but is not read directly by the controller.
cognition_shape,linear_amplification,0.9993450715287562,0.8769991954455596,1.0,0.0,0.0,0.9775907605097391,0.1764884737888635,0.17221021684947727,0.7943704369007702,0.27003071616555213,Integrated model with linear cognition channel.
cognition_shape,nonlinear_amplification,0.9969780973365191,0.873944894113915,1.0,0.0,0.0,0.950915836154308,0.1767867001518098,0.18242508618608427,0.8031899598989384,0.2767352233940044,Integrated model with a nonlinear cognition amplifier.
memory_window,k0_none,0.9994167845480947,0.8769991954455596,1.0,0.0,0.0,0.9809846441706449,0.17648832283457938,0.17221044544423253,0.7945280547132841,0.2651807831045465,Integrated model with no explicit erosion-memory window in the trust cap.
memory_window,k3_small,0.9993818466439739,0.8769991954455596,1.0,0.0,0.0,0.9780180263705038,0.17648844372368291,0.17221027112934734,0.7944034976755009,0.2698462090853804,Integrated model with a 3-step erosion-memory window in the trust cap.
memory_window,k12_large,0.999397528984247,0.8769991954455596,1.0,0.0,0.0,0.9790370142869229,0.17648841910183263,0.17221030790552783,0.7944335916946589,0.2697357215134167,Integrated model with a 12-step erosion-memory window in the trust cap.
