step,avg_cooperation_level,avg_average_trust,avg_ai_capability,avg_governance_capacity,avg_disturbance,avg_effective_disturbance,avg_effective_info,stable_share
0,0.8571734720268249,0.78560913856,0.5098196395,0.5214015563856,0.13999999999999999,0.08399999999999999,0.6426186,1.0
1,0.8628641089814998,0.7604449168253636,0.5194483044762039,0.5600153342251052,0.125,0.075,0.64287375,1.0
2,0.8647258498218873,0.7597676091128026,0.5288823151166075,0.5693715906244112,0.16999999999999998,0.10200000000000001,0.6421083000000001,1.0
3,0.8700920563279444,0.7601546686455858,0.5381399356470055,0.5887124666539896,0.095,0.057999999999999996,0.6433557000000001,0.95
4,0.8672698774929677,0.7126617634102586,0.5472138732545173,0.624706514357493,0.11000000000000001,0.06699999999999999,0.64310055,0.95
5,0.8739895404493536,0.7279422248682075,0.5561130054157096,0.656962572101922,0.08,0.049,0.6436108500000001,0.95
6,0.8728682475906053,0.6947321392475404,0.5648372327469116,0.6964705784656926,0.08,0.049,0.6436108500000001,0.95
7,0.8682481753502855,0.6750308580008749,0.5733883273109416,0.7015418620391041,0.095,0.057999999999999996,0.6433557000000001,0.95
8,0.8669603586239616,0.6684270139041922,0.5817713897993146,0.7153313846344375,0.095,0.057999999999999996,0.6433557000000001,0.95
9,0.8653481201431903,0.6746855565906769,0.5899929233539847,0.7243861549549838,0.065,0.039999999999999994,0.643866,0.95
10,0.8633357277986828,0.6670477117904945,0.5980434228167094,0.7362520585768954,0.15499999999999997,0.094,0.6423351,0.95
11,0.8644865362798146,0.6718720989454905,0.6059363634266538,0.7478406363812455,0.13999999999999999,0.091,0.6424201500000001,0.95
12,0.8698503109014266,0.6774321816917868,0.6136798460370014,0.7691172814762732,0.095,0.057999999999999996,0.6433557000000001,0.95
13,0.867116017959613,0.658573689388807,0.6212714945809146,0.7806299563346963,0.08,0.055999999999999994,0.6434124000000001,0.9
14,0.8690519302197661,0.6634879087150207,0.6287094489200956,0.7937522878555014,0.125,0.08399999999999999,0.6426186,0.85
15,0.8723615976140641,0.6815666060886775,0.6360081168390963,0.8049672198785723,0.065,0.040999999999999995,0.64383765,0.9
16,0.8675701063319062,0.6491750442027943,0.6431540223278118,0.817133901436758,0.155,0.101,0.6421366500000001,0.9
17,0.8545450107025738,0.5843273945635734,0.6501660139144619,0.8176771585739422,0.095,0.059,0.6433273500000001,0.9
18,0.853543060520914,0.5934891500520445,0.6570372454955616,0.8296627622119702,0.125,0.079,0.6427603500000001,0.8
