step,avg_trust,avg_disturbance,avg_stability,avg_cognitive_distortion,avg_intervention_total,stability_share,avg_node_stability_variance
23,0.6546405434832561,0.2229416824622351,0.8834921059327455,0.2320892671546987,0.9938839999999999,0.9,0.002807625243180457
24,0.651085109163318,0.24439787219540676,0.8856529245511143,0.2405120192620005,0.9938839999999999,0.9,0.0028416467013854143
25,0.6436812139765944,0.2587352147193295,0.8843975350137693,0.2418523123458317,0.98202952,0.88,0.002932779188953742
26,0.6457010748651072,0.2531865064290326,0.882650311660275,0.23703487143953347,0.984336,0.85,0.002842659484218734
27,0.6473303545196507,0.2564388814157996,0.8786650043091631,0.23811410715528106,1.0,0.85,0.0028722008842016382
28,0.6380526079515019,0.3181153707082983,0.8727824382563247,0.25214223591554147,0.9889999999999999,0.89,0.003036231138101226
29,0.6266694003582538,0.3021691071680953,0.8695234209289054,0.2606588571454912,0.9804200000000001,0.83,0.003417165847984893
30,0.6212868759748534,0.28840199595457333,0.8640055167760994,0.26970757660047295,0.9737276,0.79,0.003982304733692869
31,0.615557492041716,0.2787132030736587,0.8565451188623875,0.2661350217177165,0.9911999999999999,0.75,0.0039169518280828455
32,0.6205964178726805,0.2639417609898002,0.8497656109965191,0.2621842782146819,0.9860519999999999,0.7,0.003589221783594118
33,0.6323349822241521,0.2483928866132122,0.8453848885662615,0.250899992348265,0.9867999999999999,0.7,0.0029470903962491393
34,0.6357952251541182,0.2346037525004595,0.846664191333181,0.23705427574361798,0.96062,0.7,0.002844040730018888
35,0.6380076689946714,0.2404089263625308,0.8511904943986353,0.23745043262867913,0.960356,0.7,0.003252653052104706
36,0.6309979410968963,0.2483276103913116,0.8547962229392266,0.23141190499028494,0.9369321599999999,0.7,0.003290188205167574
37,0.6235579780197869,0.249728526997412,0.8604415997873974,0.2358977501049306,0.9468795568,0.72,0.003780057174355573
38,0.6244852443725077,0.24314720397772288,0.8617195181142192,0.23626644545655814,0.9541335200000001,0.75,0.003803899343344857
39,0.633888825927912,0.25110691582918404,0.858840975842664,0.2316423303134129,0.9490740656,0.75,0.003447355580833738
40,0.6408408014837269,0.2669514155248241,0.8570312861497488,0.23814869788110687,0.9925455200000001,0.8,0.0031623027341864084
41,0.6368965891830145,0.26627452357848924,0.8557893806257083,0.237697802505794,0.9717015056,0.84,0.0027134447504360893
42,0.6205102067273159,0.30284385111570183,0.8517370912492801,0.23689027418164355,0.939559174368,0.78,0.0030555977311997645
43,0.6087015346718467,0.2728839870834781,0.8526833563030733,0.24300846306268958,0.95365656,0.74,0.004157516361700663
44,0.59994750758363,0.29917041324935684,0.8495425684904444,0.2375988021579258,0.9729710112,0.69,0.005329544289068405
45,0.5976480608956805,0.3064163406875781,0.8411021275717645,0.2595526802412751,0.9894910399999999,0.65,0.005193255963525505
46,0.6118486484265069,0.28939613519604535,0.8335680434369046,0.2661154491618875,0.978,0.63,0.004705907770570299
47,0.6254929710247227,0.26660952355728773,0.8300761236651504,0.2690075661787181,0.9804200000000001,0.63,0.004531641367629192
48,0.6324693274301031,0.2451628773074373,0.8310100612847843,0.24166861459551744,0.96578208,0.64,0.004253350478481054
49,0.6376765318424309,0.24376784026285456,0.8353481403445557,0.21825762586442934,0.9617885168,0.6,0.004140751951839533
50,0.6363485101737647,0.24052514293181787,0.8423840797664809,0.2162126408128401,0.943339868736,0.62,0.004570214436073123
51,0.6321569663645559,0.23986609559234406,0.8473214989563743,0.22244539440964803,0.8998370976140799,0.65,0.004936523362711028
52,0.6317131869299157,0.25707740983451843,0.8503151397173139,0.23598368245876197,0.9388637249709824,0.68,0.004988311469653161
53,0.6352341773017162,0.24682149143150267,0.8536017021256739,0.2381246099197949,0.9382169311359999,0.71,0.004589861059819401
54,0.6395206258356755,0.23999620286240933,0.8536781046707637,0.23708686250534014,0.9502085088140799,0.73,0.0036519952601852855
55,0.6370589121562877,0.25499657632680967,0.8541125517509259,0.23401374412168477,0.9863131137709824,0.73,0.002728792180066809
56,0.6340586753905684,0.25751706518970596,0.8535743871373593,0.24045438330813163,0.9618519999999999,0.82,0.00205257155116129
57,0.6290660477425133,0.2468716914528019,0.8524335466422294,0.22653847356719,0.92709904,0.9,0.0016140330972287318
58,0.6328671619652507,0.2257396515305163,0.8543763043681438,0.22280179757918123,0.94219368,0.89,0.0016793836043482572
59,0.640343039991831,0.21102614389694,0.859579256937153,0.21874674325480334,0.9625740223999999,0.86,0.002026054931103557
60,0.6528192546556417,0.20968469524869224,0.8677731580669197,0.21687013220810328,0.976119868736,0.89,0.002219485440468805
61,0.6608535624043895,0.2258840037358775,0.87905224704026,0.2231698619872142,0.9823039920140799,0.91,0.0022466274415204853
62,0.6600629753202572,0.22623629564302036,0.8870724390202266,0.2168525562071223,0.9863131137709824,0.95,0.0023458845879424832
63,0.6549245056216555,0.23329466064867174,0.891072432294019,0.22197487243856215,0.9860519999999999,0.96,0.0021123149526325966
64,0.6404635379262718,0.2690573985583655,0.891587696281037,0.23096168889030824,0.9842365599999999,0.98,0.0017822972317513175
65,0.6333855513844333,0.26154302038734994,0.8894039259794824,0.22878522504545842,0.9955999999999999,1.0,0.001619110591070921
66,0.6289881296491333,0.2452586323460724,0.8851190145544059,0.22617520223345622,0.9921679999999999,1.0,0.001555979229700593
67,0.6303533635671748,0.26086091323147387,0.8764834209823487,0.23537063595941526,0.9894910399999999,0.98,0.0016299100070656513
68,0.6389166921738998,0.2581553098753024,0.8709330528132707,0.24345344443915232,1.0,0.98,0.0014619269715442763
69,0.6416208619093582,0.2561766547849379,0.8704594326154313,0.24607994336933256,1.0,0.98,0.0012148786480253972
70,0.6380271390392853,0.25942083697930535,0.8721456932138372,0.24422305709827674,1.0,0.98,0.0010967676930919924
71,0.6323630321510384,0.25296943748593853,0.8725142191820302,0.24062223106750874,0.9956,1.0,0.0011431211971945547
72,0.6307336624853049,0.2677377241982065,0.8719261161601666,0.23858027541412066,1.0,0.99,0.0014536135544271818
73,0.633334204275824,0.2556112654251532,0.8722124669831487,0.2397515565196233,1.0,0.97,0.001404652960713904
74,0.6362242259882306,0.2566294492328242,0.8717928953136799,0.2331046102411357,1.0,0.93,0.0013987936013961108
75,0.6363568500875005,0.22891606526510394,0.8761340663212096,0.23629395500158548,0.9978,0.89,0.0017296039583337458
76,0.6381027900011279,0.23537225003125087,0.8788214797925873,0.23248015651122989,0.9960839999999999,0.9,0.002065800209043428
77,0.6328226614923285,0.2571529756828644,0.878795947534931,0.234422123712458,0.9837455199999999,0.9,0.002335288701726962
78,0.6329631959126009,0.2597398772711589,0.8762656568459747,0.22840528052050374,1.0,0.87,0.002358446191950838
79,0.631923301188358,0.2499292201540411,0.8739856936598861,0.22301937699705218,0.9889999999999999,0.87,0.0025711556540759218
80,0.627167196771292,0.25365209950004014,0.8724380534555736,0.22452858010476792,0.9804200000000001,0.9,0.0026628021961002937
81,0.6260513967716175,0.24108794804854006,0.8713542858191792,0.22594131136788548,0.9649276,0.89,0.0023577720248269237
82,0.6173004397270414,0.2704982770094118,0.8694967885014842,0.22671833606664077,0.9567595279999999,0.89,0.0022099454885618915
83,0.6129554012043787,0.24978769901223116,0.8688747990080281,0.22527474667211983,0.9889999999999999,0.89,0.002168659822444361
84,0.6157550828235621,0.24940335387934584,0.8681198269549649,0.22673489300296942,0.97822,0.85,0.002540723369414504
85,0.6197001706561269,0.23260465132141434,0.8659338023218761,0.22046613745646787,0.9698115999999999,0.87,0.0024796070776730555
86,0.6279763766129725,0.23677234432831595,0.8613894219750926,0.21504297771837413,0.957507528,0.88,0.0023087584062212573
87,0.6341266244232933,0.21818578558293794,0.8642028854306255,0.21985798242666724,0.9716199999999999,0.88,0.0021591248688510745
88,0.6383866872489794,0.22160031698081906,0.8723569491151365,0.22533754226157585,0.97554304,0.89,0.0022148165882456858
89,0.6346051401944551,0.23710416255414254,0.8767609336238951,0.22665581353836944,0.9937015056,0.93,0.002022208734051083
90,0.627378740933902,0.24528876229561802,0.8787654562903451,0.22254777276707483,0.9867999999999999,0.93,0.0021394174513945452
91,0.6226113763488427,0.2697595477811717,0.8731833768552082,0.220533183963351,0.9872839999999999,0.93,0.0027970407816529353
92,0.6209191696264438,0.2560929541482981,0.8693021329550942,0.22408780094985592,0.9908295199999999,0.9,0.0032778283737381828
93,0.6266420726006326,0.25538444270503086,0.8657931791053254,0.22222102723537385,0.9937015056,0.89,0.003435417353067109
94,0.6302975960864896,0.256150473312186,0.8652947987494066,0.2177443529400954,1.0,0.88,0.003647321864622128
95,0.6317361822021,0.2665916751399219,0.8639746644048505,0.226208699435639,0.9911999999999999,0.83,0.003522058010397992
96,0.6319532685585633,0.2577983857706402,0.8654270896851574,0.22899602349658196,0.9911999999999999,0.82,0.003369847803448999
97,0.6291969213468971,0.2551849084633589,0.8677988930893502,0.23794043869578832,0.982136,0.83,0.0035144100073685207
98,0.6279315614080072,0.24530730471865156,0.8652805060136012,0.23762515635237869,0.9956,0.8,0.0036013288060206426
99,0.6322272136058029,0.24508010158380408,0.8643548398249179,0.22877530869570242,0.980684,0.79,0.0033713899152551215
