disturbance_level,coupling_delay,trust_coupling,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach,node_a_final_trust,node_b_final_trust
0.2,0,0.0,0.996356359079126,0.8537443019688388,1.0,0.7424999999999999,0.0,0.15,0.0,0.9,0.9,0.15,-0.16094688129848495,0.14161948202357685,0.0,0.9424977258747103,0.6988580996001796
0.2,0,0.01,0.9988681054811137,0.911668757597783,1.0,0.9025000000000001,0.0,0.15,0.0,0.6,0.6,0.15,0.009699099126643395,0.09470562045589084,0.0,0.971181854955776,0.8077863389045392
0.2,0,0.02,0.9991431208982071,0.9533029258626706,1.0,0.951,0.0,0.1,0.0,0.15,0.25,0.1,0.24500579517845286,0.052227895633861744,0.0,0.9900776469908703,0.90498368678503
0.2,0,0.05,0.9994460197330983,0.9899196502774593,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7127371606257327,0.011074680969612513,0.0,0.9979918505116416,0.9893052989590998
0.2,0,0.1,0.9994935016323527,0.9959663005665258,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8662593435874886,0.005678164794718065,0.0,1.0,1.0
0.2,0,0.2,0.9994935016323245,0.9960270244642014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8699090467770565,0.005414854611404944,0.0,1.0,1.0
0.2,1,0.0,0.9950605936696638,0.8311459611167906,1.0,0.6685000000000001,0.0,0.35,0.0,0.85,0.9,0.35,-0.2235502804035825,0.1601952636085147,0.0,0.9361575786028302,0.6708782985922048
0.2,1,0.01,0.9985452291479537,0.8918356766129486,1.0,0.8564999999999999,0.0,0.15,0.0,0.75,0.75,0.15,-0.07930823668056317,0.11205055483978257,0.0,0.9679727453036099,0.7754617280917155
0.2,1,0.02,0.9990089323115214,0.9407204251827382,1.0,0.9410000000000001,0.0,0.1,0.0,0.2,0.3,0.1,0.1633305096986931,0.06483761476443142,0.0,0.9886605280929581,0.8844001026662992
0.2,1,0.05,0.9993517305127817,0.9878313785318726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6750129460691241,0.013538860864729057,0.0,0.9978115167978936,0.9871684359512326
0.2,1,0.1,0.9994184676845187,0.9951529609923714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528115057404317,0.006808856509153345,0.0,1.0,1.0
0.2,1,0.2,0.999418467684365,0.9952302556976432,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8595778092236408,0.006490310699804688,0.0,1.0,1.0
0.2,2,0.0,0.9952980497031731,0.8314375231224622,1.0,0.6719999999999999,0.0,0.35,0.0,0.85,0.9,0.35,-0.23668245301017277,0.15865719374492857,0.0,0.9367091224929972,0.6714259898689305
0.2,2,0.01,0.9985373734547777,0.8920107208015761,1.0,0.86,0.0,0.15,0.0,0.75,0.75,0.15,-0.09149266644243378,0.11101779134505307,0.0,0.9691198299541266,0.7759316064332202
0.2,2,0.02,0.998966964297364,0.9408642377865346,1.0,0.942,0.0,0.1,0.0,0.2,0.3,0.1,0.1592966429057906,0.06430038235999935,0.0,0.9894814434226389,0.8843211704835034
0.2,2,0.05,0.9993251177708485,0.9879539982909362,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837710222147779,0.013593016772460914,0.0,0.9977531832996517,0.9875165304586554
0.2,2,0.1,0.9993962419988291,0.9951953265593689,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857371301946443,0.007032812538245554,0.0,1.0,1.0
0.2,2,0.2,0.9993962419983443,0.9952727757486066,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864217001725784,0.006758697921158784,0.0,1.0,1.0
0.4,0,0.0,0.9963563587482606,0.8537442913561677,1.0,0.7424999999999999,0.0,0.15,0.0,0.9,0.9,0.15,-0.16286442433243498,0.14172053764800221,0.0,0.942497728589647,0.6988580917573445
0.4,0,0.01,0.9988681054937357,0.9116687612141533,1.0,0.9025000000000001,0.0,0.15,0.0,0.6,0.6,0.15,0.010111066799140148,0.09486336902222477,0.0,0.971181855209943,0.8077863408493036
0.4,0,0.02,0.9991431209355346,0.9533029650058987,1.0,0.951,0.0,0.1,0.0,0.15,0.25,0.1,0.24548166844694275,0.05242541195492075,0.0,0.9900776472302599,0.90498373689611
0.4,0,0.05,0.9994460197330982,0.9899196502775064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7135632009401356,0.01125381418175933,0.0,0.9979918505116416,0.9893052989592125
0.4,0,0.1,0.9994935016323527,0.9959663005665258,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8663092942987005,0.005859512569842482,0.0,1.0,1.0
0.4,0,0.2,0.9994935016323245,0.9960270244642014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700059719955331,0.005570820774722536,0.0,1.0,1.0
0.4,1,0.0,0.9950605938551538,0.8311459477871873,1.0,0.6685000000000001,0.0,0.35,0.0,0.85,0.9,0.35,-0.22796891088686938,0.16034667852730042,0.0,0.9361575814123807,0.6708783150521681
0.4,1,0.01,0.9985452292569799,0.8918356654512986,1.0,0.8560000000000001,0.0,0.15,0.0,0.75,0.75,0.15,-0.08020897093029954,0.1122585895639489,0.0,0.967972746855507,0.7754617095671525
0.4,1,0.02,0.9990089323192819,0.9407200590505559,1.0,0.9410000000000001,0.0,0.1,0.0,0.2,0.3,0.1,0.16243120467079983,0.06507671000901205,0.0,0.9886603921728581,0.8843997309056076
0.4,1,0.05,0.9993517305127815,0.9878313785332218,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6750666884378196,0.01372383228359545,0.0,0.9978115167978936,0.9871684359540464
