run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.8340454943445083,0.8278006739169737,0.9648109600056494,0.3957072230675145,0.4137808924769698,0.19744476084523743,1.0,,,1,0,0,,0.998
1,43,0.7643848879528361,0.7543395801567259,0.9649680963649293,0.39708175124979833,0.6246794050906507,0.24239025103009743,0.8,45,64,0,1,1,ended_below_threshold,0.9127394935878796
2,44,0.7526821100556517,0.7037384103562414,0.9727187568865461,0.536770060575774,0.21484566264547827,0.1311369560486329,0.57,57,,0,0,1,never_recovered,0.9120940656000001
3,45,0.8821191774571356,0.7727289566968264,0.9731787236802053,0.5881645108181202,0.16779735266811513,0.10956911690083371,0.91,80,89,0,1,0,,0.97439752
4,46,0.8780697948776365,0.7236527125648683,0.9916237023260924,0.48781460029466384,0.19024023681341434,0.20222241424520662,0.76,42,66,0,1,0,,0.9380860799999999
5,47,0.6948559795113385,0.6351078063362676,0.9222400000000001,0.4115559818083696,0.2628844130897633,0.07543529094660091,0.11,11,,0,0,1,never_recovered,0.7866699068234708
6,48,0.7464856634085392,0.7146212034408383,0.9853585739661611,0.5329810001999528,0.21247551019677893,0.16274155468875673,0.3,30,,0,0,1,never_recovered,0.852892279968
7,49,0.8076994467834359,0.7924208053128111,0.9786187812431136,0.4912935587068035,0.23723773676059096,0.13126223205191945,0.97,51,54,0,1,0,,0.991884
8,50,0.9397271438116208,0.8075549205743004,0.9707688189270368,0.580455503022191,0.11354332758086802,0.1673962463337861,1.0,,,1,0,0,,0.998
9,51,0.7349552682753647,0.7056629389882221,0.9519058768953959,0.49865159851547225,0.20394788124750918,0.16106417737140827,0.69,37,60,0,1,1,ended_below_threshold,0.95031104
10,52,0.9407324029135385,0.7676494550797983,0.9763320636677507,0.5874470708572633,0.20324533422598748,0.15869653386362423,0.9,79,89,0,1,0,,0.977452
11,53,0.6762390098584813,0.6713461897207404,0.973975049902185,0.4086632333311513,0.23666282799622557,0.089177393932965,0.83,83,,0,0,1,never_recovered,0.9699975200000001
12,54,0.6798272796548064,0.6704322340567386,0.9621186805539074,0.44446714912317076,0.21993432681746564,0.16570080157836586,0.81,81,,0,0,1,never_recovered,0.9569110399999999
13,55,0.8221184999164426,0.7596535467497952,0.9926190927638001,0.4134418518267114,0.26600518590405103,0.17237700228407896,0.88,48,60,0,1,0,,0.97219752
14,56,0.7490579881149021,0.7068214702826124,0.9728379313966657,0.5131439109441679,0.24812163785914362,0.11450624096220179,0.56,56,,0,0,1,never_recovered,0.9073165456
15,57,0.7182766482186396,0.7088016358269195,0.934177979528843,0.4692665096716438,0.24846353203802538,0.10184956037964933,0.63,5,16,0,1,1,ended_below_threshold,0.9086745968
16,58,0.8734692979879194,0.8210719372073977,0.9874152749672124,0.538008727772009,0.20985259040764934,0.127476856852975,1.0,,,1,0,0,,0.998
17,59,0.8903350966019453,0.733025119542905,0.964552443355829,0.555160258834692,0.18491097975350632,0.08404410532030845,0.55,35,68,0,1,0,,0.8152928515235952
18,60,0.7317727090290979,0.7200547804936136,0.9747991018931106,0.503285198035358,0.20879381644621453,0.14278284974467703,0.31,31,,0,0,1,never_recovered,0.857003305568
19,61,0.7614571794786421,0.6911341062782876,0.9842079116791168,0.5088515834686272,0.1649340779748471,0.06493575608490113,0.57,57,,0,0,1,never_recovered,0.9031186112
