run_index,seed,final_cooperation,min_cooperation,max_cooperation,final_trust,final_ai_capability,final_governance_capacity,first_breach_step,recovery_step,stable_run,recovered_run,fragile_run,max_step_change
0,42,0.8485965186599329,0.8085022719382,0.9403410783389727,0.4962528452609097,0.9312187905745963,0.9719659340269002,,,1,0,0,0.056199328495828316
1,43,0.8822456833200825,0.8209565249519701,0.9860293326428371,0.7213528451915645,0.9311973066945918,0.9075918970215888,,,1,0,0,0.05585624771085085
2,44,0.8134332822104362,0.6998091213679428,0.9484997397730361,0.32084855848877236,0.9311012679883864,0.9852484594726776,60,73,0,1,0,0.07579342565365044
3,45,0.9364314239474464,0.5885958720220326,0.9364314239474464,0.7909063285515073,0.9310921825496266,0.9900330404397809,2,64,0,1,0,0.08798102860112778
4,46,0.8648474760863626,0.7575476719343304,0.9556451119129825,0.6182041761263793,0.9311509751904444,0.9559181342486576,66,77,0,1,0,0.06061308201641746
5,47,0.8629367317638831,0.6171783145468717,0.9045955386249243,0.5945305597281153,0.9311242133948465,0.980053399242843,7,12,0,1,0,0.09025553683537657
6,48,0.9460296704918907,0.6011216496950794,0.9460296704918907,0.8364924239442378,0.9311490645113164,0.957146951856469,34,77,0,1,0,0.07285423380558143
7,49,0.8702947053978466,0.7389369771508858,0.9251034591331636,0.6567192015064943,0.9311500213993802,0.9548874544746521,46,55,0,1,0,0.06154523415756408
8,50,0.8787764318814373,0.75231573143578,0.9519779879677247,0.7033801378847221,0.9311982634091165,0.9064601703445441,17,21,0,1,0,0.06192106714105505
9,51,0.714774122837671,0.5998852917132811,0.8904760264393847,0.27807992707417983,0.9311079596425781,0.8015514992555492,17,32,0,1,1,0.06094501667785479
10,52,0.8768109647423997,0.6264530276018332,0.9248212241337601,0.6005400494292787,0.9311017465917205,0.990013699225822,21,86,0,1,0,0.08809921745247873
11,53,0.8362815228720555,0.7638398506521573,0.9887279443281316,0.5742228164030367,0.9312144946135732,0.8946650117011694,62,69,0,1,0,0.05664329136930468
12,54,0.8538509424084971,0.6954220917262223,0.9417559819916378,0.6115064329942542,0.9312202227833629,0.9638217012284305,12,45,0,1,0,0.07128696636390897
13,55,0.9596052589908829,0.7582203618780688,0.9847077865543945,0.8978691164629895,0.9312030359976163,0.8882533542190608,45,54,0,1,0,0.06044490953048276
14,56,0.760370123487526,0.683736651867717,0.9031823202580095,0.456899573565028,0.9311471538787707,0.884390499467903,13,29,0,1,1,0.06269605836141989
15,57,0.690709639782354,0.6105240740536351,0.9005713596381095,0.2941380204392564,0.9311055683002808,0.8359623784622476,18,29,0,1,1,0.0870450249867929
16,58,0.9108540017338751,0.809967472079912,0.9630935316805546,0.6926546549095692,0.9312545821347136,0.985300900733284,,,1,0,0,0.04905893307795661
17,59,0.7937295045494455,0.7239318422108897,0.9665009131637645,0.5629185381508018,0.9311848904656402,0.9036040682283148,62,78,0,1,1,0.05891506749735431
18,60,0.6959137916007192,0.6030272860556452,0.8825800695977067,0.28736011593198,0.9311199108797478,0.8079324742217071,7,11,0,1,1,0.05522533126544038
19,61,0.8559866499071165,0.8277415036105485,0.951999452653645,0.4182072289945905,0.9312259503770687,0.9762524377652737,,,1,0,0,0.05263670249148189
