run_index,seed,topology,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,contagion_containment,contagion_initial_failures,contagion_secondary_failures,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
36,77,small-world,True,True,0.992,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
37,78,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
38,79,small-world,True,True,0.996,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
39,80,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
40,81,small-world,True,True,0.992,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
41,82,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
42,83,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
43,84,small-world,True,True,0.997,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
44,85,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
45,86,small-world,True,True,0.966,1.0,1.0,0,1,0.333,3,1,0.0,none,0,0,0
46,87,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
47,88,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
48,89,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
49,90,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
50,91,small-world,True,True,0.993,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
51,92,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
52,93,small-world,True,True,1.0,1.0,1.0,0,1,0.0,4,0,0.0,none,0,0,0
53,94,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
54,95,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
55,96,small-world,True,True,0.999,1.0,1.0,0,1,0.25,4,1,0.0,none,0,0,0
56,97,small-world,True,True,0.998,1.0,1.0,0,1,0.0,3,0,0.0,none,0,0,0
57,98,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
58,99,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
59,100,small-world,True,True,0.996,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
60,101,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
61,102,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
62,103,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
63,104,small-world,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
64,105,small-world,True,True,0.992,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
65,106,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
66,107,small-world,True,True,0.994,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
67,108,small-world,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
68,109,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
69,110,small-world,True,True,0.993,1.0,1.0,0,1,0.5,2,1,0.0,none,0,0,0
70,111,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
71,112,small-world,True,True,1.0,1.0,1.0,0,1,0.5,2,1,0.0,none,0,0,0
72,113,small-world,True,True,0.998,1.0,1.0,0,1,0.0,3,0,0.0,none,0,0,0
73,114,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
74,115,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
75,116,small-world,True,True,1.0,1.0,1.0,0,1,0.0,3,0,0.0,none,0,0,0
76,117,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
77,118,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
78,119,small-world,True,True,0.992,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
79,120,small-world,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
80,121,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
81,122,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
82,123,small-world,True,True,1.0,1.0,1.0,0,1,0.5,2,1,0.0,none,0,0,0
83,124,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
84,125,small-world,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
85,126,small-world,True,True,0.998,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
86,127,small-world,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
87,128,small-world,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
88,129,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
89,130,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
90,131,small-world,True,True,0.996,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
91,132,small-world,True,True,0.995,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
92,133,small-world,True,True,0.991,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
93,134,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
94,135,small-world,True,True,0.991,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
95,136,small-world,True,True,0.998,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
96,137,small-world,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
97,138,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
98,139,small-world,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
99,140,small-world,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
100,141,small-world,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
