run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.9151633166499926,0.8297391774937528,0.9870709384091871,0.6316681172915288,0.3744473113374328,0.1817701016119064,1.0,,,1,0,0,,0.978
1,43,0.8404358680663114,0.7780211212680582,0.9789291063802161,0.6016280626593986,0.6474707294665127,0.2571196979909339,0.95,46,51,0,1,0,,0.9666295199999999
2,44,0.8497289353153854,0.7888483018335639,0.9713566365898723,0.5909660316833032,0.2422274164958639,0.1785251859798665,0.97,58,61,0,1,0,,0.9758
3,45,0.9551442314414417,0.8534505705183263,0.9750139735475342,0.6889912953622634,0.12304672474639493,0.15976105205938052,1.0,,,1,0,0,,0.978
4,46,0.9183673070672167,0.7168763695284458,0.9926430574254962,0.6585070599982777,0.18994041879145107,0.2685326791537127,0.88,43,55,0,1,0,,0.9714
5,47,0.9381734326417225,0.7508066728396814,0.9743804328046203,0.661786903185154,0.2196173025992154,0.14020366168025078,0.77,11,34,0,1,0,,0.95782952
6,48,0.8526114129941986,0.781354449455613,0.9733272333190526,0.6478394329228992,0.2693458233859441,0.22303935878662287,0.97,30,33,0,1,0,,0.9758
7,49,0.9449214711417215,0.8210139045472199,0.9639387925572365,0.6764588041634834,0.24535601454026146,0.18071437999699902,1.0,,,1,0,0,,0.978
8,50,0.9502345648465654,0.7902149950737339,0.9772004713406677,0.785486854727423,0.09167852561890891,0.13738239910195416,0.96,32,36,0,1,0,,0.9736
9,51,0.8303067668794014,0.7338379582442913,0.9670272676883525,0.6433852435013502,0.2123119347084694,0.17733252429604535,0.78,16,20,0,1,0,,0.9692000000000001
10,52,0.9929865632153518,0.869087337571437,0.9929865632153518,0.6844680242953906,0.199935885578023,0.18085810317416606,1.0,,,1,0,0,,0.978
11,53,0.8610768203312619,0.8097791352385603,0.9817349032965214,0.50309428347451,0.2180652731118329,0.2397871017324258,1.0,,,1,0,0,,0.978
12,54,0.8397298105965563,0.7686609870945952,0.9882004866837847,0.5848936202180901,0.3260617129465675,0.2669444918162421,0.93,14,21,0,1,0,,0.9666295199999999
13,55,0.9501111329851026,0.7492715939749683,0.9893252362977218,0.7032452285182836,0.2736955977225161,0.2827400118172408,0.9,49,51,0,1,0,,0.9714
14,56,0.8416704313526263,0.8416704313526263,0.9748334984669896,0.6758451636702532,0.27341292036126785,0.17469106284386657,1.0,,,1,0,0,,0.978
15,57,0.7406618347339609,0.7375161050021515,0.9712060757298485,0.5469396764215733,0.2671462386819288,0.22556837733588095,0.83,4,10,0,1,1,ended_below_threshold,0.9583135199999999
16,58,0.9239318803214751,0.8309760451580307,0.9862482814546341,0.7288259743624161,0.2102355790678447,0.12694910010436,1.0,,,1,0,0,,0.978
17,59,0.9563605361468496,0.7560006131132466,0.976969877450377,0.7123023216702711,0.18227441713610745,0.13322051452494083,0.92,36,41,0,1,0,,0.9674839999999999
18,60,0.8347815894057764,0.7935292865593997,0.9621347473516885,0.6308163943533098,0.1733667089454895,0.16485174791402346,0.97,33,36,0,1,0,,0.978
19,61,0.9668591998599044,0.8007440171083713,0.9733702957775723,0.6930152955904239,0.13865530006542523,0.10129389775060128,1.0,,,1,0,0,,0.978
