disturbance_level,coupling_delay,trust_coupling,run_index,seed,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,node_a_final_trust,node_b_final_trust,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach
0.2,0,0.0,0,42,0.999999999999991,0.7742756290444048,1.0,0.32,0,1,0,1,0.9559016055405087,0.5933607199079134,1,1,-0.7634255562119642,0.2045142718862679,0
0.2,0,0.0,1,43,0.9525071477737187,0.7212331049911745,1.0,0.36,0,1,0,1,0.7753501353883587,0.5338002120821712,1,1,-0.08518006786159271,0.21019433932942044,0
0.2,0,0.0,2,44,0.948225503960397,0.8153346071475467,1.0,0.27,0,0,0,1,0.7809768835614419,0.6689960853625769,1,0,-0.023805542218397716,0.21927757507824241,0
0.2,0,0.0,3,45,0.9994658762082995,0.8953568480260274,1.0,0.43,0,0,0,1,0.9097009021482092,0.7279947905361592,1,0,-0.33938603426172553,0.22812138050235226,0
0.2,0,0.0,4,46,0.9995687138332532,0.7027031343025218,1.0,0.6,0,1,0,1,0.8841266354062721,0.5312719336725538,1,1,-0.040438983255476714,0.18215664679543278,0
0.2,0,0.0,5,47,0.9999310715366998,0.684581971429607,1.0,0.13,0,1,0,0,0.9023559059896149,0.4768790142104459,1,1,-0.476393164439635,0.22138950758249062,0
0.2,0,0.0,6,48,0.9996152688872078,0.8340234154564277,1.0,0.25,0,0,0,1,0.8517067084675911,0.672949183961358,1,0,0.39217885918855744,0.3035506003124546,0
0.2,0,0.0,7,49,0.9995815546823191,0.7316173628137557,1.0,0.44,0,1,0,0,0.8595762184729225,0.5523744973808545,1,1,0.07594642901557894,0.2068764116439063,0
0.2,0,0.0,8,50,0.9929562130741854,0.451359023657087,1.0,0.23,0,1,0,1,0.8937611989784903,0.1631824626399214,1,1,0.13727192049734913,0.31723979658574064,0
0.2,0,0.0,9,51,0.9143399016845538,0.6144425349282547,1.0,0.11,0,1,0,0,0.7810306166894979,0.35003274610270263,1,1,0.5483696701978202,0.30535640537698505,0
0.2,0,0.0,10,52,0.9999999999999952,0.7294332765312281,1.0,0.44,0,1,0,0,0.9912200096256908,0.547198245420039,1,1,-0.47142623722498855,0.2146575831623427,0
0.2,0,0.0,11,53,0.9999503671896394,0.8987860001520106,1.0,0.52,0,0,0,1,0.8550716190601797,0.7586316190669243,1,0,-0.3674825503934482,0.20208385741562482,0
0.2,0,0.0,12,54,0.9742946781155795,0.8710699226535418,1.0,0.74,0,0,0,1,0.8095772144345986,0.699703104975917,1,0,-0.12116346346650449,0.13873142403621058,0
0.2,0,0.0,13,55,0.9994024531112813,0.8558484252403894,1.0,0.9,0,0,0,1,0.86860698062095,0.7346065864461094,1,0,-0.19321806536994027,0.13471707942366348,0
0.2,0,0.0,14,56,0.9775319121541114,0.725100184390974,1.0,0.36,0,1,0,1,0.8002303629774385,0.5008860035797357,1,1,-0.13853035989865312,0.20555412169655984,0
0.2,0,0.0,15,57,0.936653724016278,0.8248521690825907,1.0,0.88,0,0,0,1,0.8049612101975115,0.6733776564032874,1,0,-0.24402822384194647,0.12848579994062917,0
0.2,0,0.0,16,58,0.9997564603022865,0.7746729172373168,1.0,0.15,0,1,0,0,0.9484294466813511,0.641393670746703,1,1,-0.3464781883787444,0.2874265016866421,0
0.2,0,0.0,17,59,0.9997914978881706,0.8260005634208053,1.0,0.44,0,0,0,1,1.0,0.6982965882530043,1,0,-0.10297280221526345,0.17984410035590365,0
0.2,0,0.0,18,60,0.9185196184042085,0.5156048740690791,1.0,0.29,0,1,0,0,0.7526424376305367,0.21445231697109796,1,1,0.011900406375844316,0.2344627295386065,0
0.2,0,0.0,19,61,0.9996365353621791,0.802194335322671,1.0,0.23,0,0,0,1,0.9728496863570741,0.6479107250794992,1,0,-0.07640391473377507,0.23994520776440725,0
0.2,0,0.01,0,42,0.999999999999995,0.8274727528875471,1.0,0.86,0,0,0,1,0.962757114330902,0.6747131184123609,1,0,-0.5292490353879447,0.1495047028389298,0
0.2,0,0.01,1,43,0.9679906929127495,0.7842360332260222,1.0,0.65,0,1,0,1,0.8330679126027519,0.6442921101284321,1,1,0.057134577352693096,0.1599814387005456,0
0.2,0,0.01,2,44,0.9950098128130648,0.8861578968533637,1.0,0.58,0,0,0,1,0.8942918749863468,0.7613152590302007,1,0,-0.12528955276432363,0.16271811744088827,0
0.2,0,0.01,3,45,0.9999969411973177,0.9648846190104362,1.0,0.58,0,0,0,1,1.0,0.8540623542457918,1,0,-0.20360515913708963,0.16517645108383275,0
0.2,0,0.01,4,46,0.9999999893737805,0.777642546013052,1.0,0.81,0,1,0,1,0.9902481050580549,0.6613012734951272,1,1,-0.03874873135999843,0.13913889975750993,0
