run_index,seed,final_cooperation,min_cooperation,max_cooperation,final_trust,final_ai_capability,final_governance_capacity,first_breach_step,recovery_step,stable_run,recovered_run,fragile_run,max_step_change
0,42,0.8207966131713762,0.7631530099562491,0.9411535197092987,0.43634172733511667,0.931147949798101,0.9729223194286905,76,93,0,1,0,0.05834644873399275
1,43,0.8814921479319195,0.809756634026515,0.9868016149134382,0.7182976608307647,0.9311638754206489,0.907019239878217,,,1,0,0,0.054053140244639364
2,44,0.7040913605981682,0.6724100287721698,0.9421241475546318,0.19348322325980036,0.930991688312208,0.945148656675695,60,,0,0,1,0.08021842650165945
3,45,0.9332423255691684,0.5809510603076222,0.9332423255691684,0.781620275161835,0.9310307882145138,0.9903853459569658,2,88,0,1,0,0.0848373068531485
4,46,0.8619201163709934,0.7528022940650771,0.9537834984736161,0.6123337917424753,0.9311001497972332,0.9530602896392651,66,77,0,1,0,0.06179942648373071
5,47,0.8319332210326056,0.6149587056257754,0.8969833172501497,0.5273121978408399,0.9309892941002035,0.975323792397434,7,12,0,1,0,0.09020437202984921
6,48,0.9392136227574975,0.5829408053894564,0.9406837125075886,0.8232025711869931,0.9310698618966441,0.9541641540072583,34,77,0,1,0,0.07623683518378721
7,49,0.840051633740589,0.6821103901311079,0.9155931567533211,0.6143942432884008,0.931048334135497,0.9410319626167961,8,12,0,1,0,0.08330290377548333
8,50,0.8791554062632729,0.7661989577850725,0.9444731598558099,0.7023937378274532,0.9311638758626637,0.907150086715016,18,21,0,1,0,0.058450260553731814
9,51,0.7113577770098933,0.5982578810477321,0.8916780089230509,0.27188061489410614,0.9310610950270988,0.7909216098627426,17,32,0,1,1,0.0609434267265645
10,52,0.8725697232045841,0.6238631719621612,0.9194827682530267,0.5867426780000732,0.931038764289663,0.990366247952444,19,86,0,1,0,0.09061386608854716
11,53,0.8217537596589801,0.7442426340641428,0.9860518769559614,0.5548338155875372,0.9311511383062157,0.8851973873741424,62,69,0,1,0,0.05886757551015509
12,54,0.8407446707483676,0.6742621786778917,0.9365099430811192,0.5915094933125078,0.9311256510088775,0.955595351838904,12,45,0,1,0,0.0795717894100707
13,55,0.9568416414654077,0.7368219053908914,0.9824383757404693,0.8910911355308745,0.9311383946621933,0.8853699557576448,43,54,0,1,0,0.06539010543045587
14,56,0.7541823204760625,0.6754678653238329,0.8821526397988798,0.43595395140511695,0.9310379649831763,0.8837062162084055,13,32,0,1,1,0.06992553766347775
15,57,0.6738276936988183,0.5856172146866262,0.9008534190118167,0.26860702875919584,0.93102839350424,0.8103020297492574,17,29,0,1,1,0.08685461556728491
16,58,0.9082019431808389,0.7849516738030636,0.9565892753610188,0.6844966506195858,0.9311805928957407,0.9858194695318823,62,68,0,1,0,0.05301578213108704
17,59,0.7778095520514573,0.6891960940578976,0.9567147955572642,0.5269189347468406,0.9310961666553338,0.8888136506378472,62,78,0,1,1,0.06210140375836559
18,60,0.6913909353036325,0.6002159380321265,0.8835450175201786,0.2798667835884739,0.9310515254305847,0.7959730054898654,6,11,0,1,1,0.060441979886051156
19,61,0.8517876964019726,0.8063581681664277,0.9437317666233387,0.40679812199725285,0.9311710417102198,0.9770871608034055,,,1,0,0,0.05220914081501449
