label,run_index,seed,disturbance_coupling,cognition_coupling,node_a_injection,trust_coupling,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,node_a_final_trust,node_b_final_trust,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach,disturbance_coupling_ab,disturbance_coupling_ba,cognition_coupling_ab,cognition_coupling_ba,coupling_delay
trust_coupling_off,0,42,0.05,0.05,0.48,0.0,0.9999999999999956,0.8900665328686999,1.0,1.0,0,0,0,0,0.9654907489933042,0.7216433581019391,0,0,-0.07479532672571045,0.08269177743634,0,,,,,
trust_coupling_off,1,43,0.05,0.05,0.48,0.0,0.983966316959534,0.8740659050778137,1.0,0.96,0,0,0,1,0.8674586545824278,0.7447119369765642,1,0,0.044066996938206086,0.08494810727721026,0,,,,,
trust_coupling_off,2,44,0.05,0.05,0.48,0.0,0.9999402715314328,0.9906039974578589,1.0,1.0,0,0,0,0,0.9137764114390147,0.8723199172411901,0,0,0.027574914139931725,0.07887811967609383,0,,,,,
trust_coupling_off,3,45,0.05,0.05,0.48,0.0,0.9999999999999989,0.9999506351059796,1.0,0.96,0,0,0,1,1.0,0.9509722852044799,1,0,0.013019429305948136,0.08554702764805251,0,,,,,
trust_coupling_off,4,46,0.05,0.05,0.48,0.0,0.9999999988311149,0.903756732285854,1.0,0.95,0,0,0,1,1.0,0.7988743451321346,1,0,0.008963306243048457,0.06794935028569843,0,,,,,
trust_coupling_off,5,47,0.05,0.05,0.48,0.0,0.9999999999721563,0.8682365434688069,1.0,1.0,0,0,0,0,1.0,0.7181943765796442,0,0,-0.5109832913591517,0.08816788816257053,0,,,,,
trust_coupling_off,6,48,0.05,0.05,0.48,0.0,0.9999999999983938,0.9995953023814628,1.0,0.7,0,0,0,1,0.9892780800152994,0.8974647503909903,1,0,-0.16107513144653848,0.14022290406134474,0,,,,,
trust_coupling_off,7,49,0.05,0.05,0.48,0.0,0.9999999999999974,0.9038776355861917,1.0,0.98,0,0,0,1,0.9970779619424825,0.7658963442306771,1,0,0.038759803623686244,0.0780561972404262,0,,,,,
trust_coupling_off,8,50,0.05,0.05,0.48,0.0,0.9999999999983206,0.7126952942021006,1.0,0.64,0,1,0,1,1.0,0.5400240833984364,1,1,-0.2067416083415969,0.17393039399922802,0,,,,,
trust_coupling_off,9,51,0.05,0.05,0.48,0.0,0.9999999692569957,0.8107563574690198,1.0,0.63,0,0,0,1,0.9065597320327227,0.6246023371913644,1,0,0.34439847234397253,0.1410039942351304,0,,,,,
trust_coupling_off,10,52,0.05,0.05,0.48,0.0,0.9999999999999987,0.9109878071066081,1.0,1.0,0,0,0,0,1.0,0.7575350783817544,0,0,-0.03051431472006554,0.07518470756047133,0,,,,,
trust_coupling_off,11,53,0.05,0.05,0.48,0.0,0.9999999999999967,0.9990853576741459,1.0,0.9,0,0,0,1,0.9717677135023284,0.9844046734107879,1,0,-0.05252455725812985,0.07134740353853176,0,,,,,
trust_coupling_off,12,54,0.05,0.05,0.48,0.0,0.999613572914664,0.9997953786395064,1.0,1.0,0,0,0,0,0.8919960129232736,0.9381744618929334,0,0,0.35628336270479477,0.02936360799517842,0,,,,,
trust_coupling_off,13,55,0.05,0.05,0.48,0.0,0.9999999981438714,0.9975410452363821,1.0,1.0,0,0,0,0,1.0,0.9516638069322896,0,0,0.4727084761976032,0.026570316359872104,0,,,,,
trust_coupling_off,14,56,0.05,0.05,0.48,0.0,0.9999999999999961,0.8846166798358909,1.0,1.0,0,0,0,0,0.9673177827858492,0.7008143445750799,0,0,0.1269783478596932,0.07399725894632866,0,,,,,
trust_coupling_off,15,57,0.05,0.05,0.48,0.0,0.9945275410370205,0.9999998930163911,1.0,1.0,0,0,0,0,0.8535087032982467,0.9454945062149112,0,0,0.24984786524227964,0.03263302584671865,0,,,,,
trust_coupling_off,16,58,0.05,0.05,0.48,0.0,0.9999999999999989,0.9784449021948046,1.0,0.8,0,0,0,1,1.0,0.8851376143633444,1,0,-0.21993353552871303,0.1235306002690449,0,,,,,
trust_coupling_off,17,59,0.05,0.05,0.48,0.0,0.9999890550915588,0.9895994029014785,1.0,1.0,0,0,0,0,1.0,0.8800448249128087,0,0,0.27216585369706503,0.0636609559075928,0,,,,,
trust_coupling_off,18,60,0.05,0.05,0.48,0.0,0.9999999999993823,0.7306848255172709,1.0,0.94,0,1,0,0,0.9345355946417054,0.5346628886577784,1,1,-0.10468409137012219,0.09349886023742451,0,,,,,
trust_coupling_off,19,61,0.05,0.05,0.48,0.0,0.999999131454715,0.9543259863073279,1.0,1.0,0,0,0,0,1.0,0.8098946841997448,0,0,-0.10136606260942904,0.08922782295017008,0,,,,,
trust_coupling_on,0,42,0.05,0.05,0.48,0.05,0.9999999999999988,0.9930222916778522,1.0,1.0,0,0,0,0,1.0,0.9886403101217789,0,0,0.9796508496979303,0.0024127796638737818,0,,,,,
trust_coupling_on,1,43,0.05,0.05,0.48,0.05,0.9932409212934618,0.998186388895192,1.0,1.0,0,0,0,0,0.9706620035589955,1.0,0,0,0.8316378537613672,0.007057867046959679,0,,,,,
trust_coupling_on,2,44,0.05,0.05,0.48,0.05,0.9999999999999989,0.9999988024246187,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9656072540764011,0.002575545552681707,0,,,,,
trust_coupling_on,3,45,0.05,0.05,0.48,0.05,0.999999999999999,0.9999996302941547,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8228316475042724,0.005848965822456706,0,,,,,
trust_coupling_on,4,46,0.05,0.05,0.48,0.05,0.9999999999537816,0.9981412156244327,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9028219875816039,0.0033560160978046883,0,,,,,
trust_coupling_on,5,47,0.05,0.05,0.48,0.05,0.9999999999999987,0.9988453529532839,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9786126276262949,0.0030415875974444204,0,,,,,
trust_coupling_on,6,48,0.05,0.05,0.48,0.05,0.9999999999999806,0.9999999258699466,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.3391850364458435,0.018133507076048487,0,,,,,
trust_coupling_on,7,49,0.05,0.05,0.48,0.05,0.9999999999999987,0.9999709121402506,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.7812405976212198,0.005629501576526148,0,,,,,
trust_coupling_on,8,50,0.05,0.05,0.48,0.05,0.9999999999999878,0.9962482271549887,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.6325063846031999,0.014358624206145944,0,,,,,
trust_coupling_on,9,51,0.05,0.05,0.48,0.05,0.9999999999999989,0.9845194081842413,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.5845709273311888,0.018482101605789385,0,,,,,
trust_coupling_on,10,52,0.05,0.05,0.48,0.05,0.9999999999999989,0.9999636670529323,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9773524261389501,0.002626034086596786,0,,,,,
trust_coupling_on,11,53,0.05,0.05,0.48,0.05,0.9999999999999984,0.9999984285482652,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.6919624159939393,0.007680600726658728,0,,,,,
trust_coupling_on,12,54,0.05,0.05,0.48,0.05,0.9999999999999979,0.9999999955082753,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9734918969567927,0.002061228159690248,0,,,,,
trust_coupling_on,13,55,0.05,0.05,0.48,0.05,0.9999999999999988,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.998239695717102,0.001184335595232141,0,,,,,
trust_coupling_on,14,56,0.05,0.05,0.48,0.05,0.9999999999999988,0.99054723194534,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.987670306788405,0.0013902212461509445,0,,,,,
trust_coupling_on,15,57,0.05,0.05,0.48,0.05,0.9999999999999973,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9596158392756912,0.004605899737987208,0,,,,,
trust_coupling_on,16,58,0.05,0.05,0.48,0.05,0.999999999999999,0.9998968683667402,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8115203369640436,0.007620825784324019,0,,,,,
trust_coupling_on,17,59,0.05,0.05,0.48,0.05,0.9999999999999979,0.9999689800355491,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9824712979905754,0.0024811998110419262,0,,,,,
trust_coupling_on,18,60,0.05,0.05,0.48,0.05,0.9999999999999989,0.9520493368059576,1.0,1.0,0,0,0,0,1.0,0.9572622883826823,0,0,0.7336656756342713,0.0065319709473933415,0,,,,,
trust_coupling_on,19,61,0.05,0.05,0.48,0.05,0.9999999999999989,0.9999976848130874,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9547296783109757,0.0035790878185829713,0,,,,,
unequal_coupling_ab_dominant,0,42,0.0,0.0,0.48,,0.9999999999999954,0.7219244350199622,1.0,0.13,0,1,0,0,0.9641347088877767,0.5203470887028696,1,1,-0.8229796909483855,0.2472795004243378,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,1,43,0.0,0.0,0.48,,0.9825828915146524,0.6791205928131845,1.0,0.14,0,1,0,1,0.8643368403491809,0.47202686334861066,1,1,-0.5192684387028422,0.26780103164251695,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,2,44,0.0,0.0,0.48,,0.9996167032886905,0.7458774663639558,1.0,0.21,0,1,0,0,0.9052257908059561,0.5717376622494994,1,1,-0.4391344699283944,0.2817994658845992,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,3,45,0.0,0.0,0.48,,0.9999999999999989,0.8493131456799737,1.0,0.35,0,0,0,1,1.0,0.68057565287689,1,0,-0.3783351569877578,0.26733216365287293,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,4,46,0.0,0.0,0.48,,0.9999999981682832,0.6600953460070026,1.0,0.24,0,1,0,1,1.0,0.46885807546353003,1,1,-0.34560480365373414,0.22977686912401143,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,5,47,0.0,0.0,0.48,,0.9999999999522581,0.6307240799847136,1.0,0.11,0,1,0,0,1.0,0.40026493030497956,1,1,-0.8329985198192768,0.30772047401769614,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,6,48,0.0,0.0,0.48,,0.9999999999961713,0.7781659783984414,1.0,0.12,0,1,0,0,0.9786120724811731,0.6071266760827625,1,1,-0.47522110554058034,0.372376566472865,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,7,49,0.0,0.0,0.48,,0.9999999994480991,0.6745630941859074,1.0,0.3,0,1,0,1,0.9942048874605387,0.47059396184116215,1,1,-0.5123928743081565,0.2584697220422134,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,8,50,0.0,0.0,0.48,,0.9999999999974936,0.426796150207691,1.0,0.12,0,1,0,0,1.0,0.1280849370541219,1,1,-0.44576228933120365,0.3813589152897105,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,9,51,0.0,0.0,0.48,,0.9979402858706398,0.5460903621954633,1.0,0.1,0,1,0,0,0.8754304001434895,0.2540108258908984,1,1,0.1809299655113946,0.4013279435368281,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,10,52,0.0,0.0,0.48,,0.9999999999999987,0.6900496993164891,1.0,0.35,0,1,0,1,1.0,0.49109150728231876,1,1,-0.4230829764583115,0.2496538201954951,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,11,53,0.0,0.0,0.48,,0.9999999999999966,0.8508117085929703,1.0,0.28,0,0,0,1,0.9625677615485954,0.7081869550542583,1,0,-0.48667160487714434,0.24112880910561024,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,12,54,0.0,0.0,0.48,,0.9989129654235037,0.8309174834160413,1.0,0.58,0,0,0,1,0.8838442191157313,0.6520085682265025,1,0,-0.24791726584382104,0.18082410334388652,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,13,55,0.0,0.0,0.48,,0.9999999905636069,0.8214055214939299,1.0,0.57,0,0,0,1,1.0,0.6937944723238044,1,0,-0.4798505458669894,0.18300076416349545,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,14,56,0.0,0.0,0.48,,0.9999999999999958,0.6885923916783973,1.0,0.25,0,1,0,1,0.9540424821834459,0.45016360563301144,1,1,-0.5431242923067862,0.25657458303552566,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,15,57,0.0,0.0,0.48,,0.9903945973065833,0.7771917918059684,1.0,0.43,0,1,0,1,0.8397334168640813,0.6110014456695693,1,1,-0.5486889359488927,0.1780620841468563,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,16,58,0.0,0.0,0.48,,0.9999999999999989,0.7298537892823949,1.0,0.14,0,1,0,0,1.0,0.57540563722637,1,1,-0.5587185239139554,0.32841885414799926,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,17,59,0.0,0.0,0.48,,0.9999847904607669,0.7790838671269545,1.0,0.13,0,1,0,1,1.0,0.6343914437164541,1,1,-0.4986715333917085,0.25454886258104675,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,18,60,0.0,0.0,0.48,,0.9999999999967345,0.4642204429378922,1.0,0.26,0,1,0,0,0.9166055823992325,0.14252178035856033,1,1,-0.4219733117595369,0.29579782394398885,0,0.2,0.05,0.2,0.05,
unequal_coupling_ab_dominant,19,61,0.0,0.0,0.48,,0.9999978646032381,0.7392400748918608,1.0,0.19,0,1,0,0,1.0,0.5608437187216468,1,1,-0.5372905479058695,0.2950773397228439,0,0.2,0.05,0.2,0.05,
unequal_coupling_ba_dominant,0,42,0.0,0.0,0.48,,0.9999999999999885,0.8805136160458418,1.0,1.0,0,0,0,0,0.9539947076938803,0.7117953652628671,0,0,-0.1935724493556411,0.09144211176425643,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,1,43,0.0,0.0,0.48,,0.940754462386675,0.8602457222090963,1.0,0.93,0,0,0,1,0.7400783947676228,0.7288541034219371,1,0,0.34886614641503133,0.07882755174581794,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,2,44,0.0,0.0,0.48,,0.9471960666199762,0.9781536012457621,1.0,0.98,0,0,0,1,0.7798585629468195,0.8547385148023674,1,0,0.2250461543714687,0.06915759071873144,0,0.05,0.2,0.05,0.2,
