label,run_index,seed,disturbance_coupling,cognition_coupling,node_a_injection,trust_coupling,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,node_a_final_trust,node_b_final_trust,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach,disturbance_coupling_ab,disturbance_coupling_ba,cognition_coupling_ab,cognition_coupling_ba,coupling_delay
unequal_coupling_ba_dominant,3,45,0.0,0.0,0.48,,0.9993975149604604,0.9999098146702285,1.0,0.92,0,0,0,1,0.9046044151951756,0.9455534683046573,1,0,-0.22679819209705324,0.0935584187352484,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,4,46,0.0,0.0,0.48,,0.9983988875666531,0.8877905772284584,1.0,0.93,0,0,0,1,0.8652253442279331,0.7834748575049635,1,0,-0.0049782594040700245,0.06990158701767084,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,5,47,0.0,0.0,0.48,,0.9999330854299711,0.8568699096669448,1.0,1.0,0,0,0,0,0.888363353096316,0.7051178137821299,0,0,-0.3727554148145896,0.07986556408086108,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,6,48,0.0,0.0,0.48,,0.9994244793311812,0.9914903101972009,1.0,0.64,0,0,0,1,0.843298860532607,0.872377761964791,1,0,0.5124678941365761,0.12223505023175245,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,7,49,0.0,0.0,0.48,,0.9978464980693263,0.8935066607680607,1.0,0.94,0,0,0,1,0.841429736744261,0.7558398794987771,1,0,0.5487083461753335,0.07133203931789128,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,8,50,0.0,0.0,0.48,,0.9913712262183021,0.6833133569053587,1.0,0.61,0,1,0,1,0.8836435305064659,0.4976303672497724,1,1,0.3099119215949778,0.15580611928780416,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,9,51,0.0,0.0,0.48,,0.9092456016360915,0.7979873045085477,1.0,0.56,0,1,0,1,0.7764178296540541,0.6096110316974808,1,1,0.7288392572608995,0.09882233842279527,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,10,52,0.0,0.0,0.48,,0.9999999621670548,0.9009989061104422,1.0,1.0,0,0,0,0,0.9896445088038892,0.7475427905925827,0,0,-0.15153845082288042,0.08638477461950704,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,11,53,0.0,0.0,0.48,,0.9966837778311276,0.9986008339909483,1.0,0.89,0,0,0,1,0.8382514697580912,0.9629033257226771,1,0,-0.10115781679716684,0.0790450965473181,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,12,54,0.0,0.0,0.48,,0.9628208254466942,0.9995570009228804,1.0,1.0,0,0,0,0,0.7843569530174592,0.9113393321453767,0,0,0.2594428188254418,0.0365414996168197,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,13,55,0.0,0.0,0.48,,0.9980355459071536,0.9932560035682321,1.0,1.0,0,0,0,0,0.8452356181817395,0.9220783781382635,0,0,0.029537364292242775,0.03805127805054431,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,14,56,0.0,0.0,0.48,,0.9550109003854993,0.8674911289011279,1.0,1.0,0,0,0,0,0.7698759434912128,0.6802799703161032,0,0,0.411685583725932,0.07120134375540854,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,15,57,0.0,0.0,0.48,,0.9347341307598641,0.9999778619932407,1.0,1.0,0,0,0,0,0.8046810150997099,0.9225285865509277,0,0,0.013464692039375994,0.044733158062263766,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,16,58,0.0,0.0,0.48,,0.9996232099020053,0.9697999819376548,1.0,0.75,0,0,0,1,0.9456903301451535,0.8675904347319179,1,0,-0.051723767888186584,0.12576851616926094,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,17,59,0.0,0.0,0.48,,0.9997304137285264,0.9792702961873639,1.0,1.0,0,0,0,0,1.0,0.8629997702819374,0,0,0.2105603898167104,0.060960710851550866,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,18,60,0.0,0.0,0.48,,0.9003514944293446,0.7157265999471929,1.0,0.94,0,1,0,0,0.7394904339445648,0.5117011573305297,1,1,0.16743963250536142,0.08963393186740017,0,0.05,0.2,0.05,0.2,
unequal_coupling_ba_dominant,19,61,0.0,0.0,0.48,,0.9996762228724113,0.9404556684030466,1.0,1.0,0,0,0,0,0.9638340753299983,0.7905996766979901,0,0,-0.024912701622260915,0.08475094134743337,0,0.05,0.2,0.05,0.2,
time_delay_0,0,42,0.2,0.2,0.48,,0.9745419125294468,0.5910198215049435,1.0,0.11,0,1,0,0,0.7874436939059569,0.33433760942454616,1,1,-0.5396607492249311,0.3204353410583255,0,,,,,0
time_delay_0,1,43,0.2,0.2,0.48,,0.8557175744620962,0.5475902451848408,0.98,0.1,0,1,1,0,0.6130975571199541,0.27919495002076156,1,1,0.20319802221434052,0.31550357709975174,1,,,,,0
time_delay_0,2,44,0.2,0.2,0.48,,0.8976936392188847,0.6118723650308808,1.0,0.2,0,1,0,0,0.7335952778829876,0.38088199683132423,1,1,0.5090167550581582,0.31124978931728486,0,,,,,0
time_delay_0,3,45,0.2,0.2,0.48,,0.9840884147713899,0.7462837301402623,1.0,0.14,0,1,0,0,0.8265895543573842,0.560684564105854,1,1,0.5000789279420178,0.31606120129377563,0,,,,,0
time_delay_0,4,46,0.2,0.2,0.48,,0.9505514124749411,0.515719165141664,0.97,0.1,0,1,1,0,0.7986181052594583,0.2588686738027401,1,1,0.3397380869053255,0.27896435262966496,1,,,,,0
time_delay_0,5,47,0.2,0.2,0.48,,0.9331042196859678,0.49557248582186003,1.0,0.11,0,1,0,0,0.7631613121797015,0.20548340637401913,1,1,-0.24597579830259553,0.33230396526137235,0,,,,,0
time_delay_0,6,48,0.2,0.2,0.48,,0.9259214087034934,0.6652164774589666,1.0,0.11,0,1,0,0,0.7663598849705556,0.44484099009655803,1,1,0.5989159904618534,0.372246699984321,0,,,,,0
time_delay_0,7,49,0.2,0.2,0.48,,0.9440539609687066,0.5389851238642568,1.0,0.09,0,1,0,0,0.7727363878626861,0.2764026847706912,1,1,0.26997287669149334,0.297170287164301,0,,,,,0
time_delay_0,8,50,0.2,0.2,0.48,,0.9645686687590417,0.3637191690548535,1.0,0.11,0,1,0,0,0.8291559555672781,0.0307472094455917,1,1,0.5356296972241532,0.3849763295347519,0,,,,,0
time_delay_0,9,51,0.2,0.2,0.48,,0.8449638196537546,0.42224555429611277,0.87,0.08,0,1,1,0,0.7225705406914674,0.07752817699552819,1,1,0.6642373791243386,0.3720825104853872,1,,,,,0
time_delay_0,10,52,0.2,0.2,0.48,,0.9990031853385204,0.5558580566580551,1.0,0.21,0,1,0,1,0.8613258495189875,0.3000997867281335,1,1,0.12328544889334868,0.3052096202817787,0,,,,,0
time_delay_0,11,53,0.2,0.2,0.48,,0.9259541067181508,0.7278268596252296,1.0,0.18,0,1,0,0,0.77393649661015,0.550469578419496,1,1,0.06307317300916344,0.296983295528283,0,,,,,0
time_delay_0,12,54,0.2,0.2,0.48,,0.8842747391950563,0.7286735319975844,1.0,0.33,0,1,0,1,0.6960499827642525,0.5263180988228429,1,1,0.10937867018080098,0.21588345142863055,0,,,,,0
time_delay_0,13,55,0.2,0.2,0.48,,0.9494921570074236,0.720856477649221,1.0,0.17,0,1,0,1,0.7922161096788026,0.5474959378402721,1,1,0.3234111842109497,0.21400687856845704,0,,,,,0
time_delay_0,14,56,0.2,0.2,0.48,,0.8857531250341022,0.565303535648599,1.0,0.08,0,1,0,0,0.7265369000527706,0.27472125138145076,1,1,-0.05472626936241878,0.3051224905345569,0,,,,,0
time_delay_0,15,57,0.2,0.2,0.48,,0.883478375853579,0.6842615854881435,1.0,0.19,0,1,0,1,0.7687099502925482,0.47244889052769024,1,1,-0.13570142184061923,0.2106313382385222,0,,,,,0
time_delay_0,16,58,0.2,0.2,0.48,,0.9941362949143341,0.5962276113512724,1.0,0.14,0,1,0,0,0.8382455682462505,0.3830315508676072,1,1,0.3325567600904592,0.38088118845017654,0,,,,,0
time_delay_0,17,59,0.2,0.2,0.48,,0.9988367929619952,0.6468509404407017,1.0,0.06,0,1,0,0,0.8973197355845195,0.4461670465323016,1,1,0.0517772750512876,0.2897159016696753,0,,,,,0
time_delay_0,18,60,0.2,0.2,0.48,,0.826601138693389,0.3484001189335396,1.0,0.23,0,1,0,0,0.6770545198873197,0.0,1,1,0.37007125899586113,0.3188416779717264,0,,,,,0
time_delay_0,19,61,0.2,0.2,0.48,,0.9974398867536836,0.6119566067010991,1.0,0.18,0,1,0,0,0.8553982318842285,0.3795142002101866,1,1,0.43775427422450225,0.33508118081187066,0,,,,,0
time_delay_2,0,42,0.2,0.2,0.48,,0.9032794920861832,0.33587219810875873,1.0,0.12,0,1,0,0,0.7193303882673097,0.0,1,1,0.31791858868795153,0.43776000163993833,0,,,,,2
time_delay_2,1,43,0.2,0.2,0.48,,0.7820767994583492,0.3440921055104629,0.88,0.11,1,1,1,0,0.5467245293182055,0.0,1,1,0.427243650170828,0.412354432998886,1,,,,,2
time_delay_2,2,44,0.2,0.2,0.48,,0.8309517097068074,0.3750025910705311,0.9,0.18,0,1,1,0,0.6773890332810496,0.03973172794829906,1,1,0.7898424906658346,0.39988059224411465,1,,,,,2
time_delay_2,3,45,0.2,0.2,0.48,,0.9282430134190374,0.4813773915142782,1.0,0.14,0,1,0,0,0.7938293817277191,0.18110613194214054,1,1,0.8147210929754114,0.3999200906144912,0,,,,,2
time_delay_2,4,46,0.2,0.2,0.48,,0.8684706813121974,0.3478965688395055,0.87,0.11,0,1,1,0,0.736140989071544,0.004783470447908458,1,1,0.572796314318883,0.39536448490715026,1,,,,,2
time_delay_2,5,47,0.2,0.2,0.48,,0.8741871722208328,0.33485561869348673,0.77,0.12,0,1,1,0,0.716464313375074,0.0,1,1,0.31378261576395405,0.3935813195504845,1,,,,,2
time_delay_2,6,48,0.2,0.2,0.48,,0.8670898028697906,0.42039297422888455,0.72,0.12,0,1,1,0,0.7247376477454367,0.09384337755499371,1,1,0.7650668409583046,0.411304672075248,1,,,,,2
time_delay_2,7,49,0.2,0.2,0.48,,0.8750486695295285,0.3404840413556468,0.94,0.11,0,1,1,0,0.7251943153443987,0.0,1,1,0.676648167049519,0.3927205657736747,1,,,,,2
time_delay_2,8,50,0.2,0.2,0.48,,0.8855752010704852,0.31664685361299705,0.9,0.11,0,1,1,0,0.770509179036168,0.0,1,1,0.7646091137341711,0.4173906205428936,1,,,,,2
time_delay_2,9,51,0.2,0.2,0.48,,0.7801974082909257,0.3025196790028044,0.4,0.1,1,1,1,0,0.6473420204092067,0.0,1,1,0.6794799284006162,0.38701973944425316,1,,,,,2
time_delay_2,10,52,0.2,0.2,0.48,,0.9357976221202636,0.353845124100159,1.0,0.16,0,1,0,0,0.774846002388139,0.003260198183756266,1,1,0.661326377032662,0.3927060943607201,0,,,,,2
time_delay_2,11,53,0.2,0.2,0.48,,0.8585308248765673,0.4467212847568975,1.0,0.16,0,1,0,0,0.7240311561641158,0.14478998583997355,1,1,0.5813501041797978,0.4097768673925096,0,,,,,2
time_delay_2,12,54,0.2,0.2,0.48,,0.8220196745175063,0.45514762244457807,1.0,0.13,0,1,0,0,0.6481474888646345,0.1455613639796955,1,1,0.369866066852239,0.3450083561764486,0,,,,,2
time_delay_2,13,55,0.2,0.2,0.48,,0.8797718952108649,0.4369209223555175,0.94,0.12,0,1,1,0,0.7339972326458755,0.13314217083583646,1,1,0.6819809723130107,0.3510811488495183,1,,,,,2
time_delay_2,14,56,0.2,0.2,0.48,,0.8326797938708292,0.3331635752023145,1.0,0.1,0,1,0,0,0.6865424050567669,0.0,1,1,0.4959976427464488,0.42869138696280673,0,,,,,2
time_delay_2,15,57,0.2,0.2,0.48,,0.8023171975972578,0.39859249199157293,0.88,0.13,0,1,1,0,0.6867839593310363,0.05834337731699897,1,1,0.2809266968664304,0.35170135108130396,1,,,,,2
time_delay_2,16,58,0.2,0.2,0.48,,0.9124074114973746,0.4165874517886617,1.0,0.14,0,1,0,0,0.7476031527742775,0.11053037062597044,1,1,0.7044442483167361,0.44167656119555554,0,,,,,2
time_delay_2,17,59,0.2,0.2,0.48,,0.9444450552865313,0.41122295553870036,0.74,0.08,0,1,1,0,0.7884904152308992,0.09870514705974652,1,1,0.4315823892918768,0.3975753112339369,1,,,,,2
time_delay_2,18,60,0.2,0.2,0.48,,0.7725138841516109,0.30039069657083967,0.96,0.21,1,1,0,0,0.612163271819983,0.0,1,1,0.7169209052092032,0.38258479325825284,1,,,,,2
time_delay_2,19,61,0.2,0.2,0.48,,0.9315973212309234,0.35869770741413,0.91,0.16,0,1,1,0,0.7828396416698794,0.013834117424827638,1,1,0.7120217646271132,0.41645465091718803,1,,,,,2
