disturbance_level,coupling_delay,trust_coupling,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach,node_a_final_trust,node_b_final_trust
0.2,0,0.0,0.9964660548640909,0.8659581758064988,1.0,0.7775000000000001,0.0,0.15,0.0,0.9,0.9,0.15,-0.14895644393821378,0.1314573177723793,0.0,0.9442647300125657,0.7143854320410407
0.2,0,0.01,0.9988340540543762,0.9205216236733633,1.0,0.917,0.0,0.1,0.0,0.45,0.5,0.1,0.0459321800852933,0.08497861306185256,0.0,0.9724242888225165,0.825041015480924
0.2,0,0.02,0.9991148124373069,0.9587873467550407,1.0,0.9585000000000001,0.0,0.1,0.0,0.1,0.2,0.1,0.2764686153965257,0.046199007450179595,0.0,0.9903569652374771,0.9140210452851916
0.2,0,0.05,0.999418394685333,0.9910801405579008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7332005640155855,0.010084183072704521,0.0,0.9979542404179949,0.9909589714833892
0.2,0,0.1,0.999463409937791,0.9963413043673123,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8767704565949943,0.005280729226627805,0.0,1.0,1.0
0.2,0,0.2,0.9994634099377663,0.9963877292905969,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8803368846367222,0.00503346230750495,0.0,1.0,1.0
0.2,1,0.0,0.9950192919748734,0.8395301370428573,1.0,0.688,0.0,0.35,0.0,0.85,0.9,0.35,-0.22126784028474883,0.1528661517246605,0.0,0.9376962036672418,0.6808206959469232
0.2,1,0.01,0.9984272084749859,0.8992918063170128,1.0,0.8714999999999999,0.0,0.15,0.0,0.7,0.7,0.15,-0.05957170076934213,0.10489090480382277,0.0,0.9681723694680707,0.7887531593874487
0.2,1,0.02,0.9989720006090999,0.944720779168812,1.0,0.944,0.0,0.1,0.0,0.2,0.3,0.1,0.1858759582390705,0.05976622359982177,0.0,0.9888790550374317,0.891401837879215
0.2,1,0.05,0.9993177087139082,0.9888398696841254,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6882863053724221,0.01276665989101391,0.0,0.9977565650678317,0.9883918172035802
0.2,1,0.1,0.999380372979967,0.9955277445917725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859345437240697,0.006514282781796374,0.0,1.0,1.0
0.2,1,0.2,0.9993803729798024,0.9955937700920062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8663211217894642,0.006199453393472435,0.0,1.0,1.0
0.2,2,0.0,0.9951673869834128,0.8397351822486655,1.0,0.6925,0.0,0.35,0.0,0.85,0.9,0.35,-0.23088067197429324,0.15119886921176312,0.0,0.9381667873987409,0.6811514375664467
0.2,2,0.01,0.9984280992448722,0.8993340298742177,1.0,0.875,0.0,0.15,0.0,0.7,0.7,0.15,-0.06771076747184064,0.10381283621774344,0.0,0.9690853218393336,0.7891516813457309
0.2,2,0.02,0.9989483340896832,0.9449438075322639,1.0,0.945,0.0,0.1,0.0,0.2,0.3,0.1,0.18497211516260917,0.059188126564295854,0.0,0.9894224201031238,0.8915337798166011
0.2,2,0.05,0.9993036512780027,0.9889864362197752,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6958577811994209,0.012843305863072158,0.0,0.9977253097609082,0.9886978731636015
0.2,2,0.1,0.9993697127402574,0.9955521086990675,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863122234949901,0.006740920487589068,0.0,1.0,1.0
0.2,2,0.2,0.9993697127394988,0.9956153498059926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700821263662657,0.006471070459967765,0.0,1.0,1.0
0.4,0,0.0,0.9964660541735773,0.8659581726502715,1.0,0.7775000000000001,0.0,0.15,0.0,0.9,0.9,0.15,-0.1507256188860077,0.13156120177564828,0.0,0.9442647299797727,0.714385429074684
0.4,0,0.01,0.9988340540846256,0.9205216193593031,1.0,0.917,0.0,0.1,0.0,0.45,0.5,0.1,0.04592362572611482,0.08514696427958317,0.0,0.9724242886927936,0.8250410195616619
0.4,0,0.02,0.9991148124441216,0.958787361943435,1.0,0.9585000000000001,0.0,0.1,0.0,0.1,0.2,0.1,0.27645152575375836,0.046391918494343334,0.0,0.990356965267922,0.9140210647451497
0.4,0,0.05,0.9994183946853328,0.9910801405579015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7335320089825901,0.010277845950292576,0.0,0.9979542404179949,0.9909589714834033
0.4,0,0.1,0.999463409937791,0.9963413043673123,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8766715268040759,0.005470123020329785,0.0,1.0,1.0
0.4,0,0.2,0.9994634099377663,0.9963877292905969,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8804011077153178,0.005190667360761421,0.0,1.0,1.0
0.4,1,0.0,0.9950192916222029,0.8395300964241716,1.0,0.688,0.0,0.35,0.0,0.85,0.9,0.35,-0.22511593262440796,0.15300798635337895,0.0,0.9376962045095117,0.6808206635475365
0.4,1,0.01,0.9984272085757748,0.899291793547388,1.0,0.8714999999999999,0.0,0.15,0.0,0.7,0.7,0.15,-0.06062597998000202,0.10508396479765422,0.0,0.9681723700578608,0.7887531407560225
0.4,1,0.02,0.9989720006291727,0.9447208163589422,1.0,0.944,0.0,0.1,0.0,0.2,0.3,0.1,0.1848048351350282,0.05999215186900316,0.0,0.9888790630725884,0.8914018826887606
0.4,1,0.05,0.9993177087139079,0.9888398696841255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6879676732980855,0.012956676732091995,0.0,0.9977565650678317,0.9883918172038071
0.4,1,0.1,0.999380372979967,0.9955277445917726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8590779703991659,0.006705583579794609,0.0,1.0,1.0
0.4,1,0.2,0.9993803729798024,0.9955937700920063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660253555670228,0.006405644213975848,0.0,1.0,1.0
0.4,2,0.0,0.9951673871639347,0.8397351291512279,1.0,0.6925,0.0,0.35,0.0,0.85,0.9,0.35,-0.23493967645353994,0.15136904793001402,0.0,0.9381667881599128,0.6811513911834954
0.4,2,0.01,0.9984280995873529,0.8993340129898822,1.0,0.8744999999999999,0.0,0.15,0.0,0.7,0.7,0.15,-0.06910456379467997,0.10402687986480401,0.0,0.9690853238536036,0.789151665191032
0.4,2,0.02,0.9989483341199211,0.9449438379454417,1.0,0.945,0.0,0.1,0.0,0.2,0.3,0.1,0.18389722958027727,0.05942254359149847,0.0,0.9894224204231596,0.8915338175850971
0.4,2,0.05,0.9993036512780025,0.9889864362201589,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6955377854757704,0.013026334790149516,0.0,0.9977253097609082,0.9886978731644712
0.4,2,0.1,0.9993697127402574,0.9955521086990696,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8626842011355972,0.006941953511566362,0.0,1.0,1.0
0.4,2,0.2,0.9993697127394986,0.9956153498059944,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8696666296536459,0.006652062123504647,0.0,1.0,1.0
0.6,0,0.0,0.9964660534641119,0.86595818249534,1.0,0.7775000000000001,0.0,0.15,0.0,0.9,0.9,0.15,-0.14803737936331546,0.13155835800624627,0.0,0.9442647278094405,0.7143854370520778
0.6,0,0.01,0.9988340542994425,0.9205216687036261,1.0,0.917,0.0,0.1,0.0,0.45,0.5,0.1,0.046889690666331134,0.08507521875317493,0.0,0.9724242933129874,0.8250410313771512
0.6,0,0.02,0.9991148124448015,0.9587873405647731,1.0,0.9585000000000001,0.0,0.1,0.0,0.1,0.2,0.1,0.2774837503858235,0.046300190909606916,0.0,0.9903569652725054,0.9140210365305801
0.6,0,0.05,0.9994183946853328,0.9910801405579015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7340446372199698,0.010235976563375136,0.0,0.9979542404179949,0.9909589714834063
0.6,0,0.1,0.999463409937791,0.9963413043673123,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8769174179924744,0.005442861766783515,0.0,1.0,1.0
0.6,0,0.2,0.9994634099377663,0.9963877292905969,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8804480389614333,0.0051947807664637444,0.0,1.0,1.0
0.6,1,0.0,0.9950192896604134,0.8395301674312952,1.0,0.688,0.0,0.35,0.0,0.85,0.9,0.35,-0.2206473953673313,0.15297109264561765,0.0,0.9376962010552872,0.680820711004582
0.6,1,0.01,0.9984272081437302,0.8992918468955425,1.0,0.8720000000000001,0.0,0.15,0.0,0.7,0.7,0.15,-0.058467156876129224,0.10498705824545607,0.0,0.9681723673757133,0.7887531847749126
0.6,1,0.02,0.9989720006293809,0.9447207258666346,1.0,0.944,0.0,0.1,0.0,0.2,0.3,0.1,0.186775055469833,0.05987731421307657,0.0,0.9888790410472875,0.8914017788761639
0.6,1,0.05,0.9993177087139081,0.9888398696841276,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6889146566360044,0.012897968012210026,0.0,0.9977565650678317,0.9883918172039632
0.6,1,0.1,0.999380372979967,0.9955277445917725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8595633525858906,0.0066671608082525605,0.0,1.0,1.0
0.6,1,0.2,0.9993803729798024,0.9955937700920062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8663616800034296,0.006370131635867605,0.0,1.0,1.0
0.6,2,0.0,0.9951673861224279,0.839735230150135,1.0,0.6925,0.0,0.35,0.0,0.85,0.9,0.35,-0.23042386100567996,0.15130458829145454,0.0,0.9381667857465625,0.6811514746795656
0.6,2,0.01,0.9984280988300356,0.8993340906457163,1.0,0.875,0.0,0.15,0.0,0.7,0.7,0.15,-0.06669412666347099,0.10391965186569747,0.0,0.9690853191902677,0.7891517740954221
0.6,2,0.02,0.9989483341182709,0.9449437435546774,1.0,0.945,0.0,0.1,0.0,0.2,0.3,0.1,0.18611217891787485,0.05929817515067315,0.0,0.9894224201543039,0.8915337068910792
0.6,2,0.05,0.9993036512780022,0.9889864362203387,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6967042867396909,0.012963346785075266,0.0,0.9977253097609082,0.9886978731652917
