k_D_value,runs,sustained_ignition_rate,avg_peripheral_failure_rate,avg_peripheral_failure_peak,avg_ignition_onset_step,avg_hub_min_stability,avg_final_cooperation,pct_collapsed
0.05,30,0.3333333333333333,0.3931073446327684,0.5751412429378531,10.8,0.4367367963528878,0.6815324768934944,0.3333333333333333
0.07,30,0.4,0.46710734463276843,0.6406779661016949,10.166666666666666,0.4677538318874596,0.6115668960476034,0.4
0.09,30,0.43333333333333335,0.5185574387947269,0.6915254237288135,9.615384615384615,0.4825145554959254,0.5666429409403707,0.43333333333333335
0.1,30,0.43333333333333335,0.5287608286252354,0.7005649717514123,8.846153846153847,0.4818422234930546,0.5583482249549622,0.43333333333333335
0.11,30,0.43333333333333335,0.5381694915254236,0.7101694915254237,8.615384615384615,0.48144804785007334,0.5506128496338758,0.43333333333333335
0.12,30,0.43333333333333335,0.5492881355932203,0.7259887005649718,8.461538461538462,0.4804315067759747,0.5448682771585491,0.43333333333333335
0.13,30,0.43333333333333335,0.5605084745762713,0.7333333333333333,8.384615384615385,0.48048510315495585,0.5431665610446179,0.43333333333333335
0.15,30,0.43333333333333335,0.5849943502824858,0.7497175141242938,8.0,0.4789618530065622,0.5307291974296118,0.43333333333333335
