step,avg_cooperation_level,avg_average_trust,avg_ai_capability,avg_governance_capacity,avg_disturbance,avg_effective_disturbance,avg_distortion_trust_damage,avg_effective_info,stable_share
40,0.7845939548370289,0.4758767083293888,0.7780966068841803,0.8987401588675962,0.13499999999999998,0.10500000000000001,0.0034019999999999996,0.641031,0.5
41,0.7869779391907283,0.49597203181512606,0.7824474572301503,0.8971012179309865,0.15,0.12,0.003887999999999999,0.6404639999999999,0.5
42,0.7834018137401759,0.48120534098735374,0.7867167019183017,0.8980352241692623,0.12,0.09,0.0029159999999999993,0.6415979999999999,0.5
43,0.7803835594832955,0.475029160815006,0.790894767392633,0.8942373244582067,0.18,0.1512,0.0048988799999999996,0.63928464,0.45
44,0.7803045974853474,0.483581570284616,0.794996178625956,0.8904951857479013,0.13499999999999998,0.10740000000000001,0.0034797599999999993,0.6409402799999999,0.4
45,0.7844948876112274,0.469315037685959,0.799016449424258,0.9001595424107025,0.13499999999999998,0.11339999999999999,0.0036741599999999992,0.64071348,0.4
46,0.7933475874249684,0.49258616130129357,0.8029624592923197,0.90688406549343,0.09,0.0732,0.0023716799999999997,0.64223304,0.45
47,0.7923597902716513,0.48797362500645186,0.806825968365831,0.9026445121206688,0.13499999999999998,0.1182,0.0038296799999999994,0.64053204,0.45
48,0.79143852963656,0.47239057790938055,0.8106150345003107,0.9036005432780618,0.13499999999999998,0.1062,0.0034408799999999995,0.64098564,0.45
49,0.7938780611286014,0.4825159039324194,0.8143313899760324,0.9028127332971325,0.12,0.09119999999999999,0.002954879999999999,0.64155264,0.45
50,0.7941701304841753,0.49086151568845393,0.8179726079844526,0.9025498294900517,0.13499999999999998,0.1122,0.003635279999999999,0.6407588399999999,0.45
51,0.7938804424768936,0.47587668219949675,0.821543964290268,0.9048659801273731,0.12,0.0972,0.0031492799999999995,0.64132584,0.45
52,0.7991867667621485,0.4748428850463199,0.8250470710967959,0.9157767685797531,0.09,0.07919999999999999,0.0025660799999999992,0.64200624,0.45
53,0.8003706483770949,0.4849624121835509,0.8284797465828332,0.9130179579027485,0.12,0.096,0.0031103999999999993,0.6413712,0.5
54,0.7933773132022324,0.48023721430847865,0.8318412773912381,0.9077695596847681,0.16499999999999998,0.13499999999999998,0.004373999999999999,0.639897,0.5
55,0.7941475131991239,0.462457418248799,0.8351420768246536,0.9120236599606255,0.10500000000000001,0.08099999999999999,0.0026244,0.6419382,0.5
56,0.7835102147326536,0.438451839850064,0.8383724763132505,0.9106092840324889,0.16499999999999998,0.141,0.0045683999999999985,0.6396702000000001,0.5
57,0.7903334507674699,0.4521232717972694,0.8415458989005362,0.9168800019036176,0.09,0.072,0.0023327999999999995,0.6422784,0.5
58,0.782336353518387,0.4165691145255831,0.8446556666664566,0.9129561962583003,0.10500000000000001,0.087,0.0028187999999999993,0.6417113999999999,0.5
59,0.7769888269654317,0.43061938038092384,0.8477044032128337,0.9091633767040926,0.10500000000000001,0.087,0.0028187999999999993,0.6417113999999999,0.5
60,0.7732787000635694,0.4326533577450264,0.8506883830903075,0.9037754733941632,0.18,0.144,0.004665599999999999,0.6395568,0.5
61,0.7699486480396924,0.4200677356692125,0.8536165902944806,0.8995316575795276,0.13499999999999998,0.1122,0.003635279999999999,0.6407588399999999,0.45
62,0.7701984441099883,0.4219309696218323,0.8564898612898256,0.8986322000573788,0.10500000000000001,0.0822,0.0026632799999999996,0.6418928399999999,0.45
63,0.7720834210502231,0.4322954735995689,0.8593033664479783,0.9030358875171576,0.15,0.1236,0.0040046399999999985,0.64032792,0.35
64,0.7721016048937426,0.4299075714831007,0.8620607583058435,0.9024380369340506,0.15,0.1356,0.0043934399999999985,0.63987432,0.35
65,0.7687840059870444,0.3943875766180941,0.8647680027070551,0.9008505149733578,0.10500000000000001,0.0858,0.0027799199999999995,0.64175676,0.3
66,0.7656014363119381,0.3966978915934708,0.8674222048987394,0.8980268868103986,0.10500000000000001,0.0846,0.0027410399999999993,0.64180212,0.35
67,0.7589627929011105,0.4147184741277311,0.8700230955635655,0.8943182444751538,0.12,0.1008,0.0032659199999999994,0.6411897599999999,0.3
68,0.7582560174935936,0.4113050984258734,0.8725692010993983,0.8986066291989678,0.16499999999999998,0.1518,0.004918319999999999,0.63926196,0.3
69,0.7601587783902459,0.4216014580981257,0.8750670398277892,0.90754183787361,0.15,0.1296,0.004199039999999999,0.64010112,0.35
70,0.7635791306749218,0.4227070064575912,0.8775188471216581,0.9046488059287642,0.10500000000000001,0.0882,0.002857679999999999,0.6416660399999999,0.45
71,0.7687894705103618,0.4322569430384443,0.8799187877460886,0.9132097795231164,0.16499999999999998,0.1422,0.004607279999999999,0.63962484,0.45
72,0.7753055604662074,0.4384911325169523,0.8822743582912566,0.9116615227014424,0.12,0.1032,0.0033436799999999995,0.6410990400000001,0.45
73,0.7823609053384311,0.4264521174140744,0.8845843211490338,0.9239074027830781,0.10500000000000001,0.09419999999999999,0.0030520799999999996,0.64143924,0.45
74,0.7826169334305696,0.42776714332480414,0.8868495507893849,0.9218566805140551,0.12,0.0852,0.0027604799999999996,0.64177944,0.45
75,0.7763496321745541,0.42498696709701,0.889066083360533,0.9158414314871284,0.18,0.1512,0.0048988799999999996,0.63928464,0.45
76,0.7820379465066789,0.43578039516755823,0.8912407051544934,0.9214613636443989,0.15,0.1272,0.004121279999999999,0.64019184,0.45
77,0.7808647426377922,0.44515908031262974,0.8933722539647956,0.9232135355183668,0.15,0.1344,0.004354559999999999,0.63991968,0.4
78,0.7893534671125064,0.4586273144889607,0.895466092181316,0.9260687001616015,0.09,0.0672,0.0021772799999999993,0.64245984,0.45
79,0.7881490055410186,0.45837625059966225,0.8975174620410226,0.9217695295598343,0.12,0.09,0.0029159999999999993,0.641598,0.5
80,0.7876760030811516,0.468408247441387,0.8995271799133207,0.9168939790451317,0.15,0.11399999999999999,0.0036935999999999996,0.6406908,0.5
81,0.7833618891438547,0.4532819641532825,0.9014968040211864,0.9118183578257906,0.15,0.126,0.004082399999999999,0.6402372,0.5
82,0.7834567703050963,0.4522207977150908,0.9034285881284083,0.9090007124530606,0.13499999999999998,0.1122,0.003635279999999999,0.6407588399999999,0.45
83,0.7793348430752385,0.4520456478085266,0.905320776289738,0.9036652539478454,0.16499999999999998,0.1434,0.004646159999999999,0.63957948,0.4
84,0.7802144624182776,0.47459400473152974,0.9071783080663401,0.8998874825116818,0.12,0.0984,0.0031881599999999998,0.64128048,0.4
85,0.7721155110049394,0.42839379858014925,0.9089981327711125,0.8955087891048832,0.15,0.1224,0.003965759999999999,0.64037328,0.4
86,0.7794260501699274,0.44963627099642595,0.9107815035188838,0.9043093157170203,0.16499999999999998,0.1374,0.004451759999999999,0.63980628,0.4
87,0.7824699386187444,0.4672351668435759,0.9125331129096919,0.9012637080875304,0.09,0.0744,0.0024105599999999995,0.6421876799999999,0.4
88,0.7850622641022111,0.47794082642235836,0.914249886431222,0.8980610218082546,0.10500000000000001,0.0834,0.0027021599999999995,0.64184748,0.4
89,0.7941848594300647,0.4867246591095792,0.9159319424473262,0.9051204611226644,0.12,0.1044,0.003382559999999999,0.64105368,0.4
90,0.8028273842739942,0.5098110948776189,0.9175828358965233,0.913780227732053,0.09,0.06599999999999999,0.0021383999999999995,0.6425052,0.5
91,0.8045040960726446,0.5101061157314003,0.919200468421647,0.922072554871859,0.12,0.08399999999999999,0.0027216,0.6418248,0.5
92,0.8003999906715391,0.49332658863437373,0.9207848927842164,0.9171639421297797,0.13499999999999998,0.11579999999999999,0.003751919999999999,0.6406227600000001,0.55
93,0.803489936395323,0.5023585071452769,0.9223391387432768,0.9185888606216317,0.12,0.096,0.0031103999999999993,0.6413712,0.5
94,0.8029090104168797,0.47699453716182794,0.9238639984805255,0.9159084548263108,0.09,0.0708,0.0022939199999999996,0.64232376,0.55
95,0.8039691198975806,0.4866377374429754,0.9253574931689649,0.9138650922996483,0.13499999999999998,0.1038,0.0033631199999999994,0.64107636,0.55
96,0.8100268186396562,0.51072640715708,0.9268235188762395,0.9173683787389534,0.075,0.0606,0.0019634399999999995,0.64270932,0.6
97,0.8166224888481743,0.5327320081800166,0.9282600549260568,0.9156851234861705,0.10500000000000001,0.0774,0.0025077599999999995,0.64207428,0.65
98,0.8161110465661381,0.52952888449428,0.929668266860876,0.9120819316708809,0.12,0.0804,0.002604959999999999,0.64196088,0.65
99,0.8159584163592107,0.5270667637312115,0.9310491970434578,0.9088773711601259,0.10500000000000001,0.07139999999999999,0.0023133599999999995,0.64230108,0.65
