step,avg_trust,avg_trust_filtered,avg_disturbance,avg_disturbance_filtered,avg_stability,avg_cognitive_distortion,avg_cognitive_distortion_filtered,avg_disturbance_damping,avg_cognitive_filtering,avg_trust_recovery,avg_reinforcement,avg_intervention_total,stability_share,shock_share
0,0.7597974009560763,0.7839189603824306,0.20755080994410635,0.19102032397764254,0.891910727518402,0.1916205787738902,0.17264823150955608,0.0,0.0,0.0,0.8,0.8,1.0,0.1
1,0.7492056527566329,0.7700336373321115,0.22015533222353004,0.20267432727599752,0.9160786172694755,0.21579760166839373,0.18990797957309113,0.04681647940074906,0.04681647940074906,0.44007490636704116,0.4662921348314607,1.0,1.0,0.05
2,0.731887502609016,0.7547751834428733,0.21825047538179315,0.2089047865183158,0.9226515286839068,0.20193446906075105,0.19471857536815512,0.06530602569572844,0.31847058265775374,0.2902315786042763,0.3259918130422415,0.9999999999999998,1.0,0.1
3,0.7174283419856091,0.7398364468599676,0.23659668315418303,0.2199815451726627,0.9254897003035056,0.21822797083763162,0.20412233355594572,0.057632937959357866,0.20805986750444289,0.3242512002501555,0.4100559942860437,1.0,1.0,0.15
4,0.712462032459434,0.7288866810997542,0.2259002858647034,0.22234904144947895,0.9244097965787004,0.22659782968419928,0.2131125320072471,0.0800537836158808,0.18242297251899559,0.4134210056835211,0.32410223818160255,1.0,1.0,0.05
5,0.7082104813655324,0.7206162012060655,0.22205345043180086,0.22223080504240772,0.9246887861281478,0.2239717862625384,0.21745623370936365,0.05807398403206088,0.21063185058365336,0.3966882820904468,0.33460588329383895,1.0,1.0,0.05
6,0.6982467669786543,0.711668427515101,0.22142290897776115,0.2219076466165491,0.9277562648031303,0.21893337338608682,0.2180470895800529,0.037593844710309646,0.21537730117786102,0.31158503732635395,0.43544381678547533,1.0,1.0,0.1
7,0.685330194956969,0.7011331344918481,0.21858520638900295,0.22057867052553065,0.9331167904886708,0.22329729332968964,0.2201471710799076,0.0447906128856098,0.16018570776131763,0.26452860488908153,0.5304950744639909,1.0,1.0,0.05
8,0.6788062512881067,0.6922023812103515,0.21606329290844556,0.2187725194786966,0.931754018436059,0.21312348832263658,0.2173376979769992,0.05682656898139693,0.2174143632016384,0.29779500980022594,0.42796405801673865,1.0,1.0,0.0
9,0.6726400732328435,0.6843774580193484,0.22849706097223738,0.2226623360761129,0.9315867887724402,0.22833922022804973,0.2217383068774194,0.04677925021633822,0.15421232341647795,0.32302878661068457,0.4759796397564992,1.0,1.0,0.1
10,0.6622050305673183,0.6755084870385363,0.2320817099362095,0.22643008562015154,0.9303264361353563,0.22359893459326446,0.22248255796375743,0.057080892148304994,0.21264183162232425,0.2744094948300396,0.45586778139933115,1.0,1.0,0.1
11,0.6530116066697265,0.6665097348910123,0.22378208568258384,0.22537088564512447,0.9293433502055766,0.21928582444754316,0.22120386455727173,0.05469537006745352,0.20987965888117968,0.24480532686988873,0.4906196441814781,1.0,0.95,0.05
12,0.6450323384114028,0.6579187762991685,0.2162529585293817,0.22172371479882735,0.9290203445604446,0.2233661819405103,0.22206879151056716,0.05427964510459893,0.18813441205324563,0.2282089207838637,0.5293770220582917,1.0,0.95,0.0
13,0.6427958679058887,0.6518696129418566,0.20063724312190506,0.21328912612805842,0.9295635885817873,0.2156072076614805,0.2194841579709325,0.029292750807802755,0.18068604262027818,0.2561365347342632,0.5228846718376559,0.9889999999999999,0.95,0.0
14,0.6365571533922522,0.6457446291220148,0.22300947578102118,0.21717726598924353,0.9291956799313574,0.2152460410573786,0.21778891120551097,0.024586294103373006,0.15703848638310994,0.2504445582927727,0.5483506612207443,0.98042,0.95,0.1
15,0.6325964897818155,0.6404853733859351,0.22273113281629514,0.21939881272006417,0.9262800590583128,0.21618113260096994,0.21714579976369452,0.030265397089602835,0.17707458899721093,0.2563407008937364,0.5100469130194498,0.9737275999999999,0.9,0.1
16,0.6327515251156834,0.6373918340778345,0.2058846770125784,0.21399315843706987,0.9271076321792696,0.22029841735412595,0.21840684679986708,0.03275452116194706,0.13618975119441604,0.2592848536131748,0.5402784020304621,0.968507528,0.85,0.0
17,0.6230009308358648,0.6316354727810466,0.21767286304216832,0.21546504027910923,0.9251550695566468,0.21890208211478096,0.21860494092583266,0.028381223478958252,0.19025257309270974,0.19343924155545764,0.5303628337128743,0.9424358718400001,0.85,0.05
18,0.6175621253500804,0.6260061338086601,0.23111172427694146,0.2217237138782421,0.9201922041870215,0.21788779398054553,0.2183180821477178,0.0553935372651715,0.16714623726107514,0.2343445988876284,0.5039556265861249,0.9608399999999999,0.85,0.1
19,0.6121544466251779,0.6204654589352672,0.23025960851933575,0.2251380717346796,0.9164769138632627,0.2164287958954511,0.2175623676468111,0.05443340133282291,0.2032317280730714,0.22829389269235914,0.5140409779017465,1.0,0.85,0.05
20,0.6033489398583228,0.6136188513044895,0.21220569213867688,0.2199651198962785,0.912379337913664,0.2115823817132247,0.21517037327337657,0.06548315651211743,0.2391662292216298,0.16786050925450527,0.49449010501174745,0.967,0.85,0.0
21,0.5985431213086657,0.60758855930616,0.21116916762917284,0.21644673898943623,0.910889264862617,0.21930348345979095,0.2168236173479423,0.05369228561610747,0.1609947570064772,0.1950475022507099,0.5315254551267055,0.94126,0.9,0.05
22,0.6002355187867883,0.6046473430984113,0.21724480399833346,0.2167659649929951,0.9090940389973368,0.21687608163108552,0.2168446030611996,0.04585774139349644,0.1678719318250269,0.24933642816097587,0.5106614986205008,0.9737275999999999,0.9,0.05
23,0.6004960155766781,0.602986812089718,0.20133720446760406,0.21059446078283867,0.9096601777398048,0.21650196633339913,0.2167075483700794,0.04987840964863254,0.20122225514089248,0.21943666501598907,0.5184626701944859,0.9890000000000001,0.9,0.05
24,0.5940473755596299,0.5994110374776829,0.21706409153767597,0.2131823130847736,0.9086507584810091,0.22448110992958367,0.21981697299388112,0.03581759227796446,0.20095880787000464,0.19089003490256362,0.5417535649494674,0.9694200000000001,0.9,0.1
25,0.5833632645844384,0.592991928320385,0.23331939824329867,0.22123714714818363,0.9032082350690704,0.21697540237961954,0.2186803447481765,0.05348078428168311,0.2516985622716033,0.16179815011565032,0.5067501033310633,0.9737275999999999,0.95,0.1
26,0.5716291824232744,0.5844468299615407,0.21947672337823115,0.2205329776402026,0.9054213125792948,0.2086746570295411,0.21467806966072236,0.056627528757644985,0.21790644627059427,0.11439440782403754,0.6110716171477232,1.0,0.95,0.0
27,0.5632410635161436,0.5759645233833819,0.21729591088010808,0.2192381509361648,0.9083251761181346,0.22053986422304242,0.21702278748565038,0.055478671441065754,0.14665101780544226,0.13757874406940165,0.6602915666840903,1.0,0.9,0.05
28,0.555155578481268,0.5676409454225363,0.27807226059211654,0.2427717947985455,0.8982728070144962,0.23688319308081268,0.22496694972371528,0.04896680533421763,0.15314337876302492,0.22640795215647908,0.5604818637462784,0.9890000000000001,0.9,0.25
29,0.5516709007799199,0.5612529275654897,0.2631886933059914,0.25093855420152383,0.8845836734775734,0.23153284039689087,0.2275933059929855,0.061713457117193705,0.24612812697496406,0.23461500729864962,0.44654340860919256,0.9889999999999999,0.85,0.05
30,0.5541783520317737,0.5584230973520034,0.25038380957157536,0.25071665634954443,0.8725941818194964,0.2292584468134485,0.2282593623211707,0.10003216736804028,0.2446584550327345,0.24332701941769247,0.3924023581815327,0.98042,0.85,0.05
31,0.5539180031207181,0.5566210596594893,0.24827735623149105,0.24974093630232308,0.8686877869441514,0.22225430112375427,0.22585733784220413,0.06261990887992736,0.24613853818163345,0.21826547509077607,0.4619760778476631,0.9890000000000001,0.8,0.05
32,0.5426759750311383,0.5510430258081489,0.2426590412420305,0.24690817827820605,0.8713342057818496,0.2310687949129971,0.22794192067052127,0.04864594819687522,0.16283703714990144,0.14633212851908456,0.5896048861341388,0.9474199999999999,0.8,0.05
33,0.5413187552609927,0.5471533175892864,0.23304464947299,0.24136276675611962,0.8701778887690754,0.226197326751114,0.2272440831027584,0.047483637671161,0.20034372884881352,0.1863569366285527,0.5266556968514727,0.9608399999999999,0.8,0.05
34,0.5449224303767942,0.5462609627042896,0.2203568311077393,0.2329603924967675,0.8654825993779527,0.21108454176984148,0.22078026656959163,0.0632236330867676,0.2579231893014909,0.2005604758003225,0.430020301811419,0.9517276000000001,0.8,0.05
35,0.5403777566449538,0.5439076802805553,0.22567007024294358,0.23004426359523794,0.8638482037839135,0.21503940196382315,0.21848392072728423,0.04719938321655926,0.23794158872577936,0.15521799560706004,0.47798856045060134,0.918347528,0.8,0.05
36,0.5320168427429166,0.5391513452654998,0.23377011986682925,0.23153460610387447,0.8665662130372903,0.21857294245633221,0.21851952941890343,0.045453962485841194,0.1923610598387725,0.13538892171990274,0.5742512559554835,0.9474551999999999,0.8,0.1
37,0.5273954293149951,0.5344489788852979,0.2311465836886129,0.23137939713776984,0.8656905095351007,0.22981262737991998,0.22303676860331004,0.04627949087974604,0.17063933821340216,0.15287760314037496,0.5452186237664768,0.915015056,0.75,0.05
38,0.5308660994697049,0.5330158271190607,0.22251808970463874,0.2278348741645174,0.8620639394334528,0.22772662665340473,0.2249127118233479,0.06033370154852691,0.18383726001671608,0.20163321747499113,0.4830675646397659,0.9288717436799999,0.7,0.0
39,0.5296076557420102,0.5316525585682406,0.22713010649533238,0.2275529670968434,0.8604675794012859,0.2219910804637819,0.2237440592795215,0.036811778524719244,0.18474180431922038,0.17493455273497602,0.5040318244914843,0.9005199600703999,0.7,0.05
40,0.5240884024266672,0.5286268961116112,0.2412227743819718,0.23302089001089477,0.8564937444286738,0.2268438904337752,0.224983991741223,0.04881836756231281,0.19323414642610262,0.16527142537025094,0.4890816294962456,0.896405568854912,0.7,0.1
41,0.5159102364805458,0.523540232259185,0.2434426812113267,0.23718960649106752,0.8491435340761091,0.21608056463638475,0.22142262089928771,0.05919832020503444,0.2663351924066131,0.13446760153967247,0.4331952295555114,0.8931963437068313,0.7,0.1
42,0.5052683827449534,0.5162314924534923,0.2893392746815545,0.25804947376726234,0.8399596934939499,0.22841853511472063,0.22422098658546089,0.061979382205769894,0.19318035246565593,0.16340654320115908,0.46361934221874357,0.8821856200913285,0.7,0.25
43,0.5014666795359487,0.5103255672864748,0.2614740423612709,0.2594193012048657,0.8324472172517131,0.2240318224696854,0.22414532093915068,0.08018515978441515,0.24291553393540416,0.16063002171718638,0.4223626523186124,0.906093367755618,0.6,0.05
44,0.4978574707899181,0.5053383286878522,0.27818547462963855,0.26692577057477485,0.8221811465438108,0.21812421690985667,0.22173687932743308,0.09142348869114125,0.22148943169561855,0.1694700831802133,0.37836982328240903,0.8607528268493821,0.55,0.2
45,0.4994051198399161,0.5029650451486777,0.28589668535062823,0.2745141364851162,0.8125950309750211,0.23527856528436839,0.22715355371020723,0.10712921517004241,0.2004898754938144,0.23023146675007347,0.36103220704872574,0.898882764462656,0.5,0.2
46,0.505220062755751,0.5038670521915071,0.2608113098496375,0.26903300583092477,0.8076600808460336,0.23828557267540001,0.23160636129628434,0.11929520388394928,0.17297898050709565,0.2430881727119157,0.34971562732449535,0.8850779844274561,0.5,0.05
47,0.5116597194307231,0.5069841190871934,0.23987872994178674,0.25737129547526955,0.8040459093190592,0.22737938623136764,0.22991557127031767,0.1074514264946452,0.2507558861036779,0.21492346135903723,0.2959949258960554,0.8691256998534156,0.5,0.05
48,0.5190133522300197,0.5117958123443239,0.22060894355654623,0.24266635470778022,0.8048301750460393,0.21117392078571226,0.22241891107647552,0.07243893344347212,0.2666550550343306,0.1940090202116208,0.29730750919624066,0.8304105178856641,0.5,0.0
49,0.5169329463817955,0.5138506659593126,0.21725889254873593,0.23250336984416248,0.8098536027473788,0.20313345563447133,0.21470472889967382,0.051987652622426064,0.22939345957395596,0.13163786155300208,0.364281230201434,0.7773002039508181,0.5,0.05
50,0.5083018957809313,0.5116311578879601,0.22209414253632734,0.22833967892102844,0.8135504451862264,0.20433905549019654,0.21055845953588287,0.0378984063981434,0.21225459250354634,0.0918784326670774,0.393842727512871,0.7358741590816382,0.5,0.05
51,0.505793158141063,0.5092959579892014,0.20592102858264924,0.21937221878567675,0.8191090286328032,0.20761425041523526,0.20938077588762383,0.06537406411193426,0.19150449978782444,0.10790833791300387,0.4323829017910531,0.7971698036038156,0.5,0.0
52,0.5006444008911497,0.5058353351499807,0.22917175250102498,0.22329203227181607,0.8173550667548171,0.2172774651559073,0.2125394515949372,0.0674977266902727,0.15803223164956848,0.12435811937284864,0.3819043690982864,0.7317924468109762,0.5,0.15
53,0.4992514157719515,0.503201767398769,0.22039972588468276,0.22213510971696274,0.8135431491351787,0.21648188146710576,0.2141164235438046,0.07789171540479893,0.19447929704312325,0.13367936405085157,0.33432773201378774,0.7403781085125615,0.5,0.0
