config,hub_count,balanced,run_index,seed,hub1_final_stability,hub2_final_stability,hub3_final_stability,peripheral_failure_rate,peripheral_failure_peak,sustained_ignition_observed,ignition_onset_step,final_cooperation,final_trust,collapsed
B,2,1,29,71,0.6053544818598694,0.6073433332785393,,0.9377011494252874,1.0,1,11,0.6238400017828469,0.6238400017828469,1
C,3,1,0,42,0.6217697413417018,0.6220874258068251,0.6227051146874265,0.495672514619883,0.7192982456140351,0,,0.7398557641986315,0.7398557641986315,0
C,3,1,1,43,0.6222010167295954,0.6230255759568912,0.6221566800012521,0.4312280701754386,0.6842105263157895,0,,0.7426871938332109,0.7426871938332109,0
C,3,1,2,44,0.6224772970298992,0.6184901622705931,0.6198066172371689,0.48163742690058475,0.7192982456140351,0,,0.7396248065977797,0.7396248065977797,0
C,3,1,3,45,0.6225613951549476,0.6192859351854864,0.6199437501175001,0.4781286549707602,0.7543859649122807,0,,0.7393928285663255,0.7393928285663255,0
C,3,1,4,46,0.6191459486818678,0.6224554957473782,0.6246289319722295,0.4874853801169591,0.7368421052631579,0,,0.7366522224592685,0.7366522224592685,0
C,3,1,5,47,0.6197033978640872,0.6193100601786934,0.6235583160171922,0.4745029239766082,0.7017543859649122,0,,0.7391267085534883,0.7391267085534883,0
C,3,1,6,48,0.6212425286388071,0.6201652931880033,0.621695529316484,0.4856140350877193,0.7368421052631579,0,,0.7379219137804636,0.7379219137804636,0
C,3,1,7,49,0.62175462474996,0.61971920087563,0.6222247349671437,0.49719298245614035,0.7368421052631579,0,,0.7392579632519086,0.7392579632519086,0
C,3,1,8,50,0.6220177013605337,0.621654516226188,0.6213771309007219,0.5091228070175439,0.7543859649122807,0,,0.7384769586594317,0.7384769586594317,0
C,3,1,9,51,0.6205660510689407,0.6182474257796932,0.6187713742821845,0.504327485380117,0.7543859649122807,0,,0.735171847399617,0.735171847399617,0
C,3,1,10,52,0.6199052955110919,0.6177480148615305,0.6209887679350774,0.4722807017543859,0.7368421052631579,0,,0.7364461926095942,0.7364461926095942,0
C,3,1,11,53,0.6200944530942762,0.6204683519201849,0.616843891895166,0.5071345029239767,0.7894736842105263,0,,0.7398478495936748,0.7398478495936748,0
C,3,1,12,54,0.6230220585407624,0.6195565180317025,0.6194678459116828,0.49228070175438593,0.7192982456140351,0,,0.7386245330870523,0.7386245330870523,0
C,3,1,13,55,0.6226972584820005,0.6162956346243468,0.6190807919995517,0.4749707602339181,0.7192982456140351,0,,0.7370142273089034,0.7370142273089034,0
C,3,1,14,56,0.6207947553148844,0.6183945487378681,0.6199136467759194,0.49415204678362573,0.7368421052631579,0,,0.7364365130064748,0.7364365130064748,0
C,3,1,15,57,0.6217506494171341,0.6227026530857028,0.6192024341351733,0.45309941520467834,0.7894736842105263,0,,0.740602351288525,0.740602351288525,0
