step,avg_trust,avg_disturbance,avg_stability,avg_cognitive_distortion,avg_disturbance_damping,avg_cognitive_filtering,avg_trust_recovery,avg_reinforcement,avg_intervention_total,stability_share,shock_share
0,0.7597974009560763,0.20755080994410635,0.8636041722254812,0.1916205787738902,0.0,0.0,0.0,0.0,0.0,1.0,0.1
1,0.7157632600404968,0.22824018967022583,0.8632594835543509,0.2227659874321437,0.0,0.0,0.0,0.0,0.0,1.0,0.05
2,0.6702540429378808,0.23659853586525154,0.8534002792872768,0.25326992134113335,0.0,0.0,0.0,0.0,0.0,0.9,0.1
3,0.6203449496360844,0.2601925769392906,0.8766823923559712,0.2888163129706607,0.0,0.0,0.0,0.8,0.8,0.9,0.15
4,0.6206215384898328,0.24549226754830217,0.8764624639003035,0.29745833115115,0.07490636704119849,0.07490636704119849,0.4119850187265917,0.4382022471910113,1.0,0.9,0.05
5,0.6404987567819751,0.2317148874765544,0.8694102580874944,0.2933452224537193,0.1044896411131655,0.1044896411131655,0.5593316224613596,0.2316890953123094,1.0,0.85,0.05
6,0.6725593700875836,0.22243091575121862,0.8644483552433077,0.2923916915803376,0.08851451208632366,0.08851451208632366,0.6930759888100989,0.12989498701725366,1.0,0.85,0.1
7,0.6979657979546553,0.21117888724165165,0.8634016843349798,0.28239902521725546,0.11745147725644216,0.11745147725644216,0.6909650236470876,0.07413202184002807,1.0,0.85,0.05
8,0.7055818058881479,0.2109598745038111,0.8702154790071877,0.2454677582757765,0.07036980516082529,0.2729014507304456,0.4909992019933802,0.16572954211534888,1.0,0.85,0.0
9,0.6926709898952377,0.22524306184312698,0.8824500204703842,0.23911748012636788,0.04780431172354606,0.26575776669300655,0.30969920441523074,0.35473871716821664,0.978,0.9,0.1
10,0.6708997410265531,0.23384679534910968,0.8928319015648203,0.22784898976222595,0.03551937867046087,0.2533266544383556,0.19730618366302444,0.46368778322815907,0.94984,0.9,0.1
11,0.650217253584992,0.2257180241111612,0.8981479803069681,0.21418461598403846,0.046134531041772966,0.28642005648711183,0.14864675350967366,0.4466738589614415,0.9278752000000001,0.85,0.05
12,0.6372573982171218,0.2172294963449529,0.9004618643206544,0.21902491219773643,0.0677776561545799,0.23308403329602095,0.18238080524059136,0.45899263330880774,0.9422351279999999,0.85,0.0
13,0.6433072021982105,0.19322124917876798,0.9009688103291562,0.21416794623981103,0.08976572935564839,0.20304287408086905,0.3007102527847193,0.3709170156187632,0.9644358718399999,0.85,0.0
14,0.6556167932901841,0.2111214379821768,0.8979339157697195,0.20184002081229413,0.08039956683799605,0.23204686411715056,0.4051212960507725,0.28243227299408086,1.0,0.85,0.1
15,0.6712380027351752,0.21034609312935051,0.8967284544710286,0.20225248827640413,0.08489613456457784,0.1988412432904159,0.439902707223212,0.2653599149217942,0.9889999999999999,0.9,0.1
16,0.6898669161551516,0.19505932402714726,0.898203392736477,0.20010437144451326,0.07850411336781361,0.19528434657803687,0.4742775343733256,0.23235400568082393,0.98042,0.9,0.0
17,0.6916372851698037,0.20858187400475478,0.8992627569815446,0.2014090657458424,0.06232826877073452,0.23557473539744075,0.38642843891914397,0.2673961569126807,0.9517275999999999,0.85,0.05
18,0.6855842947752687,0.2252323141006695,0.9010231386879664,0.1917446542896753,0.0686785088238758,0.2877022244278709,0.31210618169584325,0.29235308505241,0.9608399999999999,0.85,0.1
19,0.6746515620125173,0.22720737927931522,0.9030952948278139,0.18870192118166612,0.05573636828401433,0.302839826753023,0.23312927691937105,0.3710221280435916,0.9627276,0.85,0.05
20,0.6647690248658199,0.2140737124418028,0.9035165082109293,0.18197436791397167,0.04833415155615041,0.351727627757696,0.19286584865477377,0.3559999000313798,0.9489275279999999,0.85,0.0
21,0.6608939035693631,0.2135874961070244,0.9039445424048406,0.17492151786280205,0.05579422132886824,0.36533679301452915,0.22772197064707816,0.35114701500952444,1.0,0.85,0.05
22,0.6605883207918894,0.21706017602779482,0.9050589648705774,0.17659138398397095,0.05613804044940744,0.27510776733748815,0.26476625883699634,0.3929879333761081,0.9890000000000001,0.9,0.05
23,0.6689827032485358,0.2004900927095583,0.9031610782872692,0.17947880045947306,0.08086520735942308,0.2767035314046792,0.33156797701405466,0.291283284221843,0.98042,0.9,0.05
24,0.681806052698066,0.2138997184811091,0.899574642587696,0.19330638828450863,0.07700321548816638,0.23411590270332402,0.44249889381150276,0.2201095879970068,0.9737275999999999,0.9,0.1
25,0.6853993809498282,0.22864911215859074,0.8948945755656845,0.19497918840079884,0.09123514333041119,0.27423270442929093,0.40736450428649096,0.18467517595380686,0.957507528,0.9,0.1
26,0.6855682907480052,0.21397723516240955,0.8967436116174305,0.18868526541934716,0.0890359824287877,0.26016269378619666,0.35130540546346384,0.24435179016155173,0.94485587184,0.9,0.0
27,0.6784024174291622,0.21483000535333593,0.9032148148866032,0.18696716675059027,0.05455461136642509,0.3127405351988585,0.2619976935959677,0.37070715983874863,1.0,0.9,0.05
28,0.6540252157653093,0.2756422258573829,0.9018338831962321,0.18974889234413175,0.06285648434320114,0.3779223946689276,0.16933113717790285,0.3788899838099684,0.9890000000000001,0.9,0.25
29,0.6349264683392107,0.26403701897697385,0.899192820258975,0.19349303076063196,0.06607089064125823,0.330901921651416,0.1753242439668485,0.40812294374047714,0.98042,0.9,0.05
30,0.6210503913512536,0.25799536844606064,0.8958920300807733,0.19982366892623657,0.06908554526090041,0.2888465761665441,0.19554226626735208,0.4202532123052035,0.9737275999999999,0.85,0.05
31,0.617695525396589,0.25458752175060784,0.888035731771135,0.19720936371809905,0.05413214324432245,0.3245537652412554,0.2620173123250734,0.3278043071893487,0.968507528,0.85,0.05
32,0.6173353373561364,0.2372195252925479,0.8802450493748333,0.19609255945229717,0.12080631985518189,0.30722734870545054,0.2730357920419612,0.2633664112374063,0.9644358718399999,0.85,0.05
33,0.6242394019122258,0.2230462979185897,0.8791208080358818,0.192459311494446,0.1040833365511626,0.29269712088597283,0.30094366126089206,0.3022758813019725,1.0,0.85,0.05
34,0.6385433780801055,0.20579691370397163,0.8772990515739545,0.19075592791274942,0.14026531049646854,0.26086047099257875,0.36525691876631455,0.22261729974463812,0.9889999999999999,0.85,0.05
35,0.6462610365184636,0.2088375781624355,0.8759383180679174,0.1894841063987736,0.11462301542102231,0.32029063004665914,0.3339184703511067,0.20916788418121182,0.978,0.85,0.05
36,0.6467194461034576,0.21756983850483272,0.879015802985613,0.18685215093604987,0.10092099850230674,0.3019047695155473,0.2862477619959618,0.2803464699861842,0.9694200000000001,0.9,0.1
37,0.6464255139723079,0.21595171817557554,0.882314637124211,0.19285028546888855,0.07886973718048529,0.2810991321394976,0.27356215944535794,0.30961657123465913,0.9431476,0.8,0.05
38,0.6421455199336951,0.21315515629292134,0.8901360974361342,0.19129259338555663,0.06025825436671798,0.2763683958319019,0.2081280943034382,0.4237527834979419,0.968507528,0.8,0.0
39,0.6373683069456482,0.21905580025950452,0.8927579757522149,0.18147937086481888,0.041502083862736724,0.3164077648127382,0.19309571379624585,0.40243030936827917,0.95343587184,0.85,0.05
40,0.6271188264363327,0.23560804180886602,0.8924237930551415,0.18365995542839764,0.048253945546784784,0.34008514780414545,0.17300898305897247,0.39991190362529727,0.9612599800352,0.9,0.1
41,0.623815387545404,0.24429867561482826,0.8915696926444658,0.1903504946397841,0.0425029564785432,0.2714014485557894,0.25337837843812283,0.39150000095500054,0.958782784427456,0.9,0.1
42,0.6124165385077425,0.2921736893980954,0.8805478588517518,0.19623453567862187,0.06964667476568073,0.338294009814465,0.2623962817892825,0.2935136054839874,0.9638505718534157,0.85,0.25
43,0.6137079167862035,0.267945460424406,0.8735764996309852,0.20515613122689547,0.07233907468780039,0.27348684466843903,0.32369570521707436,0.29744182147235043,0.9669634460456642,0.8,0.05
44,0.612172326361855,0.28385502817786396,0.8650949643311641,0.20363010301763249,0.09978712908546919,0.2708841139452728,0.32318653480603793,0.2688698221632201,0.9627276,0.8,0.2
45,0.6030503680565065,0.29537350635714443,0.855060196730005,0.21730604469358772,0.10362358199327584,0.29846976113181933,0.28830281454162365,0.2585313703332812,0.9489275279999999,0.75,0.2
46,0.5969723795805004,0.26969485133718035,0.8457562236107222,0.2105134678942032,0.13954091187688833,0.3130695288985581,0.25775711677651447,0.25406831428803905,0.9644358718399999,0.7,0.05
47,0.595181788472578,0.2516562560376359,0.8426111251494117,0.19856548164202745,0.0881240166549663,0.3508334595998862,0.24749231186140883,0.27481019191893863,0.9612599800352,0.65,0.05
48,0.5948021669579672,0.22336182393041476,0.8426835743472247,0.18629339547643614,0.10458671546058626,0.3430705925654594,0.21719347533684735,0.3119320010645629,0.976782784427456,0.65,0.0
49,0.6050225600575654,0.20801844322928967,0.841742538828884,0.17273871691010118,0.1317756002741913,0.3706019904080263,0.2581565834149726,0.22846582590280967,0.9889999999999999,0.65,0.05
50,0.6241635381701943,0.2087287429626156,0.8497518462933706,0.17893251010926275,0.09112745362506161,0.23498345471066046,0.3441793184091214,0.3101297732551565,0.98042,0.65,0.05
51,0.6391606281673701,0.1988863827718571,0.8568807771593765,0.18085135986745962,0.08867560767265867,0.2697414877823355,0.3363329143549075,0.2569775901900984,0.9517275999999999,0.6,0.0
52,0.6447284375439262,0.22532686852272374,0.864818713094949,0.19019917409609863,0.0729402686926405,0.2252010496782569,0.32785666072019104,0.30092954890891155,0.926927528,0.7,0.15
53,0.6414319287785247,0.22131645949690912,0.8741187279991284,0.1940377996524429,0.06435251392526717,0.22391608883295486,0.25333377519725403,0.370965222044524,0.9125676,0.75,0.0
54,0.636639051054154,0.2233569283818165,0.8778572748049868,0.19558450886589948,0.06734833288502848,0.2811987798886474,0.246945240521894,0.3280752467044301,0.9235675999999999,0.8,0.0
55,0.6253656848614436,0.2509795890905211,0.875983570133088,0.1937080153230227,0.05831681334582848,0.32037520305048345,0.21039541532979214,0.3115676962738959,0.900655128,0.8,0.15
56,0.6140298233789019,0.252060714274807,0.8730610453953613,0.19642053372246915,0.09828193263316848,0.3434344863882779,0.19752435981541777,0.3182667491631358,0.957507528,0.8,0.1
57,0.614038036807715,0.23306039970702835,0.869175323618842,0.18642676273566067,0.09760095357587464,0.3604981306361568,0.24176280014330814,0.25855811564466036,0.9584199999999999,0.8,0.05
58,0.6201359375839144,0.21037702982060394,0.8658727473424541,0.17745755187439854,0.102497038649581,0.37470289763721376,0.2553975043512949,0.20624255936191033,0.9388400000000001,0.9,0.0
59,0.6342744825283426,0.19433890527518635,0.8666992890529917,0.17048491378099756,0.09123301331547239,0.32440629957323575,0.31816288362914963,0.20076540348214228,0.9345675999999999,0.8,0.0
60,0.6479544000556284,0.18588099612733783,0.8695062438509693,0.16336199380829536,0.09210770878496184,0.3251844015005944,0.3255798962788356,0.19936312143560808,0.9422351279999999,0.8,0.0
61,0.6597952572367651,0.19359379385107015,0.8743574094023023,0.15984655348175789,0.08444596078373963,0.31514867560507914,0.3238161922355157,0.22309669937566548,0.946507528,0.95,0.05
62,0.6614436843856267,0.18335492156036987,0.8878041882882414,0.16017490931917502,0.05416726656099079,0.3074040433435058,0.22249793937597834,0.38535075071952507,0.9694200000000001,0.95,0.0
63,0.6538822573326859,0.19400851168686242,0.8972952132401936,0.17255043905091347,0.05177587449794727,0.2986503198486744,0.17214371092710443,0.42915769472627385,0.9517275999999999,0.9,0.0
64,0.6363045885739395,0.22917075227479228,0.8998843434489752,0.1760328674965189,0.04004144058914598,0.3149254050478393,0.13070502994214028,0.43267565242087447,0.918347528,0.9,0.1
65,0.626250758749906,0.22572165542618766,0.9016121389378313,0.18118441372951705,0.047890657720765104,0.2468813075276915,0.17446908714899603,0.5044865476025473,0.9737275999999999,0.9,0.05
