step,avg_cooperation_level,avg_average_trust,avg_ai_capability,avg_governance_capacity,avg_disturbance,avg_effective_disturbance,avg_effective_info,stable_share
59,0.8198205319878564,0.5103320312787618,0.8479833616885519,0.931948857145431,0.095,0.06799999999999999,0.6430722,0.75
60,0.8177843292286816,0.5141384126360591,0.8509683410837207,0.9274378402342143,0.125,0.092,0.6423918000000001,0.75
61,0.8155827671365253,0.5035968572209515,0.8538962292361398,0.9238085441419681,0.095,0.06799999999999999,0.6430722,0.75
62,0.8165134457151039,0.5061784044608142,0.856768584147782,0.92347221143076,0.05,0.036,0.6439794000000001,0.7
63,0.8175575149905804,0.5188707606490264,0.859581667313344,0.9221861869483436,0.125,0.08199999999999999,0.6426753000000001,0.65
64,0.8178444332970877,0.5183243860482254,0.8623389044345531,0.9219545132567699,0.11000000000000001,0.092,0.6423918000000001,0.6
65,0.8117775449598531,0.48244825041408035,0.86504317154753,0.9200669271089762,0.095,0.072,0.6429588,0.55
66,0.8071761873300687,0.4843038970502732,0.8676943147501668,0.9170085528322133,0.095,0.072,0.6429588,0.55
67,0.8058946659756264,0.4975562322813065,0.8702933218450957,0.9225526841528433,0.095,0.073,0.64293045,0.5
68,0.804454282723151,0.49731146664997067,0.8728397841134253,0.9262320901706349,0.10999999999999999,0.09999999999999999,0.6421650000000001,0.5
69,0.8193767003672564,0.5095455570918447,0.875337389107122,0.9492512726650318,0.095,0.079,0.6427603500000001,0.5
70,0.8239946568901269,0.5107984744325442,0.8777876341252112,0.9510567793447062,0.065,0.047,0.6436675500000001,0.6
71,0.8263366926792914,0.5232688191738291,0.8801882118081334,0.9508744083693592,0.095,0.076,0.6428454,0.65
72,0.8298407111990409,0.5282970869405305,0.8825431647682963,0.9490037060380587,0.065,0.046,0.6436959000000001,0.65
73,0.8337661558714651,0.5168144092171664,0.8848515302910167,0.9547178297391762,0.065,0.052000000000000005,0.6435258,0.65
74,0.83138382393313,0.5173886006984489,0.8871135025177125,0.95199246449789,0.11000000000000001,0.073,0.64293045,0.65
75,0.8274255148988535,0.5181212102289139,0.8893311834209502,0.9474720970999222,0.095,0.06999999999999999,0.6430155000000001,0.65
76,0.8317800764675789,0.5309925200843237,0.8915055801956407,0.9471010321510868,0.095,0.064,0.6431856,0.65
77,0.8402310842758803,0.5429783340744627,0.8936367473632052,0.9528553737837007,0.095,0.075,0.64287375,0.7
78,0.8457062737318853,0.5555271764361696,0.895727815952214,0.9546173666660053,0.05,0.036,0.6439794000000001,0.7
79,0.842635108265605,0.5549468353302516,0.897776622177392,0.9502695871366287,0.095,0.062,0.6432423,0.75
80,0.8416156264325674,0.565977232844098,0.8997847807623078,0.9458101764669105,0.11000000000000001,0.071,0.6429871500000001,0.75
81,0.838318437698884,0.5528871499015847,0.9017538730842842,0.9417820331962657,0.095,0.062,0.6432423,0.75
82,0.8387537571943959,0.5526276983583485,0.9036844422648009,0.9393644234780755,0.08,0.057999999999999996,0.6433557000000001,0.8
83,0.8354912895850022,0.5526214712905245,0.9055753544126048,0.9344227291832764,0.13999999999999999,0.1,0.6421650000000001,0.8
84,0.8414807907556121,0.5759614469893326,0.9074310310340961,0.9330991129081845,0.08,0.053000000000000005,0.6434974500000001,0.75
85,0.8335052064235595,0.527913212374713,0.9092499244173323,0.9295433571366566,0.095,0.061,0.64327065,0.8
86,0.8383947790160734,0.5522411483798043,0.911033039609771,0.9302826992979984,0.095,0.062,0.6432423,0.75
87,0.8405342321975434,0.564729206372303,0.9127818377753144,0.927392183389794,0.065,0.043,0.64378095,0.8
88,0.8419025973712586,0.5752879806080171,0.9144955923334633,0.9240705802128687,0.095,0.061,0.64327065,0.8
89,0.8477165498039543,0.5852926185180765,0.9161760732114775,0.9289556140020089,0.065,0.05,0.6435825000000001,0.75
90,0.8533762040322813,0.6066055203945209,0.9178234198320835,0.9333779638546265,0.08,0.053000000000000005,0.6434974500000001,0.75
91,0.8578340854826838,0.6056104508807705,0.9194380776222999,0.9417258839697522,0.095,0.062,0.6432423,0.75
92,0.854783550517103,0.5904083331325425,0.9210213518938538,0.938148674563424,0.08,0.052000000000000005,0.6435258,0.8
93,0.8566263230707387,0.5999917676216018,0.9225735107057096,0.9391317603927549,0.08,0.052000000000000005,0.6435258,0.8
94,0.8549482555215743,0.573912509549933,0.9240957573719761,0.9368915906039932,0.05,0.033999999999999996,0.6440361,0.8
95,0.8540413468513494,0.5837497170974991,0.9255867203950237,0.934678108410113,0.11000000000000001,0.076,0.6428454,0.8
96,0.8618011943220321,0.6062478572101094,0.92704972572512,0.9393750864753979,0.05,0.033999999999999996,0.6440361,0.8
97,0.8660698372365466,0.627192277225471,0.9284836884669236,0.9379818654146955,0.065,0.043,0.64378095,0.8
98,0.8645939154067582,0.6228371870195808,0.9298889471311711,0.9343151595587799,0.095,0.06,0.6432990000000001,0.85
99,0.8639904617592299,0.619217800289533,0.9312671299007287,0.9313299562293322,0.065,0.041999999999999996,0.6438093,0.85
