step,avg_cooperation_level,avg_average_trust,avg_ai_capability,avg_governance_capacity,avg_disturbance,avg_effective_info,coop_above_080_share
67,0.6145998137007962,0.14391591325822237,0.8538989898761298,0.7053500291888208,0.135,0.52862125,0.05
68,0.6135998693872395,0.1519700287941776,0.8565174469914268,0.7033857944536972,0.14500000000000002,0.5281487500000001,0.05
69,0.6123457390493547,0.15506386915894677,0.8590899917316973,0.701697502161576,0.135,0.52862125,0.05
70,0.612932754260588,0.15401615859284962,0.8616184097845908,0.7005969606044136,0.11500000000000002,0.52956625,0.05
71,0.6156741372512199,0.16365466349892238,0.864099987389673,0.6989828730057848,0.13,0.5288575000000001,0.05
72,0.6169112714296691,0.16516007031708196,0.8665385068833664,0.6978080556438506,0.11500000000000002,0.52956625,0.05
73,0.6156707975180957,0.1463438399445543,0.868933745199487,0.6967180525019371,0.11000000000000001,0.5298025000000001,0.0
74,0.6157539144448578,0.1504558858407231,0.871283210680309,0.6946677043246404,0.14,0.528385,0.0
75,0.6160624943796865,0.14481625835225623,0.8735905584430286,0.692536848782899,0.14,0.528385,0.0
76,0.6158150705441642,0.15229721224697582,0.8758569943069208,0.6904979293289584,0.135,0.52862125,0.0
77,0.6171731154853772,0.16294087811617322,0.8780827946173535,0.69139267570445,0.135,0.52862125,0.0
78,0.6204531771646877,0.16686301809591805,0.8802717113624443,0.6902624686079357,0.1,0.530275,0.0
79,0.6213701796427464,0.16365622461874832,0.8824187823094658,0.6881388802945092,0.13,0.5288575000000001,0.0
80,0.6223095465687792,0.17039259650611271,0.8845256826674468,0.6853084706313672,0.15,0.5279125,0.0
81,0.620414130868938,0.15204583180099726,0.8865960581249641,0.6828990208813599,0.135,0.52862125,0.0
82,0.6206472792263618,0.16023997261563147,0.8886305197753638,0.6809102206479175,0.12000000000000002,0.5293300000000001,0.0
83,0.6181405990764401,0.1584334832142687,0.890624141760173,0.6771168877871079,0.17500000000000002,0.52673125,0.0
84,0.6217524513267566,0.17384000582270406,0.8925863393730383,0.6750048575419656,0.12000000000000002,0.5293300000000001,0.0
85,0.616799819602521,0.15055680881930403,0.8945125735072347,0.6725218701834494,0.13,0.5288575000000001,0.0
86,0.6183312044844775,0.1656831774115333,0.8964038910798289,0.6697994898239458,0.135,0.52862125,0.0
87,0.6223618578898009,0.17929640262319715,0.8982631344375618,0.6677979332268216,0.11000000000000001,0.5298025000000001,0.0
88,0.6239001214156616,0.18790695296968718,0.9000864837498378,0.664600763856884,0.14500000000000002,0.5281487500000001,0.0
89,0.6247231369677495,0.19165126082941336,0.9018792816531385,0.6622852611681995,0.11500000000000002,0.52956625,0.0
90,0.6278074424878277,0.2063101428185193,0.9036395621530653,0.6597439447880855,0.12000000000000002,0.5293300000000001,0.0
91,0.6259507979502121,0.20423596022476054,0.9053668977349926,0.656514800018111,0.14,0.528385,0.0
92,0.6251029975667238,0.18471883760959548,0.9070642745211381,0.6536800952983837,0.125,0.52909375,0.0
93,0.6260143032139218,0.19010543343228298,0.9087312083931293,0.6507694093727183,0.125,0.52909375,0.0
94,0.6229699121861536,0.16232264003768396,0.9103698596862382,0.6485834753294883,0.1,0.530275,0.0
95,0.6205504772942871,0.16456600241015507,0.9119755974468344,0.644587278402391,0.155,0.5276762500000001,0.0
96,0.6225044813063376,0.1804514056426723,0.9135559985733244,0.6422628258969441,0.1,0.530275,0.0
97,0.6251864275433276,0.19567008397209468,0.9151074122357657,0.639550024449834,0.11000000000000001,0.5298025000000001,0.0
98,0.6241781811383392,0.18687765472671516,0.9166291773292412,0.6357989855439864,0.14,0.528385,0.0
99,0.6251695822820352,0.18851917855964945,0.9181254365611851,0.6329519331752135,0.11000000000000001,0.5298025000000001,0.0
