disturbance_level,coupling_delay,k_t_star,threshold_found,node_b_failure_rate,node_b_final_stability,node_b_final_trust,node_a_final_stability,node_a_final_trust
0.2,0,0.02,True,0.0,0.9803717214524413,0.9542858844750703,0.9993648418983353,0.9942658382398915
0.2,1,0.02,True,0.0,0.9794173192414586,0.9526174061105873,0.9993377523570798,0.9942685914847409
0.2,2,0.02,True,0.0,0.9794898434323928,0.9527409022556895,0.9993202465845865,0.994213326986995
0.4,0,0.02,True,0.0,0.9803717213845022,0.9542858844224525,0.9993648418983339,0.9942658382398821
0.4,1,0.02,True,0.0,0.9794173190852027,0.9526174059914556,0.999337752357078,0.9942685914847283
0.4,2,0.02,True,0.0,0.9794898432922297,0.9527409021542944,0.9993202465845836,0.9942133269869764
0.6,0,0.02,True,0.0,0.980371721445391,0.9542858844722966,0.9993648418983355,0.9942658382398839
0.6,1,0.02,True,0.0,0.9794173192195572,0.9526174061034063,0.9993377523570798,0.9942685914847301
0.6,2,0.02,True,0.0,0.9794898433929735,0.9527409022412192,0.9993202465845862,0.9942133269869794
