run_index,seed,final_cooperation,min_cooperation,max_cooperation,final_trust,final_ai_capability,final_governance_capacity,first_breach_step,recovery_step,stable_run,recovered_run,fragile_run,max_step_change
0,42,0.8521532180741958,0.811650662804353,0.9427983360146731,0.5025894529464202,0.9312426546449992,0.9729645377508304,,,1,0,0,0.05608426740086725
1,43,0.8861125581954742,0.8244316895076598,0.9887464043273897,0.7276787074321956,0.9312211781444254,0.9104037304380349,,,1,0,0,0.055763705192982016
2,44,0.8169207879289954,0.704096724618912,0.9512340669793968,0.32782521847412727,0.9311272436834048,0.9857719803778228,60,73,0,1,0,0.07563800405834753
3,45,0.9455444044308466,0.5917952729239762,0.9455444044308466,0.8116230089314727,0.9311376000197664,0.9903882862248753,2,57,0,1,0,0.0876794147125004
4,46,0.8688181911896942,0.7624036082736887,0.9581919227892881,0.6252472101742309,0.9311766139900024,0.9573617908711991,66,77,0,1,0,0.05939909793157783
5,47,0.8667359670878452,0.6220030927688125,0.9079592923985866,0.6024325095681142,0.9311575069231471,0.9805787071983397,7,12,0,1,0,0.09020489992192349
6,48,0.9498387502708286,0.6050814341698574,0.9498387502708286,0.843092778929828,0.9311805948842331,0.9586913048762545,35,77,0,1,0,0.07176265690370542
7,49,0.8752610856767447,0.7569267961614339,0.9274665214523399,0.6660449471690653,0.9311845755483464,0.956333545091592,46,55,0,1,0,0.060390552752188076
8,50,0.8827515160931384,0.7661989577850725,0.9539923045274574,0.7098350316203327,0.9312283389100098,0.9097084435615984,18,21,0,1,0,0.058450260553731814
9,51,0.7197509022626041,0.6039647292197166,0.8916780089230509,0.2852032659396479,0.931144765452694,0.8105678231625033,17,32,0,1,1,0.05967658017003008
10,52,0.8970305184600096,0.6305139134462878,0.9265819507286194,0.6482364769794965,0.9311590998279144,0.990372274344744,21,71,0,1,0,0.0815550121708093
11,53,0.840774342793607,0.7732483952706717,0.9904685762142386,0.581769006961501,0.9312402690294909,0.8982310083037401,63,69,0,1,0,0.054683349956256455
12,54,0.8577943638786715,0.7006597815247316,0.9441838412587606,0.618595786373774,0.9312498123191312,0.9651204284135341,12,45,0,1,0,0.06993795579481832
13,55,0.9646053238679917,0.792388850745303,0.9877529779875064,0.9064928489810361,0.9312339056956146,0.8919787112470661,52,54,0,1,0,0.05190278731367426
14,56,0.7722016573346737,0.6878633662628816,0.9072830164929817,0.48028084532163634,0.931184575051179,0.8919618311176135,13,29,0,1,1,0.06144367987649857
15,57,0.6946114390415337,0.6167286294482173,0.9027077688901023,0.2984300843097079,0.9311431719399084,0.8432833152147352,18,27,0,1,1,0.08756703082844197
16,58,0.9141789547006207,0.8137139658098376,0.9650709976992969,0.6989670021535895,0.9312784339111337,0.9858237089320604,,,1,0,0,0.04904594029870868
17,59,0.7996336691169843,0.7289598871022833,0.9685610315634643,0.5741254599286045,0.9312140177097296,0.9080544255674758,62,78,0,1,1,0.057570294766057684
18,60,0.7007225087790263,0.6069193904924653,0.8835450175201786,0.2938916981042814,0.9311575067020299,0.8169733362263885,8,11,0,1,1,0.054963589309654726
19,61,0.8593487131795907,0.831255336111804,0.9550452796251796,0.4245327001102222,0.9312498119881684,0.977097840611788,,,1,0,0,0.05241585089806011
