run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,random,500,False,False,0.107,1.0,1.0,0,1,1.0,0.912,57,52,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
2,43,random,500,False,False,0.057,1.0,1.0,0,1,1.0,0.889,63,56,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
