step,avg_trust,avg_disturbance,avg_stability,avg_cognitive_distortion,avg_disturbance_damping,avg_cognitive_filtering,avg_trust_recovery,avg_reinforcement,avg_intervention_total,stability_share,shock_share
0,0.7597974009560763,0.20755080994410635,0.892,0.1916205787738902,0.0,0.0,0.0,0.96,0.96,1.0,0.1
1,0.7544818016285874,0.2149550764232619,0.9182804827247221,0.20992509487473612,0.0898876404494382,0.0898876404494382,0.4943820224719101,0.5258426966292135,1.1999999999999997,1.0,0.05
2,0.7508709593536194,0.21679040657539392,0.9293422530390142,0.20426068992500251,0.05748475921578021,0.2701429870638815,0.4740838235086988,0.39828843021163945,1.1999999999999997,1.0,0.1
3,0.7357250503740719,0.23624635229556765,0.9354095995451465,0.20585023313189935,0.05082434187786276,0.3132803377691231,0.35645826152069315,0.47943705883232096,1.2,1.0,0.15
4,0.729268843614694,0.22440961937157605,0.9375757007264568,0.19803879441431885,0.09811646612802087,0.3522156230121082,0.3917948975499045,0.35787301330996646,1.2,1.0,0.05
5,0.725996496929229,0.21633160160750547,0.9366901124483858,0.18279554732651274,0.10438856958883869,0.38063215205150036,0.367267341273749,0.3477119370859119,1.2,1.0,0.05
6,0.7195975297758882,0.21043668450060243,0.9416507235120133,0.1785721688374149,0.0958018514165102,0.32761501402273563,0.31273829028235434,0.46384484427839984,1.2,1.0,0.1
7,0.7204951487020865,0.20522187989918006,0.9456443947330104,0.18087748684876986,0.0921238961622955,0.2704767230764925,0.37733934135466285,0.46006003940654916,1.2,1.0,0.05
8,0.7144590917072869,0.20338394159597123,0.951669002727226,0.17706870410112432,0.08954596541616584,0.27133678497671176,0.30303636697663094,0.5360808826304914,1.2,1.0,0.0
9,0.7079241934574301,0.21845527466170908,0.9558748878818385,0.18885272114614307,0.05865152915790202,0.274532250811859,0.3211489141405154,0.5456673058897235,1.2,1.0,0.1
10,0.7046449427112877,0.21909896088509034,0.9511004333366948,0.17570323072565414,0.10225531968668691,0.3894048348829559,0.3239011034871463,0.38443874194321087,1.2,1.0,0.1
11,0.6948103328884396,0.20450710308453918,0.953592889093291,0.17591777400885963,0.10661091912154888,0.28884888118479984,0.22634939818442815,0.5781908015092231,1.2,1.0,0.05
12,0.6901737880033461,0.19727002750638029,0.9554427700710677,0.18402805559389263,0.09861587090414506,0.25921735513758937,0.257207549219836,0.5849592247384295,1.2,1.0,0.0
13,0.6971129375307622,0.17896971558342767,0.9566688773731744,0.17124163100912276,0.10292985594404443,0.32973170857802037,0.3265348820346873,0.44080355344324795,1.2,1.0,0.0
14,0.6897764919161089,0.20005385037149534,0.9571472100103247,0.15856437109488963,0.09673482133592932,0.36376044177979444,0.2143619691692174,0.5251427677150589,1.2,1.0,0.1
15,0.6801351050167422,0.19779090705032634,0.9583449684635417,0.158292927710064,0.10523485646544109,0.31041908582700556,0.17036225505831187,0.6139838026492415,1.2,1.0,0.1
16,0.6761685617144717,0.1804072121184959,0.9594249436729811,0.1534633233131171,0.0872172549371996,0.3687645183810413,0.18377313276157842,0.5602450939201806,1.2,1.0,0.0
17,0.6692616470138983,0.1949311619561733,0.9635572264810449,0.1618238691978194,0.06931154020417883,0.28922423920152374,0.18194144019686906,0.6586843120696029,1.1991615316721744,1.0,0.05
18,0.6665380455362147,0.21134992643312106,0.9595383532175061,0.16104207586918215,0.08807466818424062,0.32355881484230326,0.24045286482897107,0.5479136521444851,1.2,1.0,0.1
19,0.6632557214283474,0.21373003897338455,0.9572737337297754,0.16588975129024225,0.0795857316147069,0.30448627522835847,0.24682370766458575,0.5691042854923489,1.2,1.0,0.05
20,0.6616495312759559,0.19508055618555803,0.9539859682853136,0.1715232394473763,0.1158623620758098,0.2945583154273783,0.23286812886613412,0.5567111936306779,1.2,1.0,0.0
21,0.6571469163520425,0.19709189716812717,0.9506341854817013,0.1659409386174789,0.07580503452273524,0.3954221855960113,0.19829408523687203,0.5299224953110946,1.1994438006667132,1.0,0.05
22,0.6535487905319498,0.20007452636658324,0.9484407462360517,0.15818165706040424,0.1019918173881825,0.384621532519979,0.19618286401938478,0.5164171834879736,1.19921339741552,1.0,0.05
23,0.655497071100124,0.18524515332067523,0.949659370008449,0.16025864213394647,0.08572447397146034,0.33270425018721417,0.22057081920847268,0.5610004566328528,1.2,1.0,0.05
24,0.6475172124616229,0.2011904534915442,0.9459502200769061,0.1584379536682257,0.07824290042956916,0.44117467721404874,0.15054358653901187,0.5300388358173702,1.2,1.0,0.1
25,0.6407520383406687,0.2188413179800392,0.9442505116655214,0.16465238225440523,0.08432296599437397,0.3404450291016551,0.18167916284343505,0.5935528420605358,1.2,1.0,0.1
