disturbance_level,coupling_delay,trust_coupling,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach,node_a_final_trust,node_b_final_trust
0.2,0,0.0,0.9989017927546525,0.9199343090802469,1.0,0.923,0.0,0.1,0.0,0.45,0.5,0.1,0.024025743873086185,0.0848900284994718,0.0,0.9629383698871067,0.8011265314149691
0.2,0,0.01,0.999275034771092,0.9588739929341414,1.0,0.9640000000000001,0.0,0.05,0.0,0.15,0.2,0.05,0.271191061853403,0.04593285572530194,0.0,0.9872231978403379,0.8999304309157223
0.2,0,0.02,0.9993648418983353,0.9803717214524413,1.0,0.9875,0.0,0.0,0.0,0.15,0.15,0.0,0.531409674547319,0.022730980229607574,0.0,0.9942658382398915,0.9542858844750703
0.2,0,0.05,0.9996620460623596,0.9955677174147551,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443298166088018,0.005834690485975802,0.0,0.9985331001779498,0.9972951299252231
0.2,0,0.1,0.9996666888985304,0.9978086799328235,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9277618613580805,0.003445555644147884,0.0,1.0,1.0
0.2,0,0.2,0.9996666888985304,0.9978213514112013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9293405248404898,0.003280604792116803,0.0,1.0,1.0
0.2,1,0.0,0.9988403641593673,0.9164700850918479,1.0,0.9185000000000001,0.0,0.1,0.0,0.45,0.5,0.1,-0.0035412056811690725,0.08797739919861053,0.0,0.9623596370681712,0.7946005463705224
0.2,1,0.01,0.9992481842097769,0.9564320233988155,1.0,0.9605,0.0,0.1,0.0,0.15,0.25,0.1,0.25091294804550596,0.04827282506432175,0.0,0.9870730795916384,0.8957855499087796
0.2,1,0.02,0.9993377523570798,0.9794173192414586,1.0,0.9869999999999999,0.0,0.0,0.0,0.15,0.15,0.0,0.5142155686607404,0.024204958466782077,0.0,0.9942685914847409,0.9526174061105873
0.2,1,0.05,0.9996371132598162,0.9954040082003935,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8463364650681313,0.006233379391175404,0.0,0.9984914048269211,0.9973477085310364
