topology,chain_length,k_D,k_C,k_T,intrinsic_decay,run_index,seed,failure_rate,affected_share,cascade_depth,sustained_failure_steps,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
chain,50,0.01,0.02,0.0,0.08,17,59,0.0,0.14285714285714285,36,19,57,0,36,10|4|10|5|13,network_wide,49
chain,50,0.01,0.02,0.0,0.08,18,60,0.0,0.14285714285714285,35,19,57,0,35,10|4|10|5|14,network_wide,49
chain,50,0.01,0.02,0.0,0.08,19,61,0.0,0.16326530612244897,34,19,16,0,34,6|2|4|10|5|15,network_wide,49
chain,50,0.01,0.02,0.0,0.09,0,42,0.0,0.1836734693877551,47,10,4,0,47,4|4|5|12|4|10|2,network_wide,49
chain,50,0.01,0.02,0.0,0.09,1,43,0.0,0.20408163265306123,46,10,5,1,46,3|4|5|9|2|4|10|3,network_wide,49
chain,50,0.01,0.02,0.0,0.09,2,44,0.0,0.20408163265306123,45,10,4,1,45,2|4|5|9|2|4|10|4,network_wide,49
chain,50,0.01,0.02,0.0,0.09,3,45,0.0,0.20408163265306123,44,10,4,1,44,1|4|5|9|2|4|10|5,network_wide,49
chain,50,0.01,0.02,0.0,0.09,4,46,0.0,0.20408163265306123,49,10,5,1,49,4|5|9|2|4|10|5,network_wide,49
chain,50,0.01,0.02,0.0,0.09,5,47,0.0,0.20408163265306123,48,10,5,1,48,4|5|9|2|4|10|5|1,network_wide,49
chain,50,0.01,0.02,0.0,0.09,6,48,0.0,0.20408163265306123,47,10,4,1,47,3|5|9|2|4|10|5|2,network_wide,49
chain,50,0.01,0.02,0.0,0.09,7,49,0.0,0.1836734693877551,46,10,5,0,46,2|5|12|4|10|5|3,network_wide,49
chain,50,0.01,0.02,0.0,0.09,8,50,0.0,0.20408163265306123,45,10,5,1,45,1|5|9|2|4|10|5|4,network_wide,49
chain,50,0.01,0.02,0.0,0.09,9,51,0.0,0.1836734693877551,44,10,6,0,44,5|9|2|4|10|5|5,network_wide,49
chain,50,0.01,0.02,0.0,0.09,10,52,0.0,0.16326530612244897,43,10,47,0,43,15|2|4|10|5|6,network_wide,49
chain,50,0.01,0.02,0.0,0.09,11,53,0.0,0.1836734693877551,42,10,5,0,42,4|9|2|4|10|5|7,network_wide,49
chain,50,0.01,0.02,0.0,0.09,12,54,0.0,0.16326530612244897,41,10,47,0,41,13|2|4|10|5|8,network_wide,49
chain,50,0.01,0.02,0.0,0.09,13,55,0.0,0.16326530612244897,40,10,47,0,40,12|2|4|10|5|9,network_wide,49
chain,50,0.01,0.02,0.0,0.09,14,56,0.0,0.1836734693877551,39,10,5,0,39,1|9|2|4|10|5|10,network_wide,49
chain,50,0.01,0.02,0.0,0.09,15,57,0.0,0.16326530612244897,38,10,47,0,38,9|2|4|10|5|11,network_wide,49
chain,50,0.01,0.02,0.0,0.09,16,58,0.0,0.16326530612244897,37,10,47,0,37,9|2|4|10|5|12,network_wide,49
chain,50,0.01,0.02,0.0,0.09,17,59,0.0,0.16326530612244897,36,10,47,0,36,8|2|4|10|5|13,network_wide,49
chain,50,0.01,0.02,0.0,0.09,18,60,0.0,0.16326530612244897,35,10,47,0,35,7|2|4|10|5|14,network_wide,49
chain,50,0.01,0.02,0.0,0.09,19,61,0.0,0.16326530612244897,34,10,47,0,34,6|2|4|10|5|15,network_wide,49
chain,50,0.01,0.03,0.0,0.06,0,42,0.0,0.30612244897959184,47,20,4,1,47,4|4|2|2|1|2|4|2|4|3|5|2,network_wide,49
chain,50,0.01,0.03,0.0,0.06,1,43,0.0,0.2857142857142857,46,20,4,1,46,3|4|5|1|2|4|2|4|3|5|3,network_wide,49
chain,50,0.01,0.03,0.0,0.06,2,44,0.0,0.30612244897959184,49,20,4,1,49,2|4|5|1|2|4|2|4|3|5|3,network_wide,49
chain,50,0.01,0.03,0.0,0.06,3,45,0.0,0.32653061224489793,48,20,4,1,48,1|3|5|1|2|4|2|4|3|5|3|1,network_wide,49
chain,50,0.01,0.03,0.0,0.06,4,46,0.0,0.32653061224489793,49,27,4,1,49,3|5|1|2|4|2|4|3|5|3|1,network_wide,49
chain,50,0.01,0.03,0.0,0.06,5,47,0.0,0.30612244897959184,48,20,5,1,48,3|5|1|2|4|2|4|3|5|3|1|1,network_wide,49
chain,50,0.01,0.03,0.0,0.06,6,48,0.0,0.30612244897959184,47,20,4,1,47,3|5|1|2|4|2|4|3|5|3|1|2,network_wide,49
chain,50,0.01,0.03,0.0,0.06,7,49,0.0,0.32653061224489793,46,20,4,1,46,2|2|2|1|2|4|2|4|3|5|3|1|3,network_wide,49
chain,50,0.01,0.03,0.0,0.06,8,50,0.0,0.32653061224489793,45,20,4,1,45,1|2|2|1|2|4|2|4|3|5|3|1|4,network_wide,49
chain,50,0.01,0.03,0.0,0.06,9,51,0.0,0.30612244897959184,49,20,5,1,49,5|1|2|4|2|4|3|5|3|1|4,network_wide,49
chain,50,0.01,0.03,0.0,0.06,10,52,0.0,0.2857142857142857,43,20,5,1,43,5|1|2|4|2|4|3|5|3|1|6,network_wide,49
chain,50,0.01,0.03,0.0,0.06,11,53,0.0,0.2857142857142857,42,20,4,1,42,4|1|2|4|2|4|3|5|3|1|7,network_wide,49
chain,50,0.01,0.03,0.0,0.06,12,54,0.0,0.2857142857142857,41,20,5,1,41,2|1|2|4|2|4|3|5|3|1|8,network_wide,49
chain,50,0.01,0.03,0.0,0.06,13,55,0.0,0.2857142857142857,40,20,5,1,40,2|1|2|4|2|4|3|5|3|1|9,network_wide,49
chain,50,0.01,0.03,0.0,0.06,14,56,0.0,0.2857142857142857,39,20,4,1,39,1|1|2|4|2|4|3|5|3|1|10,network_wide,49
chain,50,0.01,0.03,0.0,0.06,15,57,0.0,0.2653061224489796,38,20,15,1,38,1|2|4|2|4|3|5|3|1|11,network_wide,49
chain,50,0.01,0.03,0.0,0.06,16,58,0.0,0.2653061224489796,37,20,15,1,37,1|2|4|2|4|3|5|3|1|12,network_wide,49
chain,50,0.01,0.03,0.0,0.06,17,59,0.0,0.24489795918367346,36,20,15,1,36,2|4|2|4|3|5|3|1|13,network_wide,49
chain,50,0.01,0.03,0.0,0.06,18,60,0.0,0.24489795918367346,35,20,15,1,35,2|4|2|4|3|5|3|1|14,network_wide,49
chain,50,0.01,0.03,0.0,0.06,19,61,0.0,0.24489795918367346,34,20,15,1,34,1|4|2|4|3|5|3|1|15,network_wide,49
chain,50,0.01,0.03,0.0,0.07,0,42,0.0,0.2857142857142857,47,20,4,1,47,4|4|2|2|1|2|4|2|4|9|2,network_wide,49
chain,50,0.01,0.03,0.0,0.07,1,43,0.0,0.2857142857142857,46,20,5,1,46,3|3|5|1|2|4|2|4|9|3,network_wide,49
chain,50,0.01,0.03,0.0,0.07,2,44,0.0,0.2857142857142857,45,20,4,1,45,2|3|5|1|2|4|2|4|9|4,network_wide,49
chain,50,0.01,0.03,0.0,0.07,3,45,0.0,0.30612244897959184,44,26,4,1,44,1|3|2|2|1|2|4|2|4|9|5,network_wide,49
chain,50,0.01,0.03,0.0,0.07,4,46,0.0,0.2857142857142857,49,27,4,1,49,3|5|1|2|4|2|4|9|5,network_wide,49
chain,50,0.01,0.03,0.0,0.07,5,47,0.0,0.2653061224489796,48,20,5,1,48,3|5|1|2|4|2|4|9|5|1,network_wide,49
