run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.7138682787821763,0.6997571941444727,0.95130753917001,0.4794356796058109,0.24882373671822866,0.1327680892408612,0.92,92,,0,0,1,never_recovered,0.91122
1,43,0.8146208062923376,0.6959301223074599,0.9817728068189628,0.5226093791482657,0.4684226764830772,0.14149223702226368,0.87,83,96,0,1,0,,0.8842877455999999
2,44,0.8439810061294237,0.7657770222354071,0.9712123392514442,0.45712043185726536,0.37299053956397743,0.2981573764807863,0.94,67,73,0,1,0,,0.88130152
3,45,0.8582077581966367,0.8116296840400296,0.971668860588994,0.6232631423592351,0.16573763748131295,0.15689545999839807,1.0,,,1,0,0,,0.8886175199999999
4,46,0.8190528495768262,0.7009669965548571,0.9737755537124507,0.5373642308078729,0.15068526426975895,0.23359778610899934,0.84,33,45,0,1,0,,0.8614419199360001
5,47,0.8056845264385596,0.7184765089601366,0.9535587105761758,0.6126878578174969,0.2539810103234668,0.18187036151778388,0.82,63,71,0,1,0,,0.8522620656
6,48,0.7222917588492789,0.7222917588492789,0.9598375891460451,0.46258836498765266,0.223204841093,0.187444978341388,0.76,14,32,0,1,1,ended_below_threshold,0.8507707528605312
7,49,0.965012771482167,0.6755580122327414,0.965012771482167,0.6986705914652511,0.12141552031208401,0.2415153394289121,0.77,49,72,0,1,0,,0.8726395856000001
8,50,0.8610137520351386,0.7520978622331131,0.9497600048229926,0.5686686444198277,0.2516336647108015,0.1620932395727659,0.87,36,43,0,1,0,,0.875588
9,51,0.8251682095163859,0.6756336072223567,0.9464937938990752,0.5339283384283212,0.1955284313558331,0.262677400241481,0.66,36,45,0,1,0,,0.8334176368
10,52,0.937440707581355,0.8070931288397027,0.9656906670118115,0.6050643093364134,0.24633514482710336,0.2059627918925421,1.0,,,1,0,0,,0.889988
11,53,0.8933548078082647,0.7568769581263214,0.9821772765552231,0.5503645441445256,0.18503562401977283,0.17148371923295117,0.89,57,68,0,1,0,,0.8573703872312143
12,54,0.8902351135699889,0.7626764596974918,0.9603262285667289,0.6307046588263453,0.2670812806886277,0.2616789275208049,0.95,34,39,0,1,0,,0.87227024
13,55,0.9521825670874078,0.7615980456807168,0.9736115238944302,0.7178409062420894,0.1560473453147256,0.10793160891249616,0.8,64,84,0,1,0,,0.879940425568
14,56,0.817975884627091,0.7585725564354727,0.9841722615502747,0.562420793316503,0.23350949502523338,0.2985609220394144,0.76,24,37,0,1,0,,0.8388703615680001
15,57,0.8239780317999056,0.7209896881102156,0.9797321892857699,0.5867701547916324,0.1799746598841244,0.22473479445316685,0.79,59,76,0,1,0,,0.8674677599999999
16,58,0.780942174763601,0.7185262779076177,0.9599233634339699,0.6509206617291718,0.2570836553085799,0.21430167961829472,0.71,36,37,0,1,1,ended_below_threshold,0.8529133596234708
17,59,0.8960470355180848,0.7321895738045304,0.9688821969128458,0.6483492466015321,0.17039143187327593,0.15803649185137555,0.76,32,56,0,1,0,,0.8430646540234709
18,60,0.9225262681767088,0.7099713827670158,0.9732073437760271,0.6532012385262209,0.10313943804302175,0.2041701634192986,0.85,57,72,0,1,0,,0.85603256
19,61,0.8072158630304727,0.6290879004989283,0.9608965923887696,0.581696618962905,0.2747279412375722,0.3108542712061808,0.73,47,74,0,1,0,,0.8264839072312143
