run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.998,0.941,0.728,0.683,0.728,100,0,,False,True,0.0,none,0,0,0
2,43,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.988,0.906,0.715,0.665,0.719,100,0,,False,True,0.0,none,0,0,0
3,44,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.946,0.735,0.707,0.763,100,0,190,True,False,0.0,none,0,0,0
4,45,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.995,0.945,0.752,0.703,0.755,100,0,180,True,False,0.0,none,0,0,0
5,46,scale-free,500,True,True,1.0,1.0,1.0,1,2,0.983,0.0,2,0,0.1,0.999,0.943,0.734,0.687,0.738,100,0,,False,True,0.0,none,0,0,0
