s_threshold,run_index,seed,trigger_A_fired,sustained_ignition_observed,false_alarm,network_failure_rate,final_cooperation,final_trust
0.15,10,52,0,0,0,0.0,0.8997404622158004,0.8997404622158004
0.15,11,53,0,0,0,0.0,0.9030906131773109,0.9030906131773109
0.15,12,54,0,0,0,0.0,0.902611290041956,0.902611290041956
0.15,13,55,0,0,0,0.0,0.901135489072584,0.901135489072584
0.15,14,56,0,0,0,0.0,0.9002648575440021,0.9002648575440021
0.15,15,57,0,0,0,0.0,0.903251445521455,0.903251445521455
0.15,16,58,0,0,0,0.0,0.9006132424517618,0.9006132424517618
0.15,17,59,0,0,0,0.0,0.9012403602841691,0.9012403602841691
0.15,18,60,0,0,0,0.0,0.90308762253538,0.90308762253538
0.15,19,61,0,0,0,0.0,0.9015650210333602,0.9015650210333602
0.15,20,62,0,0,0,0.0,0.8976221913080022,0.8976221913080022
0.15,21,63,0,0,0,0.0,0.9023697328747426,0.9023697328747426
0.15,22,64,0,0,0,0.0,0.9054546653792577,0.9054546653792577
0.15,23,65,0,0,0,0.0,0.9030031734730887,0.9030031734730887
0.15,24,66,0,0,0,0.0,0.9033920155259484,0.9033920155259484
0.15,25,67,0,0,0,0.0,0.9020574729969262,0.9020574729969262
0.15,26,68,0,0,0,0.0,0.9027100046502938,0.9027100046502938
0.15,27,69,0,0,0,0.0,0.9011949261150858,0.9011949261150858
0.15,28,70,0,0,0,0.0,0.9011111093809822,0.9011111093809822
0.15,29,71,0,0,0,0.0,0.9018901265944901,0.9018901265944901
0.2,0,42,0,0,0,0.0,0.9027712715982543,0.9027712715982543
0.2,1,43,0,0,0,0.0,0.9057424383751338,0.9057424383751338
0.2,2,44,0,0,0,0.0,0.902752453406518,0.902752453406518
0.2,3,45,0,0,0,0.0,0.9030288670213305,0.9030288670213305
0.2,4,46,0,0,0,0.0,0.8989821572241513,0.8989821572241513
0.2,5,47,0,0,0,0.0,0.9019282378948595,0.9019282378948595
0.2,6,48,0,0,0,0.0,0.9011844018485304,0.9011844018485304
0.2,7,49,0,0,0,0.0,0.9028944107719874,0.9028944107719874
0.2,8,50,0,0,0,0.0,0.900918056769879,0.900918056769879
0.2,9,51,0,0,0,0.0,0.8996194240383287,0.8996194240383287
0.2,10,52,0,0,0,0.0,0.8997404622158004,0.8997404622158004
0.2,11,53,0,0,0,0.0,0.9030906131773109,0.9030906131773109
0.2,12,54,0,0,0,0.0,0.902611290041956,0.902611290041956
0.2,13,55,0,0,0,0.0,0.901135489072584,0.901135489072584
0.2,14,56,0,0,0,0.0,0.9002648575440021,0.9002648575440021
0.2,15,57,0,0,0,0.0,0.903251445521455,0.903251445521455
0.2,16,58,0,0,0,0.0,0.9006132424517618,0.9006132424517618
0.2,17,59,0,0,0,0.0,0.9012403602841691,0.9012403602841691
0.2,18,60,0,0,0,0.0,0.90308762253538,0.90308762253538
0.2,19,61,0,0,0,0.0,0.9015650210333602,0.9015650210333602
0.2,20,62,0,0,0,0.0,0.8976221913080022,0.8976221913080022
0.2,21,63,0,0,0,0.0,0.9023697328747426,0.9023697328747426
0.2,22,64,0,0,0,0.0,0.9054546653792577,0.9054546653792577
0.2,23,65,0,0,0,0.0,0.9030031734730887,0.9030031734730887
0.2,24,66,0,0,0,0.0,0.9033920155259484,0.9033920155259484
0.2,25,67,0,0,0,0.0,0.9020574729969262,0.9020574729969262
0.2,26,68,0,0,0,0.0,0.9027100046502938,0.9027100046502938
0.2,27,69,0,0,0,0.0,0.9011949261150858,0.9011949261150858
0.2,28,70,0,0,0,0.0,0.9011111093809822,0.9011111093809822
0.2,29,71,0,0,0,0.0,0.9018901265944901,0.9018901265944901
0.25,0,42,0,0,0,0.0,0.9027712715982543,0.9027712715982543
0.25,1,43,0,0,0,0.0,0.9057424383751338,0.9057424383751338
0.25,2,44,0,0,0,0.0,0.902752453406518,0.902752453406518
0.25,3,45,0,0,0,0.0,0.9030288670213305,0.9030288670213305
0.25,4,46,0,0,0,0.0,0.8989821572241513,0.8989821572241513
0.25,5,47,0,0,0,0.0,0.9019282378948595,0.9019282378948595
0.25,6,48,0,0,0,0.0,0.9011844018485304,0.9011844018485304
0.25,7,49,0,0,0,0.0,0.9028944107719874,0.9028944107719874
0.25,8,50,0,0,0,0.0,0.900918056769879,0.900918056769879
0.25,9,51,0,0,0,0.0,0.8996194240383287,0.8996194240383287
0.25,10,52,0,0,0,0.0,0.8997404622158004,0.8997404622158004
0.25,11,53,0,0,0,0.0,0.9030906131773109,0.9030906131773109
0.25,12,54,0,0,0,0.0,0.902611290041956,0.902611290041956
0.25,13,55,0,0,0,0.0,0.901135489072584,0.901135489072584
0.25,14,56,0,0,0,0.0,0.9002648575440021,0.9002648575440021
0.25,15,57,0,0,0,0.0,0.903251445521455,0.903251445521455
0.25,16,58,0,0,0,0.0,0.9006132424517618,0.9006132424517618
0.25,17,59,0,0,0,0.0,0.9012403602841691,0.9012403602841691
0.25,18,60,0,0,0,0.0,0.90308762253538,0.90308762253538
0.25,19,61,0,0,0,0.0,0.9015650210333602,0.9015650210333602
0.25,20,62,0,0,0,0.0,0.8976221913080022,0.8976221913080022
0.25,21,63,0,0,0,0.0,0.9023697328747426,0.9023697328747426
0.25,22,64,0,0,0,0.0,0.9054546653792577,0.9054546653792577
0.25,23,65,0,0,0,0.0,0.9030031734730887,0.9030031734730887
0.25,24,66,0,0,0,0.0,0.9033920155259484,0.9033920155259484
0.25,25,67,0,0,0,0.0,0.9020574729969262,0.9020574729969262
0.25,26,68,0,0,0,0.0,0.9027100046502938,0.9027100046502938
0.25,27,69,0,0,0,0.0,0.9011949261150858,0.9011949261150858
0.25,28,70,0,0,0,0.0,0.9011111093809822,0.9011111093809822
0.25,29,71,0,0,0,0.0,0.9018901265944901,0.9018901265944901
0.3,0,42,0,0,0,0.0,0.9027712715982543,0.9027712715982543
0.3,1,43,0,0,0,0.0,0.9057424383751338,0.9057424383751338
0.3,2,44,0,0,0,0.0,0.902752453406518,0.902752453406518
0.3,3,45,0,0,0,0.0,0.9030288670213305,0.9030288670213305
0.3,4,46,0,0,0,0.0,0.8989821572241513,0.8989821572241513
0.3,5,47,0,0,0,0.0,0.9019282378948595,0.9019282378948595
0.3,6,48,0,0,0,0.0,0.9011844018485304,0.9011844018485304
0.3,7,49,0,0,0,0.0,0.9028944107719874,0.9028944107719874
0.3,8,50,0,0,0,0.0,0.900918056769879,0.900918056769879
0.3,9,51,0,0,0,0.0,0.8996194240383287,0.8996194240383287
0.3,10,52,0,0,0,0.0,0.8997404622158004,0.8997404622158004
0.3,11,53,0,0,0,0.0,0.9030906131773109,0.9030906131773109
0.3,12,54,0,0,0,0.0,0.902611290041956,0.902611290041956
0.3,13,55,0,0,0,0.0,0.901135489072584,0.901135489072584
0.3,14,56,0,0,0,0.0,0.9002648575440021,0.9002648575440021
0.3,15,57,0,0,0,0.0,0.903251445521455,0.903251445521455
0.3,16,58,0,0,0,0.0,0.9006132424517618,0.9006132424517618
0.3,17,59,0,0,0,0.0,0.9012403602841691,0.9012403602841691
0.3,18,60,0,0,0,0.0,0.90308762253538,0.90308762253538
0.3,19,61,0,0,0,0.0,0.9015650210333602,0.9015650210333602
0.3,20,62,0,0,0,0.0,0.8976221913080022,0.8976221913080022
0.3,21,63,0,0,0,0.0,0.9023697328747426,0.9023697328747426
0.3,22,64,0,0,0,0.0,0.9054546653792577,0.9054546653792577
0.3,23,65,0,0,0,0.0,0.9030031734730887,0.9030031734730887
0.3,24,66,0,0,0,0.0,0.9033920155259484,0.9033920155259484
0.3,25,67,0,0,0,0.0,0.9020574729969262,0.9020574729969262
0.3,26,68,0,0,0,0.0,0.9027100046502938,0.9027100046502938
0.3,27,69,0,0,0,0.0,0.9011949261150858,0.9011949261150858
0.3,28,70,0,0,0,0.0,0.9011111093809822,0.9011111093809822
0.3,29,71,0,0,0,0.0,0.9018901265944901,0.9018901265944901
0.35,0,42,0,0,0,0.0,0.9027712715982543,0.9027712715982543
0.35,1,43,0,0,0,0.0,0.9057424383751338,0.9057424383751338
0.35,2,44,0,0,0,0.0,0.902752453406518,0.902752453406518
0.35,3,45,0,0,0,0.0,0.9030288670213305,0.9030288670213305
0.35,4,46,0,0,0,0.0,0.8989821572241513,0.8989821572241513
0.35,5,47,0,0,0,0.0,0.9019282378948595,0.9019282378948595
0.35,6,48,0,0,0,0.0,0.9011844018485304,0.9011844018485304
0.35,7,49,0,0,0,0.0,0.9028944107719874,0.9028944107719874
0.35,8,50,0,0,0,0.0,0.900918056769879,0.900918056769879
0.35,9,51,0,0,0,0.0,0.8996194240383287,0.8996194240383287
0.35,10,52,0,0,0,0.0,0.8997404622158004,0.8997404622158004
0.35,11,53,0,0,0,0.0,0.9030906131773109,0.9030906131773109
0.35,12,54,0,0,0,0.0,0.902611290041956,0.902611290041956
0.35,13,55,0,0,0,0.0,0.901135489072584,0.901135489072584
0.35,14,56,0,0,0,0.0,0.9002648575440021,0.9002648575440021
0.35,15,57,0,0,0,0.0,0.903251445521455,0.903251445521455
0.35,16,58,0,0,0,0.0,0.9006132424517618,0.9006132424517618
0.35,17,59,0,0,0,0.0,0.9012403602841691,0.9012403602841691
0.35,18,60,0,0,0,0.0,0.90308762253538,0.90308762253538
0.35,19,61,0,0,0,0.0,0.9015650210333602,0.9015650210333602
0.35,20,62,0,0,0,0.0,0.8976221913080022,0.8976221913080022
0.35,21,63,0,0,0,0.0,0.9023697328747426,0.9023697328747426
0.35,22,64,0,0,0,0.0,0.9054546653792577,0.9054546653792577
0.35,23,65,0,0,0,0.0,0.9030031734730887,0.9030031734730887
0.35,24,66,0,0,0,0.0,0.9033920155259484,0.9033920155259484
0.35,25,67,0,0,0,0.0,0.9020574729969262,0.9020574729969262
0.35,26,68,0,0,0,0.0,0.9027100046502938,0.9027100046502938
0.35,27,69,0,0,0,0.0,0.9011949261150858,0.9011949261150858
0.35,28,70,0,0,0,0.0,0.9011111093809822,0.9011111093809822
0.35,29,71,0,0,0,0.0,0.9018901265944901,0.9018901265944901
0.4,0,42,0,0,0,0.0,0.9027712715982543,0.9027712715982543
0.4,1,43,0,0,0,0.0,0.9057424383751338,0.9057424383751338
0.4,2,44,0,0,0,0.0,0.902752453406518,0.902752453406518
0.4,3,45,0,0,0,0.0,0.9030288670213305,0.9030288670213305
0.4,4,46,0,0,0,0.0,0.8989821572241513,0.8989821572241513
0.4,5,47,0,0,0,0.0,0.9019282378948595,0.9019282378948595
0.4,6,48,0,0,0,0.0,0.9011844018485304,0.9011844018485304
0.4,7,49,0,0,0,0.0,0.9028944107719874,0.9028944107719874
0.4,8,50,0,0,0,0.0,0.900918056769879,0.900918056769879
0.4,9,51,0,0,0,0.0,0.8996194240383287,0.8996194240383287
0.4,10,52,0,0,0,0.0,0.8997404622158004,0.8997404622158004
0.4,11,53,0,0,0,0.0,0.9030906131773109,0.9030906131773109
0.4,12,54,0,0,0,0.0,0.902611290041956,0.902611290041956
0.4,13,55,0,0,0,0.0,0.901135489072584,0.901135489072584
0.4,14,56,0,0,0,0.0,0.9002648575440021,0.9002648575440021
0.4,15,57,0,0,0,0.0,0.903251445521455,0.903251445521455
0.4,16,58,0,0,0,0.0,0.9006132424517618,0.9006132424517618
0.4,17,59,0,0,0,0.0,0.9012403602841691,0.9012403602841691
0.4,18,60,0,0,0,0.0,0.90308762253538,0.90308762253538
0.4,19,61,0,0,0,0.0,0.9015650210333602,0.9015650210333602
0.4,20,62,0,0,0,0.0,0.8976221913080022,0.8976221913080022
0.4,21,63,0,0,0,0.0,0.9023697328747426,0.9023697328747426
0.4,22,64,0,0,0,0.0,0.9054546653792577,0.9054546653792577
0.4,23,65,0,0,0,0.0,0.9030031734730887,0.9030031734730887
0.4,24,66,0,0,0,0.0,0.9033920155259484,0.9033920155259484
0.4,25,67,0,0,0,0.0,0.9020574729969262,0.9020574729969262
0.4,26,68,0,0,0,0.0,0.9027100046502938,0.9027100046502938
0.4,27,69,0,0,0,0.0,0.9011949261150858,0.9011949261150858
0.4,28,70,0,0,0,0.0,0.9011111093809822,0.9011111093809822
0.4,29,71,0,0,0,0.0,0.9018901265944901,0.9018901265944901
0.45,0,42,0,0,0,0.0,0.9027712715982543,0.9027712715982543
0.45,1,43,0,0,0,0.0,0.9057424383751338,0.9057424383751338
0.45,2,44,0,0,0,0.0,0.902752453406518,0.902752453406518
0.45,3,45,0,0,0,0.0,0.9030288670213305,0.9030288670213305
0.45,4,46,0,0,0,0.0,0.8989821572241513,0.8989821572241513
0.45,5,47,0,0,0,0.0,0.9019282378948595,0.9019282378948595
0.45,6,48,0,0,0,0.0,0.9011844018485304,0.9011844018485304
0.45,7,49,0,0,0,0.0,0.9028944107719874,0.9028944107719874
0.45,8,50,0,0,0,0.0,0.900918056769879,0.900918056769879
0.45,9,51,0,0,0,0.0,0.8996194240383287,0.8996194240383287
0.45,10,52,0,0,0,0.0,0.8997404622158004,0.8997404622158004
0.45,11,53,0,0,0,0.0,0.9030906131773109,0.9030906131773109
0.45,12,54,0,0,0,0.0,0.902611290041956,0.902611290041956
0.45,13,55,0,0,0,0.0,0.901135489072584,0.901135489072584
0.45,14,56,0,0,0,0.0,0.9002648575440021,0.9002648575440021
0.45,15,57,0,0,0,0.0,0.903251445521455,0.903251445521455
0.45,16,58,0,0,0,0.0,0.9006132424517618,0.9006132424517618
0.45,17,59,0,0,0,0.0,0.9012403602841691,0.9012403602841691
0.45,18,60,0,0,0,0.0,0.90308762253538,0.90308762253538
0.45,19,61,0,0,0,0.0,0.9015650210333602,0.9015650210333602
0.45,20,62,0,0,0,0.0,0.8976221913080022,0.8976221913080022
0.45,21,63,0,0,0,0.0,0.9023697328747426,0.9023697328747426
0.45,22,64,0,0,0,0.0,0.9054546653792577,0.9054546653792577
0.45,23,65,0,0,0,0.0,0.9030031734730887,0.9030031734730887
0.45,24,66,0,0,0,0.0,0.9033920155259484,0.9033920155259484
0.45,25,67,0,0,0,0.0,0.9020574729969262,0.9020574729969262
0.45,26,68,0,0,0,0.0,0.9027100046502938,0.9027100046502938
0.45,27,69,0,0,0,0.0,0.9011949261150858,0.9011949261150858
0.45,28,70,0,0,0,0.0,0.9011111093809822,0.9011111093809822
0.45,29,71,0,0,0,0.0,0.9018901265944901,0.9018901265944901
0.5,0,42,0,0,0,0.0,0.9027712715982543,0.9027712715982543
0.5,1,43,0,0,0,0.0,0.9057424383751338,0.9057424383751338
0.5,2,44,0,0,0,0.0,0.902752453406518,0.902752453406518
0.5,3,45,0,0,0,0.0,0.9030288670213305,0.9030288670213305
0.5,4,46,0,0,0,0.0,0.8989821572241513,0.8989821572241513
0.5,5,47,0,0,0,0.0,0.9019282378948595,0.9019282378948595
0.5,6,48,0,0,0,0.0,0.9011844018485304,0.9011844018485304
0.5,7,49,0,0,0,0.0,0.9028944107719874,0.9028944107719874
0.5,8,50,0,0,0,0.0,0.900918056769879,0.900918056769879
0.5,9,51,0,0,0,0.0,0.8996194240383287,0.8996194240383287
0.5,10,52,0,0,0,0.0,0.8997404622158004,0.8997404622158004
0.5,11,53,0,0,0,0.0,0.9030906131773109,0.9030906131773109
0.5,12,54,0,0,0,0.0,0.902611290041956,0.902611290041956
0.5,13,55,0,0,0,0.0,0.901135489072584,0.901135489072584
0.5,14,56,0,0,0,0.0,0.9002648575440021,0.9002648575440021
0.5,15,57,0,0,0,0.0,0.903251445521455,0.903251445521455
0.5,16,58,0,0,0,0.0,0.9006132424517618,0.9006132424517618
0.5,17,59,0,0,0,0.0,0.9012403602841691,0.9012403602841691
0.5,18,60,0,0,0,0.0,0.90308762253538,0.90308762253538
0.5,19,61,0,0,0,0.0,0.9015650210333602,0.9015650210333602
0.5,20,62,0,0,0,0.0,0.8976221913080022,0.8976221913080022
0.5,21,63,0,0,0,0.0,0.9023697328747426,0.9023697328747426
0.5,22,64,0,0,0,0.0,0.9054546653792577,0.9054546653792577
0.5,23,65,0,0,0,0.0,0.9030031734730887,0.9030031734730887
0.5,24,66,0,0,0,0.0,0.9033920155259484,0.9033920155259484
0.5,25,67,0,0,0,0.0,0.9020574729969262,0.9020574729969262
0.5,26,68,0,0,0,0.0,0.9027100046502938,0.9027100046502938
0.5,27,69,0,0,0,0.0,0.9011949261150858,0.9011949261150858
0.5,28,70,0,0,0,0.0,0.9011111093809822,0.9011111093809822
0.5,29,71,0,0,0,0.0,0.9018901265944901,0.9018901265944901
