step,avg_trust,avg_disturbance,avg_stability,avg_cognitive_distortion,avg_intervention_total,stability_share,avg_node_stability_variance
17,0.6575963584716428,0.20024769019197255,0.913615191598023,0.1982018044106492,0.9882519999999999,0.85,0.004538407816712449
18,0.665569473927929,0.21134289449719496,0.9088505893936215,0.19956716664824636,0.9894910399999999,0.86,0.004349588006195804
19,0.6711884656575537,0.21949830722162808,0.9045053595293375,0.20191085117854185,0.9915015056,0.87,0.003819088362791218
20,0.6761223700851902,0.20114013368864778,0.9066008844926866,0.21243573118499756,0.9872839999999999,0.89,0.0034851207862507234
21,0.6730468322447015,0.20126219306389498,0.9087321645022582,0.20563342133239731,0.99474552,0.95,0.0031900016571124123
22,0.6687676310896782,0.20687273840085957,0.9067526195687566,0.19262794726010102,0.9845999999999999,0.96,0.00280861721606527
23,0.6708503160057597,0.19289507891225674,0.9080877995256593,0.1935134772484157,0.97822,0.96,0.0025635192756104383
24,0.670154098051651,0.21017375450287085,0.9084726925237381,0.20065667552829874,1.0,0.97,0.002565581241276895
25,0.6664905967991247,0.21998060246949258,0.9083041232170378,0.20418502497219923,0.9934000000000001,0.97,0.002731147327030395
26,0.669206989281433,0.21227460744908547,0.9084073707537489,0.19511640564701,1.0,0.97,0.002515004408637744
27,0.6660298205181074,0.21599251328210978,0.908411185782677,0.19820714698985603,0.9933999999999998,0.97,0.002563235410007849
28,0.6547303864062866,0.2754930486687723,0.9060791011455759,0.21434971523066826,1.0,0.95,0.002724122799233813
29,0.6435728380968606,0.26071904137459406,0.9037031942375914,0.21997220176070242,1.0,0.95,0.0027271089371773555
30,0.6430497133763794,0.25352314672565446,0.8996620784900123,0.22889745004180234,1.0,0.91,0.0031754957155663266
31,0.6408069246837788,0.2452672415764649,0.8932177094107907,0.22490880381329878,1.0,0.9,0.0028567447614019264
32,0.6483002402047139,0.22986173570974944,0.8877560396280489,0.22294416087511174,1.0,0.9,0.002351789302799193
33,0.6526258122679911,0.21344797662539727,0.8837304439293738,0.21070198849606608,0.9867999999999999,0.89,0.0019124315204175047
34,0.6560966644894279,0.20451473750241336,0.8869615940198134,0.2044997833750551,0.9677039999999999,0.93,0.0020222116122129087
35,0.6573270897223176,0.20848501505704495,0.8904896582639432,0.20302637067623333,0.9777430399999999,0.93,0.0024478265263781175
36,0.6533743188847584,0.21591133441450197,0.8941452059590071,0.20036864569156973,0.96663656,0.87,0.002576965410059295
37,0.6498788085129493,0.21480969149712859,0.8986768464576297,0.20535865397190067,0.984336,0.87,0.0031147345280060903
38,0.6563253834860522,0.20450496384790082,0.8995041247639836,0.20601936081312933,0.97898208,0.87,0.003121792080405962
39,0.6623495644029616,0.20940973355544545,0.8974077470894508,0.20102123384003825,0.9638060224,0.9,0.002957760871984319
40,0.6633831029909676,0.22327621551815702,0.8989266712617335,0.20946404341637934,0.9933999999999998,0.9,0.002809748653985209
41,0.6589593281207555,0.22363624788909525,0.898869900189234,0.21165228871188874,0.9955999999999999,0.91,0.0024948711775536737
42,0.6437123748786717,0.2588138072942753,0.8962745467352687,0.21671199752781892,0.976768,0.93,0.002503842758465518
43,0.6355174087083723,0.23069147705147106,0.8939590601115454,0.2170568498231183,0.96991104,0.88,0.003211994250004438
44,0.6290788200965981,0.2546934941268331,0.8894436773530446,0.2121713269190607,0.9724940511999999,0.89,0.004350954294208962
45,0.6282306222321385,0.26426794410174415,0.8821380719911786,0.23168630953161456,0.985774348736,0.87,0.0045960961078773885
46,0.6419807433120515,0.25189279968396233,0.8742587588104845,0.23416117155738406,0.9911999999999999,0.85,0.004176502015854406
47,0.6483909547190995,0.22922902080855706,0.8739169296562156,0.2341209046609132,0.9956,0.85,0.004080443341557696
48,0.6546044141355885,0.20683972540145107,0.8755422030494059,0.21950470414974999,0.978968,0.84,0.0036351298085419447
49,0.6559191401858836,0.2061934469406398,0.879600379010817,0.19490776008855942,0.9733360000000001,0.84,0.00378979129177396
50,0.6644476862880724,0.20521014596743625,0.885968918426715,0.19809994345406914,0.9672340799999999,0.86,0.003972177155276666
51,0.666098574852576,0.20833125167870864,0.8950107474091973,0.20416841462851562,0.9502425823999999,0.9,0.003872244576663857
52,0.6621009785363541,0.22546098605851736,0.8996114451508066,0.2129974817266984,0.9751710111999999,0.85,0.003936249772972208
53,0.662352425318685,0.21628900595857936,0.902465056902138,0.21224402488989155,0.977942348736,0.86,0.0038355883188359702
54,0.6603876946409097,0.21173405530352077,0.9005640714996049,0.2060374946293962,1.0,0.9,0.00309585052044388
55,0.6568705216752057,0.22466971490065912,0.8974978371882133,0.20631246115299162,1.0,0.9,0.002518059871799135
56,0.6533167961338506,0.22547287601692975,0.8952156779711917,0.21135940597867964,0.9802,0.92,0.0022130407266512902
57,0.6581625812452898,0.21335346225180601,0.8954687075304792,0.21074116832525558,0.9921679999999999,0.92,0.002046655484334044
58,0.6627938342309919,0.19261725704291205,0.8985702874851821,0.2089815072326927,0.9828910399999999,0.95,0.0019842096521533
59,0.6685768127802514,0.17927760443662075,0.9031507825259597,0.20275296168957016,0.9882519999999999,0.97,0.0021262845651488374
60,0.6816671473166112,0.17425430503094194,0.90756383022654,0.19675085452483426,0.97323656,1.0,0.002176767502476684
61,0.6913719204073732,0.18825085655687585,0.9128910623972578,0.19678488898444993,0.9804200000000001,1.0,0.002038304342121846
62,0.6900031012391231,0.18683753013585103,0.9202450793919599,0.18821125916870898,0.9933999999999998,1.0,0.001497239962257668
63,0.6797545767982782,0.19288432126407865,0.9278037854453741,0.19292836322181867,1.0,1.0,0.001123792207945902
64,0.66668694501883,0.22805316627599892,0.9288692239427315,0.1993008731703015,1.0,1.0,0.0007659949051574066
65,0.6586765791767881,0.22208111915497641,0.9261254405634642,0.19526861715008428,1.0,1.0,0.0009552827989493049
66,0.657986760171999,0.2046989167779428,0.9201909896899361,0.1941038190989777,1.0,1.0,0.0012165807617650673
67,0.6587111629519821,0.2185278079745424,0.9099132219023609,0.1953374188380594,1.0,1.0,0.001542271258569594
68,0.6677499354064905,0.2158838799239358,0.9043761166816792,0.2016260967483015,1.0,1.0,0.0015263027464823132
69,0.674881540377199,0.21452787512293617,0.9021056939721881,0.20053577232817388,1.0,1.0,0.001281809843022677
70,0.6659187342738961,0.21741159142498745,0.9069791972307369,0.19699200453595672,1.0,1.0,0.0010362695884911174
71,0.6620592898594835,0.21051156928678355,0.9071417989091445,0.1958667999895706,0.9999999999999999,1.0,0.0010014960474227798
72,0.657071201176783,0.2234983525911594,0.9058816715514876,0.19287490564988516,1.0,1.0,0.0010658981477628929
73,0.6559580033322822,0.2106632403634579,0.9071353636366724,0.19101830614959017,1.0,1.0,0.0010335340029203244
74,0.665547783337082,0.2130942524301329,0.904597945061753,0.18514819500494542,1.0,1.0,0.0011078845041258766
75,0.6730531268377561,0.18892032047889046,0.9101098856267166,0.1938147904053182,1.0,1.0,0.0012535302778757058
76,0.6827068026595012,0.19462451304997128,0.9127251184832795,0.19501228342194454,1.0,1.0,0.0016219768688569085
77,0.6781374617459128,0.21574824418754404,0.9140198615217788,0.1931481909048439,1.0,0.95,0.0015153952163601172
78,0.6717875676873739,0.21811701733461594,0.9139068628645975,0.18863709186860375,1.0,0.95,0.0017877700748604255
79,0.6623988717885743,0.2124092574908933,0.9135448549063224,0.1823146527909801,1.0,0.95,0.002034039723123667
80,0.6606890601930695,0.21528278620922756,0.9098276771297518,0.18898533059296835,0.9889999999999999,0.95,0.002103254028852231
81,0.6669138590304695,0.20277750160686978,0.907902181707469,0.19314972792990687,0.9804199999999998,0.95,0.0020424196432505147
82,0.6704856977442393,0.22884921349269097,0.90245940453862,0.1942992858458026,0.9737276,0.95,0.001886759066306886
83,0.6734919998170177,0.2047060747032036,0.9028409693826457,0.197172359911095,1.0,0.95,0.001543722987343695
84,0.675956646291378,0.2051078157297278,0.9053110112513316,0.19192614222901966,1.0,1.0,0.0014077902845766217
85,0.6743755899540854,0.19280788895897633,0.910329112623892,0.1838472223313904,1.0,1.0,0.0012215943088963303
86,0.67582175049696,0.1977818536120724,0.9114214510955934,0.18576532832495427,0.9889999999999999,1.0,0.0010898391922884824
87,0.6742948538617684,0.18691617741722372,0.9176582589243171,0.19170949924225822,1.0,1.0,0.0009144729319868064
88,0.676431998230179,0.19037335377140813,0.9235570101641697,0.20058946755288343,1.0,1.0,0.0010235313803423143
89,0.6759588952010778,0.20327180544746112,0.9204790308953885,0.19829699360152062,1.0,1.0,0.0011531131217387646
90,0.6760424958468384,0.20875011746076694,0.9200148684947926,0.19591955386389245,1.0,1.0,0.0011495791892967653
91,0.6744669015437913,0.22715661593454317,0.9138084243545046,0.1948460462840237,1.0,1.0,0.0015439025208315023
92,0.6687392542301205,0.21332265802858644,0.9116144444189257,0.1935544485032162,1.0,0.95,0.0017399443281136725
93,0.6695165147674552,0.2074436266448617,0.9070866186290729,0.1864476738104011,1.0,0.95,0.0018748167395260928
94,0.6696377659606556,0.2090906165789136,0.9076204930808474,0.1825405859076453,0.9999999999999999,0.95,0.0021115266967069598
95,0.672605879564288,0.2190480342627467,0.9052784170960295,0.19110778548879273,1.0,0.95,0.0020738069493546367
96,0.6732823258445135,0.2113395537455666,0.9065075541999821,0.19314712989187238,1.0,0.95,0.0021418032211625343
97,0.6718118778723893,0.21524230062336241,0.9063024476109126,0.19314685195656833,0.9890000000000001,1.0,0.0021414342887534714
98,0.6711290127592708,0.2063999762798195,0.9042142499078843,0.19453275804426226,1.0,1.0,0.0021093681546395147
99,0.6775300611714111,0.20674762971040678,0.9025143066300417,0.1851122200225298,0.9889999999999999,1.0,0.001906785710738831
