step,avg_trust,avg_disturbance,avg_stability,avg_cognitive_distortion,avg_disturbance_damping,avg_cognitive_filtering,avg_trust_recovery,avg_reinforcement,avg_intervention_total,stability_share,shock_share
14,0.6583771160060131,0.20647113278539866,0.9222053271258013,0.19600834589593247,0.07756297356603906,0.26157522015697054,0.2285831390266313,0.432278667250359,1.0,1.0,0.1
15,0.6554849355278102,0.20651364879627332,0.9215529195966138,0.19238585152562476,0.08235994148209808,0.24957977633838282,0.25699368115284804,0.41106660102667103,1.0,1.0,0.1
16,0.6541267551693477,0.19039799065204582,0.9259535757712258,0.19511675617466012,0.07582884273598055,0.18853809992521936,0.23916295459818518,0.4964701027406149,1.0,1.0,0.0
17,0.6497737501676232,0.2038161917672066,0.928276825419146,0.1973620590383204,0.056220687314472065,0.21864286276935863,0.21591431093124952,0.5092221389849197,1.0,1.0,0.05
18,0.6444770870711138,0.22323703135384645,0.9267526542365175,0.19360359488290343,0.04607858829860378,0.25244137298123503,0.22884768599826297,0.4726323527218982,1.0,1.0,0.1
19,0.6428399603315972,0.22373306269161,0.9208933795571224,0.19378205800911857,0.06630278287370787,0.2715573040746383,0.2572221658486516,0.4049177472030022,1.0,1.0,0.05
20,0.6357218853551188,0.20717527624482363,0.9170678712658829,0.1863623075805939,0.08391937600439144,0.3164929584258258,0.18182958336128546,0.4177580822084973,1.0,1.0,0.0
21,0.6309647809780828,0.20415181997504148,0.9156375191642601,0.1872263651177349,0.0935124916854604,0.26244302420421073,0.1924180083883596,0.4516264757219693,1.0,1.0,0.05
22,0.6338928581815784,0.20813445626264343,0.9135983898950883,0.18987783148955756,0.08308537237693488,0.24422085583023753,0.26072126509226295,0.4119725067005646,1.0,1.0,0.05
23,0.6392882600629106,0.19283840169435928,0.9121336935828748,0.1891153825576804,0.07621139594226681,0.28080811073698775,0.26294033818717744,0.380040155133568,1.0,1.0,0.05
24,0.6341040457371598,0.20851174398798925,0.9135135578750526,0.19959265209295618,0.06497960425925155,0.2640890143827424,0.21117065769671411,0.45976072366129195,1.0,1.0,0.1
25,0.6235751418296169,0.22957669208080528,0.9120074494255069,0.19619227666071878,0.05927547659827331,0.2882499298499277,0.1828851870817702,0.4695894064700288,1.0,1.0,0.1
26,0.6204350572258075,0.21856558667932946,0.9100044780159824,0.18576405464609402,0.06442148438183531,0.2809153688082114,0.2065326937040263,0.44813045310592703,1.0,1.0,0.0
27,0.6232414083738105,0.20964554229433158,0.9081552214470149,0.1943657959955548,0.10086885712632324,0.23488670850837828,0.24792421400665848,0.4163202203586399,1.0,0.95,0.05
28,0.6173909684716323,0.27024414002377034,0.9032243202274571,0.21608703103471139,0.08544689510499484,0.1804463234219638,0.28369410628688996,0.45041267518615136,1.0,0.95,0.25
29,0.6062633458023329,0.2577673982784558,0.8995365761447897,0.21960719936650513,0.06305543871886557,0.2388552439230529,0.21966000333188607,0.4674293140261955,0.9890000000000001,0.95,0.05
30,0.594875648099119,0.24211461747760993,0.8904421013127946,0.21200650644110022,0.12031894253827871,0.3254008867950535,0.17593792574298567,0.37834224492368207,1.0,0.9,0.05
31,0.6032272683324758,0.23331749778591582,0.8807314732478053,0.20573016401260694,0.12525379646220905,0.2795494889118407,0.30892031362892025,0.2862764009970299,1.0,0.9,0.05
32,0.6113437368652892,0.2236509339834681,0.8787174550133203,0.21309522760220587,0.11806915261467546,0.19063484070592832,0.3279372921666316,0.3413587145127646,0.978,0.9,0.05
33,0.6103154234827237,0.21663937641324077,0.8832717471564353,0.20682679052214073,0.08577399353020938,0.2230301504178734,0.23789894695195152,0.4337169090999657,0.98042,0.85,0.05
34,0.6034096945318492,0.20691290913378171,0.8874786506459464,0.19558805162093224,0.0861081040449959,0.27450436426408714,0.15831405338619153,0.45480107830472544,0.9737275999999999,0.85,0.05
35,0.599996692617917,0.21312252284832658,0.8846784085550052,0.19471806642964454,0.06758095013399874,0.3190196295522659,0.18995923774851803,0.3699477105652173,0.946507528,0.9,0.05
36,0.6013400834785056,0.22244361590493086,0.884926774922489,0.19411060153166684,0.07548717760301879,0.2631287091079836,0.2371089790121937,0.40469513427680387,0.98042,0.85,0.1
37,0.6063365089738931,0.21921307332643564,0.8832774226735557,0.1983663080507695,0.08095035364135264,0.26261862918403844,0.2617786784234393,0.3683799387511696,0.9737275999999999,0.85,0.05
38,0.6121628717649321,0.21253387827083686,0.8811793804917205,0.19043864281289366,0.08074839887233229,0.30916006691418424,0.25951361021508207,0.32857792399840136,0.978,0.85,0.0
39,0.609735187846229,0.21742237959546978,0.8890067161289779,0.18479635511619913,0.051763884249206624,0.27004874127612105,0.19576639821121028,0.48242097626346203,1.0,0.85,0.05
40,0.598692301737815,0.23523034886701985,0.891042172565489,0.19168039970936135,0.05015460043787331,0.29675981551483116,0.15387860925380184,0.4772069747934936,0.978,0.85,0.1
41,0.590057145316772,0.23805827150516112,0.8872841819124044,0.19794384787430225,0.09016901285872889,0.2539091246704112,0.1748124360014949,0.45052942646936495,0.9694200000000001,0.85,0.1
42,0.5786506495383679,0.27995134910537917,0.8760111497848712,0.20752719522706134,0.11005219405009212,0.25695399638778105,0.20549047087840894,0.3792309386837178,0.9517275999999999,0.85,0.25
43,0.5788595552334665,0.25661227950287546,0.869818048594394,0.21714879923486552,0.08426876071949183,0.2189110918373028,0.2576392429987947,0.3881084324444107,0.9489275279999999,0.8,0.05
44,0.574672980463872,0.27474298033574296,0.8609741395639319,0.21524380098602855,0.10509502416495069,0.23346013798413198,0.24760702509639382,0.3672736845945234,0.95343587184,0.8,0.2
45,0.5674257785776742,0.2894276897398035,0.8480252025492396,0.22355840916293257,0.0985098568904195,0.295258315806861,0.24595293126191042,0.290958876076009,0.9306799800351999,0.75,0.2
46,0.5690982151763933,0.269513072527481,0.8455964483816818,0.2257396381025707,0.09339948436296233,0.22107657215673782,0.27812923590078104,0.3951774920069748,0.9877827844274559,0.7,0.05
47,0.5772613738860481,0.24973738380317903,0.8429399832097502,0.21326397396984845,0.08955478773634609,0.311972020699658,0.2844398925700162,0.3140332989939797,1.0,0.65,0.05
48,0.5954098706449507,0.22744834245663678,0.8440990678361551,0.20173656222456904,0.06803792502827813,0.28052991596980054,0.3396177797204396,0.27881437928148173,0.967,0.65,0.0
49,0.6086740567455365,0.2205795343333789,0.8499643765238858,0.19584659950047295,0.05752953099909206,0.23872566873478834,0.3177638938227791,0.3138209064433405,0.92784,0.65,0.05
50,0.606160292236338,0.22527735777136043,0.8583866334376884,0.18592503939148003,0.03393315372449073,0.3191537716765346,0.20856962211888322,0.3771834524800915,0.9388399999999999,0.75,0.05
51,0.5988590110544868,0.2157955672310803,0.8652770642454796,0.17899895332672594,0.04029140735876745,0.34552434757922945,0.1433861306684629,0.4029457143935402,0.9321476000000001,0.75,0.0
52,0.5925781270278833,0.23817435240834678,0.8698179649331623,0.18314921278105128,0.05652432503865653,0.2879464149980492,0.16819948949674599,0.4304773704665483,0.9431476,0.75,0.15
53,0.5937610177972086,0.2317609671976988,0.8721177338333241,0.1903190090687351,0.048688575046260466,0.23992185247437536,0.2188361500271768,0.40420855045218734,0.9116551279999999,0.75,0.0
54,0.59064941102983,0.22885627333895103,0.8710399079562535,0.19363441354585792,0.07907190742782545,0.2918241338091624,0.19373695520523304,0.36831040339777904,0.9329433998399999,0.7,0.0
55,0.5892624308883988,0.2512243016356066,0.8634774071245166,0.1892256706389402,0.08644752225226228,0.34325611021490804,0.22982326694445762,0.31847310058837197,0.978,0.75,0.15
56,0.5901339419279228,0.2550140893301864,0.8551713874963474,0.19576232496566462,0.08213897214023641,0.3196327788815597,0.26940986373854514,0.25665838523965867,0.92784,0.8,0.1
57,0.5887330526394554,0.23035900763818234,0.8547498268747411,0.18352475908053814,0.10243758593235872,0.32654770105614095,0.20531865014574563,0.30695606286575466,0.94126,0.8,0.05
58,0.5950230082439736,0.2009552142870084,0.8557434077165749,0.17601813123698717,0.12288315789915775,0.3439933621006005,0.21616114514078003,0.27968993485946164,0.9627276,0.85,0.0
59,0.6035940449192567,0.18785972259963676,0.8613045190743576,0.1644785288168424,0.07983217730626083,0.37804537944830086,0.2076398693400742,0.31248257390536405,0.978,0.85,0.0
60,0.6065278834662978,0.18644486387303513,0.8719058614036245,0.16085585352391205,0.049035303888106195,0.3439479864010823,0.16483295348280838,0.4030237562280031,0.9608399999999999,0.85,0.0
61,0.6027817302801631,0.1992945308792911,0.8814738239529885,0.15760233727914658,0.04467650414680984,0.32115297868378245,0.13271494791237376,0.46418316925703396,0.9627276,0.9,0.05
62,0.5996203920889387,0.1856131196326658,0.8877987021337758,0.15808336437542256,0.06740263317600212,0.3162667778990068,0.1170982671182698,0.44815984980672113,0.9489275279999999,0.9,0.0
63,0.6017584871350612,0.19469242059498132,0.8917239349707822,0.171901878895041,0.05234564748724193,0.27252056615787285,0.18257515168856694,0.4459945065063183,0.95343587184,0.9,0.0
64,0.5944577762023746,0.22988790276888724,0.8940482976789864,0.17386877336468418,0.0356990041161791,0.3050893198815314,0.15166582709283255,0.48796584890945693,0.98042,0.9,0.1
65,0.5874224404414684,0.2228102827196614,0.8917897585045436,0.17079847637392312,0.07857729808980304,0.3228048908372659,0.13891780580042729,0.4334276052725038,0.9737275999999999,0.9,0.05
66,0.5963722976816789,0.2081851215415626,0.883823499855304,0.1691561221229811,0.10734339649351692,0.33581674325399147,0.23859963605264706,0.2867477521998446,0.968507528,0.9,0.0
67,0.601227056103757,0.2346641508653117,0.882686424335217,0.18651811577762048,0.07153745011916386,0.22018949300718993,0.2711536450823685,0.39055528363127767,0.95343587184,0.9,0.1
68,0.6016830692109554,0.23161753454823333,0.880876041399769,0.18586731893955358,0.06661239136573079,0.32917098369121023,0.23984943389196176,0.36436719105109716,1.0,0.9,0.05
69,0.5986337823245198,0.22486735613494185,0.8779247472725948,0.17647184774283328,0.06800561562546291,0.41515585614990674,0.1833681988393518,0.3334703293852785,1.0,0.9,0.05
70,0.5988722090298104,0.23373939824279968,0.8757367323712723,0.17399237287242778,0.07235422303855474,0.3583746245607941,0.2082064703809019,0.3390646820197492,0.978,0.95,0.1
71,0.6021578954379672,0.22772957687885192,0.8717287444410081,0.17949774040208652,0.06482002635742731,0.3687134703518178,0.2367119142557775,0.29059458903497737,0.9608399999999999,0.95,0.0
72,0.598522391251913,0.23662190761459095,0.8754171380421794,0.18270144252667725,0.06735827562140768,0.31257313015321636,0.20437374006671183,0.41569485415866403,1.0,0.95,0.1
73,0.6019237773996992,0.22374989784736998,0.8740097409736653,0.17768005904252987,0.06900316036151757,0.3667237494180209,0.24019007421596453,0.324083016004497,1.0,0.95,0.0
74,0.5998894686403504,0.22348173979305236,0.8724819557204521,0.16208903030316354,0.0699509978867888,0.42652833513700017,0.17934725610492336,0.3131734108712877,0.9889999999999999,0.95,0.05
75,0.6072468242312729,0.2031684389045781,0.878809135451158,0.17070601129594515,0.036128172292333546,0.3233019686502278,0.21856750315454337,0.4024223559028952,0.98042,0.9,0.0
76,0.6114650872588328,0.20705717917703303,0.8829046036896967,0.17155411070942708,0.052800243344316544,0.283796620951933,0.21720773774389177,0.41992299795985877,0.9737275999999999,0.9,0.05
77,0.6054988660283546,0.23422635182561385,0.8830821188476332,0.16763568996946837,0.04425961886469303,0.37616418995580414,0.17766746427822028,0.40190872690128254,1.0,0.9,0.1
78,0.5996001189706949,0.2273207173863998,0.8788454570529544,0.16447605019002814,0.08284864120018405,0.4026982150428585,0.15701733155286496,0.34643581220409236,0.9890000000000001,0.85,0.05
79,0.6039509093157793,0.21600404063595374,0.876557780147046,0.16411910448877742,0.09330136936201477,0.34642519570772484,0.21126889794004783,0.31842453699021245,0.9694200000000001,0.85,0.05
80,0.6056643213444932,0.22277497263390553,0.8747646177580617,0.16415391017511685,0.07700929740330896,0.36261456151315635,0.21385718664146616,0.3092465544420685,0.9627276,0.85,0.1
81,0.6024101916381139,0.2105953502525399,0.8759259799504597,0.16377040923940428,0.06623709100878322,0.37783479783900575,0.16264990009790858,0.35078573905430244,0.957507528,0.85,0.0
82,0.5937081179923596,0.2364836755838982,0.8789998324744394,0.16910579650992869,0.07145243595082329,0.30986308876491336,0.14724907306511387,0.44085540221914943,0.9694199999999998,0.85,0.1
83,0.5917714985469769,0.21948617756661976,0.8784638853417785,0.17577007949215875,0.055361450342190796,0.3427491991313006,0.16987964015722284,0.38615731036928574,0.9541476,0.85,0.0
84,0.588735770673863,0.22214310994977088,0.8749387069383842,0.16899352729024616,0.07938330289327165,0.3770338187223774,0.16272005711169946,0.33837034927265147,0.957507528,0.85,0.1
85,0.5897787310292852,0.2050836734593291,0.8713178693671975,0.1491720757516538,0.08338431300130318,0.4557087627615989,0.15244633619295692,0.28888058804414096,0.98042,0.8,0.0
86,0.5920960436829783,0.2134897044374282,0.8700633132198743,0.1591801298134961,0.07750815396905905,0.35877227449470206,0.18558952473754725,0.3408576467986916,0.9627276,0.8,0.05
87,0.590658462507742,0.20597265682619917,0.875924472796671,0.16699804217715145,0.04932773647251823,0.28707336478019263,0.15528831815807406,0.4462381085892151,0.937927528,0.85,0.05
88,0.5911980025751796,0.20506040633738126,0.8733553289859476,0.1605134779408857,0.06912298904240588,0.4046974566646525,0.15874857921488567,0.3208668469180559,0.95343587184,0.8,0.05
89,0.5915991871890427,0.21523614635955476,0.870941122831861,0.15778415203763257,0.06990747583133237,0.4175819869127298,0.16848335588350352,0.3134471813724343,0.9694200000000001,0.8,0.05
90,0.5910123671559424,0.21439704709537666,0.8714378779463964,0.15736348383341672,0.05314513041819199,0.3965363999781532,0.166638109808235,0.35310035979541976,0.9694200000000001,0.8,0.05
91,0.5836903001766981,0.23923466640118735,0.8726824073474535,0.17238449534084307,0.060927251393740736,0.30751439230183253,0.15366395618004886,0.42104200012437787,0.9431476,0.85,0.15
92,0.5809234005288727,0.2201310413240405,0.8745326004340939,0.18088727662768098,0.07140917758597617,0.30563059884911303,0.16762424385327354,0.42475597971163725,0.9694200000000001,0.85,0.05
93,0.579701470510561,0.22362209299669839,0.8733678928125628,0.1767476206128581,0.07898059149075336,0.35743950400469215,0.17637400060630606,0.3872059038982484,1.0,0.85,0.1
94,0.5859266262588341,0.22720055115348536,0.8700345477576343,0.17228422541083482,0.07634788687244702,0.3380349709127227,0.22732202158334988,0.33629512063148037,0.978,0.85,0.1
95,0.5852381949112416,0.24305175415946018,0.8650171242771929,0.17695797818749853,0.07793798028491167,0.3497415015802026,0.2094009587330279,0.31275955940185785,0.94984,0.85,0.1
96,0.5858830069856833,0.23722317074613836,0.8614151689618698,0.1713115306501734,0.06898572294144013,0.3686129827637642,0.21347790629256536,0.30307098800223026,0.9541476,0.8,0.05
97,0.5870052110983826,0.2346438599223742,0.8613676378671394,0.1727524090637133,0.08714009692817368,0.35531051221545656,0.2126975106816888,0.3448518801746809,1.0,0.8,0.05
98,0.5828426081086584,0.23382346158880743,0.8600371325726897,0.17607502226481903,0.07173942179734463,0.39431637472642117,0.17093300703676184,0.3410111964394723,0.978,0.8,0.05
99,0.5854715315674149,0.2437332675514429,0.8587299858977632,0.17906774132116948,0.06458067010490835,0.3278400613450641,0.2276354677028833,0.33836380084714424,0.9584199999999999,0.8,0.1
