label,run_index,seed,disturbance_coupling,cognition_coupling,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,node_a_final_trust,node_b_final_trust,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach
sync_baseline_no_noise,8,50,0.05,0.05,0.9999999999988003,0.9979942171711192,1.0,1.0,0,0,0,0,1.0,0.8886861626086189,0,0,0.816250109570073,0.008140333090725394,0
sync_baseline_no_noise,9,51,0.05,0.05,0.9999999747254246,0.9999999999993515,1.0,1.0,0,0,0,0,0.9214261015616486,0.923088734672271,0,0,0.6208324296288725,0.014621211825524177,0
sync_baseline_no_noise,10,52,0.05,0.05,0.9999999999999987,0.999999999999999,1.0,1.0,0,0,0,0,1.0,0.970190407267666,0,0,0.9960138141837392,0.0011479473797484996,0
sync_baseline_no_noise,11,53,0.05,0.05,0.9999999999999967,0.9999999999986253,1.0,1.0,0,0,0,0,0.9761350090081748,1.0,0,0,0.9241161736289296,0.004915735813976967,0
sync_baseline_no_noise,12,54,0.05,0.05,0.9999999999999306,0.9999999999999987,1.0,1.0,0,0,0,0,0.8966515055926993,1.0,0,0,0.861294059616173,0.005680880199831495,0
sync_baseline_no_noise,13,55,0.05,0.05,0.9999999991602068,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9918321531604455,0.00207930640487314,0
sync_baseline_no_noise,14,56,0.05,0.05,0.9999999999999963,0.9999999999999968,1.0,1.0,0,0,0,0,0.9754835757557959,0.9487518953176535,0,0,0.9951937201428025,0.0014172046400897386,0
sync_baseline_no_noise,15,57,0.05,0.05,0.9967386257310615,0.999999999999999,1.0,1.0,0,0,0,0,0.8677018557920756,1.0,0,0,0.8661828447333697,0.009883602059500446,0
sync_baseline_no_noise,16,58,0.05,0.05,0.9999999999999989,0.999999999999974,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9930832807858962,0.0013126815411906223,0
sync_baseline_no_noise,17,59,0.05,0.05,0.9999912097061153,0.999999999999998,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9602525298490759,0.006039770025008796,0
sync_baseline_no_noise,18,60,0.05,0.05,0.9999999999999987,0.9953140724902667,1.0,1.0,0,0,0,0,0.9503660218704547,0.8830497276828497,0,0,0.9857714937095249,0.0019780364646164294,0
sync_baseline_no_noise,19,61,0.05,0.05,0.9999999999999987,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9961257892100159,0.001330123343723314,0
sync_noise_002,0,42,0.05,0.05,0.9999999999999958,0.999999999999999,1.0,1.0,0,0,0,0,0.9669176899770391,0.9628446853104407,0,0,0.9010497961175074,0.003963821364272789,0
sync_noise_002,1,43,0.05,0.05,0.9852122754993003,0.9999999999741905,1.0,1.0,0,0,0,0,0.8732366834246201,1.0,0,0,0.976549766930987,0.005521369858185531,0
sync_noise_002,2,44,0.05,0.05,0.9998163635426723,0.9999999999999989,1.0,1.0,0,0,0,0,0.9141592380981376,1.0,0,0,0.9909626572667571,0.0012807824989022653,0
sync_noise_002,3,45,0.05,0.05,0.9999999999999989,0.9999999914881783,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9896195234915488,0.0010277322634586717,0
