run_index,seed,final_cooperation,min_cooperation,max_cooperation,final_trust,final_ai_capability,final_governance_capacity,first_breach_step,recovery_step,stable_run,recovered_run,fragile_run,max_step_change
0,42,0.7771323254759935,0.7463834625306875,0.910821757141285,0.40798023010918577,0.9250016337230107,0.9693851380864724,31,32,0,1,1,0.06175504659472031
1,43,0.8084057878578595,0.7676872617831654,0.9355133842049651,0.6696634674887361,0.9249799612401063,0.8942473410846802,18,22,0,1,0,0.060797333383470153
2,44,0.7625767903986457,0.6702194006973377,0.8963024094462999,0.2558681007398133,0.9248660905538114,0.9839800528173184,9,10,0,1,1,0.07929777569533747
3,45,0.8923218789868791,0.5752690039524394,0.9011995144097839,0.7939501476791643,0.9250124693764892,0.9891939348287448,1,64,0,1,0,0.086402998042441
4,46,0.7989103136869198,0.6932474343930464,0.9146684645588659,0.5561538597968054,0.9249149156074045,0.9513719425498789,4,5,0,1,1,0.06097653002729664
5,47,0.814268866024854,0.6123873695940101,0.8819658873497089,0.558939431522038,0.9249962170696486,0.978177780977911,2,12,0,1,0,0.08562182148273667
6,48,0.8771219301216806,0.5940031305806284,0.8771219301216806,0.8103820264122837,0.9249908000250754,0.9529315256091052,4,10,0,1,0,0.09072144728166076
7,49,0.7987697403301299,0.6861931762859022,0.8787257428556989,0.6009289522932652,0.9249420290142283,0.9474132567402935,1,12,0,1,1,0.08199566608610376
8,50,0.7973023577007462,0.6601793944065589,0.9138513142709149,0.6172753409762872,0.92497996593593,0.8941460315334095,2,8,0,1,1,0.07573327041691025
9,51,0.7098959799450812,0.5971292645213695,0.8470805437125,0.28952504212498686,0.9250178836829852,0.7972167185362602,7,8,0,1,1,0.06416353821874765
10,52,0.8496591928002424,0.6212983301760442,0.8783378507405083,0.5997089000429311,0.9249908035460813,0.9891725682915048,10,12,0,1,0,0.08637022901223435
11,53,0.7712982594561844,0.7318985445096752,0.9531176546647928,0.509955648987164,0.9250178825095521,0.8783474149175649,60,69,0,1,1,0.061673907549291807
12,54,0.7662229257346155,0.6739870554512453,0.9065065362794265,0.5246653545356228,0.9251044840490498,0.8901007380436231,10,45,0,1,1,0.07183940405822564
13,55,0.8770135858694839,0.696401820609113,0.9216571687086852,0.8780000404804205,0.9249907988512186,0.8652340286151053,39,63,0,1,0,0.059867220177064584
14,56,0.7450509844677564,0.6563571940893452,0.8517029321427794,0.4656085686341159,0.9249962170696483,0.8095018779136982,5,8,0,1,1,0.06531992108025952
15,57,0.6842249752065803,0.5986432190647929,0.8487562076597378,0.30451815171343827,0.9249799635881593,0.8264243191782561,0,10,0,1,1,0.07487102289789971
16,58,0.8433603505889573,0.742000098250482,0.9117380804580726,0.6408396643384391,0.9250557846104838,0.9840238365388196,33,43,0,1,0,0.061489124973651776
17,59,0.7850285081467661,0.6992871904737726,0.9251681998221983,0.5639799142490637,0.9250232975982712,0.9056461582662854,55,78,0,1,1,0.06321149465166154
18,60,0.6888183695019628,0.5938270319989812,0.8470805437125,0.290328969564125,0.9250449563887579,0.8072166091842442,5,11,0,1,1,0.06390952763859103
19,61,0.7938367202765717,0.7266179551306351,0.9059654392147523,0.3503321298604351,0.9250232975982711,0.9741050801579584,10,14,0,1,1,0.06626578338411715
