disturbance_level,coupling_delay,trust_coupling,run_index,seed,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,node_a_final_trust,node_b_final_trust,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach
0.2,0,0.0,0,42,0.9999999999999948,0.8282707616138721,1.0,0.88,0,0,0,1,0.9604372430926673,0.6542453637356801,1,0,-0.4676144442607373,0.1412017888720075,0
0.2,0,0.0,1,43,0.9781286240598177,0.7924015231235714,1.0,0.78,0,1,0,1,0.8466438738107431,0.642776106085311,1,1,-0.0657554710594751,0.14770410250455954,0
0.2,0,0.0,2,44,0.9967296433002795,0.9049626638380738,1.0,0.7,0,0,0,1,0.8796292374442056,0.7607338635883362,1,0,-0.1856971503285666,0.14950362889960483,0
0.2,0,0.0,3,45,0.999999925477241,0.9686742772494008,1.0,0.62,0,0,0,1,1.0,0.832502379238149,1,0,-0.1702974805796117,0.15121017146322566,0
0.2,0,0.0,4,46,0.9999999940003601,0.807853238033353,1.0,0.88,0,0,0,1,1.0,0.6873304027406967,1,0,-0.10492257765391944,0.13182089820039755,0
0.2,0,0.0,5,47,0.9999973938290554,0.8011013358298901,1.0,0.63,0,0,0,1,1.0,0.6428638257323929,1,0,-0.6818225402193904,0.15537079279981697,0
0.2,0,0.0,6,48,0.9999998787927619,0.8996549823450674,1.0,0.41,0,0,0,1,0.954013732879933,0.7409282787302557,1,0,-0.05406124159765669,0.228364225550578,0
0.2,0,0.0,7,49,0.9999999940920031,0.8297848928166797,1.0,0.8,0,0,0,1,0.9849716337162451,0.6881383379710193,1,0,-0.11385383450894732,0.14756699879932555,0
0.2,0,0.0,8,50,0.9999999996981742,0.5726210540499791,1.0,0.46,0,1,0,1,1.0,0.33880283684250234,1,1,-0.34699846216046537,0.25658729123539153,0
0.2,0,0.0,9,51,0.9790020479987597,0.7218078443233837,1.0,0.39,0,1,0,1,0.8170638115634076,0.5071409304879948,1,1,0.487092668959856,0.23766386437123974,0
0.2,0,0.0,10,52,0.9999999999999986,0.8466194476697327,1.0,0.71,0,0,0,1,0.9956514415332253,0.6940507972751411,1,0,-0.29377723543018536,0.142466014369341,0
0.2,0,0.0,11,53,0.999999999999996,0.9586797385110564,1.0,0.8,0,0,0,1,0.9374439563647153,0.8297763941704196,1,0,-0.2696190984704274,0.13786819647584797,0
0.2,0,0.0,12,54,0.9962748222591061,0.9270041096938333,1.0,0.9,0,0,0,1,0.8659970772078986,0.7669509446369326,1,0,0.05748000454125085,0.08295332210600596,0
0.2,0,0.0,13,55,0.9999999610465728,0.918152144628892,1.0,1.0,0,0,0,0,0.9860011950943142,0.8012804808350568,0,0,-0.06415114081900578,0.091577595554013,0
0.2,0,0.0,14,56,0.9999999999999933,0.7885699930109896,1.0,0.72,0,1,0,1,0.8979483970787406,0.5898518924531653,1,1,-0.1888288732386978,0.14352691902318543,0
0.2,0,0.0,15,57,0.9776289177147476,0.8921928729370668,1.0,1.0,0,0,0,0,0.826026381941475,0.7500251149196163,0,0,-0.1980923821621658,0.08763498083992605,0
0.2,0,0.0,16,58,0.9999999757478475,0.8954741069698409,1.0,0.42,0,0,0,1,1.0,0.7880101080281454,1,0,-0.42043995433180903,0.19880799747587857,0
0.2,0,0.0,17,59,0.9999538083132,0.9114300836959643,1.0,0.77,0,0,0,1,1.0,0.7858515143670747,1,0,-0.08869416776986237,0.13150358446449348,0
0.2,0,0.0,18,60,0.9966486535150926,0.6334246264575595,1.0,0.47,0,1,0,1,0.8641965574099811,0.3878408006459209,1,1,-0.19163934488756673,0.164174130266306,0
