run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.733895870660795,0.7121576242534995,0.977108495332441,0.5492004846995415,0.23712602286565448,0.2927105100728557,0.93,93,,0,0,1,never_recovered,0.9216295200000001
1,43,0.7516671553650639,0.699469469534708,0.9757073675738076,0.4900041743198456,0.5045005182290141,0.17244970888201844,0.84,84,,0,0,1,never_recovered,0.8911892255680001
2,44,0.7961873913804971,0.7939456138609411,0.969421909389392,0.4014481760346059,0.33554066143641414,0.234343367678013,0.96,66,69,0,1,1,ended_below_threshold,0.9164
3,45,0.8909109487923019,0.8273423331278551,0.9701366557518705,0.5421429073302915,0.19275348789428107,0.1504103830609272,1.0,,,1,0,0,,0.9274
4,46,0.7930066554105313,0.7226239950704123,0.976604733635211,0.6650536039992168,0.16378516257636344,0.17956422869207297,0.52,33,43,0,1,1,ended_below_threshold,0.837171822368
5,47,0.8102218251761097,0.744026524286065,0.9669761027193998,0.6611440108162191,0.26152974859301287,0.2185772788822107,0.66,63,90,0,1,0,,0.8723065968
6,48,0.7167899309571304,0.7144420864421822,0.9729157823313508,0.48520291823912687,0.23095538043124678,0.19420271563745817,0.88,88,,0,0,1,never_recovered,0.904818199968
7,49,0.960156995580679,0.794855831489745,0.9647234894987211,0.663976170973637,0.13987894346337593,0.17748036365308947,0.96,49,53,0,1,0,,0.9308
8,50,0.8460734656217251,0.7543075110577577,0.9693322190223596,0.6046785918134789,0.26186512379251015,0.1389626908052523,0.84,35,40,0,1,0,,0.8873605456
9,51,0.8834867167665603,0.752125986221097,0.9571666555252379,0.5498580027393252,0.1948450983283227,0.22467246663639379,0.83,40,57,0,1,0,,0.901731719968
10,52,0.9051539036514908,0.8279675018612387,0.9682162217974419,0.6531566001325035,0.24488383474695613,0.2217317224385117,1.0,,,1,0,0,,0.9229999999999999
11,53,0.9036256732601093,0.8288890973959543,0.987291795317927,0.6123073577304836,0.14303821794937366,0.11474257896090234,1.0,,,1,0,0,,0.92924
12,54,0.8855433162673965,0.7434115227956544,0.9565750783787712,0.6638275783605205,0.23426635681953592,0.21102923240768193,0.85,37,52,0,1,0,,0.8984845455999999
13,55,0.9236517099711705,0.7289322227828138,0.9696960840162147,0.7168704588215101,0.1148930230686772,0.10126110361661646,0.91,62,71,0,1,0,,0.92055352
14,56,0.8188370073457742,0.7367405260949829,0.987342742456813,0.5599774814085222,0.2198214749194361,0.27591235367787115,0.61,44,83,0,1,0,,0.8357592701063072
15,57,0.8308552321288116,0.7963884129861101,0.9745399152430235,0.5949331536045639,0.14602326098561297,0.20398679364447078,0.97,90,93,0,1,0,,0.9424399999999999
16,58,0.7850921830800801,0.7353790461624986,0.9398860559980431,0.588482498330666,0.2538298385089286,0.17514474920993725,0.75,34,49,0,1,1,ended_below_threshold,0.8874420655999999
17,59,0.9220905943491314,0.7740819247929894,0.9602795924824366,0.5462935748386352,0.18622956533676757,0.19421139467606544,0.95,31,36,0,1,0,,0.9329999999999999
18,60,0.9463608836386365,0.712497066689179,0.9685272539180194,0.6610071392431216,0.12518842321569318,0.13361345187595253,0.84,55,71,0,1,0,,0.9125975199999999
19,61,0.8316019935018082,0.6830003443667099,0.9788693837461127,0.5907906455791668,0.26803960756318734,0.20234329988741953,0.59,47,88,0,1,0,,0.8596019199360001
