test_name,scenario,run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
integration,full_v12_integrated,0,42,0.9999999999999976,0.8852667046790313,0.9999999999999976,0.9706114669760393,0.34272557204201876,0.20174689953454392,1.0,,,1,0,0,,0.7556787783975881
integration,full_v12_integrated,1,43,0.9876478446328434,0.8532565988006563,0.9999999998399964,0.8757030487517128,0.5202930344626744,0.2559963318814568,1.0,,,1,0,0,,0.7940792664262013
integration,full_v12_integrated,2,44,0.9999999912532191,0.8775020652415447,0.9999999981922055,0.9355054626983982,0.13662082789378865,0.17221978215491757,1.0,,,1,0,0,,0.7988111192260425
integration,full_v12_integrated,3,45,0.999999999999999,0.8811173820944553,0.999999999999999,1.0,0.1059658392539149,0.14800959598485064,1.0,,,1,0,0,,0.7816650290068309
integration,full_v12_integrated,4,46,0.999999999519943,0.8800723353853783,0.999999999519943,1.0,0.1471570230376023,0.1919796984984091,1.0,,,1,0,0,,0.776420177987243
integration,full_v12_integrated,5,47,0.9999999999913993,0.8802791873412943,0.9999999999913993,1.0,0.18258395992288115,0.14375041759581753,1.0,,,1,0,0,,0.833586733857673
integration,full_v12_integrated,6,48,0.999999999999525,0.8824316776658607,0.999999999999525,1.0,0.17314686691536474,0.1803952235097661,1.0,,,1,0,0,,0.8072495599869175
integration,full_v12_integrated,7,49,0.9999999999999982,0.8817976045435539,0.9999999999999982,1.0,0.18275204469094763,0.18132815800744426,1.0,,,1,0,0,,0.7947354262554608
integration,full_v12_integrated,8,50,0.9999999999996704,0.8812990088698391,0.9999999999996704,1.0,0.07427952316300537,0.15662156873522876,1.0,,,1,0,0,,0.7886211461855401
integration,full_v12_integrated,9,51,0.9999999895824516,0.8806548402158217,0.9999999895824516,0.9628582438897058,0.12289536375783895,0.16263484006654677,1.0,,,1,0,0,,0.856037014166074
integration,full_v12_integrated,10,52,0.999999999999999,0.8831958749600782,0.999999999999999,1.0,0.1720390628137421,0.17492610578795678,1.0,,,1,0,0,,0.7589577446163908
integration,full_v12_integrated,11,53,0.9999999999999972,0.8753976809414177,0.9999999999999972,0.9917438238322512,0.14394668371462427,0.15880690356418503,1.0,,,1,0,0,,0.7812905592485981
integration,full_v12_integrated,12,54,0.9999999999999726,0.8829791753063563,0.9999999999999726,0.9153793729708845,0.1283384752661189,0.2098000954711941,1.0,,,1,0,0,,0.7927023276061383
integration,full_v12_integrated,13,55,0.9999999999999988,0.8759530841212197,0.9999999999999988,1.0,0.19147832263216671,0.18342052281043225,1.0,,,1,0,0,,0.8067802311380808
integration,full_v12_integrated,14,56,0.9999999999999984,0.878829108935357,0.9999999999999984,1.0,0.19040216626416465,0.19580723372730147,1.0,,,1,0,0,,0.7908862930871995
integration,full_v12_integrated,15,57,0.999258791025664,0.8548710116687164,0.9999999999979535,0.9144083474239841,0.17099899323711254,0.16704606513066167,1.0,,,1,0,0,,0.8127401694646471
integration,full_v12_integrated,16,58,0.999999999999999,0.8819213361427307,0.999999999999999,1.0,0.16036407924500753,0.16057626827968383,1.0,,,1,0,0,,0.7608297831856126
integration,full_v12_integrated,17,59,0.9999948145704481,0.8661608204715404,0.9999999138040826,1.0,0.13220529470167008,0.1415721024606004,1.0,,,1,0,0,,0.8067092101187111
integration,full_v12_integrated,18,60,0.999999999999999,0.8794481705859718,0.999999999999999,0.985605443651807,0.14370833173295555,0.13656667314737442,1.0,,,1,0,0,,0.8075444815694724
integration,full_v12_integrated,19,61,0.999999999999999,0.8775502409403673,0.999999999999999,1.0,0.10786801102967113,0.120999850641174,1.0,,,1,0,0,,0.7820836864849814
trust_channel,trust_blind_control,0,42,0.999999999999999,0.8888608589405811,0.999999999999999,0.9901923956094818,0.3427255720824837,0.2017469001612162,1.0,,,1,0,0,,0.8650906700595787
