k_D_value,run_index,seed,hub_final_stability,hub_min_stability,peripheral_failure_rate,peripheral_failure_peak,sustained_ignition_observed,ignition_onset_step,ignition_duration_steps,final_cooperation,final_trust,collapsed
0.09,1,43,0.3451820932858262,0.24758663275317866,0.18802259887005643,0.559322033898305,0,,0,0.9364706175783364,0.9364706175783364,0
0.09,2,44,0.3569641310486033,0.2635361968873454,0.18564971751412446,0.4915254237288136,0,,0,0.9366927385336624,0.9366927385336624,0
0.09,3,45,0.8665543224475235,0.7634321655212009,0.959322033898305,1.0,1,9,141,0.10901020551359449,0.10901020551359449,1
0.09,4,46,0.8414149346024888,0.7516286695364361,0.9583050847457628,1.0,1,9,141,0.1394501946238434,0.1394501946238434,1
0.09,5,47,0.3479489500099025,0.27228019524319286,0.15898305084745765,0.3898305084745763,0,,0,0.9278114004724273,0.9278114004724273,0
0.09,6,48,0.8522613708715385,0.7522088847290034,0.9568361581920904,1.0,1,9,141,0.11332547701254293,0.11332547701254293,1
0.09,7,49,0.3596327849315917,0.2684328174520584,0.1741242937853107,0.4067796610169492,0,,0,0.9250595067272351,0.9250595067272351,0
0.09,8,50,0.9033641636162246,0.7546461548504685,0.9564971751412429,1.0,1,9,141,0.09880277117573223,0.09880277117573223,1
0.09,9,51,0.8807401858443206,0.7725694170054238,0.956045197740113,1.0,1,9,141,0.09394573749644287,0.09394573749644287,1
0.09,10,52,0.3429239506714913,0.2977658203222528,0.2084745762711864,0.576271186440678,0,,0,0.9248315197587332,0.9248315197587332,0
0.09,11,53,0.3569843980704812,0.26799319483070994,0.18598870056497183,0.423728813559322,0,,0,0.9281216552164493,0.9281216552164493,0
0.09,12,54,0.3755781598899964,0.25370769799022475,0.16892655367231643,0.4745762711864407,0,,0,0.9133492894937661,0.9133492894937661,0
0.09,13,55,0.35050763098276083,0.2692299833563591,0.15943502824858768,0.3898305084745763,0,,0,0.9222859562985365,0.9222859562985365,0
0.09,14,56,0.8656208086488532,0.7696250195431988,0.9533333333333334,1.0,1,11,139,0.10757764676900834,0.10757764676900834,1
0.09,15,57,0.3324678687509959,0.2722696195567995,0.14892655367231641,0.3220338983050847,0,,0,0.9329041026706738,0.9329041026706738,0
0.09,16,58,0.8657317351797834,0.7383583177035693,0.9579661016949153,1.0,1,10,140,0.11023171111330028,0.11023171111330028,1
0.09,17,59,0.36094094263552406,0.27001658236432613,0.1812429378531073,0.5084745762711864,0,,0,0.9115014549131213,0.9115014549131213,0
0.09,18,60,0.8648342703023829,0.7840246325223158,0.9589830508474576,1.0,1,10,140,0.11190096029393512,0.11190096029393512,1
