topology,node_count,k_D,k_C,k_T,runs,steps,avg_edge_count,propagation_share,avg_failure_rate,avg_time_to_first_propagation,avg_largest_survival_cluster,max_last_affected_node,cascade_depth_distribution,last_affected_distribution,spatial_distribution_counts,spatial_behavior
chain,50,0.01,0.02,0.0,20,200,49.0,1.0,0.025,4.75,2.65,49,49|48|49|49|49|48|47|46|49|49|48|49|48|49|48|49|48|49|49|48,49|48|49|49|49|48|47|46|49|49|48|49|48|49|48|49|48|49|49|48,network_wide:20,expands_far
chain,50,0.01,0.03,0.0,20,200,49.0,1.0,0.023,4.45,2.65,49,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|48|49|49|48,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|48|49|49|48,network_wide:20,expands_far
star,50,0.01,0.02,0.0,20,200,49.0,1.0,0.039,4.45,2.65,49,49|48|49|49|49|48|47|46|49|49|48|49|48|49|48|49|49|49|49|48,49|48|49|49|49|48|47|46|49|49|48|49|48|49|48|49|49|49|49|48,hub_localized:20,expands_far
star,50,0.01,0.03,0.0,20,200,49.0,1.0,0.045,4.45,2.65,49,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|49|49|49|48,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|49|49|49|48,hub_localized:20,expands_far
random-sparse,50,0.01,0.02,0.0,20,200,117.9,1.0,0.03,4.75,2.65,49,49|48|49|49|49|48|47|46|49|49|48|49|48|49|48|49|48|49|49|48,49|48|49|49|49|48|47|46|49|49|48|49|48|49|48|49|48|49|49|48,network_wide:20,expands_far
random-sparse,50,0.01,0.03,0.0,20,200,117.9,1.0,0.031,4.45,2.65,49,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|48|49|49|48,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|48|49|49|48,network_wide:20,expands_far
fully-connected,50,0.01,0.02,0.0,20,200,1225.0,1.0,0.028999999999999998,4.75,2.65,49,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|49|49|49|48,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|49|49|49|48,hub_localized:20,expands_far
fully-connected,50,0.01,0.03,0.0,20,200,1225.0,1.0,0.027000000000000003,4.45,2.65,49,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|49|49|49|48,49|48|49|49|49|48|47|46|49|49|48|49|49|49|48|49|49|49|49|48,hub_localized:20,expands_far
