test_name,scenario,avg_final_stability,avg_min_stability,stable_run_rate,recovered_run_rate,failure_rate,avg_final_trust,avg_final_disturbance,avg_final_cognitive_distortion,avg_intervention_utilization,avg_derived_cap_strength,note
baseline,threshold_queue_baseline,0.7939155539126241,0.7343809241791442,0.15,0.45,0.55,0.4931105641061727,0.24161783639966275,0.1401105050733113,0.9290519188335473,,Reference threshold-based controller with current default implementation.
de_trust,no_trust_channel,0.4354717069847064,0.40980905943221346,0.0,0.0,1.0,0.9971025570137572,0.2319670822565818,0.1077732504997582,0.775233178090008,,"Trust removed as the privileged stabilization channel; control acts only through disturbance, cognition, and reinforcement."
remove_thresholds,continuous_controller,0.9160002606779448,0.8303647056859986,0.85,0.15,0.0,0.6814621609724423,0.1719513731668521,0.1628062774731996,0.9878115698261153,,Threshold rules replaced by a continuous state-severity controller.
delay_vs_damping,delay_2_baseline,0.8679285086166353,0.7631461752986726,0.35,0.6,0.25,0.6296064101895367,0.2485060778568194,0.19877970753792581,0.9499647414428137,,Reference delayed controller for mechanism comparison.
delay_vs_damping,damping_proxy_a0.80_d0.65_g1.00,0.8848622796550565,0.7944561115986355,0.6,0.4,0.1,0.6134104191573869,0.23956885879771309,0.1929584583189069,0.979591625,,Zero-delay threshold controller with smoothing and extra damping.
cognition_channel,cognition_removed,0.9706715050893507,0.8845467349208466,1.0,0.0,0.0,0.577557698167833,0.2598312173593723,0.0,0.998,,Cognitive distortion channel fully disabled.
cognition_channel,cognition_amplified,0.7024055522753981,0.6042437094678414,0.0,0.2,0.95,0.4998480364700579,0.23086030540674402,0.2992671487008456,0.8689924442972174,,Cognitive distortion channel amplified to test whether C materially affects outcomes.
derived_trust_cap,stress_derived_cap,0.997657258654371,0.8917166375019978,1.0,0.0,0.0,0.9746121797672714,0.2564060243934541,0.18641880937329766,0.998,0.31857761309749844,"Trust cap derived from disturbance, cognition, and recent trust erosion instead of fixed externally."
