run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.9206209287505428,0.8297391774937528,0.9814650027041375,0.605747393035896,0.3762360519485932,0.19900395219814948,1.0,,,1,0,0,,0.978
1,43,0.8424208805730489,0.7624621259864177,0.9815974112700698,0.522285069617477,0.6266516257437891,0.2519077993703583,0.95,45,50,0,1,0,,0.9666295199999999
2,44,0.8145508313712386,0.7673762629602002,0.9675415432768362,0.5146016215113827,0.25143455641541845,0.18021037582629873,0.95,58,63,0,1,0,,0.9603310255999999
3,45,0.9299154796643586,0.8396178606014995,0.9714360054688177,0.6519408197986183,0.14800266034432993,0.17182225869603995,1.0,,,1,0,0,,0.978
4,46,0.9411925195134584,0.7093944041212125,0.9974006320811213,0.7078829506801951,0.20949611081721642,0.2836703037770895,0.88,44,56,0,1,0,,0.9561135199999999
5,47,0.958906877470299,0.7376591198604531,0.9688841643376991,0.6828056037430824,0.23138838254063807,0.19051444842175888,0.76,11,16,0,1,0,,0.95391352
6,48,0.8667208231304614,0.7816585714625875,0.9798502356000339,0.6838571544024176,0.26893064695829394,0.26405053660010674,0.96,30,34,0,1,0,,0.969684
7,49,0.9100805892036705,0.796801210598459,0.9725027641789555,0.6110396104895733,0.2645829267886713,0.17124815584683248,0.99,40,41,0,1,0,,0.978
8,50,0.9624384144708125,0.7859289565505868,0.9731687325456362,0.7853213662581231,0.1094120562694876,0.16306415313365705,0.96,32,36,0,1,0,,0.9736
9,51,0.7920361573845096,0.7139373180326225,0.977564314043198,0.6502750663676055,0.2168272269775533,0.16402659511493606,0.68,15,21,0,1,1,ended_below_threshold,0.954768
10,52,0.9834035782964222,0.8498695280802092,0.9834035782964222,0.6553736283972549,0.20005036031170875,0.17867848467429295,1.0,,,1,0,0,,0.978
11,53,0.8314828427765582,0.828556091213521,0.979661589801963,0.6704878925783642,0.24143780949735688,0.2703835270009781,1.0,,,1,0,0,,0.978
12,54,0.8256937138031643,0.763001227343078,0.9949633935741382,0.6419081520379679,0.2143373337556357,0.3896336970751835,0.91,14,23,0,1,0,,0.9605135199999999
13,55,0.895617540611693,0.7511931908152248,0.9886520474419109,0.6771697049828936,0.27476645932304167,0.21034655621982032,0.91,50,51,0,1,0,,0.965284
14,56,0.8477163202672681,0.8216217657866653,0.980948235290628,0.6471642088582522,0.30241942290551477,0.25077782910120505,1.0,,,1,0,0,,0.978
15,57,0.7673067840412185,0.7474282472003279,0.9748987140699898,0.6418235183653831,0.25733987482376397,0.30176912300755,0.81,4,11,0,1,1,ended_below_threshold,0.94388856
16,58,0.8961629651709905,0.8159513097626173,0.9850055272980779,0.6867000649625947,0.21043574432272705,0.12446188809296634,1.0,,,1,0,0,,0.978
17,59,0.954094172102165,0.7394267967003332,0.9714789204854172,0.6868491785920501,0.16306160424715577,0.11277236763096538,0.79,28,29,0,1,0,,0.9323285455999999
18,60,0.8525622216875534,0.8120727128911953,0.9722460049083416,0.6003697550822913,0.17262712792906434,0.26097278237363897,1.0,,,1,0,0,,0.978
19,61,0.9553454261493023,0.7700883573075294,0.9704997199488069,0.6434440918292194,0.1330103687481955,0.11348722290308809,0.95,78,83,0,1,0,,0.9714
