step,avg_cooperation_level,avg_average_trust,avg_ai_capability,avg_governance_capacity,avg_disturbance,avg_effective_info,coop_above_080_share
0,0.8362478861375001,0.7805233,0.50895934375,0.5105030454999999,0.15,0.5279125,0.95
1,0.8263382965446144,0.75007502897281,0.5177598885095815,0.5265224407411477,0.14500000000000002,0.5281487500000001,0.75
2,0.8131588739357175,0.7434789418434236,0.5263856178046271,0.5314739855599938,0.195,0.52578625,0.75
3,0.8087371137497762,0.7393174498666456,0.5348805569822301,0.5413972323195828,0.125,0.52909375,0.7
4,0.8018120780575961,0.6877998153762658,0.5432280735795136,0.5570857636817639,0.11000000000000001,0.5298025000000001,0.5
5,0.8028105662105979,0.6986073321485445,0.5514257762967547,0.5723538102503966,0.11000000000000001,0.5298025000000001,0.5
6,0.7979542775314539,0.6613296962330508,0.5594763547914181,0.5899805262410683,0.11000000000000001,0.5298025000000001,0.45
7,0.7889914092810609,0.6376413193366582,0.5673855713829487,0.5952090872888439,0.1,0.530275,0.45
8,0.7829591524092534,0.6264093267310865,0.5751466521370691,0.6025218377450495,0.12000000000000002,0.5293300000000001,0.4
9,0.7795642609683178,0.627992480555315,0.5827715108098275,0.6099339247891626,0.11000000000000001,0.5298025000000001,0.3
10,0.772522724007409,0.6156590890218537,0.5902417824962602,0.6151823641812666,0.17,0.5269675,0.3
11,0.7698989983453427,0.6166382875711515,0.5975855647658304,0.6210156008779861,0.14500000000000002,0.5281487500000001,0.3
12,0.7712361138739408,0.6183571687292523,0.6048048589546935,0.6305290984095893,0.12000000000000002,0.5293300000000001,0.3
13,0.7678215813498908,0.5963052812472065,0.6118974405868294,0.6369794940357925,0.11000000000000001,0.5298025000000001,0.3
14,0.7635555420631771,0.5975544797820473,0.6188476042027882,0.6415840526842178,0.165,0.5272037500000001,0.3
15,0.7665427563043339,0.6124466348271997,0.6256881599293125,0.6478195857964422,0.11000000000000001,0.5298025000000001,0.3
16,0.7622105736137146,0.5769571759514978,0.6323913549613394,0.6579419775640769,0.165,0.5272037500000001,0.35
17,0.7486620097547567,0.5083149571683867,0.6389849335235385,0.659849560273669,0.125,0.52909375,0.3
18,0.7460586443271477,0.5136760745072242,0.6454512919300839,0.6666252569215365,0.16,0.52744,0.2
19,0.7459064738895436,0.532051165156002,0.6518118787325939,0.671472130299299,0.12000000000000002,0.5293300000000001,0.25
20,0.7432066087579114,0.5258995845942269,0.6580608248300818,0.6734868798474747,0.11000000000000001,0.5298025000000001,0.25
21,0.7352516786540527,0.5068026470494785,0.6641794422299416,0.6761551922763286,0.185,0.52625875,0.3
22,0.7359831812655547,0.5113804632465733,0.670204045077328,0.6807615012608872,0.12000000000000002,0.5293300000000001,0.3
23,0.7350394149984805,0.5170978320519418,0.6761147258971407,0.681439915816753,0.14500000000000002,0.5281487500000001,0.2
24,0.7367928494219069,0.5231592778858409,0.6819240657603355,0.6856849432643392,0.125,0.52909375,0.25
25,0.7349032538211724,0.5102813859965736,0.6876246971443648,0.6921527621999681,0.14500000000000002,0.5281487500000001,0.2
26,0.738506138844379,0.5283419203606071,0.6932253726121268,0.6957639280581656,0.135,0.52862125,0.15
27,0.7349048931575697,0.4971314057506878,0.6987223716851894,0.701774843719351,0.15000000000000002,0.5279125,0.2
28,0.7350889059986829,0.5045515001753454,0.7041294140881436,0.7028704446941912,0.11000000000000001,0.5298025000000001,0.25
29,0.7358977282328192,0.5161051627055748,0.7094299778561132,0.7085892112355531,0.155,0.5276762500000001,0.2
30,0.7417017890694698,0.5331044859539272,0.7146345499618225,0.7169942579324372,0.16,0.52744,0.2
31,0.7342955197843104,0.4784374156987578,0.7197529796731685,0.7200861221920504,0.125,0.52909375,0.25
32,0.7293273292893854,0.4569518555555561,0.7247825830693094,0.723487511379433,0.11000000000000001,0.5298025000000001,0.2
33,0.7189655256307173,0.41633411524646036,0.7297102137661666,0.7279773008077517,0.17,0.5269675,0.2
34,0.7156714698868529,0.4055181131002915,0.7345630303744322,0.7284481239395026,0.1,0.530275,0.2
35,0.7175944157286218,0.4224765125557323,0.7393221373091773,0.7338615978551257,0.135,0.52862125,0.3
36,0.7155776590818999,0.41066245706029836,0.7439986837854426,0.736553275669083,0.12000000000000002,0.5293300000000001,0.35
37,0.7140880473311395,0.4239650884857107,0.7485849831939204,0.7381156795617982,0.155,0.5276762500000001,0.3
38,0.7136620092597032,0.42255026230627396,0.7530962470154084,0.7378227311597125,0.11500000000000002,0.52956625,0.2
39,0.7106490081239062,0.42559333601334065,0.7575178164409488,0.7360220323681725,0.165,0.5272037500000001,0.15
40,0.7126825480448775,0.4473232154345125,0.7618644994891755,0.7350534553295368,0.14,0.528385,0.15
41,0.7173147710330221,0.4680642573931196,0.766133262355234,0.737129485513655,0.14,0.528385,0.25
42,0.7158748078412267,0.45188018246983297,0.7703255026254368,0.7391336803123758,0.14,0.528385,0.25
43,0.7166361379040335,0.44856834363998244,0.7744434119767251,0.7412339850972478,0.135,0.52862125,0.25
44,0.7176495083620293,0.45757497313282414,0.7784882876190522,0.7404224554409148,0.13,0.5288575000000001,0.2
45,0.7169358480248846,0.4438702197387164,0.7824606286875709,0.7426086329844361,0.13,0.5288575000000001,0.15
46,0.7244385371662504,0.4660134032341093,0.7863663577525357,0.7486851550660518,0.1,0.530275,0.15
47,0.7256543754710231,0.4623809872156238,0.7901981761685404,0.7507971054084825,0.125,0.52909375,0.2
48,0.7251204182967294,0.4464404062269858,0.7939590342139095,0.75534381672012,0.14,0.528385,0.2
49,0.7277311542528542,0.45615913762401067,0.7976568589216781,0.7576484275814107,0.11000000000000001,0.5298025000000001,0.25
50,0.7298305658506149,0.4651230884645745,0.8012868857697569,0.7595776086086818,0.12000000000000002,0.5293300000000001,0.25
51,0.7317457697647813,0.4498500067793387,0.8048524939181172,0.7675659314955202,0.11500000000000002,0.52956625,0.2
52,0.7305831557632713,0.4474142625248968,0.8083548146503252,0.7694562288016746,0.11000000000000001,0.5298025000000001,0.15
53,0.7289981962874357,0.45662731500601206,0.8117922404895861,0.7678609928136222,0.125,0.52909375,0.15
54,0.7237975973908248,0.452020441257208,0.8151620090770377,0.7649172249029872,0.17,0.5269675,0.15
55,0.721448650038794,0.4327238851952001,0.818479302703538,0.7668793777528591,0.11000000000000001,0.5298025000000001,0.2
56,0.7135101141892016,0.4098549222900402,0.8217293428829722,0.766888015880793,0.17,0.5269675,0.2
57,0.7149954128368127,0.4207633407153414,0.8249268785638642,0.7682680759828868,0.125,0.52909375,0.1
58,0.7078885001968707,0.3828631824588223,0.8280658195321434,0.7662401378842805,0.135,0.52862125,0.05
59,0.705891147841675,0.3946683420754654,0.8311484817255635,0.7642623435826965,0.135,0.52862125,0.05
60,0.7035667194891684,0.39727174019086287,0.834172881267712,0.7615078272387423,0.16,0.52744,0.05
61,0.7012420323822893,0.3844306383012205,0.8371460479242033,0.7595714855542305,0.135,0.52862125,0.05
62,0.7041242734237343,0.385261144712984,0.8400699481365163,0.7617583654643875,0.1,0.530275,0.05
63,0.7046562949529762,0.39618727981784013,0.8429345473673433,0.7620441123214831,0.16,0.52744,0.05
64,0.7041006592203666,0.3951797888442065,0.8457495115106648,0.7627199777491822,0.14500000000000002,0.5281487500000001,0.1
65,0.7011477510692183,0.35860082910537094,0.8485156640860207,0.7668046834100339,0.13,0.5288575000000001,0.1
66,0.6994750123165455,0.3595071570341869,0.8512316743113834,0.7675855955406299,0.135,0.52862125,0.1
67,0.6975652656169268,0.3783292865614062,0.8538989898761298,0.7653078808805694,0.135,0.52862125,0.1
68,0.6967753719499695,0.37801239055972646,0.8565174469914268,0.7657104366382887,0.14500000000000002,0.5281487500000001,0.1
69,0.6987385171215175,0.3900436668696722,0.8590899917316973,0.7693631338129164,0.135,0.52862125,0.1
70,0.6973109546502309,0.39015191305210656,0.8616184097845908,0.7674540498134776,0.11500000000000002,0.52956625,0.05
71,0.7010031152739987,0.40178011711914746,0.864099987389673,0.7680951614446514,0.13,0.5288575000000001,0.1
72,0.7057579902153638,0.40883489998218614,0.8665385068833664,0.772129113930691,0.11500000000000002,0.52956625,0.1
73,0.703107464451197,0.39625083317387044,0.868933745199487,0.7701228713350252,0.11000000000000001,0.5298025000000001,0.05
74,0.70174310405304,0.3953116397063491,0.871283210680309,0.7672398349802548,0.14,0.528385,0.05
75,0.701312552417041,0.3944033798751373,0.8735905584430286,0.7643379374371823,0.14,0.528385,0.1
76,0.7054403667219802,0.40569467662890873,0.8758569943069208,0.7676082264644221,0.135,0.52862125,0.1
77,0.7079291820387047,0.4164651272185371,0.8780827946173535,0.7708199503831773,0.135,0.52862125,0.1
78,0.7103741387430055,0.42784732235185985,0.8802717113624443,0.7690453811728036,0.1,0.530275,0.05
79,0.7107537328680411,0.4257885121097769,0.8824187823094658,0.766379173683155,0.13,0.5288575000000001,0.05
80,0.7115038956369258,0.43520553290731323,0.8845256826674468,0.7631400824541196,0.15,0.5279125,0.0
81,0.7097580009806137,0.4206459789489366,0.8865960581249641,0.7604154238505403,0.135,0.52862125,0.0
82,0.7117112450935849,0.4192100457290996,0.8886305197753638,0.7611900558329727,0.12000000000000002,0.5293300000000001,0.05
83,0.7084526069283262,0.4200401166981808,0.890624141760173,0.7571828580819856,0.17500000000000002,0.52673125,0.1
84,0.7120490870692132,0.44263631511437695,0.8925863393730383,0.7549434104408699,0.12000000000000002,0.5293300000000001,0.1
85,0.7054764862102717,0.39772100821329504,0.8945125735072347,0.7524040590768707,0.13,0.5288575000000001,0.1
86,0.7110664011408329,0.4208713505293953,0.8964038910798289,0.7557414581196485,0.135,0.52862125,0.05
87,0.7138205013259972,0.4361866137384253,0.8982631344375618,0.7538783157105657,0.11000000000000001,0.5298025000000001,0.05
88,0.7144606405180978,0.44528857162301866,0.9000864837498378,0.7509300597332516,0.14500000000000002,0.5281487500000001,0.15
89,0.7197225059235975,0.4548947463014352,0.9018792816531385,0.7549288894957031,0.11500000000000002,0.52956625,0.2
90,0.7267955329408509,0.4759240278236209,0.9036395621530653,0.7586623161862617,0.12000000000000002,0.5293300000000001,0.2
91,0.7282397115629171,0.47550513649837856,0.9053668977349926,0.7616412952933469,0.14,0.528385,0.15
92,0.725679276281649,0.45944218949739896,0.9070642745211381,0.759014863128155,0.125,0.52909375,0.2
93,0.7255858907340414,0.4681214386592069,0.9087312083931293,0.7564321416134876,0.125,0.52909375,0.2
94,0.7218777912557206,0.44116820029598547,0.9103698596862382,0.7546253133199026,0.1,0.530275,0.15
95,0.7194675009843697,0.44972283077986824,0.9119755974468344,0.7510699027409293,0.155,0.5276762500000001,0.1
96,0.7242347000587518,0.47160141187747956,0.9135559985733244,0.7522690642804906,0.1,0.530275,0.1
97,0.7318639133253361,0.4921815756537492,0.9151074122357657,0.756106394157854,0.11000000000000001,0.5298025000000001,0.15
98,0.7304313672376994,0.4869120510138595,0.9166291773292412,0.7531100893999539,0.14,0.528385,0.15
99,0.7307133398266088,0.48280190374722504,0.9181254365611851,0.751087091001322,0.11000000000000001,0.5298025000000001,0.15
