test_name,scenario,run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization,first_stressor
constraint_activation,baseline_integrated,0,42,0.9999999999999976,0.8852667046790313,0.9999999999999976,0.9706114669760393,0.34272557204201876,0.20174689953454392,1.0,,,1,0,0,,0.7556787783975881,none
constraint_activation,baseline_integrated,1,43,0.9876478446328434,0.8532565988006563,0.9999999998399964,0.8757030487517128,0.5202930344626744,0.2559963318814568,1.0,,,1,0,0,,0.7940792664262013,disturbance
constraint_activation,baseline_integrated,2,44,0.9999999912532191,0.8775020652415447,0.9999999981922055,0.9355054626983982,0.13662082789378865,0.17221978215491757,1.0,,,1,0,0,,0.7988111192260425,disturbance
constraint_activation,baseline_integrated,3,45,0.999999999999999,0.8811173820944553,0.999999999999999,1.0,0.1059658392539149,0.14800959598485064,1.0,,,1,0,0,,0.7816650290068309,none
constraint_activation,baseline_integrated,4,46,0.999999999519943,0.8800723353853783,0.999999999519943,1.0,0.1471570230376023,0.1919796984984091,1.0,,,1,0,0,,0.776420177987243,disturbance
constraint_activation,baseline_integrated,5,47,0.9999999999913993,0.8802791873412943,0.9999999999913993,1.0,0.18258395992288115,0.14375041759581753,1.0,,,1,0,0,,0.833586733857673,none
constraint_activation,baseline_integrated,6,48,0.999999999999525,0.8824316776658607,0.999999999999525,1.0,0.17314686691536474,0.1803952235097661,1.0,,,1,0,0,,0.8072495599869175,disturbance
constraint_activation,baseline_integrated,7,49,0.9999999999999982,0.8817976045435539,0.9999999999999982,1.0,0.18275204469094763,0.18132815800744426,1.0,,,1,0,0,,0.7947354262554608,none
constraint_activation,baseline_integrated,8,50,0.9999999999996704,0.8812990088698391,0.9999999999996704,1.0,0.07427952316300537,0.15662156873522876,1.0,,,1,0,0,,0.7886211461855401,disturbance
constraint_activation,baseline_integrated,9,51,0.9999999895824516,0.8806548402158217,0.9999999895824516,0.9628582438897058,0.12289536375783895,0.16263484006654677,1.0,,,1,0,0,,0.856037014166074,none
constraint_activation,baseline_integrated,10,52,0.999999999999999,0.8831958749600782,0.999999999999999,1.0,0.1720390628137421,0.17492610578795678,1.0,,,1,0,0,,0.7589577446163908,none
constraint_activation,baseline_integrated,11,53,0.9999999999999972,0.8753976809414177,0.9999999999999972,0.9917438238322512,0.14394668371462427,0.15880690356418503,1.0,,,1,0,0,,0.7812905592485981,none
