step,avg_trust,avg_disturbance,avg_stability,avg_cognitive_distortion,avg_disturbance_damping,avg_cognitive_filtering,avg_trust_recovery,avg_reinforcement,avg_intervention_total,stability_share,shock_share
0,0.7597974009560763,0.20755080994410635,0.8833161722254814,0.1916205787738902,0.0,0.0,0.0,0.32000000000000006,0.32000000000000006,1.0,0.1
1,0.7286694405698603,0.2238118185879045,0.8909305151864559,0.21848568991300782,0.0299625468164794,0.0299625468164794,0.16479400749063672,0.17528089887640452,0.4,1.0,0.05
2,0.7018716145383783,0.22708909410785377,0.8864015887426238,0.24241111064895585,0.0417958564452662,0.0417958564452662,0.2096240458920021,0.10678424121746552,0.4,1.0,0.1
3,0.6774253702453127,0.24797050327823672,0.8737065316683255,0.2729539096882829,0.034135507190279094,0.034135507190279094,0.2688861323601867,0.06284285325925512,0.4,0.95,0.15
4,0.6529983102720976,0.24238016507571974,0.8593484278530037,0.2868332832953079,0.04385592549055972,0.07423567232600277,0.23063155057443815,0.05127685160899936,0.4,0.9,0.05
5,0.6329531236737671,0.23884094103657896,0.8451780358107586,0.2924411331835508,0.04190355815356746,0.07715431924954566,0.2353750692709252,0.04556705332596171,0.4,0.8,0.05
6,0.6163239891730294,0.23413979277837543,0.8326332047081071,0.2974384641857467,0.040939731240368746,0.06846858798395292,0.23771680634893774,0.0528748744267406,0.4,0.75,0.1
7,0.5995631417286512,0.23065630647028942,0.8229619911304544,0.2990125584443916,0.03403726288183109,0.0678806225400562,0.2067462551535233,0.08693585942458944,0.3956,0.6,0.05
8,0.5850033987345742,0.22875017773442274,0.8120786114546602,0.29657652648129684,0.03883504564528107,0.06566910927402511,0.20669028913447227,0.06337355594622156,0.374568,0.55,0.0
9,0.5681499396096097,0.24045265591861367,0.800791569935097,0.30731897775568184,0.030364667613589753,0.06509885483541433,0.19860379273868528,0.07192772481231066,0.36599504,0.5,0.1
10,0.554220834168401,0.2445251461998279,0.788500757163225,0.3048163639856184,0.03484339631373023,0.08705463214364893,0.20181636450230983,0.046088618240311005,0.36980301120000003,0.45,0.1
11,0.5392424970310802,0.2374659501168709,0.7791791184798376,0.3010972479568801,0.037204397478571814,0.08688643005981886,0.1697619730520686,0.07385119940954074,0.36770400000000003,0.45,0.05
12,0.5270382578346193,0.22992342635376337,0.7697472717636685,0.30487940453074985,0.03794634074691604,0.0783489181585387,0.17064358590937617,0.05707027518516913,0.34400912000000006,0.4,0.0
13,0.5217819790130315,0.21061408968573098,0.7635739255132931,0.29641764216316646,0.03443067355500968,0.08201349886102459,0.17474542766818504,0.05878743351578073,0.34997703360000004,0.35,0.0
14,0.5142641842777492,0.23076404284572308,0.7581272018791249,0.29284810869239813,0.027913765314931015,0.07153759708958748,0.17500970878785754,0.080797968807624,0.35525904,0.35,0.1
15,0.5053982418551672,0.22979294804186284,0.7522096898826585,0.29212203714874196,0.037759250032798425,0.06792141704222832,0.1595372299368687,0.07058015418810458,0.3357980512,0.3,0.1
16,0.5047032710008139,0.2134130760781739,0.7472094811868486,0.29073182057389374,0.0281653643446715,0.06494124266116506,0.18771506967629492,0.04543541451786855,0.3262570912,0.2,0.0
17,0.49820905697275847,0.22562094108628966,0.7403816987518963,0.28844570458781893,0.018171342479549504,0.10015866492113687,0.16032716568279587,0.02324127805251778,0.301898451136,0.2,0.05
18,0.48480678232409974,0.24274052407595836,0.733705883717135,0.28052338633590634,0.022373035153204567,0.10979248084130828,0.12156588502297391,0.04243904213259325,0.29617044315008,0.2,0.1
19,0.4776373967823725,0.24300272327382486,0.7274760150082814,0.28526441975819367,0.031947060349541596,0.08636886209435593,0.151474999897512,0.04185899130157289,0.31164991364298245,0.15,0.05
20,0.4760400073200314,0.22807186668872803,0.7234055612263004,0.28664025203224736,0.02952360994295345,0.09787264658732467,0.16954865792964469,0.04131831749552349,0.3382632319554463,0.15,0.0
21,0.471650369528635,0.2278584291500827,0.7199247948389468,0.28410155295668205,0.030107649691425424,0.12114311950614971,0.14864468570093547,0.040935738872471816,0.3408311937709824,0.1,0.05
22,0.46516370502550475,0.23143040340679044,0.7156076911392416,0.2733126468577073,0.03417705126467442,0.13916167424328346,0.12890111171692903,0.030501482716479407,0.33274131994136635,0.1,0.05
