run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.7515662469658161,0.5025186584611102,0.93954023975053,0.4843756365271388,0.4140522275801919,0.14689154915580518,0.24,6,52,0,1,1,ended_below_threshold,0.6214625082619797
1,43,0.6634109461536968,0.5979615161546087,0.9318951539048143,0.2845750955761881,0.7015570642549838,0.30370152782468623,0.42,9,24,0,1,1,ended_below_threshold,0.6240407601515663
2,44,0.6625802126742686,0.6178866351540792,0.9729822475111221,0.3623323076677717,0.3327487914001912,0.24319809457682479,0.29,13,33,0,1,1,ended_below_threshold,0.6127359665425388
3,45,0.7634822795095959,0.6098277849149686,0.9686813992675144,0.5863805068905656,0.18457964475632865,0.09663428037560584,0.17,17,,0,0,1,never_recovered,0.7616646587078796
4,46,0.645889121308021,0.5039544924786111,0.9795660144428144,0.33281402579818153,0.21514101249561768,0.3518749618433272,0.26,8,14,0,1,1,ended_below_threshold,0.6015967036096436
5,47,0.69038293341694,0.5186672056269436,0.9222400000000001,0.40400035545027213,0.26328471548011445,0.07713932609812055,0.07,7,,0,0,1,never_recovered,0.531003947498318
6,48,0.5196061184734535,0.4456527325845925,0.9333165774019255,0.165084378359093,0.2995700913337598,0.15034378667010512,0.1,10,,0,0,1,never_recovered,0.46605590840039623
7,49,0.7603492817991799,0.6190600064125161,0.9222400000000001,0.5061317464723643,0.2679988257003786,0.1289052251802952,0.14,7,80,0,1,1,ended_below_threshold,0.6919747688946865
8,50,0.9503349188397411,0.6010811859270166,0.9665816994223972,0.5382272714847349,0.11391317371054359,0.25439793743036276,0.34,18,84,0,1,0,,0.6288204010538048
9,51,0.6966026662517054,0.538689974367461,0.941362448418979,0.4697555355582178,0.27069970005771843,0.1408226389132713,0.13,13,,0,0,1,never_recovered,0.623681645121305
10,52,0.7736686930264429,0.6006027868293675,0.9332284761427229,0.523314636220875,0.21167484312213952,0.11562754755151365,0.32,32,,0,0,1,never_recovered,0.7434878904183028
11,53,0.731021861117941,0.7014947682807305,0.9189180254611732,0.5491256957217946,0.28268300730415213,0.15218485509359087,0.27,5,22,0,1,1,ended_below_threshold,0.6788086617172386
12,54,0.5381868610409496,0.5116625618268718,0.9845544503033733,0.16784209769696792,0.35023071118546434,0.3032840245090631,0.22,8,34,0,1,1,ended_below_threshold,0.5674135560789568
13,55,0.5950851683837428,0.5137610345692669,0.9807755334251534,0.273007262865463,0.2820579737121877,0.16394310411884558,0.3,30,,0,0,1,never_recovered,0.5519448157222854
14,56,0.5626398573232445,0.5626398573232445,0.9286572795200999,0.2254877613440082,0.30983028551237185,0.11462202512244622,0.1,7,27,0,1,1,ended_below_threshold,0.6524494523398883
15,57,0.6368198964552004,0.49510426426869314,0.896340177367965,0.4466716473820884,0.3254166550861575,0.14992846353400077,0.04,4,,0,0,1,never_recovered,0.594518267882938
16,58,0.7033964069404078,0.5730671910136313,0.9893041150865138,0.4210270132937356,0.25106284470772694,0.12422377294004808,0.24,24,,0,0,1,never_recovered,0.5556320975721453
17,59,0.8572363199892128,0.48139043761117173,0.892,0.5441667387247733,0.19199552529083364,0.0836844244290697,0.11,5,94,0,1,0,,0.5436245493024114
18,60,0.5586631926039017,0.5586631926039017,0.928795864194261,0.2147082813003445,0.2994324818176559,0.14566978350676726,0.15,9,14,0,1,1,ended_below_threshold,0.6709197967705581
19,61,0.7838412748025848,0.6184877980644093,0.9566895925449062,0.5404726226827644,0.1671266074894931,0.06594132078743849,0.17,17,,0,0,1,never_recovered,0.6504109202801385
