step,avg_trust,avg_trust_filtered,avg_disturbance,avg_disturbance_filtered,avg_stability,avg_cognitive_distortion,avg_cognitive_distortion_filtered,avg_disturbance_damping,avg_cognitive_filtering,avg_trust_recovery,avg_reinforcement,avg_intervention_total,stability_share,shock_share
0,0.7597974009560763,0.7597974009560763,0.20755080994410635,0.20755080994410635,0.8636041722254812,0.1916205787738902,0.1916205787738902,0.0,0.0,0.0,0.0,0.0,1.0,0.1
1,0.7157632600404968,0.7157632600404968,0.22824018967022583,0.22824018967022583,0.8632594835543509,0.2227659874321437,0.2227659874321437,0.0,0.0,0.0,0.0,0.0,1.0,0.05
2,0.6702540429378808,0.6702540429378808,0.23659853586525154,0.23659853586525154,0.8959198028409485,0.25326992134113335,0.25326992134113335,0.0,0.0,0.0,0.8,0.8,1.0,0.1
3,0.6590536756406069,0.6590536756406069,0.2465662287977945,0.2465662287977945,0.9006311549067718,0.2702892253573267,0.2702892253573267,0.10299625468164793,0.10299625468164793,0.35580524344569286,0.4382022471910113,1.0,1.0,0.15
4,0.6656941701488185,0.6656941701488185,0.22660214446903842,0.22660214446903842,0.8930928275798827,0.2686166125926738,0.2686166125926738,0.1521120750960034,0.1521120750960034,0.4756078072414717,0.2201680425665214,1.0,0.95,0.05
5,0.6863729756748671,0.6863729756748671,0.2148765178639708,0.2148765178639708,0.8854976791263752,0.26384291406234306,0.26384291406234306,0.1382536784778936,0.1382536784778936,0.6051264142671999,0.11836622877701278,1.0,0.95,0.05
6,0.700974974291199,0.700974974291199,0.20789418444916086,0.20789418444916086,0.8840833246626222,0.24841609400232995,0.24841609400232995,0.10673450791514685,0.208000330699957,0.5462291092367295,0.1390360521481666,1.0,0.95,0.1
7,0.7004981156865118,0.7004981156865118,0.20275264390390388,0.20275264390390388,0.892368408139674,0.23591956317438809,0.23591956317438809,0.09812272867253168,0.2216647150798082,0.3860179388066758,0.2941946174409843,1.0,0.95,0.05
8,0.6834278432378635,0.6834278432378635,0.20774157654103695,0.20774157654103695,0.9055165890590786,0.21858381015767375,0.21858381015767375,0.05010034559593266,0.260397613720301,0.20364455971678988,0.4858574809669764,1.0,0.95,0.0
9,0.6643729101798728,0.6643729101798728,0.21845708795186178,0.21845708795186178,0.9127651204923366,0.222352326662197,0.222352326662197,0.07234549162700828,0.23318654105070952,0.17826178038593704,0.5052061869363451,0.9889999999999999,0.95,0.1
10,0.6577029000036541,0.6577029000036541,0.21876649925020736,0.21876649925020736,0.9109082771284944,0.21694100135298805,0.21694100135298805,0.09949324799316776,0.23375630030065406,0.27764505321671124,0.3695253984894669,0.98042,0.95,0.1
11,0.6664679652190901,0.6664679652190901,0.20805800810028957,0.20805800810028957,0.9050599808136497,0.21723853328622447,0.21723853328622447,0.121917568834887,0.19222473673044993,0.4046930191769162,0.2548922752577468,0.9737275999999999,0.9,0.05
12,0.6809678934235466,0.6809678934235466,0.19972210834075727,0.19972210834075727,0.8981006939489194,0.2162356105831514,0.2162356105831514,0.11587491754985366,0.22913561685518524,0.47058181102553487,0.1529151825694262,0.968507528,0.9,0.0
13,0.6892056769580788,0.6892056769580788,0.1790054306983619,0.1790054306983619,0.9027053894852746,0.20678588582506893,0.20678588582506893,0.11106777098175105,0.22880539770559674,0.3806665800110663,0.2794602513015859,1.0,0.9,0.0
14,0.689067171921811,0.689067171921811,0.20208264975369264,0.20208264975369264,0.9058213774468797,0.19749121955524623,0.19749121955524623,0.07913058910747117,0.2500527228221609,0.3186074500643767,0.3302092380059912,0.978,0.9,0.1
15,0.6783723091805157,0.6783723091805157,0.20900497426380493,0.20900497426380493,0.908333006139437,0.18461895524984828,0.18461895524984828,0.044244631540150646,0.3162665463064368,0.21599498206411472,0.40391384008929787,0.98042,0.95,0.1
16,0.6668531137594933,0.6668531137594933,0.19562863448719547,0.19562863448719547,0.9136069324682754,0.18410717615043748,0.18410717615043748,0.05108757255921618,0.2524057117375773,0.16830617384915852,0.490928141854048,0.9627276,0.9,0.0
