s_threshold,run_index,seed,trigger_A_fired,sustained_ignition_observed,false_alarm,network_failure_rate,final_cooperation,final_trust
0.35,20,62,0,0,0,0.09844444444444445,0.8406385945269513,0.8406385945269513
0.35,21,63,0,0,0,0.09844444444444445,0.8437721328994955,0.8437721328994955
0.35,22,64,0,0,0,0.09822222222222222,0.8477974268929304,0.8477974268929304
0.35,23,65,0,0,0,0.09844444444444445,0.8453482492203868,0.8453482492203868
0.35,24,66,0,0,0,0.09822222222222222,0.8453787990258307,0.8453787990258307
0.35,25,67,0,0,0,0.09844444444444445,0.8433881182711612,0.8433881182711612
0.35,26,68,0,0,0,0.09822222222222222,0.8446435625491567,0.8446435625491567
0.35,27,69,0,0,0,0.09822222222222222,0.8437245537028367,0.8437245537028367
0.35,28,70,0,0,0,0.09833333333333333,0.8435486731890097,0.8435486731890097
0.35,29,71,0,0,0,0.09811111111111111,0.8450226935021204,0.8450226935021204
0.4,0,42,0,0,0,0.09866666666666667,0.8443681777909834,0.8443681777909834
0.4,1,43,0,0,0,0.09833333333333333,0.846998193293021,0.846998193293021
0.4,2,44,0,0,0,0.09844444444444445,0.8458779520277508,0.8458779520277508
0.4,3,45,0,0,0,0.09833333333333333,0.8468490722969456,0.8468490722969456
0.4,4,46,0,0,0,0.09811111111111111,0.8412660587223003,0.8412660587223003
0.4,5,47,0,0,0,0.09833333333333333,0.8445137756690925,0.8445137756690925
0.4,6,48,0,0,0,0.09822222222222222,0.8432586754217487,0.8432586754217487
0.4,7,49,0,0,0,0.09833333333333333,0.8444441209146853,0.8444441209146853
0.4,8,50,0,0,0,0.09833333333333333,0.84386939665649,0.84386939665649
0.4,9,51,0,0,0,0.09822222222222222,0.8410654014914253,0.8410654014914253
0.4,10,52,0,0,0,0.09855555555555556,0.8424563964480328,0.8424563964480328
0.4,11,53,0,0,0,0.09822222222222222,0.8458591725901513,0.8458591725901513
0.4,12,54,0,0,0,0.09822222222222222,0.8442972462735363,0.8442972462735363
0.4,13,55,0,0,0,0.09833333333333333,0.8432541815169408,0.8432541815169408
0.4,14,56,0,0,0,0.09833333333333333,0.8424471605298084,0.8424471605298084
0.4,15,57,0,0,0,0.09833333333333333,0.8448242555344777,0.8448242555344777
0.4,16,58,0,0,0,0.09844444444444445,0.8428452489073627,0.8428452489073627
0.4,17,59,0,0,0,0.09844444444444445,0.8440612955158587,0.8440612955158587
0.4,18,60,0,0,0,0.09833333333333333,0.847433854548486,0.847433854548486
0.4,19,61,0,0,0,0.09844444444444445,0.8439446573694452,0.8439446573694452
0.4,20,62,0,0,0,0.09844444444444445,0.8406385945269513,0.8406385945269513
0.4,21,63,0,0,0,0.09844444444444445,0.8437721328994955,0.8437721328994955
0.4,22,64,0,0,0,0.09822222222222222,0.8477974268929304,0.8477974268929304
0.4,23,65,0,0,0,0.09844444444444445,0.8453482492203868,0.8453482492203868
0.4,24,66,0,0,0,0.09822222222222222,0.8453787990258307,0.8453787990258307
0.4,25,67,0,0,0,0.09844444444444445,0.8433881182711612,0.8433881182711612
0.4,26,68,0,0,0,0.09822222222222222,0.8446435625491567,0.8446435625491567
0.4,27,69,0,0,0,0.09822222222222222,0.8437245537028367,0.8437245537028367
0.4,28,70,0,0,0,0.09833333333333333,0.8435486731890097,0.8435486731890097
0.4,29,71,0,0,0,0.09811111111111111,0.8450226935021204,0.8450226935021204
0.45,0,42,0,0,0,0.09866666666666667,0.8443681777909834,0.8443681777909834
0.45,1,43,0,0,0,0.09833333333333333,0.846998193293021,0.846998193293021
0.45,2,44,0,0,0,0.09844444444444445,0.8458779520277508,0.8458779520277508
0.45,3,45,0,0,0,0.09833333333333333,0.8468490722969456,0.8468490722969456
0.45,4,46,0,0,0,0.09811111111111111,0.8412660587223003,0.8412660587223003
0.45,5,47,0,0,0,0.09833333333333333,0.8445137756690925,0.8445137756690925
0.45,6,48,0,0,0,0.09822222222222222,0.8432586754217487,0.8432586754217487
0.45,7,49,0,0,0,0.09833333333333333,0.8444441209146853,0.8444441209146853
0.45,8,50,0,0,0,0.09833333333333333,0.84386939665649,0.84386939665649
0.45,9,51,0,0,0,0.09822222222222222,0.8410654014914253,0.8410654014914253
0.45,10,52,0,0,0,0.09855555555555556,0.8424563964480328,0.8424563964480328
0.45,11,53,0,0,0,0.09822222222222222,0.8458591725901513,0.8458591725901513
0.45,12,54,0,0,0,0.09822222222222222,0.8442972462735363,0.8442972462735363
0.45,13,55,0,0,0,0.09833333333333333,0.8432541815169408,0.8432541815169408
0.45,14,56,0,0,0,0.09833333333333333,0.8424471605298084,0.8424471605298084
0.45,15,57,0,0,0,0.09833333333333333,0.8448242555344777,0.8448242555344777
0.45,16,58,0,0,0,0.09844444444444445,0.8428452489073627,0.8428452489073627
0.45,17,59,0,0,0,0.09844444444444445,0.8440612955158587,0.8440612955158587
0.45,18,60,0,0,0,0.09833333333333333,0.847433854548486,0.847433854548486
0.45,19,61,0,0,0,0.09844444444444445,0.8439446573694452,0.8439446573694452
0.45,20,62,0,0,0,0.09844444444444445,0.8406385945269513,0.8406385945269513
0.45,21,63,0,0,0,0.09844444444444445,0.8437721328994955,0.8437721328994955
0.45,22,64,0,0,0,0.09822222222222222,0.8477974268929304,0.8477974268929304
0.45,23,65,0,0,0,0.09844444444444445,0.8453482492203868,0.8453482492203868
0.45,24,66,0,0,0,0.09822222222222222,0.8453787990258307,0.8453787990258307
0.45,25,67,0,0,0,0.09844444444444445,0.8433881182711612,0.8433881182711612
0.45,26,68,0,0,0,0.09822222222222222,0.8446435625491567,0.8446435625491567
0.45,27,69,0,0,0,0.09822222222222222,0.8437245537028367,0.8437245537028367
0.45,28,70,0,0,0,0.09833333333333333,0.8435486731890097,0.8435486731890097
0.45,29,71,0,0,0,0.09811111111111111,0.8450226935021204,0.8450226935021204
0.5,0,42,0,0,0,0.09866666666666667,0.8443681777909834,0.8443681777909834
0.5,1,43,0,0,0,0.09833333333333333,0.846998193293021,0.846998193293021
0.5,2,44,0,0,0,0.09844444444444445,0.8458779520277508,0.8458779520277508
0.5,3,45,0,0,0,0.09833333333333333,0.8468490722969456,0.8468490722969456
0.5,4,46,0,0,0,0.09811111111111111,0.8412660587223003,0.8412660587223003
0.5,5,47,0,0,0,0.09833333333333333,0.8445137756690925,0.8445137756690925
0.5,6,48,0,0,0,0.09822222222222222,0.8432586754217487,0.8432586754217487
0.5,7,49,0,0,0,0.09833333333333333,0.8444441209146853,0.8444441209146853
0.5,8,50,0,0,0,0.09833333333333333,0.84386939665649,0.84386939665649
0.5,9,51,0,0,0,0.09822222222222222,0.8410654014914253,0.8410654014914253
0.5,10,52,0,0,0,0.09855555555555556,0.8424563964480328,0.8424563964480328
0.5,11,53,0,0,0,0.09822222222222222,0.8458591725901513,0.8458591725901513
0.5,12,54,0,0,0,0.09822222222222222,0.8442972462735363,0.8442972462735363
0.5,13,55,0,0,0,0.09833333333333333,0.8432541815169408,0.8432541815169408
0.5,14,56,0,0,0,0.09833333333333333,0.8424471605298084,0.8424471605298084
0.5,15,57,0,0,0,0.09833333333333333,0.8448242555344777,0.8448242555344777
0.5,16,58,0,0,0,0.09844444444444445,0.8428452489073627,0.8428452489073627
0.5,17,59,0,0,0,0.09844444444444445,0.8440612955158587,0.8440612955158587
0.5,18,60,0,0,0,0.09833333333333333,0.847433854548486,0.847433854548486
0.5,19,61,0,0,0,0.09844444444444445,0.8439446573694452,0.8439446573694452
0.5,20,62,0,0,0,0.09844444444444445,0.8406385945269513,0.8406385945269513
