run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.709439723989186,0.709439723989186,0.9743349263541934,0.42454849881598306,0.41311946854339315,0.14145913586973693,0.77,77,,0,0,1,never_recovered,0.9193969455359999
1,43,0.6721584646556279,0.6721584646556279,0.9777258654405907,0.41912196406367225,0.5885938866602316,0.23875034031919506,0.44,44,,0,0,1,never_recovered,0.8274032437325869
2,44,0.8317678919771051,0.6778664160405463,0.9756841751220788,0.6004556501847916,0.24075580459760787,0.2424675583788094,0.63,57,94,0,1,0,,0.900707291168
3,45,0.7485013471853394,0.6943936824189538,0.9731787236802053,0.5132745235417765,0.14561016455140974,0.0807900767213536,0.79,79,,0,0,1,never_recovered,0.9185676076403472
4,46,0.888099764037493,0.6983963312537981,0.9939963252962795,0.5058079670537682,0.19477403617137773,0.20656074839602123,0.81,42,61,0,1,0,,0.9462195856
5,47,0.9002976047291277,0.7111306075296255,0.9688326911694153,0.5296317497614978,0.23473833106279324,0.17865307429899818,0.61,11,42,0,1,0,,0.894591291168
6,48,0.6681433521505291,0.6305148161796634,0.9896683460357361,0.40307044821780263,0.2536984828205176,0.12228137117818258,0.3,30,,0,0,1,never_recovered,0.7327405567790661
7,49,0.8501654417849263,0.6977188787539846,0.9753907699610893,0.5830434391777513,0.26356485258057805,0.14990268864205436,0.59,39,80,0,1,0,,0.8405840682817736
8,50,0.9365454232669906,0.8009407733619995,0.9789535496274665,0.4938422965554663,0.10596608327290218,0.22067691277967483,1.0,,,1,0,0,,0.998
9,51,0.684288267323495,0.6470565015519846,0.9536778984122241,0.4398955685915989,0.19233664072262566,0.1522869552140408,0.29,16,24,0,1,1,ended_below_threshold,0.7892774933779421
10,52,0.8811954018522761,0.8021652366988606,0.9802860916102789,0.4522588924196018,0.2113483745075418,0.16951126359243773,1.0,,,1,0,0,,0.998
11,53,0.8202373793312627,0.8018887359066986,0.9846453873461962,0.5488742834072997,0.2583802523634056,0.21798219418903075,1.0,,,1,0,0,,0.998
12,54,0.6664809030734933,0.6664809030734933,0.9741263135811986,0.3703297133236448,0.23129116176514994,0.19968380908964323,0.95,95,,0,0,1,never_recovered,0.991884
13,55,0.7614863550513769,0.7146239107956827,0.9936957915814018,0.5109927204612571,0.25594080470224306,0.12381668474121699,0.44,44,,0,0,1,never_recovered,0.8146533839672143
14,56,0.7210208991072337,0.7210208991072337,0.971551282155126,0.4567919196368806,0.23819999880106715,0.16511274360518174,0.94,94,,0,0,1,never_recovered,0.98662952
15,57,0.6602541487123805,0.6455232030257012,0.9756263717206766,0.38646124244278235,0.26276069658362505,0.11883065968482678,0.46,46,,0,0,1,never_recovered,0.8279539673863073
16,58,0.7686979490287279,0.731769894885636,0.9931757867712028,0.5300476569031606,0.21877568079620338,0.10360286374818314,0.66,66,,0,0,1,never_recovered,0.8656702740418133
17,59,0.8879698968328463,0.6883441565168591,0.9700674710929078,0.5039533044401369,0.19085158004793326,0.10693313130519586,0.41,28,87,0,1,0,,0.7364113298863698
18,60,0.7364615389794033,0.708042445666152,0.9829758942531629,0.5022730923680456,0.21974950760494472,0.10671629260483431,0.31,31,,0,0,1,never_recovered,0.8185883868234708
19,61,0.7561053584847675,0.6583382547796796,0.9829143581727868,0.4995712997544658,0.16480698257533513,0.09135215717959251,0.53,53,,0,0,1,never_recovered,0.8684541967999999
