topology,node_count,k_D,k_C,k_T,runs,steps,avg_edge_count,propagation_share,avg_failure_rate,avg_time_to_first_propagation,avg_largest_survival_cluster,max_last_affected_node,cascade_depth_distribution,last_affected_distribution,spatial_distribution_counts,spatial_behavior
chain,50,0.05,0.05,0.02,20,200,49.0,1.0,0.128,4.25,1.0,49,49|49|49|49|49|48|49|49|49|49|49|49|49|49|49|49|49|49|49|49,49|49|49|49|49|48|49|49|49|49|49|49|49|49|49|49|49|49|49|49,network_wide:20,expands_far
chain,50,0.05,0.1,0.02,20,200,49.0,1.0,0.166,4.15,1.0,49,49|49|49|49|49|48|49|49|49|49|49|49|49|49|49|49|49|49|49|49,49|49|49|49|49|48|49|49|49|49|49|49|49|49|49|49|49|49|49|49,network_wide:20,expands_far
star,50,0.05,0.05,0.02,20,200,49.0,1.0,0.059,4.1,2.45,49,49|48|49|49|49|48|47|46|49|49|48|47|49|48|48|49|49|49|49|48,49|48|49|49|49|48|47|46|49|49|48|47|49|48|48|49|49|49|49|48,hub_localized:20,expands_far
star,50,0.05,0.1,0.02,20,200,49.0,1.0,0.069,3.95,2.1,49,49|48|49|49|49|48|47|46|49|49|48|47|49|49|49|49|49|49|49|48,49|48|49|49|49|48|47|46|49|49|48|47|49|49|49|49|49|49|49|48,hub_localized:20,expands_far
random-sparse,50,0.05,0.05,0.02,20,200,117.9,1.0,0.143,4.2,1.0,49,49|49|49|49|49|49|49|48|49|49|49|49|49|49|49|49|49|49|49|49,49|49|49|49|49|49|49|48|49|49|49|49|49|49|49|49|49|49|49|49,network_wide:20,expands_far
random-sparse,50,0.05,0.1,0.02,20,200,117.9,1.0,0.175,4.05,1.0,49,49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49,49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49,network_wide:20,expands_far
fully-connected,50,0.05,0.05,0.02,20,200,1225.0,1.0,0.343,3.25,8.1,49,42|49|49|48|47|49|45|44|47|45|41|40|39|38|40|39|38|49|49|48,42|49|49|48|47|49|45|44|47|45|41|40|39|38|40|39|38|49|49|48,hub_localized:20,expands_far
fully-connected,50,0.05,0.1,0.02,20,200,1225.0,1.0,0.359,3.25,7.9,49,42|49|49|48|47|49|45|44|47|45|41|43|39|38|40|39|38|49|49|48,42|49|49|48|47|49|45|44|47|45|41|43|39|38|40|39|38|49|49|48,hub_localized:20,expands_far
